"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1984","direct migration background","(1a) inadequately completed","1.22","1","135","1","1","1","2","4","1.11","1.33","1","5","1","1"
"1984","direct migration background","(1b) general elementary school","1.18","1","121","1","1","1","2","3","1.08","1.28","1","4","1","1"
"1984","direct migration background","(1c) basic vocational qualification","1.22","1","77","1","1","1","2","4","1.04","1.4","1","6","1","1"
"1984","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1984","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1984","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1984","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1984","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1984","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1984","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1984","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1984","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1984","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1984","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1984","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1984","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1984","no migration background","(0) in school","","","","","","","","","","","","","",""
"1984","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1984","no migration background","(1b) general elementary school","1.45","1","217","1","1","1","2","10","1.24","1.66","0","14","1","1"
"1984","no migration background","(1c) basic vocational qualification","1.36","1","389","1","1","1","2","7","1.26","1.46","1","9","1","1"
"1984","no migration background","(2a) intermediate vocational","1.3","1","131","1","1","1","2","6","1.12","1.48","1","10","1","1"
"1984","no migration background","(2b) intermediate general qualification","1.21","1","41","1","1","1","2","4","1.02","1.4","1","4","1","1"
"1984","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1984","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1984","no migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","no migration background","(3b) higher tertiary education","1.29","1","35","1","1","2","2","3","1.12","1.46","1","3","1","1"
"1985","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1985","direct migration background","(1a) inadequately completed","1.39","1","99","1","1","1","2","14","1.11","1.67","1","14","1","1"
"1985","direct migration background","(1b) general elementary school","1.64","1","111","1","1","1","2","10","1.33","1.95","1","15","1","1"
"1985","direct migration background","(1c) basic vocational qualification","1.41","1","60","1","1","1","2","4","0.44","2.38","1","30","1","1"
"1985","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1985","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1985","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1985","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1985","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1985","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1985","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1985","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1985","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1985","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1985","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1985","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1985","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1985","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1985","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1985","no migration background","(0) in school","","","","","","","","","","","","","",""
"1985","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1985","no migration background","(1b) general elementary school","1.36","1","188","1","1","1","2","5","1.13","1.59","0","17","1","1"
"1985","no migration background","(1c) basic vocational qualification","1.58","1","335","1","1","1","2","14","1.37","1.79","1","16","1","1"
"1985","no migration background","(2a) intermediate vocational","1.35","1","140","1","1","1","2","6","1.2","1.5","1","7","1","1"
"1985","no migration background","(2b) intermediate general qualification","1.64","1","30","1","1","2","2","14","0.75","2.53","1","14","1","1"
"1985","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1985","no migration background","(2c_voc) vocational maturity certificate","1.39","1","31","1","1","2","2","4","1.1","1.68","1","4","1","1"
"1985","no migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1985","no migration background","(3b) higher tertiary education","1.49","1","38","1","1","1","2","16","0.69","2.29","1","16","1","1"
"1986","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1986","direct migration background","(1a) inadequately completed","1.42","1","107","1","1","1","2","14","1.12","1.72","1","14","1","1"
"1986","direct migration background","(1b) general elementary school","3.27","1","118","1","1","1","2","48","2.48","4.06","1","48","1","1"
"1986","direct migration background","(1c) basic vocational qualification","1.46","1","73","1","1","2","2","4","1.21","1.71","1","9","1","1"
"1986","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1986","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1986","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1986","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1986","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1986","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1986","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1986","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1986","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1986","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1986","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1986","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1986","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1986","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1986","no migration background","(0) in school","","","","","","","","","","","","","",""
"1986","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1986","no migration background","(1b) general elementary school","1.29","1","163","1","1","1","2","4","1.19","1.39","1","5","1","1"
"1986","no migration background","(1c) basic vocational qualification","1.84","1","339","1","1","1","2","16","1.39","2.29","1","51","1","1"
