"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","East Germany","","","","","","","","","","","","","",""
"1984","direct migration background","West Germany","1.21","1","390","1","1","1","2","4","1.15","1.27","1","6","1","1"
"1984","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1984","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1984","no migration background","East Germany","","","","","","","","","","","","","",""
"1984","no migration background","West Germany","1.37","1","889","1","1","1","2","7","1.29","1.45","0","14","1","1"
"1985","direct migration background","East Germany","","","","","","","","","","","","","",""
"1985","direct migration background","West Germany","1.46","1","322","1","1","1","2","10","1.24","1.68","1","30","1","1"
"1985","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1985","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1985","no migration background","East Germany","","","","","","","","","","","","","",""
"1985","no migration background","West Germany","1.45","1","838","1","1","1","2","10","1.34","1.56","0","17","1","1"
"1986","direct migration background","East Germany","","","","","","","","","","","","","",""
"1986","direct migration background","West Germany","1.96","1","369","1","1","1","2","48","1.69","2.23","1","48","1","1"
"1986","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1986","no migration background","East Germany","","","","","","","","","","","","","",""
"1986","no migration background","West Germany","1.55","1","811","1","1","1","2","10","1.34","1.76","0","51","1","1"
"1987","direct migration background","East Germany","","","","","","","","","","","","","",""
"1987","direct migration background","West Germany","1.46","1","306","1","1","1","2","11","1.31","1.61","0","14","1","1"
"1987","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1987","no migration background","East Germany","","","","","","","","","","","","","",""
"1987","no migration background","West Germany","1.54","1","840","1","1","1","2","14","1.38","1.7","0","35","1","1"
"1988","direct migration background","East Germany","","","","","","","","","","","","","",""
"1988","direct migration background","West Germany","1.67","1","287","1","1","1","3","14","1.47","1.87","1","15","1","1"
"1988","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1988","no migration background","East Germany","","","","","","","","","","","","","",""
"1988","no migration background","West Germany","1.56","1","817","1","1","1","2","14","1.38","1.74","0","35","1","1"
"1989","direct migration background","East Germany","","","","","","","","","","","","","",""
"1989","direct migration background","West Germany","1.61","1","276","1","1","1","2","14","1.46","1.76","1","14","1","1"
"1989","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1989","no migration background","East Germany","","","","","","","","","","","","","",""
"1989","no migration background","West Germany","1.58","1","752","1","1","1","2","10","1.29","1.87","1","90","1","1"
"1990","direct migration background","East Germany","","","","","","","","","","","","","",""
"1990","direct migration background","West Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1990","no migration background","East Germany","","","","","","","","","","","","","",""
"1990","no migration background","West Germany","","","","","","","","","","","","","",""
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","1.42","1","264","1","1","1","2","7","1.33","1.51","1","7","1","1"
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1991","no migration background","East Germany","","","","","","","","","","","","","",""
"1991","no migration background","West Germany","1.62","1","802","1","1","1","2","12","1.47","1.77","1","30","1","1"
"1992","direct migration background","East Germany","","","","","","","","","","","","","",""
"1992","direct migration background","West Germany","1.36","1","248","1","1","1","2","7","1.24","1.48","1","12","1","1"
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","1.4","1","35","1","1","2","2","4","1.17","1.63","1","4","1","1"
"1992","no migration background","East Germany","1.58","1","307","1","1","1","2","21","1.09","2.07","1","65","1","1"
"1992","no migration background","West Germany","1.48","1","776","1","1","1","2","8","1.37","1.59","1","21","1","1"
"1993","direct migration background","East Germany","","","","","","","","","","","","","",""
"1993","direct migration background","West Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1993","no migration background","East Germany","","","","","","","","","","","","","",""
"1993","no migration background","West Germany","","","","","","","","","","","","","",""
"1994","direct migration background","East Germany","","","","","","","","","","","","","",""
"1994","direct migration background","West Germany","1.23","1","230","1","1","1","2","4","1.05","1.41","1","21","1","1"
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","1.83","1","44","1","1","2","5","7","1.49","2.17","1","7","1","1"
"1994","no migration background","East Germany","1.43","1","343","1","1","1","2","6","1.24","1.62","1","21","1","1"
"1994","no migration background","West Germany","1.5","1","775","1","1","1","2","8","1.34","1.66","1","50","1","1"
"1995","direct migration background","East Germany","","","","","","","","","","","","","",""
"1995","direct migration background","West Germany","1.52","1","296","1","1","1","2","14","1.32","1.72","1","20","1","1"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","2.11","1","39","1","1","2","4","12","1.49","2.73","1","12","1","1"
"1995","no migration background","East Germany","1.48","1","398","1","1","1","2","11","1.26","1.7","0","35","1","1"
"1995","no migration background","West Germany","1.49","1","732","1","1","2","2","6","1.39","1.59","1","21","1","1"
"1996","direct migration background","East Germany","","","","","","","","","","","","","",""
"1996","direct migration background","West Germany","1.31","1","289","1","1","1","2","5","1.23","1.39","1","6","1","1"
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","1.17","1","50","1","1","1","2","2","1.08","1.26","1","2","1","1"
"1996","no migration background","East Germany","1.85","1","402","1","1","2","2","17","1.62","2.08","1","30","1","1"
"1996","no migration background","West Germany","1.64","1","752","1","1","1","2","14","1.49","1.79","1","35","1","1"
"1997","direct migration background","East Germany","","","","","","","","","","","","","",""
"1997","direct migration background","West Germany","1.61","1","269","1","1","1","2","21","1.34","1.88","1","30","1","1"
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","1.28","1","56","1","1","1","2","4","1.14","1.42","1","4","1","1"
"1997","no migration background","East Germany","1.84","1","385","1","1","1","2","30","1.58","2.1","1","36","1","1"
"1997","no migration background","West Germany","1.58","1","754","1","1","1","2","12","1.45","1.71","1","30","1","1"
"1998","direct migration background","East Germany","","","","","","","","","","","","","",""
"1998","direct migration background","West Germany","1.77","1","273","1","1","1","2","6","1.29","2.25","1","64","1","1"
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","1.26","1","44","1","1","1","2","4","1.06","1.46","1","4","1","1"
"1998","no migration background","East Germany","1.39","1","443","1","1","2","2","5","1.27","1.51","1","20","1","1"
"1998","no migration background","West Germany","1.52","1","886","1","1","1","2","8","1.43","1.61","1","22","1","1"
"1999","direct migration background","East Germany","","","","","","","","","","","","","",""
"1999","direct migration background","West Germany","1.44","1","254","1","1","1","2","9","1.17","1.71","1","30","1","1"
"1999","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","West Germany","1.24","1","43","1","1","1","2","3","1.07","1.41","1","3","1","1"
"1999","no migration background","East Germany","1.51","1","449","1","1","2","2","6","1.39","1.63","1","19","1","1"
"1999","no migration background","West Germany","1.58","1","863","1","1","2","3","10","1.49","1.67","1","14","1","1"
"2000","direct migration background","East Germany","","","","","","","","","","","","","",""
"2000","direct migration background","West Germany","1.66","1","346","1","1","1","2","17","1.46","1.86","1","21","1","1"
"2000","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","West Germany","1.55","1","80","1","1","2","2","9","1.29","1.81","1","9","1","1"
"2000","no migration background","East Germany","1.61","1","677","1","1","2","3","8","1.49","1.73","1","24","1","1"
"2000","no migration background","West Germany","1.62","1","1677","1","1","2","2","11","1.52","1.72","1","45","1","1"
"2001","direct migration background","East Germany","","","","","","","","","","","","","",""
"2001","direct migration background","West Germany","1.4","1","320","1","1","2","2","4","1.32","1.48","1","5","1","1"
"2001","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","West Germany","1.26","1","77","1","1","1","2","4","1.1","1.42","1","5","1","1"
"2001","no migration background","East Germany","1.34","1","616","1","1","1","2","5","1.28","1.4","1","8","1","1"
"2001","no migration background","West Germany","1.39","1","1567","1","1","1","2","5","1.34","1.44","1","12","1","1"
"2002","direct migration background","East Germany","","","","","","","","","","","","","",""
"2002","direct migration background","West Germany","1.37","1","308","1","1","1","2","9","1.29","1.45","1","9","1","1"
"2002","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","West Germany","1.34","1","80","1","1","1","2","5","1.1","1.58","1","8","1","1"
"2002","no migration background","East Germany","1.5","1","625","1","1","2","2","5","1.34","1.66","1","48","1","1"
"2002","no migration background","West Germany","1.34","1","1655","1","1","1","2","5","1.3","1.38","1","18","1","1"
"2003","direct migration background","East Germany","","","","","","","","","","","","","",""
"2003","direct migration background","West Germany","1.4","1","287","1","1","1","2","6","1.29","1.51","1","7","1","1"
"2003","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2003","indirect migration background","West Germany","1.39","1","65","1","1","1","2","6","1.18","1.6","1","6","1","1"
"2003","no migration background","East Germany","1.41","1","621","1","1","2","2","5","1.34","1.48","1","12","1","1"
"2003","no migration background","West Germany","1.44","1","1603","1","1","2","2","6","1.39","1.49","1","15","1","1"
"2004","direct migration background","East Germany","","","","","","","","","","","","","",""
"2004","direct migration background","West Germany","1.37","1","276","1","1","2","2","4","1.28","1.46","1","8","1","1"
"2004","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2004","indirect migration background","West Germany","1.06","1","71","1","1","1","1","2","0.98","1.14","1","2","1","1"
"2004","no migration background","East Germany","1.49","1","597","1","1","2","2","6","1.4","1.58","1","13","1","1"
"2004","no migration background","West Germany","1.44","1","1593","1","1","1","2","6","1.39","1.49","1","13","1","1"
"2005","direct migration background","East Germany","","","","","","","","","","","","","",""
"2005","direct migration background","West Germany","1.39","1","241","1","1","2","2","5","1.29","1.49","1","6","1","1"
"2005","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","West Germany","1.44","1","61","1","1","1","2","15","0.96","1.92","1","15","1","1"
"2005","no migration background","East Germany","1.48","1","589","1","1","2","2","7","1.4","1.56","1","10","1","1"
"2005","no migration background","West Germany","1.39","1","1356","1","1","1","2","5","1.34","1.44","1","11","1","1"
"2006","direct migration background","East Germany","","","","","","","","","","","","","",""
"2006","direct migration background","West Germany","1.27","1","242","1","1","1","2","5","1.15","1.39","1","12","1","1"
"2006","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","West Germany","1.21","1","67","1","1","1","2","4","1.04","1.38","1","4","1","1"
"2006","no migration background","East Germany","1.62","1","633","1","1","2","3","7","1.47","1.77","1","30","1","1"
"2006","no migration background","West Germany","1.37","1","1574","1","1","2","2","4","1.33","1.41","1","19","1","1"
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","1.4","1","222","1","1","1","2","4","1.26","1.54","1","12","1","1"
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","1.15","1","59","1","1","1","2","3","1.01","1.29","1","3","1","1"
"2007","no migration background","East Germany","1.37","1","608","1","1","2","2","5","1.29","1.45","1","12","1","1"
"2007","no migration background","West Germany","1.49","1","1518","1","1","2","2","5","1.43","1.55","1","23","1","1"
"2008","direct migration background","East Germany","","","","","","","","","","","","","",""
"2008","direct migration background","West Germany","1.3","1","199","1","1","1","2","4","1.22","1.38","1","4","1","1"
"2008","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","West Germany","1.18","1","65","1","1","1","2","3","0.89","1.47","1","10","1","1"
"2008","no migration background","East Germany","1.38","1","585","1","1","2","2","4","1.23","1.53","1","42","1","1"
"2008","no migration background","West Germany","1.46","1","1353","1","1","2","2","5","1.41","1.51","1","12","1","1"
"2009","direct migration background","East Germany","","","","","","","","","","","","","",""
"2009","direct migration background","West Germany","1.38","1","182","1","1","2","2","3","1.26","1.5","1","8","1","1"
"2009","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","West Germany","1.15","1","58","1","1","1","2","3","0.98","1.32","1","4","1","1"
"2009","no migration background","East Germany","1.39","1","585","1","1","1","2","5","1.31","1.47","1","12","1","1"
"2009","no migration background","West Germany","1.51","1","1425","1","1","2","2","6","1.45","1.57","1","28","1","1"
"2010","direct migration background","East Germany","","","","","","","","","","","","","",""
"2010","direct migration background","West Germany","1.53","1","401","1","1","1","2","13","1.43","1.63","1","14","1","1"
"2010","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","West Germany","1.35","1","141","1","1","2","2","5","1.2","1.5","1","7","1","1"
"2010","no migration background","East Germany","1.38","1","734","1","1","2","2","5","1.32","1.44","1","8","1","1"
"2010","no migration background","West Germany","1.45","1","1942","1","1","1","2","5","1.4","1.5","1","20","1","1"
"2011","direct migration background","East Germany","1.48","1","31","1","1","2","3","5","1.15","1.81","1","5","1","1"
"2011","direct migration background","West Germany","1.35","1","448","1","1","1","2","4","1.27","1.43","1","13","1","1"
"2011","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","West Germany","1.47","1","132","1","1","1","3","5","1.32","1.62","1","7","1","1"
"2011","no migration background","East Germany","1.38","1","883","1","1","2","2","4","1.32","1.44","1","10","1","1"
"2011","no migration background","West Germany","1.45","1","2352","1","1","2","2","5","1.41","1.49","1","30","1","1"
"2012","direct migration background","East Germany","","","","","","","","","","","","","",""
"2012","direct migration background","West Germany","1.37","1","378","1","1","1","2","6","1.29","1.45","1","7","1","1"
"2012","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2012","indirect migration background","West Germany","1.47","1","149","1","1","1","3","10","1.26","1.68","1","11","1","1"
"2012","no migration background","East Germany","1.41","1","864","1","1","2","2","6","1.35","1.47","1","10","1","1"
"2012","no migration background","West Germany","1.47","1","2276","1","1","2","2","6","1.42","1.52","1","26","1","1"
"2013","direct migration background","East Germany","","","","","","","","","","","","","",""
"2013","direct migration background","West Germany","1.4","1","321","1","1","1","3","5","1.3","1.5","1","9","1","1"
"2013","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2013","indirect migration background","West Germany","1.41","1","119","1","1","2","2","6","1.24","1.58","1","6","1","1"
"2013","no migration background","East Germany","1.5","1","765","1","1","2","2","5","1.41","1.59","1","20","1","1"
"2013","no migration background","West Germany","1.4","1","2184","1","1","2","2","5","1.36","1.44","1","26","1","1"
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","1.31","1","289","1","1","1","2","4","1.21","1.41","1","10","1","1"
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","West Germany","1.22","1","106","1","1","1","2","3","1.11","1.33","1","3","1","1"
"2014","no migration background","East Germany","1.45","1","710","1","1","2","3","5","1.37","1.53","1","17","1","1"
"2014","no migration background","West Germany","1.41","1","1846","1","1","2","2","5","1.37","1.45","1","15","1","1"
"2015","direct migration background","East Germany","1.06","1","40","1","1","1","1","2","0.94","1.18","1","2","1","1"
"2015","direct migration background","West Germany","1.32","1","540","1","1","1","2","4","1.13","1.51","1","50","1","1"
"2015","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","West Germany","1.24","1","180","1","1","1","2","4","1.12","1.36","1","8","1","1"
"2015","no migration background","East Germany","1.45","1","695","1","1","2","2","6","1.37","1.53","1","12","1","1"
"2015","no migration background","West Germany","1.47","1","1839","1","1","1","2","7","1.4","1.54","1","32","1","1"
"2016","direct migration background","East Germany","1.25","1","49","1","1","1","2","8","0.95","1.55","1","8","1","1"
"2016","direct migration background","West Germany","1.29","1","589","1","1","1","2","4","1.22","1.36","1","12","1","1"
"2016","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","West Germany","1.72","1","179","1","1","1","2","30","1.38","2.06","1","30","1","1"
"2016","no migration background","East Germany","1.45","1","614","1","1","2","3","5","1.37","1.53","1","12","1","1"
"2016","no migration background","West Germany","1.51","1","1718","1","1","2","2","6","1.44","1.58","1","48","1","1"
"2017","direct migration background","East Germany","1.48","1","60","1","1","1","3","6","1.27","1.69","1","6","1","1"
"2017","direct migration background","West Germany","1.34","1","549","1","1","1","2","4","1.28","1.4","1","10","1","1"
"2017","indirect migration background","East Germany","","","","","","","","","","","","","",""
