"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","direct migration background","1.15","1","150","1","1","1","2","3","1.05","1.25","1","6","1","1"
"1984","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1984","16-34 y.","no migration background","1.4","1","296","1","1","1","2","9","1.27","1.53","1","10","1","1"
"1984","35-65 y.","direct migration background","1.27","1","236","1","1","1","2","4","1.19","1.35","1","5","1","1"
"1984","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1984","35-65 y.","no migration background","1.36","1","425","1","1","1","2","7","1.25","1.47","0","14","1","1"
"1984","66 and older","direct migration background","","","","","","","","","","","","","",""
"1984","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1984","66 and older","no migration background","1.36","1","168","1","1","1","2","6","1.19","1.53","0","12","1","1"
"1985","16-34 y.","direct migration background","1.09","1","129","1","1","1","1","2","1.03","1.15","1","3","1","1"
"1985","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1985","16-34 y.","no migration background","1.42","1","300","1","1","1","2","10","1.25","1.59","0","14","1","1"
"1985","35-65 y.","direct migration background","1.72","1","190","1","1","2","3","10","1.34","2.1","1","30","1","1"
"1985","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1985","35-65 y.","no migration background","1.56","1","376","1","1","1","2","14","1.35","1.77","1","17","1","1"
"1985","66 and older","direct migration background","","","","","","","","","","","","","",""
"1985","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1985","66 and older","no migration background","1.32","1","162","1","1","1","2","5","1.21","1.43","1","6","1","1"
"1986","16-34 y.","direct migration background","1.4","1","145","1","1","1","3","6","1.27","1.53","1","6","1","1"
"1986","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1986","16-34 y.","no migration background","1.57","1","285","1","1","1","2","9","1.18","1.96","0","51","1","1"
"1986","35-65 y.","direct migration background","2.39","1","217","1","1","1","2","48","1.93","2.85","1","48","1","1"
"1986","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1986","35-65 y.","no migration background","1.58","1","364","1","1","1","2","10","1.32","1.84","1","31","1","1"
"1986","66 and older","direct migration background","","","","","","","","","","","","","",""
"1986","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1986","66 and older","no migration background","1.49","1","162","1","1","1","2","5","1.01","1.97","1","40","1","1"
"1987","16-34 y.","direct migration background","1.37","1","126","1","1","1","2","11","1.11","1.63","0","13","1","1"
"1987","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1987","16-34 y.","no migration background","1.49","1","313","1","1","1","2","14","1.23","1.75","1","35","1","1"
"1987","35-65 y.","direct migration background","1.5","1","173","1","1","2","2","6","1.31","1.69","1","14","1","1"
"1987","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1987","35-65 y.","no migration background","1.65","1","343","1","1","1","2","15","1.35","1.95","0","30","1","1"
"1987","66 and older","direct migration background","","","","","","","","","","","","","",""
"1987","66 and older","indirect migration background","","","","","","","","","","","","","",""
