"year","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","1.29","1","523","1","1","1","2","6","1.22","1.36","0","10","1","1"
"1984","Not Working","1.37","1","542","1","1","1","2","7","1.28","1.46","0","12","1","1"
"1984","Part Time","1.46","1","220","1","1","1","2","9","1.27","1.65","1","14","1","1"
"1985","Full Time","1.5","1","415","1","1","1","2","14","1.28","1.72","1","30","1","1"
"1985","Not Working","1.4","1","546","1","1","1","2","8","1.28","1.52","1","17","1","1"
"1985","Part Time","1.52","1","217","1","1","1","2","12","1.31","1.73","0","14","1","1"
"1986","Full Time","1.58","1","415","1","1","1","2","10","1.28","1.88","1","51","1","1"
"1986","Not Working","1.62","1","546","1","1","1","2","9","1.37","1.87","0","48","1","1"
"1986","Part Time","1.51","1","237","1","1","1","2","10","1.23","1.79","1","30","1","1"
"1987","Full Time","1.54","1","412","1","1","1","2","15","1.32","1.76","0","35","1","1"
"1987","Not Working","1.51","1","515","1","1","1","2","12","1.33","1.69","1","30","1","1"
"1987","Part Time","1.6","1","235","1","1","2","2","14","1.32","1.88","0","28","1","1"
"1988","Full Time","1.51","1","395","1","1","1","2","11","1.29","1.73","1","28","1","1"
"1988","Not Working","1.58","1","494","1","1","1","2","10","1.35","1.81","1","35","1","1"
"1988","Part Time","1.64","1","233","1","1","1","2","14","1.36","1.92","0","16","1","1"
"1989","Full Time","1.34","1","346","1","1","1","2","6","1.21","1.47","1","21","1","1"
"1989","Not Working","1.65","1","453","1","1","1","2","11","1.21","2.09","1","90","1","1"
"1989","Part Time","1.73","1","251","1","1","1","2","21","1.39","2.07","1","35","1","1"
"1990","Full Time","","","","","","","","","","","","","",""
"1990","Not Working","","","","","","","","","","","","","",""
"1990","Part Time","","","","","","","","","","","","","",""
"1991","Full Time","1.73","1","347","1","1","1","2","20","1.49","1.97","1","27","1","1"
"1991","Not Working","1.53","1","502","1","1","2","2","8","1.38","1.68","1","30","1","1"
"1991","Part Time","1.56","1","240","1","1","1","2","12","1.32","1.8","1","24","1","1"
"1992","Full Time","1.32","1","468","1","1","1","2","10","1.19","1.45","1","21","1","1"
"1992","Not Working","1.54","1","580","1","1","2","2","9","1.39","1.69","1","21","1","1"
"1992","Part Time","1.53","1","330","1","1","2","2","8","1.1","1.96","1","65","1","1"
"1993","Full Time","","","","","","","","","","","","","",""
"1993","Not Working","","","","","","","","","","","","","",""
"1993","Part Time","","","","","","","","","","","","","",""
"1994","Full Time","1.3","1","454","1","1","1","2","5","1.16","1.44","1","21","1","1"
"1994","Not Working","1.54","1","664","1","1","1","2","8","1.35","1.73","1","50","1","1"
"1994","Part Time","1.5","1","288","1","1","1","2","7","1.36","1.64","1","14","1","1"
"1995","Full Time","1.28","1","432","1","1","1","2","9","1.16","1.4","0","14","1","1"
"1995","Not Working","1.64","1","700","1","1","2","3","7","1.49","1.79","0","35","1","1"
"1995","Part Time","1.37","1","347","1","1","1","2","6","1.22","1.52","0","12","1","1"
"1996","Full Time","1.37","1","421","1","1","1","2","7","1.26","1.48","1","10","1","1"
"1996","Not Working","1.81","1","723","1","1","2","2","15","1.63","1.99","1","35","1","1"
"1996","Part Time","1.43","1","368","1","1","1","2","10","1.29","1.57","1","17","1","1"
"1997","Full Time","1.52","1","435","1","1","1","2","15","1.35","1.69","1","30","1","1"
"1997","Not Working","1.79","1","737","1","1","2","2","14","1.61","1.97","1","36","1","1"
"1997","Part Time","1.23","1","311","1","1","1","2","4","1.14","1.32","1","8","1","1"
"1998","Full Time","1.47","1","431","1","1","1","2","14","1.35","1.59","1","16","1","1"
"1998","Not Working","1.62","1","864","1","1","2","2","6","1.45","1.79","1","64","1","1"
"1998","Part Time","1.29","1","372","1","1","1","2","5","1.17","1.41","1","20","1","1"
"1999","Full Time","1.26","1","442","1","1","1","2","5","1.18","1.34","1","11","1","1"
"1999","Not Working","1.7","1","827","1","1","2","3","10","1.58","1.82","1","30","1","1"
"1999","Part Time","1.4","1","359","1","1","1","2","6","1.29","1.51","1","13","1","1"
"2000","Full Time","1.49","1","761","1","1","1","2","9","1.37","1.61","1","22","1","1"
"2000","Not Working","1.71","1","1415","1","1","2","3","11","1.59","1.83","1","45","1","1"
"2000","Part Time","1.54","1","632","1","1","2","2","9","1.45","1.63","1","14","1","1"
"2001","Full Time","1.27","1","688","1","1","1","2","4","1.2","1.34","1","12","1","1"
"2001","Not Working","1.45","1","1333","1","1","2","2","5","1.4","1.5","1","12","1","1"
"2001","Part Time","1.31","1","586","1","1","1","2","4","1.25","1.37","1","12","1","1"
"2002","Full Time","1.27","1","740","1","1","1","2","5","1.2","1.34","1","18","1","1"
"2002","Not Working","1.46","1","1353","1","1","2","2","7","1.38","1.54","1","48","1","1"
"2002","Part Time","1.28","1","596","1","1","1","2","4","1.23","1.33","1","5","1","1"
"2003","Full Time","1.23","1","665","1","1","1","2","4","1.17","1.29","1","12","1","1"
"2003","Not Working","1.51","1","1291","1","1","2","3","6","1.45","1.57","1","15","1","1"
"2003","Part Time","1.42","1","643","1","1","1","2","6","1.35","1.49","1","14","1","1"
"2004","Full Time","1.3","1","627","1","1","1","2","4","1.24","1.36","1","10","1","1"
"2004","Not Working","1.49","1","1360","1","1","2","2","6","1.43","1.55","1","13","1","1"
"2004","Part Time","1.37","1","575","1","1","1","2","6","1.29","1.45","1","13","1","1"
"2005","Full Time","1.25","1","583","1","1","1","2","4","1.19","1.31","1","7","1","1"
"2005","Not Working","1.49","1","1166","1","1","2","2","5","1.43","1.55","1","15","1","1"
"2005","Part Time","1.4","1","516","1","1","1","2","6","1.34","1.46","1","6","1","1"
"2006","Full Time","1.26","1","595","1","1","1","2","4","1.19","1.33","1","15","1","1"
"2006","Not Working","1.47","1","1423","1","1","2","2","5","1.4","1.54","1","30","1","1"
"2006","Part Time","1.37","1","522","1","1","1","2","5","1.27","1.47","1","15","1","1"
"2007","Full Time","1.39","1","577","1","1","1","2","5","1.31","1.47","1","16","1","1"
"2007","Not Working","1.52","1","1333","1","1","2","2","5","1.45","1.59","1","23","1","1"
"2007","Part Time","1.31","1","516","1","1","1","2","5","1.24","1.38","1","12","1","1"
"2008","Full Time","1.28","1","520","1","1","1","2","4","1.23","1.33","1","6","1","1"
"2008","Not Working","1.49","1","1251","1","1","2","2","5","1.41","1.57","1","42","1","1"
"2008","Part Time","1.38","1","444","1","1","2","2","5","1.31","1.45","1","8","1","1"
"2009","Full Time","1.2","1","573","1","1","1","2","4","1.14","1.26","1","8","1","1"
"2009","Not Working","1.55","1","1256","1","1","2","2","6","1.49","1.61","1","14","1","1"
"2009","Part Time","1.53","1","437","1","1","1","2","7","1.38","1.68","1","28","1","1"
"2010","Full Time","1.21","1","752","1","1","1","2","4","1.17","1.25","1","6","1","1"
"2010","Not Working","1.47","1","1619","1","1","2","3","5","1.41","1.53","1","20","1","1"
"2010","Part Time","1.66","1","875","1","1","2","2","15","1.59","1.73","1","15","1","1"
"2011","Full Time","1.27","1","888","1","1","1","2","4","1.22","1.32","1","8","1","1"
"2011","Not Working","1.5","1","1961","1","1","2","3","5","1.45","1.55","1","30","1","1"
"2011","Part Time","1.41","1","1003","1","1","1","2","5","1.35","1.47","1","20","1","1"
"2012","Full Time","1.21","1","934","1","1","1","2","3","1.17","1.25","1","8","1","1"
"2012","Not Working","1.61","1","1873","1","1","2","3","7","1.55","1.67","1","26","1","1"
"2012","Part Time","1.33","1","880","1","1","1","2","5","1.27","1.39","1","11","1","1"
"2013","Full Time","1.28","1","831","1","1","1","2","4","1.22","1.34","1","14","1","1"
"2013","Not Working","1.5","1","1695","1","1","2","3","5","1.44","1.56","1","26","1","1"
