"pli0091_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1985","lower secondary degree","(0) in school","","","",""
"Daily","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Daily","1985","lower secondary degree","(1b) general elementary school","","","",""
"Daily","1985","lower secondary degree","(1c) basic vocational qualification","","","",""
"Daily","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Daily","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Daily","1985","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Daily","1985","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1985","lower secondary degree","(3a) lower tertiary education","","","",""
"Daily","1985","lower secondary degree","(3b) higher tertiary education","","","",""
"Daily","1985","secondary school degree","(0) in school","","","",""
"Daily","1985","secondary school degree","(1a) inadequately completed","","","",""
"Daily","1985","secondary school degree","(1b) general elementary school","","","",""
"Daily","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Daily","1985","secondary school degree","(2b) intermediate general qualification","","","",""
"Daily","1985","secondary school degree","(2a) intermediate vocational","","","",""
"Daily","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Daily","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1985","secondary school degree","(3a) lower tertiary education","","","",""
"Daily","1985","secondary school degree","(3b) higher tertiary education","","","",""
"Daily","1985","college entrance qualification","(0) in school","","","",""
"Daily","1985","college entrance qualification","(1a) inadequately completed","","","",""
"Daily","1985","college entrance qualification","(1b) general elementary school","","","",""
"Daily","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"Daily","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"Daily","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"Daily","1985","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Daily","1985","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Daily","1985","college entrance qualification","(3a) lower tertiary education","","","",""
"Daily","1985","college entrance qualification","(3b) higher tertiary education","","","",""
"Daily","1985","Other degree","(0) in school","","","",""
"Daily","1985","Other degree","(1a) inadequately completed","","","",""
"Daily","1985","Other degree","(1b) general elementary school","","","",""
"Daily","1985","Other degree","(1c) basic vocational qualification","","","",""
"Daily","1985","Other degree","(2b) intermediate general qualification","","","",""
"Daily","1985","Other degree","(2a) intermediate vocational","","","",""
"Daily","1985","Other degree","(2c_gen) general maturity certificate","","","",""
"Daily","1985","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1985","Other degree","(3a) lower tertiary education","","","",""
"Daily","1985","Other degree","(3b) higher tertiary education","","","",""
"Daily","1985","no degree/no degree yet","(0) in school","","","",""
"Daily","1985","no degree/no degree yet","(1a) inadequately completed","","","",""
"Daily","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"Daily","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Daily","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Daily","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Daily","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Daily","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Daily","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Daily","1985","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","lower secondary degree","(0) in school","","","",""
"Min 1x per week","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per week","1985","lower secondary degree","(1b) general elementary school","144","0.0535512512531351","0.0436324644387085","0.0634700380675617"
"Min 1x per week","1985","lower secondary degree","(1c) basic vocational qualification","244","0.0592556824385448","0.0513335083136598","0.0671778565634299"
"Min 1x per week","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1985","lower secondary degree","(3a) lower tertiary education","1","","",""
"Min 1x per week","1985","lower secondary degree","(3b) higher tertiary education","1","","",""
"Min 1x per week","1985","secondary school degree","(0) in school","","","",""
"Min 1x per week","1985","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per week","1985","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per week","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1985","secondary school degree","(2b) intermediate general qualification","130","0.248561108456161","0.209489383516617","0.287632833395706"
"Min 1x per week","1985","secondary school degree","(2a) intermediate vocational","148","0.107889024062867","0.0912282930703265","0.124549755055407"
"Min 1x per week","1985","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","secondary school degree","(3a) lower tertiary education","1","","",""
"Min 1x per week","1985","secondary school degree","(3b) higher tertiary education","3","","",""
"Min 1x per week","1985","college entrance qualification","(0) in school","","","",""
"Min 1x per week","1985","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per week","1985","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per week","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per week","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","college entrance qualification","(2c_gen) general maturity certificate","87","0.275876912190413","0.22487329721979","0.326880527161036"
"Min 1x per week","1985","college entrance qualification","(2c_voc) vocational maturity certificate","33","0.110293262169066","0.07553414601026","0.145052378327872"
"Min 1x per week","1985","college entrance qualification","(3a) lower tertiary education","14","","",""
"Min 1x per week","1985","college entrance qualification","(3b) higher tertiary education","43","0.0926342163902193","0.0652951844271251","0.119973248353313"
"Min 1x per week","1985","Other degree","(0) in school","","","",""
"Min 1x per week","1985","Other degree","(1a) inadequately completed","","","",""
"Min 1x per week","1985","Other degree","(1b) general elementary school","36","0.0815933427775375","0.0601321944133441","0.103054491141731"
"Min 1x per week","1985","Other degree","(1c) basic vocational qualification","26","","",""
"Min 1x per week","1985","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Other degree","(2c_gen) general maturity certificate","8","","",""
"Min 1x per week","1985","Other degree","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per week","1985","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Other degree","(3b) higher tertiary education","5","","",""
"Min 1x per week","1985","no degree/no degree yet","(0) in school","65","0.338779649548804","0.270761724091671","0.406797575005936"
"Min 1x per week","1985","no degree/no degree yet","(1a) inadequately completed","31","0.0649985520130833","0.0489015989318773","0.0810955050942894"
"Min 1x per week","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per week","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per week","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","lower secondary degree","(0) in school","","","",""
"Min 1x per month","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per month","1985","lower secondary degree","(1b) general elementary school","193","0.0736671398751264","0.0621579267218129","0.08517635302844"
"Min 1x per month","1985","lower secondary degree","(1c) basic vocational qualification","369","0.10003436932544","0.089966648571797","0.110102090079084"
"Min 1x per month","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per month","1985","lower secondary degree","(3a) lower tertiary education","2","","",""
"Min 1x per month","1985","lower secondary degree","(3b) higher tertiary education","2","","",""
"Min 1x per month","1985","secondary school degree","(0) in school","","","",""
"Min 1x per month","1985","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per month","1985","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per month","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1985","secondary school degree","(2b) intermediate general qualification","132","0.273694968281858","0.233386889833982","0.314003046729733"
"Min 1x per month","1985","secondary school degree","(2a) intermediate vocational","217","0.149882609018986","0.130713097286018","0.169052120751954"
"Min 1x per month","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","secondary school degree","(3a) lower tertiary education","9","","",""
"Min 1x per month","1985","secondary school degree","(3b) higher tertiary education","2","","",""
"Min 1x per month","1985","college entrance qualification","(0) in school","","","",""
"Min 1x per month","1985","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per month","1985","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per month","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per month","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","college entrance qualification","(2c_gen) general maturity certificate","102","0.337937481906382","0.283960976257532","0.391913987555233"
"Min 1x per month","1985","college entrance qualification","(2c_voc) vocational maturity certificate","63","0.193528009673764","0.149691360138956","0.237364659208571"
"Min 1x per month","1985","college entrance qualification","(3a) lower tertiary education","25","","",""
"Min 1x per month","1985","college entrance qualification","(3b) higher tertiary education","83","0.182766882334092","0.146322722027748","0.219211042640436"
"Min 1x per month","1985","Other degree","(0) in school","","","",""
"Min 1x per month","1985","Other degree","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Other degree","(1b) general elementary school","46","0.0909213304189955","0.0683819638283327","0.113460697009658"
"Min 1x per month","1985","Other degree","(1c) basic vocational qualification","44","0.114214992033992","0.0824017303012102","0.146028253766773"
"Min 1x per month","1985","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","Other degree","(2c_gen) general maturity certificate","10","","",""
