"pli0091_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","1985","lower secondary degree","1-pers.-HH","","","",""
"Daily","1985","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1985","lower secondary degree","Single parent ","","","",""
"Daily","1985","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1985","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1985","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1985","secondary school degree","1-pers.-HH","","","",""
"Daily","1985","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1985","secondary school degree","Single parent ","","","",""
"Daily","1985","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1985","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1985","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1985","college entrance qualification","1-pers.-HH","","","",""
"Daily","1985","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1985","college entrance qualification","Single parent ","","","",""
"Daily","1985","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1985","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1985","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1985","Other degree","1-pers.-HH","","","",""
"Daily","1985","Other degree","(Married) couple without C. ","","","",""
"Daily","1985","Other degree","Single parent ","","","",""
"Daily","1985","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1985","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1985","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1985","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1985","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1985","no degree/no degree yet","Single parent ","","","",""
"Daily","1985","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1985","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1985","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1985","lower secondary degree","1-pers.-HH","29","","",""
"Min 1x per week","1985","lower secondary degree","(Married) couple without C. ","49","0.0313224087022029","0.0222561693959828","0.040388648008423"
"Min 1x per week","1985","lower secondary degree","Single parent ","32","0.0913701053178197","0.0580349321063493","0.12470527852929"
"Min 1x per week","1985","lower secondary degree","Couple + C. LE 16 ","46","0.0393571428471598","0.0279999328448512","0.0507143528494684"
"Min 1x per week","1985","lower secondary degree","Couple + C. GT 16 ","116","0.0960667010917542","0.0776732058287548","0.114460196354754"
"Min 1x per week","1985","lower secondary degree","Couple + C. LE and GT 16","98","0.123777263837517","0.0985566798158425","0.148997847859192"
"Min 1x per week","1985","secondary school degree","1-pers.-HH","35","0.124859399241886","0.0816670954749507","0.168051703008821"
"Min 1x per week","1985","secondary school degree","(Married) couple without C. ","20","","",""
"Min 1x per week","1985","secondary school degree","Single parent ","18","","",""
"Min 1x per week","1985","secondary school degree","Couple + C. LE 16 ","30","0.0688396093112932","0.0447691115448592","0.0929101070777273"
"Min 1x per week","1985","secondary school degree","Couple + C. GT 16 ","99","0.235255138028712","0.193478995073306","0.277031280984119"
