"pli0091_h","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","(2a) intermediate vocational","general elemantary","","","",""
"Min 1x per week","1985","(2a) intermediate vocational","middle vocational","131","0.112144652402127","0.093787278561508","0.130502026242746"
"Min 1x per week","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Min 1x per week","1985","(2a) intermediate vocational","higher vocational","17","","",""
"Min 1x per week","1985","(2a) intermediate vocational","higher education","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","in school","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","middle vocational","96","0.267448976553725","0.222768599873769","0.312129353233681"
"Min 1x per week","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","vocational + Abi","26","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","higher vocational","15","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","in school","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","inadequately","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","general elemantary","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","middle vocational","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","higher vocational","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","higher education","16","","",""
"Min 1x per week","1985","(3b) higher tertiary education","in school","","","",""
"Min 1x per week","1985","(3b) higher tertiary education","inadequately","","","",""
"Min 1x per week","1985","(3b) higher tertiary education","general elemantary","","","",""
"Min 1x per week","1985","(3b) higher tertiary education","middle vocational","","","",""
"Min 1x per week","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Min 1x per week","1985","(3b) higher tertiary education","higher vocational","","","",""
"Min 1x per week","1985","(3b) higher tertiary education","higher education","53","0.0941764040593316","0.0687025140915215","0.119650294027142"
"Min 1x per month","1985","(0) in school","in school","65","0.388907490452435","0.318847793723506","0.458967187181364"
"Min 1x per month","1985","(0) in school","inadequately","","","",""
"Min 1x per month","1985","(0) in school","general elemantary","","","",""
"Min 1x per month","1985","(0) in school","middle vocational","","","",""
"Min 1x per month","1985","(0) in school","vocational + Abi","","","",""
"Min 1x per month","1985","(0) in school","higher vocational","","","",""
"Min 1x per month","1985","(0) in school","higher education","","","",""
"Min 1x per month","1985","(1a) inadequately completed","in school","","","",""
"Min 1x per month","1985","(1a) inadequately completed","inadequately","48","0.062062281607785","0.0454675227599019","0.0786570404556682"
"Min 1x per month","1985","(1a) inadequately completed","general elemantary","","","",""
"Min 1x per month","1985","(1a) inadequately completed","middle vocational","12","","",""
"Min 1x per month","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Min 1x per month","1985","(1a) inadequately completed","higher vocational","","","",""
"Min 1x per month","1985","(1a) inadequately completed","higher education","","","",""
"Min 1x per month","1985","(1b) general elementary school","in school","","","",""
"Min 1x per month","1985","(1b) general elementary school","inadequately","4","","",""
"Min 1x per month","1985","(1b) general elementary school","general elemantary","235","0.0736660876411066","0.0635783739848297","0.0837538012973835"
"Min 1x per month","1985","(1b) general elementary school","middle vocational","","","",""
"Min 1x per month","1985","(1b) general elementary school","vocational + Abi","","","",""
"Min 1x per month","1985","(1b) general elementary school","higher vocational","","","",""
"Min 1x per month","1985","(1b) general elementary school","higher education","","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","in school","","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","inadequately","","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","middle vocational","385","0.100612939885741","0.0906726188557183","0.110553260915764"
"Min 1x per month","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","higher vocational","28","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","higher education","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","in school","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","inadequately","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","general elemantary","132","0.273694968281858","0.233386889833982","0.314003046729733"
"Min 1x per month","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","higher education","","","",""
"Min 1x per month","1985","(2a) intermediate vocational","in school","","","",""
"Min 1x per month","1985","(2a) intermediate vocational","inadequately","","","",""
"Min 1x per month","1985","(2a) intermediate vocational","general elemantary","","","",""
"Min 1x per month","1985","(2a) intermediate vocational","middle vocational","192","0.157828048222549","0.136617951947259","0.17903814449784"
"Min 1x per month","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Min 1x per month","1985","(2a) intermediate vocational","higher vocational","25","","",""
"Min 1x per month","1985","(2a) intermediate vocational","higher education","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","in school","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","middle vocational","112","0.326526756637578","0.279190165879676","0.373863347395479"
"Min 1x per month","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","vocational + Abi","56","0.202394854155233","0.154646616604524","0.250143091705942"
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","higher vocational","25","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","in school","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","inadequately","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","general elemantary","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","middle vocational","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","higher vocational","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","higher education","37","0.148502175206342","0.103975196508944","0.193029153903741"
"Min 1x per month","1985","(3b) higher tertiary education","in school","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","inadequately","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","general elemantary","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","middle vocational","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","higher vocational","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","higher education","93","0.17699130492566","0.14370385092074","0.21027875893058"
"Rarely","1985","(0) in school","in school","43","0.21445038269966","0.155465347570505","0.273435417828814"
"Rarely","1985","(0) in school","inadequately","","","",""
"Rarely","1985","(0) in school","general elemantary","","","",""
"Rarely","1985","(0) in school","middle vocational","","","",""
"Rarely","1985","(0) in school","vocational + Abi","","","",""
"Rarely","1985","(0) in school","higher vocational","","","",""
"Rarely","1985","(0) in school","higher education","","","",""
"Rarely","1985","(1a) inadequately completed","in school","","","",""
"Rarely","1985","(1a) inadequately completed","inadequately","144","0.218824888997893","0.190387309131253","0.247262468864533"
"Rarely","1985","(1a) inadequately completed","general elemantary","","","",""
"Rarely","1985","(1a) inadequately completed","middle vocational","19","","",""
"Rarely","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Rarely","1985","(1a) inadequately completed","higher vocational","2","","",""
"Rarely","1985","(1a) inadequately completed","higher education","","","",""
"Rarely","1985","(1b) general elementary school","in school","","","",""
"Rarely","1985","(1b) general elementary school","inadequately","10","","",""
"Rarely","1985","(1b) general elementary school","general elemantary","620","0.213304782230836","0.197485793636931","0.229123770824742"
"Rarely","1985","(1b) general elementary school","middle vocational","","","",""
"Rarely","1985","(1b) general elementary school","vocational + Abi","","","",""
"Rarely","1985","(1b) general elementary school","higher vocational","","","",""
"Rarely","1985","(1b) general elementary school","higher education","","","",""
"Rarely","1985","(1c) basic vocational qualification","in school","","","",""
"Rarely","1985","(1c) basic vocational qualification","inadequately","","","",""
"Rarely","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Rarely","1985","(1c) basic vocational qualification","middle vocational","1249","0.336292861659172","0.320681267881084","0.35190445543726"
"Rarely","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Rarely","1985","(1c) basic vocational qualification","higher vocational","113","0.380764909094428","0.323685176314319","0.437844641874538"
"Rarely","1985","(1c) basic vocational qualification","higher education","","","",""
"Rarely","1985","(2b) intermediate general qualification","in school","","","",""
"Rarely","1985","(2b) intermediate general qualification","inadequately","","","",""
"Rarely","1985","(2b) intermediate general qualification","general elemantary","122","0.260732101269637","0.221040617111743","0.300423585427532"
"Rarely","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Rarely","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Rarely","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Rarely","1985","(2b) intermediate general qualification","higher education","","","",""
"Rarely","1985","(2a) intermediate vocational","in school","","","",""
"Rarely","1985","(2a) intermediate vocational","inadequately","","","",""
"Rarely","1985","(2a) intermediate vocational","general elemantary","","","",""
"Rarely","1985","(2a) intermediate vocational","middle vocational","463","0.385225380369981","0.356913704898197","0.413537055841766"
"Rarely","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Rarely","1985","(2a) intermediate vocational","higher vocational","87","0.416305514027714","0.347469794738482","0.485141233316945"
"Rarely","1985","(2a) intermediate vocational","higher education","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","in school","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","middle vocational","107","0.269274833440614","0.224498107869711","0.314051559011517"
"Rarely","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","vocational + Abi","92","0.328757488681043","0.272930886875277","0.384584090486809"
"Rarely","1985","(2c_voc) vocational maturity certificate","higher vocational","40","0.278901301412534","0.202397370303818","0.355405232521251"
"Rarely","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Rarely","1985","(3a) lower tertiary education","in school","","","",""
"Rarely","1985","(3a) lower tertiary education","inadequately","","","",""
"Rarely","1985","(3a) lower tertiary education","general elemantary","","","",""
"Rarely","1985","(3a) lower tertiary education","middle vocational","","","",""
"Rarely","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Rarely","1985","(3a) lower tertiary education","higher vocational","","","",""
"Rarely","1985","(3a) lower tertiary education","higher education","99","0.365265234149099","0.304972446914735","0.425558021383463"
"Rarely","1985","(3b) higher tertiary education","in school","","","",""
"Rarely","1985","(3b) higher tertiary education","inadequately","","","",""
"Rarely","1985","(3b) higher tertiary education","general elemantary","","","",""
"Rarely","1985","(3b) higher tertiary education","middle vocational","","","",""
"Rarely","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Rarely","1985","(3b) higher tertiary education","higher vocational","","","",""
"Rarely","1985","(3b) higher tertiary education","higher education","220","0.421158865498757","0.378095787490397","0.464221943507116"
"Never","1985","(0) in school","in school","13","","",""
"Never","1985","(0) in school","inadequately","","","",""
"Never","1985","(0) in school","general elemantary","","","",""
"Never","1985","(0) in school","middle vocational","","","",""
"Never","1985","(0) in school","vocational + Abi","","","",""
"Never","1985","(0) in school","higher vocational","","","",""
"Never","1985","(0) in school","higher education","","","",""
"Never","1985","(1a) inadequately completed","in school","","","",""
"Never","1985","(1a) inadequately completed","inadequately","596","0.657692204414754","0.625056738413173","0.690327670416335"
"Never","1985","(1a) inadequately completed","general elemantary","","","",""
"Never","1985","(1a) inadequately completed","middle vocational","52","0.555855614960748","0.453203022259971","0.658508207661525"
"Never","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Never","1985","(1a) inadequately completed","higher vocational","1","","",""
"Never","1985","(1a) inadequately completed","higher education","","","",""
"Never","1985","(1b) general elementary school","in school","","","",""
"Never","1985","(1b) general elementary school","inadequately","9","","",""
"Never","1985","(1b) general elementary school","general elemantary","1546","0.659295176495861","0.640992936247076","0.677597416744645"
"Never","1985","(1b) general elementary school","middle vocational","","","",""
"Never","1985","(1b) general elementary school","vocational + Abi","","","",""
"Never","1985","(1b) general elementary school","higher vocational","","","",""
"Never","1985","(1b) general elementary school","higher education","","","",""
"Never","1985","(1c) basic vocational qualification","in school","","","",""
"Never","1985","(1c) basic vocational qualification","inadequately","","","",""
"Never","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Never","1985","(1c) basic vocational qualification","middle vocational","1626","0.501762369918711","0.485240184944997","0.518284554892426"
"Never","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Never","1985","(1c) basic vocational qualification","higher vocational","125","0.474625411135231","0.415925733283714","0.533325088986748"
"Never","1985","(1c) basic vocational qualification","higher education","","","",""
"Never","1985","(2b) intermediate general qualification","in school","","","",""
"Never","1985","(2b) intermediate general qualification","inadequately","","","",""
"Never","1985","(2b) intermediate general qualification","general elemantary","86","0.217011821992344","0.179745334471726","0.254278309512961"
"Never","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Never","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Never","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Never","1985","(2b) intermediate general qualification","higher education","","","",""
"Never","1985","(2a) intermediate vocational","in school","","","",""
"Never","1985","(2a) intermediate vocational","inadequately","","","",""
"Never","1985","(2a) intermediate vocational","general elemantary","","","",""
"Never","1985","(2a) intermediate vocational","middle vocational","349","0.344801919005342","0.317150252796415","0.37245358521427"
"Never","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Never","1985","(2a) intermediate vocational","higher vocational","68","0.396933501995045","0.328612149155922","0.465254854834169"
"Never","1985","(2a) intermediate vocational","higher education","","","",""
"Never","1985","(2c_gen) general maturity certificate","in school","","","",""
"Never","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Never","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Never","1985","(2c_gen) general maturity certificate","middle vocational","62","0.136749433368084","0.102067075138046","0.171431791598121"
"Never","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Never","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Never","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Never","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Never","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Never","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Never","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Never","1985","(2c_voc) vocational maturity certificate","vocational + Abi","98","0.355945619105439","0.299045033718033","0.412846204492845"
"Never","1985","(2c_voc) vocational maturity certificate","higher vocational","52","0.428200536358178","0.343788067848127","0.512613004868229"
"Never","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Never","1985","(3a) lower tertiary education","in school","","","",""
"Never","1985","(3a) lower tertiary education","inadequately","","","",""
"Never","1985","(3a) lower tertiary education","general elemantary","","","",""
"Never","1985","(3a) lower tertiary education","middle vocational","","","",""
"Never","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Never","1985","(3a) lower tertiary education","higher vocational","","","",""
"Never","1985","(3a) lower tertiary education","higher education","93","0.422117143799034","0.360272591551076","0.483961696046992"
"Never","1985","(3b) higher tertiary education","in school","","","",""
"Never","1985","(3b) higher tertiary education","inadequately","","","",""
"Never","1985","(3b) higher tertiary education","general elemantary","","","",""
"Never","1985","(3b) higher tertiary education","middle vocational","","","",""
"Never","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Never","1985","(3b) higher tertiary education","higher vocational","","","",""
"Never","1985","(3b) higher tertiary education","higher education","139","0.307673425516252","0.267419995162489","0.347926855870015"
"Daily","1986","(0) in school","in school","","","",""
"Daily","1986","(0) in school","inadequately","","","",""
"Daily","1986","(0) in school","general elemantary","","","",""
"Daily","1986","(0) in school","middle vocational","","","",""
"Daily","1986","(0) in school","vocational + Abi","","","",""
"Daily","1986","(0) in school","higher vocational","","","",""
"Daily","1986","(0) in school","higher education","","","",""
"Daily","1986","(1a) inadequately completed","in school","","","",""
"Daily","1986","(1a) inadequately completed","inadequately","","","",""
"Daily","1986","(1a) inadequately completed","general elemantary","","","",""
"Daily","1986","(1a) inadequately completed","middle vocational","","","",""
"Daily","1986","(1a) inadequately completed","vocational + Abi","","","",""
"Daily","1986","(1a) inadequately completed","higher vocational","","","",""
"Daily","1986","(1a) inadequately completed","higher education","","","",""
"Daily","1986","(1b) general elementary school","in school","","","",""
"Daily","1986","(1b) general elementary school","inadequately","","","",""
"Daily","1986","(1b) general elementary school","general elemantary","","","",""
"Daily","1986","(1b) general elementary school","middle vocational","","","",""
"Daily","1986","(1b) general elementary school","vocational + Abi","","","",""
"Daily","1986","(1b) general elementary school","higher vocational","","","",""
"Daily","1986","(1b) general elementary school","higher education","","","",""
"Daily","1986","(1c) basic vocational qualification","in school","","","",""
"Daily","1986","(1c) basic vocational qualification","inadequately","","","",""
"Daily","1986","(1c) basic vocational qualification","general elemantary","","","",""
"Daily","1986","(1c) basic vocational qualification","middle vocational","","","",""
"Daily","1986","(1c) basic vocational qualification","vocational + Abi","","","",""
"Daily","1986","(1c) basic vocational qualification","higher vocational","","","",""
"Daily","1986","(1c) basic vocational qualification","higher education","","","",""
"Daily","1986","(2b) intermediate general qualification","in school","","","",""
"Daily","1986","(2b) intermediate general qualification","inadequately","","","",""
"Daily","1986","(2b) intermediate general qualification","general elemantary","","","",""
"Daily","1986","(2b) intermediate general qualification","middle vocational","","","",""
"Daily","1986","(2b) intermediate general qualification","vocational + Abi","","","",""
"Daily","1986","(2b) intermediate general qualification","higher vocational","","","",""
"Daily","1986","(2b) intermediate general qualification","higher education","","","",""
"Daily","1986","(2a) intermediate vocational","in school","","","",""
"Daily","1986","(2a) intermediate vocational","inadequately","","","",""
"Daily","1986","(2a) intermediate vocational","general elemantary","","","",""
"Daily","1986","(2a) intermediate vocational","middle vocational","","","",""
"Daily","1986","(2a) intermediate vocational","vocational + Abi","","","",""
"Daily","1986","(2a) intermediate vocational","higher vocational","","","",""
"Daily","1986","(2a) intermediate vocational","higher education","","","",""
"Daily","1986","(2c_gen) general maturity certificate","in school","","","",""
"Daily","1986","(2c_gen) general maturity certificate","inadequately","","","",""
"Daily","1986","(2c_gen) general maturity certificate","general elemantary","","","",""
"Daily","1986","(2c_gen) general maturity certificate","middle vocational","","","",""
"Daily","1986","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Daily","1986","(2c_gen) general maturity certificate","higher vocational","","","",""
"Daily","1986","(2c_gen) general maturity certificate","higher education","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","in school","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","higher vocational","","","",""
