"pli0091_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","1985","in school","Male","","","","","1"
"Daily","1985","in school","Female","","","","","1"
"Daily","1985","inadequately","Male","","","","","1"
"Daily","1985","inadequately","Female","","","","","1"
"Daily","1985","general elemantary","Male","","","","","1"
"Daily","1985","general elemantary","Female","","","","","1"
"Daily","1985","middle vocational","Male","","","","","1"
"Daily","1985","middle vocational","Female","","","","","1"
"Daily","1985","vocational + Abi","Male","","","","","1"
"Daily","1985","vocational + Abi","Female","","","","","1"
"Daily","1985","higher vocational","Male","","","","","1"
"Daily","1985","higher vocational","Female","","","","","1"
"Daily","1985","higher education","Male","","","","","1"
"Daily","1985","higher education","Female","","","","","1"
"Min 1x per month","1985","middle vocational","Female","281","0.110462069100727","0.0977204260285754","0.123203712172878","3"
"Min 1x per month","1985","middle vocational","Male","424","0.142468099331593","0.129569857787834","0.155366340875351","3"
"Min 1x per month","1985","vocational + Abi","Female","22","","","","3"
"Min 1x per month","1985","in school","Male","35","0.339569452090452","0.251471769358402","0.427667134822501","3"
"Min 1x per month","1985","in school","Female","30","0.464348648961314","0.351478095454248","0.577219202468381","3"
"Min 1x per month","1985","inadequately","Male","26","","","","3"
"Min 1x per month","1985","inadequately","Female","26","","","","3"
"Min 1x per month","1985","general elemantary","Male","184","0.172932143121012","0.149824862591597","0.196039423650427","3"
"Min 1x per month","1985","general elemantary","Female","183","0.08596530943982","0.0737321651919797","0.0981984536876603","3"
"Min 1x per month","1985","vocational + Abi","Male","34","0.190464181244461","0.13143750595109","0.249490856537833","3"
"Min 1x per month","1985","higher vocational","Male","45","0.113461077918938","0.0805156275862714","0.146406528251604","3"
"Min 1x per month","1985","higher vocational","Female","33","0.125891763858992","0.0852559114994951","0.166527616218489","3"
"Min 1x per month","1985","higher education","Male","92","0.179797120466555","0.146337204690266","0.213257036242843","3"
"Min 1x per month","1985","higher education","Female","38","0.141153687534517","0.0974662049834975","0.184841170085537","3"
"Min 1x per week","1985","in school","Female","20","","","","2"
"Min 1x per week","1985","inadequately","Male","25","","","","2"
"Min 1x per week","1985","inadequately","Female","4","","","","2"
"Min 1x per week","1985","general elemantary","Male","166","0.163991224522761","0.141367915587032","0.18661453345849","2"
"Min 1x per week","1985","general elemantary","Female","139","0.0608969527386515","0.0504605808233222","0.0713333246539809","2"
"Min 1x per week","1985","middle vocational","Male","346","0.107204147032938","0.0957877668517402","0.118620527214136","2"
"Min 1x per week","1985","middle vocational","Female","148","0.0615618839367355","0.0517918655106674","0.0713319023628037","2"
"Min 1x per week","1985","vocational + Abi","Male","21","","","","2"
"Min 1x per week","1985","vocational + Abi","Female","5","","","","2"
"Min 1x per week","1985","in school","Male","45","0.38835559443384","0.297688251549563","0.479022937318116","2"
"Min 1x per week","1985","higher vocational","Male","23","","","","2"
"Min 1x per week","1985","higher vocational","Female","21","","","","2"
"Min 1x per week","1985","higher education","Male","48","0.0905321998273088","0.0655305865661552","0.115533813088462","2"
"Min 1x per week","1985","higher education","Female","21","","","","2"
"Never","1985","vocational + Abi","Male","57","0.342357712132496","0.271029957335723","0.41368546692927","5"
"Never","1985","general elemantary","Female","1226","0.653702768739399","0.632938826421042","0.674466711057757","5"
"Never","1985","middle vocational","Male","1090","0.414711367107782","0.396530919877877","0.432891814337687","5"
"Never","1985","middle vocational","Female","1008","0.474355759933992","0.454058628848545","0.494652891019439","5"
"Never","1985","vocational + Abi","Female","41","0.376904636013116","0.282858489597183","0.470950782429048","5"
"Never","1985","higher vocational","Male","138","0.414769436670694","0.363590652440959","0.465948220900429","5"
"Never","1985","higher vocational","Female","108","0.472936879774207","0.411777789944707","0.534095969603707","5"
"Never","1985","higher education","Male","167","0.355005043366158","0.313311553011684","0.396698533720631","5"
"Never","1985","higher education","Female","65","0.333482680010792","0.274327124225028","0.392638235796557","5"
"Never","1985","in school","Male","7","","","","5"
"Never","1985","in school","Female","6","","","","5"
"Never","1985","inadequately","Male","218","0.503908265356969","0.451676645365938","0.556139885348001","5"
"Never","1985","inadequately","Female","387","0.720906154853745","0.681108940315496","0.760703369391995","5"
"Never","1985","general elemantary","Male","406","0.378932549026921","0.349291692862185","0.408573405191656","5"
"Rarely","1985","middle vocational","Female","888","0.353620287028546","0.334186875064926","0.373053698992165","4"
"Rarely","1985","middle vocational","Male","961","0.335616386527687","0.318191194101248","0.353041578954126","4"
"Rarely","1985","higher education","Female","120","0.455685576743845","0.393195545707699","0.518175607779991","4"
"Rarely","1985","higher vocational","Male","150","0.405647377600163","0.354641582723817","0.456653172476508","4"
"Rarely","1985","vocational + Abi","Male","58","0.326907936930206","0.256394221684238","0.397421652176174","4"
"Rarely","1985","higher vocational","Female","94","0.324416220625095","0.267068125691721","0.381764315558468","4"
"Rarely","1985","higher education","Male","199","0.374665636339979","0.332491042275216","0.416840230404742","4"
"Rarely","1985","vocational + Abi","Female","34","0.331610377392645","0.240245997528558","0.422974757256733","4"
"Rarely","1985","in school","Male","24","","","","4"
"Rarely","1985","in school","Female","19","","","","4"
"Rarely","1985","inadequately","Male","83","0.263470172768378","0.217451121925358","0.309489223611399","4"
"Rarely","1985","inadequately","Female","71","0.20274718215388","0.167076318462289","0.238418045845471","4"
"Rarely","1985","general elemantary","Male","273","0.284144083329306","0.256587680697813","0.3117004859608","4"
"Rarely","1985","general elemantary","Female","469","0.199434969082129","0.181997072206665","0.216872865957593","4"
"Daily","1986","in school","Male","","","","","1"
"Daily","1986","in school","Female","","","","","1"
"Daily","1986","inadequately","Male","","","","","1"
"Daily","1986","inadequately","Female","","","","","1"
"Daily","1986","general elemantary","Male","","","","","1"
"Daily","1986","general elemantary","Female","","","","","1"
"Daily","1986","middle vocational","Male","","","","","1"
"Daily","1986","middle vocational","Female","","","","","1"
"Daily","1986","vocational + Abi","Male","","","","","1"
"Daily","1986","vocational + Abi","Female","","","","","1"
"Daily","1986","higher vocational","Male","","","","","1"
"Daily","1986","higher vocational","Female","","","","","1"
"Daily","1986","higher education","Male","","","","","1"
"Daily","1986","higher education","Female","","","","","1"
"Min 1x per month","1986","middle vocational","Male","434","0.148164302616418","0.134847543485784","0.161481061747052","3"
"Min 1x per month","1986","middle vocational","Female","320","0.129554308245854","0.11567556526354","0.143433051228167","3"
"Min 1x per month","1986","vocational + Abi","Male","33","0.198556124099907","0.137688784555204","0.259423463644609","3"
"Min 1x per month","1986","vocational + Abi","Female","21","","","","3"
"Min 1x per month","1986","in school","Male","41","0.355579619259422","0.267707979815427","0.443451258703417","3"
"Min 1x per month","1986","in school","Female","29","","","","3"
"Min 1x per month","1986","inadequately","Male","30","0.103660193093367","0.0707225521587077","0.136597834028025","3"
"Min 1x per month","1986","inadequately","Female","22","","","","3"
"Min 1x per month","1986","general elemantary","Male","184","0.190575864780738","0.166329878811181","0.214821850750295","3"
"Min 1x per month","1986","general elemantary","Female","169","0.077800002948174","0.0657145061982232","0.0898854996981249","3"
"Min 1x per month","1986","higher vocational","Male","42","0.127749963293021","0.0916246136315325","0.163875312954509","3"
"Min 1x per month","1986","higher vocational","Female","43","0.197202804099603","0.14758253892518","0.246823069274027","3"
"Min 1x per month","1986","higher education","Male","95","0.171376629974602","0.13834595283745","0.204407307111753","3"
"Min 1x per month","1986","higher education","Female","45","0.163615760061534","0.117199658115772","0.210031862007296","3"
"Min 1x per week","1986","in school","Male","42","0.334313402393385","0.247715481404641","0.42091132338213","2"
"Min 1x per week","1986","in school","Female","20","","","","2"
"Min 1x per week","1986","inadequately","Male","24","","","","2"
"Min 1x per week","1986","inadequately","Female","9","","","","2"
"Min 1x per week","1986","general elemantary","Male","164","0.165059015538728","0.142141615799319","0.187976415278137","2"
"Min 1x per week","1986","general elemantary","Female","129","0.0605034139607466","0.0497462030300523","0.0712606248914409","2"
"Min 1x per week","1986","middle vocational","Male","324","0.110287950339083","0.0985460712244742","0.122029829453692","2"
"Min 1x per week","1986","middle vocational","Female","128","0.0556265263303548","0.0461539912230902","0.0650990614376193","2"
"Min 1x per week","1986","vocational + Abi","Male","16","","","","2"
"Min 1x per week","1986","vocational + Abi","Female","7","","","","2"
"Min 1x per week","1986","higher vocational","Male","22","","","","2"
"Min 1x per week","1986","higher vocational","Female","9","","","","2"
"Min 1x per week","1986","higher education","Male","39","0.0816374758058746","0.0576372709095233","0.105637680702226","2"
"Min 1x per week","1986","higher education","Female","22","","","","2"
"Never","1986","vocational + Abi","Male","57","0.325282762790756","0.253800622651669","0.396764902929843","5"
"Never","1986","vocational + Abi","Female","42","0.389369833673326","0.299065340765588","0.479674326581064","5"
"Never","1986","higher vocational","Male","129","0.424407937766555","0.370919450421725","0.477896425111385","5"
"Never","1986","higher vocational","Female","92","0.437595998576191","0.375728794963155","0.499463202189227","5"
"Never","1986","higher education","Male","157","0.342703128283452","0.301102211079266","0.384304045487639","5"
"Never","1986","higher education","Female","75","0.372331716791221","0.311674387286907","0.432989046295535","5"
"Never","1986","general elemantary","Female","1147","0.659581895303124","0.638202135150624","0.680961655455624","5"
"Never","1986","middle vocational","Male","1065","0.41282934348217","0.394374248390051","0.431284438574289","5"
"Never","1986","middle vocational","Female","975","0.471141599597818","0.450511620264893","0.491771578930743","5"
"Never","1986","in school","Male","5","","","","5"
"Never","1986","in school","Female","5","","","","5"
"Never","1986","inadequately","Male","203","0.529364874732149","0.47542997557748","0.583299773886819","5"
"Never","1986","inadequately","Female","352","0.714597676474967","0.67310208639095","0.756093266558984","5"
"Never","1986","general elemantary","Male","391","0.384030392188481","0.354005582377601","0.414055201999362","5"
"Rarely","1986","higher education","Male","209","0.404282765936071","0.36126718572605","0.447298346146093","4"
"Rarely","1986","higher vocational","Female","103","0.334436829981763","0.275599723817597","0.393273936145928","4"
