"ple0182","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","lower secondary degree","in school","","","",""
"Yes, vegetarian","2016","lower secondary degree","inadequately","","","",""
"Yes, vegetarian","2016","lower secondary degree","general elemantary","19","","",""
"Yes, vegetarian","2016","lower secondary degree","middle vocational","87","0.0246342962891726","0.0198550711860232","0.0294135213923219"
"Yes, vegetarian","2016","lower secondary degree","vocational + Abi","","","",""
"Yes, vegetarian","2016","lower secondary degree","higher vocational","10","","",""
"Yes, vegetarian","2016","lower secondary degree","higher education","1","","",""
"Yes, vegetarian","2016","secondary school degree","in school","","","",""
"Yes, vegetarian","2016","secondary school degree","inadequately","","","",""
"Yes, vegetarian","2016","secondary school degree","general elemantary","31","0.0504124249679178","0.034110783026506","0.0667140669093295"
"Yes, vegetarian","2016","secondary school degree","middle vocational","177","0.0410301301345482","0.0353640359117872","0.0466962243573092"
"Yes, vegetarian","2016","secondary school degree","vocational + Abi","1","","",""
"Yes, vegetarian","2016","secondary school degree","higher vocational","23","","",""
"Yes, vegetarian","2016","secondary school degree","higher education","36","0.0642564265870006","0.0443860147004127","0.0841268384735885"
"Yes, vegetarian","2016","college entrance qualification","in school","","","",""
"Yes, vegetarian","2016","college entrance qualification","inadequately","","","",""
"Yes, vegetarian","2016","college entrance qualification","general elemantary","","","",""
"Yes, vegetarian","2016","college entrance qualification","middle vocational","103","0.123358060466697","0.102479693392247","0.144236427541147"
"Yes, vegetarian","2016","college entrance qualification","vocational + Abi","103","0.0696816076593809","0.0562287744257543","0.0831344408930074"
"Yes, vegetarian","2016","college entrance qualification","higher vocational","27","","",""
"Yes, vegetarian","2016","college entrance qualification","higher education","348","0.0896704238891548","0.0808874467184065","0.0984534010599031"
"Yes, vegetarian","2016","Other degree","in school","","","",""
"Yes, vegetarian","2016","Other degree","inadequately","","","",""
"Yes, vegetarian","2016","Other degree","general elemantary","6","","",""
"Yes, vegetarian","2016","Other degree","middle vocational","28","","",""
"Yes, vegetarian","2016","Other degree","vocational + Abi","21","","",""
"Yes, vegetarian","2016","Other degree","higher vocational","","","",""
"Yes, vegetarian","2016","Other degree","higher education","70","0.0856809540564632","0.0684279969199625","0.102933911192964"
"Yes, vegetarian","2016","no degree/no degree yet","in school","28","","",""
"Yes, vegetarian","2016","no degree/no degree yet","inadequately","3","","",""
"Yes, vegetarian","2016","no degree/no degree yet","general elemantary","","","",""
"Yes, vegetarian","2016","no degree/no degree yet","middle vocational","4","","",""
"Yes, vegetarian","2016","no degree/no degree yet","vocational + Abi","","","",""
"Yes, vegetarian","2016","no degree/no degree yet","higher vocational","","","",""
"Yes, vegetarian","2016","no degree/no degree yet","higher education","","","",""
"Yes, vegan","2016","lower secondary degree","in school","","","",""
"Yes, vegan","2016","lower secondary degree","inadequately","","","",""
"Yes, vegan","2016","lower secondary degree","general elemantary","4","","",""
"Yes, vegan","2016","lower secondary degree","middle vocational","22","","",""
"Yes, vegan","2016","lower secondary degree","vocational + Abi","","","",""
"Yes, vegan","2016","lower secondary degree","higher vocational","","","",""
"Yes, vegan","2016","lower secondary degree","higher education","1","","",""
"Yes, vegan","2016","secondary school degree","in school","","","",""
"Yes, vegan","2016","secondary school degree","inadequately","","","",""
"Yes, vegan","2016","secondary school degree","general elemantary","5","","",""
"Yes, vegan","2016","secondary school degree","middle vocational","26","","",""
"Yes, vegan","2016","secondary school degree","vocational + Abi","","","",""
"Yes, vegan","2016","secondary school degree","higher vocational","2","","",""
"Yes, vegan","2016","secondary school degree","higher education","7","","",""
"Yes, vegan","2016","college entrance qualification","in school","","","",""
"Yes, vegan","2016","college entrance qualification","inadequately","","","",""
"Yes, vegan","2016","college entrance qualification","general elemantary","","","",""
"Yes, vegan","2016","college entrance qualification","middle vocational","11","","",""
"Yes, vegan","2016","college entrance qualification","vocational + Abi","9","","",""
"Yes, vegan","2016","college entrance qualification","higher vocational","1","","",""
"Yes, vegan","2016","college entrance qualification","higher education","23","","",""
"Yes, vegan","2016","Other degree","in school","","","",""
"Yes, vegan","2016","Other degree","inadequately","","","",""
"Yes, vegan","2016","Other degree","general elemantary","2","","",""
"Yes, vegan","2016","Other degree","middle vocational","3","","",""
"Yes, vegan","2016","Other degree","vocational + Abi","","","",""
"Yes, vegan","2016","Other degree","higher vocational","","","",""
"Yes, vegan","2016","Other degree","higher education","6","","",""
"Yes, vegan","2016","no degree/no degree yet","in school","3","","",""
"Yes, vegan","2016","no degree/no degree yet","inadequately","1","","",""
"Yes, vegan","2016","no degree/no degree yet","general elemantary","","","",""
"Yes, vegan","2016","no degree/no degree yet","middle vocational","","","",""
"Yes, vegan","2016","no degree/no degree yet","vocational + Abi","","","",""
"Yes, vegan","2016","no degree/no degree yet","higher vocational","","","",""
"Yes, vegan","2016","no degree/no degree yet","higher education","","","",""
"No","2016","lower secondary degree","in school","","","",""
"No","2016","lower secondary degree","inadequately","","","",""
"No","2016","lower secondary degree","general elemantary","1334","0.987835811241278","0.982003480747271","0.993668141735285"
"No","2016","lower secondary degree","middle vocational","3932","0.969134680828515","0.963802177692236","0.974467183964793"
"No","2016","lower secondary degree","vocational + Abi","4","","",""
"No","2016","lower secondary degree","higher vocational","306","0.96740275447427","0.947823386826647","0.986982122121893"
"No","2016","lower secondary degree","higher education","125","0.982808796418942","0.960202267229479","1.0054153256084"
"No","2016","secondary school degree","in school","","","",""
"No","2016","secondary school degree","inadequately","","","",""
"No","2016","secondary school degree","general elemantary","656","0.940276974968278","0.922620913055624","0.957933036880932"
"No","2016","secondary school degree","middle vocational","4505","0.953973621073494","0.947988107070013","0.959959135076975"
"No","2016","secondary school degree","vocational + Abi","15","","",""
"No","2016","secondary school degree","higher vocational","590","0.953821840086213","0.937235045128669","0.970408635043758"
"No","2016","secondary school degree","higher education","542","0.915180668919192","0.892603421176272","0.937757916662112"
"No","2016","college entrance qualification","in school","","","",""
"No","2016","college entrance qualification","inadequately","","","",""
"No","2016","college entrance qualification","general elemantary","","","",""
"No","2016","college entrance qualification","middle vocational","839","0.86080644443646","0.838829669538343","0.882783219334578"
"No","2016","college entrance qualification","vocational + Abi","1264","0.924178038370411","0.910191372370139","0.938164704370682"
"No","2016","college entrance qualification","higher vocational","367","0.93233042312085","0.907560126815519","0.957100719426181"
"No","2016","college entrance qualification","higher education","3694","0.90231003334759","0.89318318803243","0.911436878662749"
"No","2016","Other degree","in school","","","",""
"No","2016","Other degree","inadequately","49","1","1","1"
"No","2016","Other degree","general elemantary","515","0.979911755991731","0.967887402972948","0.991936109010514"
"No","2016","Other degree","middle vocational","964","0.953040702982901","0.939895930646726","0.966185475319076"
"No","2016","Other degree","vocational + Abi","605","0.953714074337646","0.937255413454969","0.970172735220323"
"No","2016","Other degree","higher vocational","44","1","1","1"
"No","2016","Other degree","higher education","935","0.906282031701181","0.888317511168197","0.924246552234165"
"No","2016","no degree/no degree yet","in school","302","0.937071775374599","0.910990120580216","0.963153430168982"
"No","2016","no degree/no degree yet","inadequately","349","0.988328418500391","0.97712433766684","0.999532499333941"
"No","2016","no degree/no degree yet","general elemantary","","","",""
"No","2016","no degree/no degree yet","middle vocational","116","0.969571751465348","0.938840098356656","1.00030340457404"
"No","2016","no degree/no degree yet","vocational + Abi","","","",""
"No","2016","no degree/no degree yet","higher vocational","7","","",""
"No","2016","no degree/no degree yet","higher education","3","","",""
"Yes, vegetarian","2017","lower secondary degree","in school","","","",""
"Yes, vegetarian","2017","lower secondary degree","inadequately","","","",""
"Yes, vegetarian","2017","lower secondary degree","general elemantary","","","",""
"Yes, vegetarian","2017","lower secondary degree","middle vocational","","","",""
"Yes, vegetarian","2017","lower secondary degree","vocational + Abi","","","",""
"Yes, vegetarian","2017","lower secondary degree","higher vocational","","","",""
"Yes, vegetarian","2017","lower secondary degree","higher education","","","",""
"Yes, vegetarian","2017","secondary school degree","in school","","","",""
"Yes, vegetarian","2017","secondary school degree","inadequately","","","",""
"Yes, vegetarian","2017","secondary school degree","general elemantary","","","",""
"Yes, vegetarian","2017","secondary school degree","middle vocational","","","",""
"Yes, vegetarian","2017","secondary school degree","vocational + Abi","","","",""
"Yes, vegetarian","2017","secondary school degree","higher vocational","","","",""
"Yes, vegetarian","2017","secondary school degree","higher education","","","",""
"Yes, vegetarian","2017","college entrance qualification","in school","","","",""
"Yes, vegetarian","2017","college entrance qualification","inadequately","","","",""
"Yes, vegetarian","2017","college entrance qualification","general elemantary","","","",""
"Yes, vegetarian","2017","college entrance qualification","middle vocational","","","",""
"Yes, vegetarian","2017","college entrance qualification","vocational + Abi","","","",""
"Yes, vegetarian","2017","college entrance qualification","higher vocational","","","",""
"Yes, vegetarian","2017","college entrance qualification","higher education","","","",""
"Yes, vegetarian","2017","Other degree","in school","","","",""
"Yes, vegetarian","2017","Other degree","inadequately","","","",""
"Yes, vegetarian","2017","Other degree","general elemantary","","","",""
"Yes, vegetarian","2017","Other degree","middle vocational","","","",""
"Yes, vegetarian","2017","Other degree","vocational + Abi","","","",""
"Yes, vegetarian","2017","Other degree","higher vocational","","","",""
"Yes, vegetarian","2017","Other degree","higher education","","","",""
"Yes, vegetarian","2017","no degree/no degree yet","in school","","","",""
"Yes, vegetarian","2017","no degree/no degree yet","inadequately","","","",""
"Yes, vegetarian","2017","no degree/no degree yet","general elemantary","","","",""
"Yes, vegetarian","2017","no degree/no degree yet","middle vocational","","","",""
"Yes, vegetarian","2017","no degree/no degree yet","vocational + Abi","","","",""
"Yes, vegetarian","2017","no degree/no degree yet","higher vocational","","","",""
"Yes, vegetarian","2017","no degree/no degree yet","higher education","","","",""
"Yes, vegan","2017","lower secondary degree","in school","","","",""
"Yes, vegan","2017","lower secondary degree","inadequately","","","",""
"Yes, vegan","2017","lower secondary degree","general elemantary","","","",""
"Yes, vegan","2017","lower secondary degree","middle vocational","","","",""
"Yes, vegan","2017","lower secondary degree","vocational + Abi","","","",""
"Yes, vegan","2017","lower secondary degree","higher vocational","","","",""
"Yes, vegan","2017","lower secondary degree","higher education","","","",""
"Yes, vegan","2017","secondary school degree","in school","","","",""
"Yes, vegan","2017","secondary school degree","inadequately","","","",""
"Yes, vegan","2017","secondary school degree","general elemantary","","","",""
"Yes, vegan","2017","secondary school degree","middle vocational","","","",""
"Yes, vegan","2017","secondary school degree","vocational + Abi","","","",""
"Yes, vegan","2017","secondary school degree","higher vocational","","","",""
"Yes, vegan","2017","secondary school degree","higher education","","","",""
"Yes, vegan","2017","college entrance qualification","in school","","","",""
"Yes, vegan","2017","college entrance qualification","inadequately","","","",""
"Yes, vegan","2017","college entrance qualification","general elemantary","","","",""
"Yes, vegan","2017","college entrance qualification","middle vocational","","","",""
"Yes, vegan","2017","college entrance qualification","vocational + Abi","","","",""
"Yes, vegan","2017","college entrance qualification","higher vocational","","","",""
"Yes, vegan","2017","college entrance qualification","higher education","","","",""
"Yes, vegan","2017","Other degree","in school","","","",""
"Yes, vegan","2017","Other degree","inadequately","","","",""
"Yes, vegan","2017","Other degree","general elemantary","","","",""
"Yes, vegan","2017","Other degree","middle vocational","","","",""
"Yes, vegan","2017","Other degree","vocational + Abi","","","",""
"Yes, vegan","2017","Other degree","higher vocational","","","",""
"Yes, vegan","2017","Other degree","higher education","","","",""
"Yes, vegan","2017","no degree/no degree yet","in school","","","",""
"Yes, vegan","2017","no degree/no degree yet","inadequately","","","",""
"Yes, vegan","2017","no degree/no degree yet","general elemantary","","","",""
"Yes, vegan","2017","no degree/no degree yet","middle vocational","","","",""
"Yes, vegan","2017","no degree/no degree yet","vocational + Abi","","","",""
"Yes, vegan","2017","no degree/no degree yet","higher vocational","","","",""
"Yes, vegan","2017","no degree/no degree yet","higher education","","","",""
"No","2017","lower secondary degree","in school","","","",""
"No","2017","lower secondary degree","inadequately","","","",""
"No","2017","lower secondary degree","general elemantary","","","",""
"No","2017","lower secondary degree","middle vocational","","","",""
"No","2017","lower secondary degree","vocational + Abi","","","",""
"No","2017","lower secondary degree","higher vocational","","","",""
"No","2017","lower secondary degree","higher education","","","",""
"No","2017","secondary school degree","in school","","","",""
"No","2017","secondary school degree","inadequately","","","",""
"No","2017","secondary school degree","general elemantary","","","",""
"No","2017","secondary school degree","middle vocational","","","",""
