"ple0182","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","Schleswig-Holstein","no migration background","38","0.0714936210758114","0.0513906844129899","0.0915965577386329"
"Yes, vegetarian","2016","Schleswig-Holstein","direct migration background","6","","",""
"Yes, vegetarian","2016","Schleswig-Holstein","indirect migration background","5","","",""
"Yes, vegetarian","2016","Hamburg","no migration background","17","","",""
"Yes, vegetarian","2016","Hamburg","direct migration background","4","","",""
"Yes, vegetarian","2016","Hamburg","indirect migration background","2","","",""
"Yes, vegetarian","2016","Lower Saxony","no migration background","67","0.0385644756790067","0.0296317750592998","0.0474971762987136"
"Yes, vegetarian","2016","Lower Saxony","direct migration background","16","","",""
"Yes, vegetarian","2016","Lower Saxony","indirect migration background","4","","",""
"Yes, vegetarian","2016","Bremen","no migration background","8","","",""
"Yes, vegetarian","2016","Bremen","direct migration background","1","","",""
"Yes, vegetarian","2016","Bremen","indirect migration background","","","",""
"Yes, vegetarian","2016","North Rhine-Westphalia","no migration background","177","0.0524835616651846","0.044908324750655","0.0600587985797141"
"Yes, vegetarian","2016","North Rhine-Westphalia","direct migration background","39","0.030296590675659","0.0208623966193725","0.0397307847319454"
"Yes, vegetarian","2016","North Rhine-Westphalia","indirect migration background","22","","",""
"Yes, vegetarian","2016","Hesse","no migration background","65","0.0557496032288157","0.0421600396494794","0.069339166808152"
"Yes, vegetarian","2016","Hesse","direct migration background","21","","",""
"Yes, vegetarian","2016","Hesse","indirect migration background","9","","",""
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","no migration background","43","0.0567628584161858","0.0423127019014398","0.0712130149309319"
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","direct migration background","7","","",""
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"Yes, vegetarian","2016","Baden-Württemberg","no migration background","128","0.0587301291472475","0.0481802748291865","0.0692799834653085"
"Yes, vegetarian","2016","Baden-Württemberg","direct migration background","21","","",""
"Yes, vegetarian","2016","Baden-Württemberg","indirect migration background","16","","",""
"Yes, vegetarian","2016","Bavaria","no migration background","150","0.0517520262418923","0.0435452747525601","0.0599587777312244"
"Yes, vegetarian","2016","Bavaria","direct migration background","35","0.0576893936547936","0.0418561236742198","0.0735226636353673"
"Yes, vegetarian","2016","Bavaria","indirect migration background","17","","",""
"Yes, vegetarian","2016","Berlin","no migration background","80","0.11404404975943","0.0905803813446777","0.137507718174182"
"Yes, vegetarian","2016","Berlin","direct migration background","20","","",""
"Yes, vegetarian","2016","Berlin","indirect migration background","2","","",""
"Yes, vegetarian","2016","Brandenburg","no migration background","25","","",""
"Yes, vegetarian","2016","Brandenburg","direct migration background","2","","",""
"Yes, vegetarian","2016","Brandenburg","indirect migration background","","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","no migration background","9","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes, vegetarian","2016","Saxony","no migration background","54","0.0451936054138051","0.0341817629953678","0.0562054478322425"
"Yes, vegetarian","2016","Saxony","direct migration background","3","","",""
"Yes, vegetarian","2016","Saxony","indirect migration background","3","","",""
"Yes, vegetarian","2016","Saxony-Anhalt","no migration background","23","","",""
"Yes, vegetarian","2016","Saxony-Anhalt","direct migration background","","","",""
"Yes, vegetarian","2016","Saxony-Anhalt","indirect migration background","","","",""
"Yes, vegetarian","2016","Thuringia","no migration background","28","","",""
"Yes, vegetarian","2016","Thuringia","direct migration background","9","","",""
"Yes, vegetarian","2016","Thuringia","indirect migration background","","","",""
"Yes, vegan","2016","Schleswig-Holstein","no migration background","1","","",""
"Yes, vegan","2016","Schleswig-Holstein","direct migration background","1","","",""
"Yes, vegan","2016","Schleswig-Holstein","indirect migration background","1","","",""
"Yes, vegan","2016","Hamburg","no migration background","","","",""
"Yes, vegan","2016","Hamburg","direct migration background","","","",""
"Yes, vegan","2016","Hamburg","indirect migration background","","","",""
"Yes, vegan","2016","Lower Saxony","no migration background","14","","",""
"Yes, vegan","2016","Lower Saxony","direct migration background","3","","",""
"Yes, vegan","2016","Lower Saxony","indirect migration background","","","",""
"Yes, vegan","2016","Bremen","no migration background","","","",""
"Yes, vegan","2016","Bremen","direct migration background","1","","",""
"Yes, vegan","2016","Bremen","indirect migration background","","","",""
"Yes, vegan","2016","North Rhine-Westphalia","no migration background","19","","",""
"Yes, vegan","2016","North Rhine-Westphalia","direct migration background","3","","",""
"Yes, vegan","2016","North Rhine-Westphalia","indirect migration background","1","","",""
"Yes, vegan","2016","Hesse","no migration background","5","","",""
"Yes, vegan","2016","Hesse","direct migration background","1","","",""
"Yes, vegan","2016","Hesse","indirect migration background","1","","",""
"Yes, vegan","2016","Rhineland-Palatinate,Saarland","no migration background","4","","",""
"Yes, vegan","2016","Rhineland-Palatinate,Saarland","direct migration background","2","","",""
"Yes, vegan","2016","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes, vegan","2016","Baden-Württemberg","no migration background","12","","",""
"Yes, vegan","2016","Baden-Württemberg","direct migration background","2","","",""
"Yes, vegan","2016","Baden-Württemberg","indirect migration background","4","","",""
"Yes, vegan","2016","Bavaria","no migration background","19","","",""
"Yes, vegan","2016","Bavaria","direct migration background","4","","",""
"Yes, vegan","2016","Bavaria","indirect migration background","2","","",""
"Yes, vegan","2016","Berlin","no migration background","4","","",""
"Yes, vegan","2016","Berlin","direct migration background","5","","",""
"Yes, vegan","2016","Berlin","indirect migration background","","","",""
"Yes, vegan","2016","Brandenburg","no migration background","4","","",""
"Yes, vegan","2016","Brandenburg","direct migration background","","","",""
"Yes, vegan","2016","Brandenburg","indirect migration background","","","",""
"Yes, vegan","2016","Mecklenburg-Western Pomerania","no migration background","3","","",""
"Yes, vegan","2016","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes, vegan","2016","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes, vegan","2016","Saxony","no migration background","5","","",""
"Yes, vegan","2016","Saxony","direct migration background","","","",""
"Yes, vegan","2016","Saxony","indirect migration background","","","",""
"Yes, vegan","2016","Saxony-Anhalt","no migration background","5","","",""
"Yes, vegan","2016","Saxony-Anhalt","direct migration background","","","",""
"Yes, vegan","2016","Saxony-Anhalt","indirect migration background","","","",""
"Yes, vegan","2016","Thuringia","no migration background","8","","",""
"Yes, vegan","2016","Thuringia","direct migration background","","","",""
"Yes, vegan","2016","Thuringia","indirect migration background","","","",""
"No","2016","Schleswig-Holstein","no migration background","592","0.928369798540038","0.908249148864603","0.948490448215473"
"No","2016","Schleswig-Holstein","direct migration background","135","0.940232645731141","0.901242613197043","0.979222678265239"
