"ple0182","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","lower secondary degree","1-pers.-HH","28","","",""
"Yes, vegetarian","2016","lower secondary degree","(Married) couple without C. ","48","0.0226994303571793","0.016580387183001","0.0288184735313576"
"Yes, vegetarian","2016","lower secondary degree","Single parent ","10","","",""
"Yes, vegetarian","2016","lower secondary degree","Couple + C. LE 16 ","17","","",""
"Yes, vegetarian","2016","lower secondary degree","Couple + C. GT 16 ","10","","",""
"Yes, vegetarian","2016","lower secondary degree","Couple + C. LE and GT 16","1","","",""
"Yes, vegetarian","2016","secondary school degree","1-pers.-HH","75","0.0802255726080424","0.0621648434091392","0.0982863018069457"
"Yes, vegetarian","2016","secondary school degree","(Married) couple without C. ","59","0.0271866662176345","0.0202426846699047","0.0341306477653644"
"Yes, vegetarian","2016","secondary school degree","Single parent ","37","0.049308941592404","0.0328033951778257","0.0658144880069823"
"Yes, vegetarian","2016","secondary school degree","Couple + C. LE 16 ","47","0.0276434156277679","0.0194470789631049","0.035839752292431"
"Yes, vegetarian","2016","secondary school degree","Couple + C. GT 16 ","29","","",""
"Yes, vegetarian","2016","secondary school degree","Couple + C. LE and GT 16","17","","",""
"Yes, vegetarian","2016","college entrance qualification","1-pers.-HH","116","0.116964870161963","0.0966669444021037","0.137262795921822"
"Yes, vegetarian","2016","college entrance qualification","(Married) couple without C. ","125","0.0725895268006685","0.0610764225550331","0.0841026310463039"
"Yes, vegetarian","2016","college entrance qualification","Single parent ","77","0.138841952228809","0.110126062198982","0.167557842258636"
"Yes, vegetarian","2016","college entrance qualification","Couple + C. LE 16 ","158","0.0862864104471947","0.0736708967278554","0.0989019241665341"
"Yes, vegetarian","2016","college entrance qualification","Couple + C. GT 16 ","59","0.06981027907528","0.0518810058512031","0.0877395522993569"
"Yes, vegetarian","2016","college entrance qualification","Couple + C. LE and GT 16","38","0.0499958207359542","0.0315458659928447","0.0684457754790637"
"Yes, vegetarian","2016","Other degree","1-pers.-HH","24","","",""
"Yes, vegetarian","2016","Other degree","(Married) couple without C. ","38","0.0427898313339033","0.0289038380541841","0.0566758246136225"
"Yes, vegetarian","2016","Other degree","Single parent ","9","","",""
"Yes, vegetarian","2016","Other degree","Couple + C. LE 16 ","37","0.0411276664216978","0.0296948349617503","0.0525604978816453"
"Yes, vegetarian","2016","Other degree","Couple + C. GT 16 ","4","","",""
"Yes, vegetarian","2016","Other degree","Couple + C. LE and GT 16","7","","",""
"Yes, vegetarian","2016","no degree/no degree yet","1-pers.-HH","1","","",""
"Yes, vegetarian","2016","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Yes, vegetarian","2016","no degree/no degree yet","Single parent ","7","","",""
"Yes, vegetarian","2016","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Yes, vegetarian","2016","no degree/no degree yet","Couple + C. GT 16 ","9","","",""
"Yes, vegetarian","2016","no degree/no degree yet","Couple + C. LE and GT 16","13","","",""
"Yes, vegan","2016","lower secondary degree","1-pers.-HH","3","","",""
"Yes, vegan","2016","lower secondary degree","(Married) couple without C. ","13","","",""
"Yes, vegan","2016","lower secondary degree","Single parent ","3","","",""
"Yes, vegan","2016","lower secondary degree","Couple + C. LE 16 ","5","","",""
"Yes, vegan","2016","lower secondary degree","Couple + C. GT 16 ","1","","",""
"Yes, vegan","2016","lower secondary degree","Couple + C. LE and GT 16","1","","",""
"Yes, vegan","2016","secondary school degree","1-pers.-HH","10","","",""
"Yes, vegan","2016","secondary school degree","(Married) couple without C. ","11","","",""
"Yes, vegan","2016","secondary school degree","Single parent ","4","","",""
"Yes, vegan","2016","secondary school degree","Couple + C. LE 16 ","6","","",""
"Yes, vegan","2016","secondary school degree","Couple + C. GT 16 ","4","","",""
"Yes, vegan","2016","secondary school degree","Couple + C. LE and GT 16","4","","",""
"Yes, vegan","2016","college entrance qualification","1-pers.-HH","12","","",""
"Yes, vegan","2016","college entrance qualification","(Married) couple without C. ","11","","",""
"Yes, vegan","2016","college entrance qualification","Single parent ","5","","",""
"Yes, vegan","2016","college entrance qualification","Couple + C. LE 16 ","8","","",""
"Yes, vegan","2016","college entrance qualification","Couple + C. GT 16 ","1","","",""
"Yes, vegan","2016","college entrance qualification","Couple + C. LE and GT 16","4","","",""
"Yes, vegan","2016","Other degree","1-pers.-HH","1","","",""
"Yes, vegan","2016","Other degree","(Married) couple without C. ","3","","",""
"Yes, vegan","2016","Other degree","Single parent ","","","",""
"Yes, vegan","2016","Other degree","Couple + C. LE 16 ","5","","",""
"Yes, vegan","2016","Other degree","Couple + C. GT 16 ","1","","",""
"Yes, vegan","2016","Other degree","Couple + C. LE and GT 16","","","",""
"Yes, vegan","2016","no degree/no degree yet","1-pers.-HH","1","","",""
"Yes, vegan","2016","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes, vegan","2016","no degree/no degree yet","Single parent ","2","","",""
"Yes, vegan","2016","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes, vegan","2016","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"Yes, vegan","2016","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2016","lower secondary degree","1-pers.-HH","1099","0.973558933446107","0.964204241791116","0.982913625101098"
"No","2016","lower secondary degree","(Married) couple without C. ","2215","0.969166810510699","0.962064977525892","0.976268643495505"
"No","2016","lower secondary degree","Single parent ","452","0.975856862280586","0.961905663372846","0.989808061188327"
"No","2016","lower secondary degree","Couple + C. LE 16 ","873","0.967685477596406","0.95610030373045","0.979270651462363"
"No","2016","lower secondary degree","Couple + C. GT 16 ","577","0.986563408359692","0.977257334631868","0.995869482087515"
"No","2016","lower secondary degree","Couple + C. LE and GT 16","328","0.987393545300259","0.975356143789172","0.999430946811345"
"No","2016","secondary school degree","1-pers.-HH","784","0.910816953635628","0.89186757789786","0.929766329373396"
"No","2016","secondary school degree","(Married) couple without C. ","2037","0.968885337631621","0.961471645255965","0.976299030007278"
"No","2016","secondary school degree","Single parent ","620","0.944813774618925","0.927406298238444","0.962221250999406"
"No","2016","secondary school degree","Couple + C. LE 16 ","1484","0.96182519778036","0.952245592154766","0.971404803405955"
"No","2016","secondary school degree","Couple + C. GT 16 ","727","0.944577062833052","0.928310164160409","0.960843961505695"
"No","2016","secondary school degree","Couple + C. LE and GT 16","524","0.967696279321764","0.952852460369208","0.98254009827432"
"No","2016","college entrance qualification","1-pers.-HH","835","0.867663276075384","0.846261454197447","0.889065097953321"
"No","2016","college entrance qualification","(Married) couple without C. ","1815","0.920024097710659","0.907987641728409","0.93206055369291"
"No","2016","college entrance qualification","Single parent ","475","0.850341227160675","0.820715555784691","0.879966898536659"
"No","2016","college entrance qualification","Couple + C. LE 16 ","1737","0.907212082900729","0.894176549021604","0.920247616779854"
"No","2016","college entrance qualification","Couple + C. GT 16 ","716","0.930038474072128","0.912091248369167","0.947985699775089"
"No","2016","college entrance qualification","Couple + C. LE and GT 16","494","0.948198512615673","0.929436196624695","0.966960828606651"
"No","2016","Other degree","1-pers.-HH","323","0.938173846692595","0.912870017734725","0.963477675650466"
"No","2016","Other degree","(Married) couple without C. ","775","0.948347933358446","0.933162376786597","0.963533489930295"
"No","2016","Other degree","Single parent ","161","0.911064701264973","0.868275387191706","0.95385401533824"
"No","2016","Other degree","Couple + C. LE 16 ","1117","0.954278795897981","0.942253304287801","0.96630428750816"
"No","2016","Other degree","Couple + C. GT 16 ","289","0.941849065154823","0.915097855083193","0.968600275226452"
"No","2016","Other degree","Couple + C. LE and GT 16","299","0.97747901455954","0.960855042746081","0.994102986372998"
"No","2016","no degree/no degree yet","1-pers.-HH","48","0.986658136719886","0.954856118453293","1.01846015498648"
"No","2016","no degree/no degree yet","(Married) couple without C. ","71","0.982163583214276","0.951801443065476","1.01252572336308"
"No","2016","no degree/no degree yet","Single parent ","128","0.976362398956991","0.950923692173216","1.00180110574077"
"No","2016","no degree/no degree yet","Couple + C. LE 16 ","152","0.997794211001272","0.990360514110381","1.00522790789216"
"No","2016","no degree/no degree yet","Couple + C. GT 16 ","138","0.921107502339213","0.877677460680963","0.964537543997464"
"No","2016","no degree/no degree yet","Couple + C. LE and GT 16","191","0.965537690230937","0.940506020856299","0.990569359605576"
"Yes, vegetarian","2017","lower secondary degree","1-pers.-HH","","","",""
"Yes, vegetarian","2017","lower secondary degree","(Married) couple without C. ","","","",""
"Yes, vegetarian","2017","lower secondary degree","Single parent ","","","",""
"Yes, vegetarian","2017","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes, vegetarian","2017","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes, vegetarian","2017","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes, vegetarian","2017","secondary school degree","1-pers.-HH","","","",""
"Yes, vegetarian","2017","secondary school degree","(Married) couple without C. ","","","",""
"Yes, vegetarian","2017","secondary school degree","Single parent ","","","",""
"Yes, vegetarian","2017","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes, vegetarian","2017","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes, vegetarian","2017","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes, vegetarian","2017","college entrance qualification","1-pers.-HH","","","",""
"Yes, vegetarian","2017","college entrance qualification","(Married) couple without C. ","","","",""
"Yes, vegetarian","2017","college entrance qualification","Single parent ","","","",""
"Yes, vegetarian","2017","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes, vegetarian","2017","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes, vegetarian","2017","college entrance qualification","Couple + C. LE and GT 16","","","",""
