"ple0182","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","Schleswig-Holstein","in school","","","",""
"Yes, vegetarian","2016","Schleswig-Holstein","inadequately","","","",""
"Yes, vegetarian","2016","Schleswig-Holstein","general elemantary","5","","",""
"Yes, vegetarian","2016","Schleswig-Holstein","middle vocational","17","","",""
"Yes, vegetarian","2016","Schleswig-Holstein","vocational + Abi","5","","",""
"Yes, vegetarian","2016","Schleswig-Holstein","higher vocational","4","","",""
"Yes, vegetarian","2016","Schleswig-Holstein","higher education","15","","",""
"Yes, vegetarian","2016","Hamburg","in school","2","","",""
"Yes, vegetarian","2016","Hamburg","inadequately","","","",""
"Yes, vegetarian","2016","Hamburg","general elemantary","","","",""
"Yes, vegetarian","2016","Hamburg","middle vocational","4","","",""
"Yes, vegetarian","2016","Hamburg","vocational + Abi","6","","",""
"Yes, vegetarian","2016","Hamburg","higher vocational","2","","",""
"Yes, vegetarian","2016","Hamburg","higher education","9","","",""
"Yes, vegetarian","2016","Lower Saxony","in school","3","","",""
"Yes, vegetarian","2016","Lower Saxony","inadequately","","","",""
"Yes, vegetarian","2016","Lower Saxony","general elemantary","6","","",""
"Yes, vegetarian","2016","Lower Saxony","middle vocational","31","0.0335610933155406","0.022889121174096","0.0442330654569852"
"Yes, vegetarian","2016","Lower Saxony","vocational + Abi","9","","",""
"Yes, vegetarian","2016","Lower Saxony","higher vocational","5","","",""
"Yes, vegetarian","2016","Lower Saxony","higher education","29","","",""
"Yes, vegetarian","2016","Bremen","in school","","","",""
"Yes, vegetarian","2016","Bremen","inadequately","","","",""
"Yes, vegetarian","2016","Bremen","general elemantary","","","",""
"Yes, vegetarian","2016","Bremen","middle vocational","3","","",""
"Yes, vegetarian","2016","Bremen","vocational + Abi","","","",""
"Yes, vegetarian","2016","Bremen","higher vocational","","","",""
"Yes, vegetarian","2016","Bremen","higher education","5","","",""
"Yes, vegetarian","2016","North Rhine-Westphalia","in school","6","","",""
"Yes, vegetarian","2016","North Rhine-Westphalia","inadequately","2","","",""
"Yes, vegetarian","2016","North Rhine-Westphalia","general elemantary","9","","",""
"Yes, vegetarian","2016","North Rhine-Westphalia","middle vocational","88","0.0470588859568922","0.0381428360942769","0.0559749358195075"
"Yes, vegetarian","2016","North Rhine-Westphalia","vocational + Abi","31","0.0433882479686307","0.0265745805846087","0.0602019153526528"
"Yes, vegetarian","2016","North Rhine-Westphalia","higher vocational","5","","",""
"Yes, vegetarian","2016","North Rhine-Westphalia","higher education","89","0.089348503528013","0.0722890272358393","0.106407979820187"
"Yes, vegetarian","2016","Hesse","in school","3","","",""
"Yes, vegetarian","2016","Hesse","inadequately","","","",""
"Yes, vegetarian","2016","Hesse","general elemantary","7","","",""
"Yes, vegetarian","2016","Hesse","middle vocational","33","0.0514637418783214","0.0346205262077258","0.068306957548917"
"Yes, vegetarian","2016","Hesse","vocational + Abi","8","","",""
"Yes, vegetarian","2016","Hesse","higher vocational","1","","",""
"Yes, vegetarian","2016","Hesse","higher education","37","0.0788565580533461","0.0545680934684979","0.103145022638194"
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","general elemantary","2","","",""
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","middle vocational","18","","",""
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","vocational + Abi","6","","",""
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","higher vocational","2","","",""
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","higher education","24","","",""
"Yes, vegetarian","2016","Baden-Württemberg","in school","3","","",""
"Yes, vegetarian","2016","Baden-Württemberg","inadequately","","","",""
