"ple0182","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","(0) in school","Male","4","","",""
"Yes, vegetarian","2016","(0) in school","Female","24","","",""
"Yes, vegetarian","2016","(1a) inadequately completed","Male","2","","",""
"Yes, vegetarian","2016","(1a) inadequately completed","Female","5","","",""
"Yes, vegetarian","2016","(1b) general elementary school","Male","3","","",""
"Yes, vegetarian","2016","(1b) general elementary school","Female","22","","",""
"Yes, vegetarian","2016","(1c) basic vocational qualification","Male","40","0.0201308933597695","0.0148449950335925","0.0254167916859465"
"Yes, vegetarian","2016","(1c) basic vocational qualification","Female","71","0.0341918326430145","0.0268555690677221","0.0415280962183069"
"Yes, vegetarian","2016","(2b) intermediate general qualification","Male","7","","",""
"Yes, vegetarian","2016","(2b) intermediate general qualification","Female","24","","",""
"Yes, vegetarian","2016","(2a) intermediate vocational","Male","32","0.0161405073207654","0.0107712355094848","0.0215097791320459"
"Yes, vegetarian","2016","(2a) intermediate vocational","Female","169","0.0625284316048512","0.0541567915231421","0.0709000716865602"
"Yes, vegetarian","2016","(2c_gen) general maturity certificate","Male","31","0.0684670927866505","0.0475689975120814","0.0893651880612195"
"Yes, vegetarian","2016","(2c_gen) general maturity certificate","Female","85","0.149603985838725","0.123047924450916","0.176160047226535"
"Yes, vegetarian","2016","(2c_voc) vocational maturity certificate","Male","32","0.0334155242341763","0.0222091875577704","0.0446218609105822"
"Yes, vegetarian","2016","(2c_voc) vocational maturity certificate","Female","120","0.0889154223111193","0.0742605582703168","0.103570286351922"
"Yes, vegetarian","2016","(3a) lower tertiary education","Male","24","","",""
"Yes, vegetarian","2016","(3a) lower tertiary education","Female","97","0.132393319182875","0.110114524585188","0.154672113780561"
"Yes, vegetarian","2016","(3b) higher tertiary education","Male","101","0.0483971259756538","0.038942097252398","0.0578521546989095"
"Yes, vegetarian","2016","(3b) higher tertiary education","Female","247","0.134391567264871","0.119733956923237","0.149049177606504"
"Yes, vegan","2016","(0) in school","Male","1","","",""
"Yes, vegan","2016","(0) in school","Female","2","","",""
"Yes, vegan","2016","(1a) inadequately completed","Male","","","",""
"Yes, vegan","2016","(1a) inadequately completed","Female","1","","",""
"Yes, vegan","2016","(1b) general elementary school","Male","2","","",""
"Yes, vegan","2016","(1b) general elementary school","Female","4","","",""
"Yes, vegan","2016","(1c) basic vocational qualification","Male","10","","",""
"Yes, vegan","2016","(1c) basic vocational qualification","Female","14","","",""
"Yes, vegan","2016","(2b) intermediate general qualification","Male","3","","",""
"Yes, vegan","2016","(2b) intermediate general qualification","Female","2","","",""
"Yes, vegan","2016","(2a) intermediate vocational","Male","3","","",""
"Yes, vegan","2016","(2a) intermediate vocational","Female","25","","",""
"Yes, vegan","2016","(2c_gen) general maturity certificate","Male","2","","",""
"Yes, vegan","2016","(2c_gen) general maturity certificate","Female","10","","",""
"Yes, vegan","2016","(2c_voc) vocational maturity certificate","Male","4","","",""
"Yes, vegan","2016","(2c_voc) vocational maturity certificate","Female","6","","",""
"Yes, vegan","2016","(3a) lower tertiary education","Male","8","","",""
"Yes, vegan","2016","(3a) lower tertiary education","Female","9","","",""
"Yes, vegan","2016","(3b) higher tertiary education","Male","5","","",""
"Yes, vegan","2016","(3b) higher tertiary education","Female","15","","",""
"No","2016","(0) in school","Male","139","0.969199994373824","0.940980518427939","0.997419470319709"
"No","2016","(0) in school","Female","164","0.913037224263322","0.872970648351829","0.953103800174814"
"No","2016","(1a) inadequately completed","Male","206","0.989728217861482","0.976025797091896","1.00343063863107"
"No","2016","(1a) inadequately completed","Female","265","0.979668877674882","0.962865995655581","0.996471759694184"
"No","2016","(1b) general elementary school","Male","734","0.996924950075413","0.992933017567642","1.00091688258318"
"No","2016","(1b) general elementary school","Female","1163","0.979813139740802","0.971819157452716","0.987807122028887"
"No","2016","(1c) basic vocational qualification","Male","2662","0.976240363131024","0.970508424556058","0.981972301705991"
"No","2016","(1c) basic vocational qualification","Female","2272","0.95780854826577","0.949692962185162","0.965924134346378"
"No","2016","(2b) intermediate general qualification","Male","273","0.969339586125189","0.949254122807179","0.989425049443199"
"No","2016","(2b) intermediate general qualification","Female","384","0.917503736461216","0.8908733650958","0.944134107826633"
"No","2016","(2a) intermediate vocational","Male","2081","0.982822681643638","0.977286561238749","0.988358802048526"
"No","2016","(2a) intermediate vocational","Female","3019","0.929923943869915","0.921097184866385","0.938750702873445"
"No","2016","(2c_gen) general maturity certificate","Male","528","0.915783041610975","0.892802369036149","0.938763714185801"
"No","2016","(2c_gen) general maturity certificate","Female","598","0.838676866204059","0.811290959109076","0.866062773299042"
"No","2016","(2c_voc) vocational maturity certificate","Male","952","0.962610000969474","0.950780333675483","0.974439668263464"
"No","2016","(2c_voc) vocational maturity certificate","Female","1323","0.906742724522529","0.891770121854431","0.921715327190626"
"No","2016","(3a) lower tertiary education","Male","914","0.951954137667225","0.938325936612214","0.965582338722237"
"No","2016","(3a) lower tertiary education","Female","783","0.861056098244068","0.838319123511601","0.883793072976534"
"No","2016","(3b) higher tertiary education","Male","1873","0.946614182737894","0.936709863156812","0.956518502318975"
"No","2016","(3b) higher tertiary education","Female","1818","0.854920720585179","0.839785734011427","0.870055707158932"
"Yes, vegetarian","2017","(0) in school","Male","","","",""
"Yes, vegetarian","2017","(0) in school","Female","","","",""
"Yes, vegetarian","2017","(1a) inadequately completed","Male","","","",""
"Yes, vegetarian","2017","(1a) inadequately completed","Female","","","",""
"Yes, vegetarian","2017","(1b) general elementary school","Male","","","",""
