"ple0182","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","in school","Male","4","","",""
"Yes, vegetarian","2016","in school","Female","24","","",""
"Yes, vegetarian","2016","inadequately","Male","","","",""
"Yes, vegetarian","2016","inadequately","Female","3","","",""
"Yes, vegetarian","2016","general elemantary","Male","10","","",""
"Yes, vegetarian","2016","general elemantary","Female","46","0.0294180546861364","0.021086181960984","0.0377499274112888"
"Yes, vegetarian","2016","middle vocational","Male","98","0.0241333759497181","0.0198530502195477","0.0284137016798885"
"Yes, vegetarian","2016","middle vocational","Female","307","0.055826207685517","0.0500501096405526","0.0616023057304814"
"Yes, vegetarian","2016","vocational + Abi","Male","23","","",""
"Yes, vegetarian","2016","vocational + Abi","Female","102","0.0847794895188846","0.0694536049321878","0.100105374105581"
"Yes, vegetarian","2016","higher vocational","Male","18","","",""
"Yes, vegetarian","2016","higher vocational","Female","42","0.0992669073569812","0.0742313008445792","0.124302513869383"
"Yes, vegetarian","2016","higher education","Male","125","0.0429147913145994","0.0355702621362806","0.0502593204929182"
"Yes, vegetarian","2016","higher education","Female","344","0.133750055836778","0.121506386615962","0.145993725057594"
"Yes, vegan","2016","in school","Male","1","","",""
"Yes, vegan","2016","in school","Female","2","","",""
"Yes, vegan","2016","inadequately","Male","","","",""
"Yes, vegan","2016","inadequately","Female","1","","",""
"Yes, vegan","2016","general elemantary","Male","5","","",""
"Yes, vegan","2016","general elemantary","Female","6","","",""
"Yes, vegan","2016","middle vocational","Male","15","","",""
"Yes, vegan","2016","middle vocational","Female","49","0.00832624187432727","0.00604012492155486","0.0106123588270997"
"Yes, vegan","2016","vocational + Abi","Male","4","","",""
"Yes, vegan","2016","vocational + Abi","Female","5","","",""
"Yes, vegan","2016","higher vocational","Male","","","",""
"Yes, vegan","2016","higher vocational","Female","4","","",""
"Yes, vegan","2016","higher education","Male","13","","",""
"Yes, vegan","2016","higher education","Female","24","","",""
"No","2016","in school","Male","138","0.969169835147002","0.940838441393137","0.997501228900867"
"No","2016","in school","Female","164","0.913037224263322","0.872970648351829","0.953103800174814"
"No","2016","inadequately","Male","171","1","1","1"
"No","2016","inadequately","Female","227","0.982675292234742","0.9658493234777","0.999501260991784"
"No","2016","general elemantary","Male","977","0.988972634105546","0.982474026947001","0.995471241264091"
"No","2016","general elemantary","Female","1528","0.965119847059412","0.956072955989897","0.974166738128926"
"No","2016","middle vocational","Male","4825","0.971744735245337","0.9671230715825","0.976366398908174"
"No","2016","middle vocational","Female","5713","0.935847550440156","0.929683038499047","0.942012062381264"
"No","2016","vocational + Abi","Male","726","0.957308472471782","0.94286913052189","0.971747814421674"
"No","2016","vocational + Abi","Female","1162","0.910863984017324","0.895186706199247","0.926541261835401"
"No","2016","higher vocational","Male","838","0.98529052346075","0.977225753752108","0.993355293169392"
"No","2016","higher vocational","Female","502","0.895232239495989","0.869590971432144","0.920873507559835"
"No","2016","higher education","Male","2787","0.948484550483746","0.940473876942529","0.956495224024962"
"No","2016","higher education","Female","2601","0.856890403388482","0.844294189963718","0.869486616813247"
"Yes, vegetarian","2017","in school","Male","","","",""
"Yes, vegetarian","2017","in school","Female","","","",""
"Yes, vegetarian","2017","inadequately","Male","","","",""
"Yes, vegetarian","2017","inadequately","Female","","","",""
"Yes, vegetarian","2017","general elemantary","Male","","","",""
"Yes, vegetarian","2017","general elemantary","Female","","","",""
"Yes, vegetarian","2017","middle vocational","Male","","","",""
"Yes, vegetarian","2017","middle vocational","Female","","","",""
"Yes, vegetarian","2017","vocational + Abi","Male","","","",""
"Yes, vegetarian","2017","vocational + Abi","Female","","","",""
"Yes, vegetarian","2017","higher vocational","Male","","","",""
"Yes, vegetarian","2017","higher vocational","Female","","","",""
"Yes, vegetarian","2017","higher education","Male","","","",""
"Yes, vegetarian","2017","higher education","Female","","","",""
"Yes, vegan","2017","in school","Male","","","",""
"Yes, vegan","2017","in school","Female","","","",""
"Yes, vegan","2017","inadequately","Male","","","",""
"Yes, vegan","2017","inadequately","Female","","","",""
"Yes, vegan","2017","general elemantary","Male","","","",""
"Yes, vegan","2017","general elemantary","Female","","","",""
"Yes, vegan","2017","middle vocational","Male","","","",""
"Yes, vegan","2017","middle vocational","Female","","","",""
"Yes, vegan","2017","vocational + Abi","Male","","","",""
"Yes, vegan","2017","vocational + Abi","Female","","","",""
"Yes, vegan","2017","higher vocational","Male","","","",""
"Yes, vegan","2017","higher vocational","Female","","","",""
"Yes, vegan","2017","higher education","Male","","","",""
"Yes, vegan","2017","higher education","Female","","","",""
"No","2017","in school","Male","","","",""
"No","2017","in school","Female","","","",""
"No","2017","inadequately","Male","","","",""
"No","2017","inadequately","Female","","","",""
"No","2017","general elemantary","Male","","","",""
"No","2017","general elemantary","Female","","","",""
"No","2017","middle vocational","Male","","","",""
"No","2017","middle vocational","Female","","","",""
"No","2017","vocational + Abi","Male","","","",""
"No","2017","vocational + Abi","Female","","","",""
"No","2017","higher vocational","Male","","","",""
"No","2017","higher vocational","Female","","","",""
"No","2017","higher education","Male","","","",""
"No","2017","higher education","Female","","","",""
"Yes, vegetarian","2018","in school","Male","3","","",""
"Yes, vegetarian","2018","in school","Female","31","0.168326425146199","0.114699871305071","0.221952978987326"
"Yes, vegetarian","2018","inadequately","Male","4","","",""
"Yes, vegetarian","2018","inadequately","Female","10","","",""
"Yes, vegetarian","2018","general elemantary","Male","23","","",""
"Yes, vegetarian","2018","general elemantary","Female","42","0.0174836940799827","0.0110895442500506","0.0238778439099149"
"Yes, vegetarian","2018","middle vocational","Male","109","0.0238930879897126","0.0197294623544249","0.0280567136250003"
"Yes, vegetarian","2018","middle vocational","Female","360","0.0563892500861264","0.0507013379415622","0.0620771622306906"
"Yes, vegetarian","2018","vocational + Abi","Male","23","","",""
