"ple0182","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","lower secondary degree","no migration background","96","0.02124330715444","0.0172552793868526","0.0252313349220275"
"Yes, vegetarian","2016","lower secondary degree","direct migration background","13","","",""
"Yes, vegetarian","2016","lower secondary degree","indirect migration background","8","","",""
"Yes, vegetarian","2016","secondary school degree","no migration background","239","0.0439387481157499","0.0387049100957751","0.0491725861357246"
"Yes, vegetarian","2016","secondary school degree","direct migration background","12","","",""
"Yes, vegetarian","2016","secondary school degree","indirect migration background","17","","",""
"Yes, vegetarian","2016","college entrance qualification","no migration background","508","0.0905619017478156","0.0832134528085046","0.0979103506871267"
"Yes, vegetarian","2016","college entrance qualification","direct migration background","25","","",""
"Yes, vegetarian","2016","college entrance qualification","indirect migration background","48","0.105618892919248","0.0790484590969706","0.132189326741525"
"Yes, vegetarian","2016","Other degree","no migration background","6","","",""
"Yes, vegetarian","2016","Other degree","direct migration background","119","0.0478260973884478","0.0402440285379208","0.0554081662389748"
"Yes, vegetarian","2016","Other degree","indirect migration background","","","",""
"Yes, vegetarian","2016","no degree/no degree yet","no migration background","22","","",""
"Yes, vegetarian","2016","no degree/no degree yet","direct migration background","7","","",""
"Yes, vegetarian","2016","no degree/no degree yet","indirect migration background","6","","",""
"Yes, vegan","2016","lower secondary degree","no migration background","26","","",""
"Yes, vegan","2016","lower secondary degree","direct migration background","","","",""
"Yes, vegan","2016","lower secondary degree","indirect migration background","1","","",""
"Yes, vegan","2016","secondary school degree","no migration background","34","0.00617983887050019","0.0041786132378075","0.00818106450319287"
"Yes, vegan","2016","secondary school degree","direct migration background","4","","",""
"Yes, vegan","2016","secondary school degree","indirect migration background","2","","",""
"Yes, vegan","2016","college entrance qualification","no migration background","35","0.00759669395576094","0.0053734211367156","0.00981996677480627"
"Yes, vegan","2016","college entrance qualification","direct migration background","6","","",""
"Yes, vegan","2016","college entrance qualification","indirect migration background","3","","",""
"Yes, vegan","2016","Other degree","no migration background","1","","",""
"Yes, vegan","2016","Other degree","direct migration background","10","","",""
"Yes, vegan","2016","Other degree","indirect migration background","","","",""
"Yes, vegan","2016","no degree/no degree yet","no migration background","2","","",""
"Yes, vegan","2016","no degree/no degree yet","direct migration background","2","","",""
"Yes, vegan","2016","no degree/no degree yet","indirect migration background","","","",""
"No","2016","lower secondary degree","no migration background","4900","0.973675624962059","0.969247744166618","0.9781035057575"
"No","2016","lower secondary degree","direct migration background","458","0.971559358593744","0.956547239520698","0.98657147766679"
"No","2016","lower secondary degree","indirect migration background","343","0.973974088900663","0.957341745928705","0.990606431872621"
"No","2016","secondary school degree","no migration background","5618","0.94988141301375","0.944309713537775","0.955453112489725"
"No","2016","secondary school degree","direct migration background","324","0.963713749235193","0.943836617829411","0.983590880640975"
"No","2016","secondary school degree","indirect migration background","366","0.930414509737964","0.904998035266886","0.955830984209042"
"No","2016","college entrance qualification","no migration background","5316","0.901841404296423","0.894222972297855","0.909459836294992"
"No","2016","college entrance qualification","direct migration background","385","0.936192107858266","0.912705455873527","0.959678759843004"
"No","2016","college entrance qualification","indirect migration background","463","0.889988815338466","0.862938195147699","0.917039435529233"
"No","2016","Other degree","no migration background","144","0.955849327349425","0.923083359626716","0.988615295072135"
"No","2016","Other degree","direct migration background","2914","0.946302027125031","0.938292793801437","0.954311260448626"
"No","2016","Other degree","indirect migration background","54","1","1","1"
"No","2016","no degree/no degree yet","no migration background","345","0.959414840464818","0.93928122579013","0.979548455139505"
"No","2016","no degree/no degree yet","direct migration background","338","0.977993981376715","0.962558428750939","0.993429534002491"
"No","2016","no degree/no degree yet","indirect migration background","94","0.977877197973641","0.94904947651146","1.00670491943582"
"Yes, vegetarian","2017","lower secondary degree","no migration background","","","",""
"Yes, vegetarian","2017","lower secondary degree","direct migration background","","","",""
"Yes, vegetarian","2017","lower secondary degree","indirect migration background","","","",""
"Yes, vegetarian","2017","secondary school degree","no migration background","","","",""
"Yes, vegetarian","2017","secondary school degree","direct migration background","","","",""
"Yes, vegetarian","2017","secondary school degree","indirect migration background","","","",""
"Yes, vegetarian","2017","college entrance qualification","no migration background","","","",""
"Yes, vegetarian","2017","college entrance qualification","direct migration background","","","",""
"Yes, vegetarian","2017","college entrance qualification","indirect migration background","","","",""
"Yes, vegetarian","2017","Other degree","no migration background","","","",""
"Yes, vegetarian","2017","Other degree","direct migration background","","","",""
"Yes, vegetarian","2017","Other degree","indirect migration background","","","",""
"Yes, vegetarian","2017","no degree/no degree yet","no migration background","","","",""
"Yes, vegetarian","2017","no degree/no degree yet","direct migration background","","","",""
"Yes, vegetarian","2017","no degree/no degree yet","indirect migration background","","","",""
"Yes, vegan","2017","lower secondary degree","no migration background","","","",""
"Yes, vegan","2017","lower secondary degree","direct migration background","","","",""
"Yes, vegan","2017","lower secondary degree","indirect migration background","","","",""
"Yes, vegan","2017","secondary school degree","no migration background","","","",""
"Yes, vegan","2017","secondary school degree","direct migration background","","","",""
"Yes, vegan","2017","secondary school degree","indirect migration background","","","",""
"Yes, vegan","2017","college entrance qualification","no migration background","","","",""
"Yes, vegan","2017","college entrance qualification","direct migration background","","","",""
"Yes, vegan","2017","college entrance qualification","indirect migration background","","","",""
"Yes, vegan","2017","Other degree","no migration background","","","",""
"Yes, vegan","2017","Other degree","direct migration background","","","",""
"Yes, vegan","2017","Other degree","indirect migration background","","","",""
"Yes, vegan","2017","no degree/no degree yet","no migration background","","","",""
"Yes, vegan","2017","no degree/no degree yet","direct migration background","","","",""
"Yes, vegan","2017","no degree/no degree yet","indirect migration background","","","",""
"No","2017","lower secondary degree","no migration background","","","",""
"No","2017","lower secondary degree","direct migration background","","","",""
"No","2017","lower secondary degree","indirect migration background","","","",""
"No","2017","secondary school degree","no migration background","","","",""
"No","2017","secondary school degree","direct migration background","","","",""
"No","2017","secondary school degree","indirect migration background","","","",""
"No","2017","college entrance qualification","no migration background","","","",""
"No","2017","college entrance qualification","direct migration background","","","",""
"No","2017","college entrance qualification","indirect migration background","","","",""
"No","2017","Other degree","no migration background","","","",""
"No","2017","Other degree","direct migration background","","","",""
"No","2017","Other degree","indirect migration background","","","",""
"No","2017","no degree/no degree yet","no migration background","","","",""
"No","2017","no degree/no degree yet","direct migration background","","","",""
"No","2017","no degree/no degree yet","indirect migration background","","","",""
"Yes, vegetarian","2018","lower secondary degree","no migration background","111","0.0238521092529959","0.0196034933862513","0.0281007251197405"
"Yes, vegetarian","2018","lower secondary degree","direct migration background","7","","",""
"Yes, vegetarian","2018","lower secondary degree","indirect migration background","9","","",""
"Yes, vegetarian","2018","secondary school degree","no migration background","250","0.0374885329186167","0.0328670865095605","0.0421099793276729"
"Yes, vegetarian","2018","secondary school degree","direct migration background","11","","",""
"Yes, vegetarian","2018","secondary school degree","indirect migration background","19","","",""
"Yes, vegetarian","2018","college entrance qualification","no migration background","646","0.0965739610704623","0.0894985915784855","0.103649330562439"
"Yes, vegetarian","2018","college entrance qualification","direct migration background","23","","",""
"Yes, vegetarian","2018","college entrance qualification","indirect migration background","54","0.0955904246641164","0.0715157431012257","0.119665106227007"
"Yes, vegetarian","2018","Other degree","no migration background","4","","",""
"Yes, vegetarian","2018","Other degree","direct migration background","129","0.0464026502402079","0.0385277060662355","0.0542775944141804"
"Yes, vegetarian","2018","Other degree","indirect migration background","1","","",""
"Yes, vegetarian","2018","no degree/no degree yet","no migration background","34","0.0788601389763696","0.052803479510019","0.10491679844272"
"Yes, vegetarian","2018","no degree/no degree yet","direct migration background","12","","",""
"Yes, vegetarian","2018","no degree/no degree yet","indirect migration background","5","","",""
"Yes, vegan","2018","lower secondary degree","no migration background","19","","",""
"Yes, vegan","2018","lower secondary degree","direct migration background","1","","",""
"Yes, vegan","2018","lower secondary degree","indirect migration background","3","","",""
"Yes, vegan","2018","secondary school degree","no migration background","28","","",""
"Yes, vegan","2018","secondary school degree","direct migration background","2","","",""
"Yes, vegan","2018","secondary school degree","indirect migration background","1","","",""
"Yes, vegan","2018","college entrance qualification","no migration background","60","0.0104125840143754","0.00798105676120359","0.0128441112675473"
"Yes, vegan","2018","college entrance qualification","direct migration background","3","","",""
"Yes, vegan","2018","college entrance qualification","indirect migration background","11","","",""
"Yes, vegan","2018","Other degree","no migration background","2","","",""
"Yes, vegan","2018","Other degree","direct migration background","14","","",""
"Yes, vegan","2018","Other degree","indirect migration background","1","","",""
