"pgnation","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"1","1984","16-34 y.","Full Time","1541","0.915794629068391","0.904250868712223","0.927338389424559"
"1","1984","16-34 y.","Part Time","679","0.92965111954336","0.912924872143314","0.946377366943406"
"1","1984","16-34 y.","Not Working","1000","0.896393543548143","0.880904115672636","0.91188297142365"
"1","1984","35-65 y.","Full Time","2277","0.910793867462708","0.901258913646368","0.920328821279048"
"1","1984","35-65 y.","Part Time","738","0.939957835080597","0.924851168428077","0.955064501733118"
"1","1984","35-65 y.","Not Working","1544","0.953174287255272","0.943821341559113","0.962527232951432"
"1","1984","66 and older","Full Time","20","","",""
"1","1984","66 and older","Part Time","41","0.999279834022083","0.991166799803507","1.00739286824066"
"1","1984","66 and older","Not Working","1198","0.990587075291362","0.985159699106959","0.996014451475765"
"2","1984","16-34 y.","Full Time","204","0.0261936006292365","0.0195544538139212","0.0328327474445517"
"2","1984","16-34 y.","Part Time","84","0.0261171399909163","0.015686136460585","0.0365481435212476"
"2","1984","16-34 y.","Not Working","203","0.0412871888436051","0.0311750149571331","0.051399362730077"
"2","1984","35-65 y.","Full Time","308","0.0286531166527582","0.0230724729116536","0.0342337603938627"
"2","1984","35-65 y.","Part Time","61","0.0183949326275943","0.00985009558046216","0.0269397696747264"
"2","1984","35-65 y.","Not Working","156","0.0189494124051215","0.0129132122762462","0.0249856125339969"
"2","1984","66 and older","Full Time","1","","",""
"2","1984","66 and older","Part Time","","","",""
"2","1984","66 and older","Not Working","3","","",""
"3","1984","16-34 y.","Full Time","99","0.0128055677616499","0.00813167086804124","0.0174794646552586"
"3","1984","16-34 y.","Part Time","33","0.00972253282877415","0.00330485250347794","0.0161402131540704"
"3","1984","16-34 y.","Not Working","56","0.0100972241146599","0.00501574814985654","0.0151787000794634"
"3","1984","35-65 y.","Full Time","266","0.0215957456352436","0.0167333033747988","0.0264581878956885"
"3","1984","35-65 y.","Part Time","40","0.00957908239855125","0.00338526860470922","0.0157728961923933"
"3","1984","35-65 y.","Not Working","57","0.00566913606717957","0.00234526663322472","0.00899300550113441"
"3","1984","66 and older","Full Time","","","",""
"3","1984","66 and older","Part Time","","","",""
"3","1984","66 and older","Not Working","2","","",""
"4","1984","16-34 y.","Full Time","75","0.00460256656957016","0.00178887391175858","0.00741625922738173"
"4","1984","16-34 y.","Part Time","25","","",""
"4","1984","16-34 y.","Not Working","60","0.0060416668308215","0.00210294706510344","0.00998038659653955"
"4","1984","35-65 y.","Full Time","201","0.00921404120768594","0.00601789832549844","0.0124101840898734"
"4","1984","35-65 y.","Part Time","42","0.00570824230891396","0.000917592692729998","0.0104988919250979"
"4","1984","35-65 y.","Not Working","51","0.00289663597597345","0.000517402256498761","0.00527586969544813"
"4","1984","66 and older","Full Time","","","",""
"4","1984","66 and older","Part Time","","","",""
"4","1984","66 and older","Not Working","2","","",""
"5","1984","16-34 y.","Full Time","189","0.0197463669072692","0.0139628608981292","0.0255298729164092"
"5","1984","16-34 y.","Part Time","40","0.00822545262280736","0.00231805363089088","0.0141328516147238"
"5","1984","16-34 y.","Not Working","84","0.0148079004377196","0.00866886967166849","0.0209469312037708"
"5","1984","35-65 y.","Full Time","199","0.0146612091121437","0.0106406275788052","0.0186817906454822"
"5","1984","35-65 y.","Part Time","30","0.00583189768298075","0.000989938225093639","0.0106738571408679"
"5","1984","35-65 y.","Not Working","74","0.00631924829401279","0.00281111405007147","0.00982738253795411"
"5","1984","66 and older","Full Time","","","",""
"5","1984","66 and older","Part Time","","","",""
"5","1984","66 and older","Not Working","2","","",""
"6","1984","16-34 y.","Full Time","87","0.00376689876303451","0.00122035691316097","0.00631344061290806"
"6","1984","16-34 y.","Part Time","23","","",""
"6","1984","16-34 y.","Not Working","55","0.00400102301225625","0.000792482128087366","0.00720956389642514"
"6","1984","35-65 y.","Full Time","156","0.00453346637063947","0.00228627674818357","0.00678065599309537"
"6","1984","35-65 y.","Part Time","23","","",""
"6","1984","35-65 y.","Not Working","61","0.00254610878005222","0.000315081158991636","0.00477713640111279"
"6","1984","66 and older","Full Time","1","","",""
"6","1984","66 and older","Part Time","1","","",""
"6","1984","66 and older","Not Working","","","",""
"10","1984","16-34 y.","Full Time","6","","",""
"10","1984","16-34 y.","Part Time","5","","",""
"10","1984","16-34 y.","Not Working","3","","",""
"10","1984","35-65 y.","Full Time","10","","",""
"10","1984","35-65 y.","Part Time","5","","",""
"10","1984","35-65 y.","Not Working","3","","",""
"10","1984","66 and older","Full Time","","","",""
"10","1984","66 and older","Part Time","","","",""
"10","1984","66 and older","Not Working","","","",""
"11","1984","16-34 y.","Full Time","5","","",""
"11","1984","16-34 y.","Part Time","1","","",""
"11","1984","16-34 y.","Not Working","1","","",""
"11","1984","35-65 y.","Full Time","2","","",""
"11","1984","35-65 y.","Part Time","3","","",""
"11","1984","35-65 y.","Not Working","","","",""
"11","1984","66 and older","Full Time","","","",""
"11","1984","66 and older","Part Time","","","",""
"11","1984","66 and older","Not Working","1","","",""
"12","1984","16-34 y.","Full Time","2","","",""
"12","1984","16-34 y.","Part Time","3","","",""
"12","1984","16-34 y.","Not Working","1","","",""
"12","1984","35-65 y.","Full Time","","","",""
"12","1984","35-65 y.","Part Time","","","",""
"12","1984","35-65 y.","Not Working","1","","",""
"12","1984","66 and older","Full Time","","","",""
"12","1984","66 and older","Part Time","","","",""
"12","1984","66 and older","Not Working","3","","",""
"13","1984","16-34 y.","Full Time","","","",""
"13","1984","16-34 y.","Part Time","","","",""
"13","1984","16-34 y.","Not Working","","","",""
"13","1984","35-65 y.","Full Time","","","",""
"13","1984","35-65 y.","Part Time","","","",""
"13","1984","35-65 y.","Not Working","","","",""
"13","1984","66 and older","Full Time","","","",""
"13","1984","66 and older","Part Time","","","",""
"13","1984","66 and older","Not Working","","","",""
"14","1984","16-34 y.","Full Time","","","",""
"14","1984","16-34 y.","Part Time","","","",""
"14","1984","16-34 y.","Not Working","","","",""
"14","1984","35-65 y.","Full Time","3","","",""
"14","1984","35-65 y.","Part Time","2","","",""
"14","1984","35-65 y.","Not Working","","","",""
"14","1984","66 and older","Full Time","","","",""
"14","1984","66 and older","Part Time","","","",""
"14","1984","66 and older","Not Working","","","",""
"15","1984","16-34 y.","Full Time","","","",""
"15","1984","16-34 y.","Part Time","","","",""
"15","1984","16-34 y.","Not Working","","","",""
"15","1984","35-65 y.","Full Time","","","",""
"15","1984","35-65 y.","Part Time","","","",""
"15","1984","35-65 y.","Not Working","","","",""
"15","1984","66 and older","Full Time","","","",""
"15","1984","66 and older","Part Time","","","",""
"15","1984","66 and older","Not Working","","","",""
"16","1984","16-34 y.","Full Time","","","",""
"16","1984","16-34 y.","Part Time","","","",""
"16","1984","16-34 y.","Not Working","","","",""
"16","1984","35-65 y.","Full Time","","","",""
"16","1984","35-65 y.","Part Time","","","",""
"16","1984","35-65 y.","Not Working","","","",""
"16","1984","66 and older","Full Time","","","",""
"16","1984","66 and older","Part Time","","","",""
"16","1984","66 and older","Not Working","","","",""
"17","1984","16-34 y.","Full Time","","","",""
"17","1984","16-34 y.","Part Time","1","","",""
"17","1984","16-34 y.","Not Working","","","",""
"17","1984","35-65 y.","Full Time","","","",""
"17","1984","35-65 y.","Part Time","","","",""
"17","1984","35-65 y.","Not Working","","","",""
"17","1984","66 and older","Full Time","","","",""
"17","1984","66 and older","Part Time","","","",""
"17","1984","66 and older","Not Working","","","",""
"18","1984","16-34 y.","Full Time","3","","",""
"18","1984","16-34 y.","Part Time","","","",""
"18","1984","16-34 y.","Not Working","6","","",""
"18","1984","35-65 y.","Full Time","2","","",""
"18","1984","35-65 y.","Part Time","1","","",""
"18","1984","35-65 y.","Not Working","3","","",""
"18","1984","66 and older","Full Time","","","",""
"18","1984","66 and older","Part Time","","","",""
"18","1984","66 and older","Not Working","1","","",""
"19","1984","16-34 y.","Full Time","","","",""
"19","1984","16-34 y.","Part Time","1","","",""
"19","1984","16-34 y.","Not Working","1","","",""
"19","1984","35-65 y.","Full Time","3","","",""
"19","1984","35-65 y.","Part Time","2","","",""
"19","1984","35-65 y.","Not Working","","","",""
"19","1984","66 and older","Full Time","","","",""
"19","1984","66 and older","Part Time","","","",""
"19","1984","66 and older","Not Working","1","","",""
"20","1984","16-34 y.","Full Time","","","",""
"20","1984","16-34 y.","Part Time","1","","",""
"20","1984","16-34 y.","Not Working","","","",""
"20","1984","35-65 y.","Full Time","","","",""
"20","1984","35-65 y.","Part Time","","","",""
"20","1984","35-65 y.","Not Working","1","","",""
"20","1984","66 and older","Full Time","","","",""
"20","1984","66 and older","Part Time","","","",""
"20","1984","66 and older","Not Working","","","",""
"21","1984","16-34 y.","Full Time","","","",""
"21","1984","16-34 y.","Part Time","","","",""
"21","1984","16-34 y.","Not Working","1","","",""
"21","1984","35-65 y.","Full Time","","","",""
"21","1984","35-65 y.","Part Time","","","",""
"21","1984","35-65 y.","Not Working","","","",""
"21","1984","66 and older","Full Time","","","",""
"21","1984","66 and older","Part Time","","","",""
"21","1984","66 and older","Not Working","","","",""
"22","1984","16-34 y.","Full Time","","","",""
"22","1984","16-34 y.","Part Time","1","","",""
"22","1984","16-34 y.","Not Working","7","","",""
"22","1984","35-65 y.","Full Time","1","","",""
"22","1984","35-65 y.","Part Time","","","",""
"22","1984","35-65 y.","Not Working","","","",""
"22","1984","66 and older","Full Time","","","",""
"22","1984","66 and older","Part Time","","","",""
"22","1984","66 and older","Not Working","","","",""
"23","1984","16-34 y.","Full Time","3","","",""
"23","1984","16-34 y.","Part Time","","","",""
"23","1984","16-34 y.","Not Working","2","","",""
"23","1984","35-65 y.","Full Time","","","",""
"23","1984","35-65 y.","Part Time","","","",""
"23","1984","35-65 y.","Not Working","","","",""
"23","1984","66 and older","Full Time","","","",""
"23","1984","66 and older","Part Time","","","",""
"23","1984","66 and older","Not Working","","","",""
"24","1984","16-34 y.","Full Time","","","",""
"24","1984","16-34 y.","Part Time","","","",""
"24","1984","16-34 y.","Not Working","1","","",""
"24","1984","35-65 y.","Full Time","","","",""
"24","1984","35-65 y.","Part Time","","","",""
"24","1984","35-65 y.","Not Working","1","","",""
"24","1984","66 and older","Full Time","","","",""
"24","1984","66 and older","Part Time","","","",""
"24","1984","66 and older","Not Working","","","",""
"25","1984","16-34 y.","Full Time","","","",""
"25","1984","16-34 y.","Part Time","","","",""
"25","1984","16-34 y.","Not Working","1","","",""
"25","1984","35-65 y.","Full Time","1","","",""
"25","1984","35-65 y.","Part Time","","","",""
