"pgnation","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"1","1984","16-34 y.","no migration background","3101","0.998927030133068","0.997776419079818","1.00007764118632"
"1","1984","16-34 y.","direct migration background","94","0.22349045858554","0.201637599088269","0.245343318082811"
"1","1984","16-34 y.","indirect migration background","25","","",""
"1","1984","35-65 y.","no migration background","4335","0.99978572874438","0.999350077580989","1.00022137990777"
"1","1984","35-65 y.","direct migration background","217","0.390128672208953","0.368675994324151","0.411581350093755"
"1","1984","35-65 y.","indirect migration background","7","","",""
"1","1984","66 and older","no migration background","1240","1","1","1"
"1","1984","66 and older","direct migration background","18","","",""
"1","1984","66 and older","indirect migration background","1","","",""
"2","1984","16-34 y.","no migration background","","","",""
"2","1984","16-34 y.","direct migration background","481","0.284946133589597","0.261267526793695","0.308624740385499"
"2","1984","16-34 y.","indirect migration background","10","","",""
"2","1984","35-65 y.","no migration background","","","",""
"2","1984","35-65 y.","direct migration background","524","0.209935412053071","0.192023884804943","0.227846939301199"
"2","1984","35-65 y.","indirect migration background","1","","",""
"2","1984","66 and older","no migration background","","","",""
"2","1984","66 and older","direct migration background","4","","",""
"2","1984","66 and older","indirect migration background","","","",""
"3","1984","16-34 y.","no migration background","","","",""
"3","1984","16-34 y.","direct migration background","182","0.10213985636839","0.0862541200337371","0.118025592703043"
"3","1984","16-34 y.","indirect migration background","6","","",""
"3","1984","35-65 y.","no migration background","","","",""
"3","1984","35-65 y.","direct migration background","360","0.125269283430764","0.110710739069147","0.139827827792381"
"3","1984","35-65 y.","indirect migration background","3","","",""
"3","1984","66 and older","no migration background","","","",""
"3","1984","66 and older","direct migration background","2","","",""
"3","1984","66 and older","indirect migration background","","","",""
"4","1984","16-34 y.","no migration background","","","",""
"4","1984","16-34 y.","direct migration background","138","0.039680509300162","0.0294404641285537","0.0499205544717704"
"4","1984","16-34 y.","indirect migration background","22","","",""
"4","1984","35-65 y.","no migration background","","","",""
"4","1984","35-65 y.","direct migration background","294","0.0576039172594157","0.0473568116071407","0.0678510229116908"
"4","1984","35-65 y.","indirect migration background","","","",""
"4","1984","66 and older","no migration background","","","",""
"4","1984","66 and older","direct migration background","2","","",""
"4","1984","66 and older","indirect migration background","","","",""
"5","1984","16-34 y.","no migration background","7","","",""
"5","1984","16-34 y.","direct migration background","288","0.139884492171581","0.121688801039299","0.158080183303863"
"5","1984","16-34 y.","indirect migration background","18","","",""
"5","1984","35-65 y.","no migration background","","","",""
"5","1984","35-65 y.","direct migration background","296","0.0902253038669692","0.0776247518252495","0.102825855908689"
"5","1984","35-65 y.","indirect migration background","7","","",""
"5","1984","66 and older","no migration background","","","",""
"5","1984","66 and older","direct migration background","2","","",""
"5","1984","66 and older","indirect migration background","","","",""
"6","1984","16-34 y.","no migration background","","","",""
"6","1984","16-34 y.","direct migration background","147","0.0292383587687943","0.0204006806290907","0.0380760369084979"
"6","1984","16-34 y.","indirect migration background","18","","",""
"6","1984","35-65 y.","no migration background","","","",""
"6","1984","35-65 y.","direct migration background","240","0.0309038555581945","0.0232927414257998","0.0385149696905892"
"6","1984","35-65 y.","indirect migration background","","","",""
"6","1984","66 and older","no migration background","","","",""
"6","1984","66 and older","direct migration background","1","","",""
"6","1984","66 and older","indirect migration background","1","","",""
"10","1984","16-34 y.","no migration background","1","","",""
"10","1984","16-34 y.","direct migration background","11","","",""
"10","1984","16-34 y.","indirect migration background","2","","",""
"10","1984","35-65 y.","no migration background","1","","",""
"10","1984","35-65 y.","direct migration background","17","","",""
"10","1984","35-65 y.","indirect migration background","","","",""
"10","1984","66 and older","no migration background","","","",""
"10","1984","66 and older","direct migration background","","","",""
"10","1984","66 and older","indirect migration background","","","",""
"11","1984","16-34 y.","no migration background","","","",""
"11","1984","16-34 y.","direct migration background","7","","",""
"11","1984","16-34 y.","indirect migration background","","","",""
"11","1984","35-65 y.","no migration background","","","",""
"11","1984","35-65 y.","direct migration background","3","","",""
"11","1984","35-65 y.","indirect migration background","2","","",""
"11","1984","66 and older","no migration background","","","",""
"11","1984","66 and older","direct migration background","1","","",""
"11","1984","66 and older","indirect migration background","","","",""
"12","1984","16-34 y.","no migration background","","","",""
"12","1984","16-34 y.","direct migration background","6","","",""
"12","1984","16-34 y.","indirect migration background","","","",""
"12","1984","35-65 y.","no migration background","","","",""
"12","1984","35-65 y.","direct migration background","1","","",""
"12","1984","35-65 y.","indirect migration background","","","",""
"12","1984","66 and older","no migration background","","","",""
"12","1984","66 and older","direct migration background","1","","",""
"12","1984","66 and older","indirect migration background","2","","",""
"13","1984","16-34 y.","no migration background","","","",""
"13","1984","16-34 y.","direct migration background","","","",""
"13","1984","16-34 y.","indirect migration background","","","",""
"13","1984","35-65 y.","no migration background","","","",""
"13","1984","35-65 y.","direct migration background","","","",""
"13","1984","35-65 y.","indirect migration background","","","",""
"13","1984","66 and older","no migration background","","","",""
"13","1984","66 and older","direct migration background","","","",""
"13","1984","66 and older","indirect migration background","","","",""
"14","1984","16-34 y.","no migration background","","","",""
"14","1984","16-34 y.","direct migration background","","","",""
"14","1984","16-34 y.","indirect migration background","","","",""
"14","1984","35-65 y.","no migration background","","","",""
"14","1984","35-65 y.","direct migration background","5","","",""
"14","1984","35-65 y.","indirect migration background","","","",""
"14","1984","66 and older","no migration background","","","",""
"14","1984","66 and older","direct migration background","","","",""
"14","1984","66 and older","indirect migration background","","","",""
"15","1984","16-34 y.","no migration background","","","",""
"15","1984","16-34 y.","direct migration background","","","",""
"15","1984","16-34 y.","indirect migration background","","","",""
"15","1984","35-65 y.","no migration background","","","",""
"15","1984","35-65 y.","direct migration background","","","",""
"15","1984","35-65 y.","indirect migration background","","","",""
"15","1984","66 and older","no migration background","","","",""
"15","1984","66 and older","direct migration background","","","",""
"15","1984","66 and older","indirect migration background","","","",""
"16","1984","16-34 y.","no migration background","","","",""
"16","1984","16-34 y.","direct migration background","","","",""
"16","1984","16-34 y.","indirect migration background","","","",""
"16","1984","35-65 y.","no migration background","","","",""
"16","1984","35-65 y.","direct migration background","","","",""
"16","1984","35-65 y.","indirect migration background","","","",""
"16","1984","66 and older","no migration background","","","",""
"16","1984","66 and older","direct migration background","","","",""
"16","1984","66 and older","indirect migration background","","","",""
"17","1984","16-34 y.","no migration background","","","",""
"17","1984","16-34 y.","direct migration background","1","","",""
"17","1984","16-34 y.","indirect migration background","","","",""
"17","1984","35-65 y.","no migration background","","","",""
"17","1984","35-65 y.","direct migration background","","","",""
"17","1984","35-65 y.","indirect migration background","","","",""
"17","1984","66 and older","no migration background","","","",""
"17","1984","66 and older","direct migration background","","","",""
"17","1984","66 and older","indirect migration background","","","",""
"18","1984","16-34 y.","no migration background","","","",""
"18","1984","16-34 y.","direct migration background","8","","",""
"18","1984","16-34 y.","indirect migration background","1","","",""
"18","1984","35-65 y.","no migration background","","","",""
"18","1984","35-65 y.","direct migration background","6","","",""
"18","1984","35-65 y.","indirect migration background","","","",""
"18","1984","66 and older","no migration background","","","",""
"18","1984","66 and older","direct migration background","1","","",""
"18","1984","66 and older","indirect migration background","","","",""
"19","1984","16-34 y.","no migration background","","","",""
"19","1984","16-34 y.","direct migration background","2","","",""
"19","1984","16-34 y.","indirect migration background","","","",""
"19","1984","35-65 y.","no migration background","","","",""
"19","1984","35-65 y.","direct migration background","5","","",""
"19","1984","35-65 y.","indirect migration background","","","",""
"19","1984","66 and older","no migration background","","","",""
"19","1984","66 and older","direct migration background","1","","",""
"19","1984","66 and older","indirect migration background","","","",""
"20","1984","16-34 y.","no migration background","","","",""
"20","1984","16-34 y.","direct migration background","1","","",""
"20","1984","16-34 y.","indirect migration background","","","",""
"20","1984","35-65 y.","no migration background","","","",""
"20","1984","35-65 y.","direct migration background","1","","",""
"20","1984","35-65 y.","indirect migration background","","","",""
"20","1984","66 and older","no migration background","","","",""
"20","1984","66 and older","direct migration background","","","",""
"20","1984","66 and older","indirect migration background","","","",""
"21","1984","16-34 y.","no migration background","","","",""
"21","1984","16-34 y.","direct migration background","1","","",""
"21","1984","16-34 y.","indirect migration background","","","",""
"21","1984","35-65 y.","no migration background","","","",""
"21","1984","35-65 y.","direct migration background","","","",""
"21","1984","35-65 y.","indirect migration background","","","",""
"21","1984","66 and older","no migration background","","","",""
"21","1984","66 and older","direct migration background","","","",""
"21","1984","66 and older","indirect migration background","","","",""
"22","1984","16-34 y.","no migration background","","","",""
"22","1984","16-34 y.","direct migration background","8","","",""
"22","1984","16-34 y.","indirect migration background","","","",""
"22","1984","35-65 y.","no migration background","","","",""
"22","1984","35-65 y.","direct migration background","1","","",""
"22","1984","35-65 y.","indirect migration background","","","",""
"22","1984","66 and older","no migration background","","","",""
"22","1984","66 and older","direct migration background","","","",""
"22","1984","66 and older","indirect migration background","","","",""
"23","1984","16-34 y.","no migration background","","","",""
"23","1984","16-34 y.","direct migration background","5","","",""
"23","1984","16-34 y.","indirect migration background","","","",""
"23","1984","35-65 y.","no migration background","","","",""
"23","1984","35-65 y.","direct migration background","","","",""
"23","1984","35-65 y.","indirect migration background","","","",""
"23","1984","66 and older","no migration background","","","",""
"23","1984","66 and older","direct migration background","","","",""
"23","1984","66 and older","indirect migration background","","","",""
"24","1984","16-34 y.","no migration background","","","",""
"24","1984","16-34 y.","direct migration background","1","","",""
"24","1984","16-34 y.","indirect migration background","","","",""
"24","1984","35-65 y.","no migration background","","","",""
"24","1984","35-65 y.","direct migration background","1","","",""
"24","1984","35-65 y.","indirect migration background","","","",""
"24","1984","66 and older","no migration background","","","",""
"24","1984","66 and older","direct migration background","","","",""
"24","1984","66 and older","indirect migration background","","","",""
"25","1984","16-34 y.","no migration background","","","",""
"25","1984","16-34 y.","direct migration background","1","","",""
"25","1984","16-34 y.","indirect migration background","","","",""
"25","1984","35-65 y.","no migration background","","","",""
"25","1984","35-65 y.","direct migration background","1","","",""
"25","1984","35-65 y.","indirect migration background","","","",""
"25","1984","66 and older","no migration background","","","",""
"25","1984","66 and older","direct migration background","","","",""
"25","1984","66 and older","indirect migration background","","","",""
"26","1984","16-34 y.","no migration background","","","",""
"26","1984","16-34 y.","direct migration background","","","",""
"26","1984","16-34 y.","indirect migration background","","","",""
"26","1984","35-65 y.","no migration background","","","",""
"26","1984","35-65 y.","direct migration background","2","","",""
"26","1984","35-65 y.","indirect migration background","","","",""
"26","1984","66 and older","no migration background","","","",""
"26","1984","66 and older","direct migration background","","","",""
"26","1984","66 and older","indirect migration background","","","",""
"27","1984","16-34 y.","no migration background","","","",""
"27","1984","16-34 y.","direct migration background","","","",""
"27","1984","16-34 y.","indirect migration background","","","",""
"27","1984","35-65 y.","no migration background","","","",""
"27","1984","35-65 y.","direct migration background","","","",""
"27","1984","35-65 y.","indirect migration background","","","",""
"27","1984","66 and older","no migration background","","","",""
"27","1984","66 and older","direct migration background","","","",""
"27","1984","66 and older","indirect migration background","","","",""
"28","1984","16-34 y.","no migration background","","","",""
"28","1984","16-34 y.","direct migration background","1","","",""
"28","1984","16-34 y.","indirect migration background","","","",""
"28","1984","35-65 y.","no migration background","","","",""
"28","1984","35-65 y.","direct migration background","3","","",""
"28","1984","35-65 y.","indirect migration background","","","",""
"28","1984","66 and older","no migration background","","","",""
"28","1984","66 and older","direct migration background","","","",""
"28","1984","66 and older","indirect migration background","","","",""
"29","1984","16-34 y.","no migration background","","","",""
"29","1984","16-34 y.","direct migration background","","","",""
"29","1984","16-34 y.","indirect migration background","","","",""
"29","1984","35-65 y.","no migration background","","","",""
"29","1984","35-65 y.","direct migration background","1","","",""
"29","1984","35-65 y.","indirect migration background","","","",""
"29","1984","66 and older","no migration background","","","",""
"29","1984","66 and older","direct migration background","","","",""
"29","1984","66 and older","indirect migration background","","","",""
"30","1984","16-34 y.","no migration background","","","",""
"30","1984","16-34 y.","direct migration background","","","",""
"30","1984","16-34 y.","indirect migration background","","","",""
"30","1984","35-65 y.","no migration background","","","",""
"30","1984","35-65 y.","direct migration background","","","",""
"30","1984","35-65 y.","indirect migration background","","","",""
"30","1984","66 and older","no migration background","","","",""
"30","1984","66 and older","direct migration background","","","",""
"30","1984","66 and older","indirect migration background","","","",""
"31","1984","16-34 y.","no migration background","","","",""
"31","1984","16-34 y.","direct migration background","2","","",""
"31","1984","16-34 y.","indirect migration background","","","",""
"31","1984","35-65 y.","no migration background","","","",""
"31","1984","35-65 y.","direct migration background","1","","",""
"31","1984","35-65 y.","indirect migration background","","","",""
"31","1984","66 and older","no migration background","","","",""
"31","1984","66 and older","direct migration background","","","",""
"31","1984","66 and older","indirect migration background","","","",""
"32","1984","16-34 y.","no migration background","","","",""
"32","1984","16-34 y.","direct migration background","","","",""
"32","1984","16-34 y.","indirect migration background","","","",""
"32","1984","35-65 y.","no migration background","","","",""
"32","1984","35-65 y.","direct migration background","","","",""
"32","1984","35-65 y.","indirect migration background","","","",""
"32","1984","66 and older","no migration background","","","",""
"32","1984","66 and older","direct migration background","","","",""
"32","1984","66 and older","indirect migration background","","","",""
"34","1984","16-34 y.","no migration background","","","",""
"34","1984","16-34 y.","direct migration background","3","","",""
"34","1984","16-34 y.","indirect migration background","","","",""
"34","1984","35-65 y.","no migration background","","","",""
"34","1984","35-65 y.","direct migration background","1","","",""
"34","1984","35-65 y.","indirect migration background","","","",""
"34","1984","66 and older","no migration background","","","",""
"34","1984","66 and older","direct migration background","","","",""
"34","1984","66 and older","indirect migration background","","","",""
"35","1984","16-34 y.","no migration background","","","",""
"35","1984","16-34 y.","direct migration background","","","",""
"35","1984","16-34 y.","indirect migration background","","","",""
"35","1984","35-65 y.","no migration background","","","",""
"35","1984","35-65 y.","direct migration background","","","",""
"35","1984","35-65 y.","indirect migration background","","","",""
"35","1984","66 and older","no migration background","","","",""
"35","1984","66 and older","direct migration background","","","",""
"35","1984","66 and older","indirect migration background","","","",""
"36","1984","16-34 y.","no migration background","","","",""
"36","1984","16-34 y.","direct migration background","1","","",""
"36","1984","16-34 y.","indirect migration background","","","",""
"36","1984","35-65 y.","no migration background","","","",""
"36","1984","35-65 y.","direct migration background","","","",""
"36","1984","35-65 y.","indirect migration background","","","",""
"36","1984","66 and older","no migration background","","","",""
"36","1984","66 and older","direct migration background","","","",""
"36","1984","66 and older","indirect migration background","","","",""
"37","1984","16-34 y.","no migration background","","","",""
"37","1984","16-34 y.","direct migration background","","","",""
"37","1984","16-34 y.","indirect migration background","","","",""
"37","1984","35-65 y.","no migration background","","","",""
"37","1984","35-65 y.","direct migration background","","","",""
"37","1984","35-65 y.","indirect migration background","","","",""
"37","1984","66 and older","no migration background","","","",""
"37","1984","66 and older","direct migration background","","","",""
"37","1984","66 and older","indirect migration background","","","",""
"38","1984","16-34 y.","no migration background","","","",""
"38","1984","16-34 y.","direct migration background","","","",""
"38","1984","16-34 y.","indirect migration background","","","",""
"38","1984","35-65 y.","no migration background","","","",""
"38","1984","35-65 y.","direct migration background","2","","",""
"38","1984","35-65 y.","indirect migration background","","","",""
"38","1984","66 and older","no migration background","","","",""
"38","1984","66 and older","direct migration background","","","",""
"38","1984","66 and older","indirect migration background","","","",""
"39","1984","16-34 y.","no migration background","","","",""
"39","1984","16-34 y.","direct migration background","1","","",""
"39","1984","16-34 y.","indirect migration background","","","",""
"39","1984","35-65 y.","no migration background","","","",""
"39","1984","35-65 y.","direct migration background","","","",""
"39","1984","35-65 y.","indirect migration background","","","",""
"39","1984","66 and older","no migration background","","","",""
"39","1984","66 and older","direct migration background","","","",""
"39","1984","66 and older","indirect migration background","","","",""
"40","1984","16-34 y.","no migration background","","","",""
"40","1984","16-34 y.","direct migration background","","","",""
"40","1984","16-34 y.","indirect migration background","","","",""
"40","1984","35-65 y.","no migration background","","","",""
"40","1984","35-65 y.","direct migration background","1","","",""
"40","1984","35-65 y.","indirect migration background","","","",""
"40","1984","66 and older","no migration background","","","",""
"40","1984","66 and older","direct migration background","","","",""
"40","1984","66 and older","indirect migration background","","","",""
"41","1984","16-34 y.","no migration background","","","",""
"41","1984","16-34 y.","direct migration background","","","",""
"41","1984","16-34 y.","indirect migration background","","","",""
"41","1984","35-65 y.","no migration background","","","",""
"41","1984","35-65 y.","direct migration background","1","","",""
"41","1984","35-65 y.","indirect migration background","","","",""
"41","1984","66 and older","no migration background","","","",""
"41","1984","66 and older","direct migration background","","","",""
"41","1984","66 and older","indirect migration background","","","",""
"42","1984","16-34 y.","no migration background","","","",""
"42","1984","16-34 y.","direct migration background","1","","",""
"42","1984","16-34 y.","indirect migration background","","","",""
"42","1984","35-65 y.","no migration background","","","",""
"42","1984","35-65 y.","direct migration background","","","",""
"42","1984","35-65 y.","indirect migration background","","","",""
"42","1984","66 and older","no migration background","","","",""
"42","1984","66 and older","direct migration background","","","",""
"42","1984","66 and older","indirect migration background","","","",""
"43","1984","16-34 y.","no migration background","","","",""
"43","1984","16-34 y.","direct migration background","2","","",""
"43","1984","16-34 y.","indirect migration background","","","",""
"43","1984","35-65 y.","no migration background","","","",""
"43","1984","35-65 y.","direct migration background","","","",""
"43","1984","35-65 y.","indirect migration background","","","",""
"43","1984","66 and older","no migration background","","","",""
"43","1984","66 and older","direct migration background","","","",""
"43","1984","66 and older","indirect migration background","","","",""
"44","1984","16-34 y.","no migration background","","","",""
"44","1984","16-34 y.","direct migration background","","","",""
"44","1984","16-34 y.","indirect migration background","","","",""
"44","1984","35-65 y.","no migration background","","","",""
"44","1984","35-65 y.","direct migration background","","","",""
"44","1984","35-65 y.","indirect migration background","","","",""
"44","1984","66 and older","no migration background","","","",""
"44","1984","66 and older","direct migration background","","","",""
"44","1984","66 and older","indirect migration background","","","",""
"45","1984","16-34 y.","no migration background","","","",""
"45","1984","16-34 y.","direct migration background","","","",""
"45","1984","16-34 y.","indirect migration background","","","",""
"45","1984","35-65 y.","no migration background","","","",""
"45","1984","35-65 y.","direct migration background","","","",""
"45","1984","35-65 y.","indirect migration background","","","",""
"45","1984","66 and older","no migration background","","","",""
"45","1984","66 and older","direct migration background","","","",""
"45","1984","66 and older","indirect migration background","","","",""
"46","1984","16-34 y.","no migration background","","","",""
"46","1984","16-34 y.","direct migration background","","","",""
"46","1984","16-34 y.","indirect migration background","","","",""
"46","1984","35-65 y.","no migration background","","","",""
"46","1984","35-65 y.","direct migration background","","","",""
"46","1984","35-65 y.","indirect migration background","","","",""
"46","1984","66 and older","no migration background","","","",""
"46","1984","66 and older","direct migration background","","","",""
"46","1984","66 and older","indirect migration background","","","",""
"47","1984","16-34 y.","no migration background","","","",""
"47","1984","16-34 y.","direct migration background","","","",""
"47","1984","16-34 y.","indirect migration background","","","",""
"47","1984","35-65 y.","no migration background","","","",""
"47","1984","35-65 y.","direct migration background","","","",""
"47","1984","35-65 y.","indirect migration background","","","",""
"47","1984","66 and older","no migration background","","","",""
"47","1984","66 and older","direct migration background","","","",""
"47","1984","66 and older","indirect migration background","","","",""
"48","1984","16-34 y.","no migration background","","","",""
"48","1984","16-34 y.","direct migration background","","","",""
"48","1984","16-34 y.","indirect migration background","","","",""
"48","1984","35-65 y.","no migration background","","","",""
"48","1984","35-65 y.","direct migration background","","","",""
"48","1984","35-65 y.","indirect migration background","","","",""
"48","1984","66 and older","no migration background","","","",""
"48","1984","66 and older","direct migration background","","","",""
"48","1984","66 and older","indirect migration background","","","",""
"49","1984","16-34 y.","no migration background","","","",""
"49","1984","16-34 y.","direct migration background","","","",""
"49","1984","16-34 y.","indirect migration background","","","",""
"49","1984","35-65 y.","no migration background","","","",""
"49","1984","35-65 y.","direct migration background","","","",""
"49","1984","35-65 y.","indirect migration background","","","",""
"49","1984","66 and older","no migration background","","","",""
"49","1984","66 and older","direct migration background","","","",""
"49","1984","66 and older","indirect migration background","","","",""
"50","1984","16-34 y.","no migration background","","","",""
"50","1984","16-34 y.","direct migration background","","","",""
"50","1984","16-34 y.","indirect migration background","","","",""
"50","1984","35-65 y.","no migration background","","","",""
"50","1984","35-65 y.","direct migration background","","","",""
"50","1984","35-65 y.","indirect migration background","","","",""
"50","1984","66 and older","no migration background","","","",""
"50","1984","66 and older","direct migration background","","","",""
"50","1984","66 and older","indirect migration background","","","",""
"51","1984","16-34 y.","no migration background","","","",""
"51","1984","16-34 y.","direct migration background","","","",""
"51","1984","16-34 y.","indirect migration background","","","",""
"51","1984","35-65 y.","no migration background","","","",""
"51","1984","35-65 y.","direct migration background","","","",""
"51","1984","35-65 y.","indirect migration background","","","",""
"51","1984","66 and older","no migration background","","","",""
"51","1984","66 and older","direct migration background","","","",""
"51","1984","66 and older","indirect migration background","","","",""
"52","1984","16-34 y.","no migration background","","","",""
"52","1984","16-34 y.","direct migration background","","","",""
"52","1984","16-34 y.","indirect migration background","","","",""
"52","1984","35-65 y.","no migration background","","","",""
"52","1984","35-65 y.","direct migration background","","","",""
"52","1984","35-65 y.","indirect migration background","","","",""
"52","1984","66 and older","no migration background","","","",""
"52","1984","66 and older","direct migration background","","","",""
"52","1984","66 and older","indirect migration background","","","",""
"53","1984","16-34 y.","no migration background","","","",""
"53","1984","16-34 y.","direct migration background","","","",""
"53","1984","16-34 y.","indirect migration background","","","",""
"53","1984","35-65 y.","no migration background","","","",""
"53","1984","35-65 y.","direct migration background","","","",""
"53","1984","35-65 y.","indirect migration background","","","",""
"53","1984","66 and older","no migration background","","","",""
"53","1984","66 and older","direct migration background","","","",""
"53","1984","66 and older","indirect migration background","","","",""
"54","1984","16-34 y.","no migration background","","","",""
"54","1984","16-34 y.","direct migration background","","","",""
"54","1984","16-34 y.","indirect migration background","","","",""
"54","1984","35-65 y.","no migration background","","","",""
"54","1984","35-65 y.","direct migration background","","","",""
"54","1984","35-65 y.","indirect migration background","","","",""
"54","1984","66 and older","no migration background","","","",""
"54","1984","66 and older","direct migration background","","","",""
"54","1984","66 and older","indirect migration background","","","",""
"55","1984","16-34 y.","no migration background","","","",""
"55","1984","16-34 y.","direct migration background","","","",""
"55","1984","16-34 y.","indirect migration background","","","",""
"55","1984","35-65 y.","no migration background","","","",""
"55","1984","35-65 y.","direct migration background","","","",""
"55","1984","35-65 y.","indirect migration background","","","",""
"55","1984","66 and older","no migration background","","","",""
"55","1984","66 and older","direct migration background","","","",""
"55","1984","66 and older","indirect migration background","","","",""
"56","1984","16-34 y.","no migration background","","","",""
"56","1984","16-34 y.","direct migration background","","","",""
"56","1984","16-34 y.","indirect migration background","","","",""
"56","1984","35-65 y.","no migration background","","","",""
"56","1984","35-65 y.","direct migration background","","","",""
"56","1984","35-65 y.","indirect migration background","","","",""
"56","1984","66 and older","no migration background","","","",""
"56","1984","66 and older","direct migration background","","","",""
"56","1984","66 and older","indirect migration background","","","",""
"59","1984","16-34 y.","no migration background","","","",""
"59","1984","16-34 y.","direct migration background","","","",""
"59","1984","16-34 y.","indirect migration background","","","",""
"59","1984","35-65 y.","no migration background","","","",""
"59","1984","35-65 y.","direct migration background","","","",""
"59","1984","35-65 y.","indirect migration background","","","",""
"59","1984","66 and older","no migration background","","","",""
"59","1984","66 and older","direct migration background","","","",""
"59","1984","66 and older","indirect migration background","","","",""
"60","1984","16-34 y.","no migration background","","","",""
"60","1984","16-34 y.","direct migration background","","","",""
"60","1984","16-34 y.","indirect migration background","","","",""
"60","1984","35-65 y.","no migration background","","","",""
"60","1984","35-65 y.","direct migration background","","","",""
"60","1984","35-65 y.","indirect migration background","","","",""
"60","1984","66 and older","no migration background","","","",""
"60","1984","66 and older","direct migration background","","","",""
"60","1984","66 and older","indirect migration background","","","",""
"61","1984","16-34 y.","no migration background","","","",""
"61","1984","16-34 y.","direct migration background","","","",""
"61","1984","16-34 y.","indirect migration background","","","",""
"61","1984","35-65 y.","no migration background","","","",""
"61","1984","35-65 y.","direct migration background","","","",""
"61","1984","35-65 y.","indirect migration background","","","",""
"61","1984","66 and older","no migration background","","","",""
"61","1984","66 and older","direct migration background","","","",""
"61","1984","66 and older","indirect migration background","","","",""
"64","1984","16-34 y.","no migration background","","","",""
"64","1984","16-34 y.","direct migration background","","","",""
"64","1984","16-34 y.","indirect migration background","","","",""
"64","1984","35-65 y.","no migration background","","","",""
"64","1984","35-65 y.","direct migration background","","","",""
"64","1984","35-65 y.","indirect migration background","","","",""
"64","1984","66 and older","no migration background","","","",""
"64","1984","66 and older","direct migration background","","","",""
"64","1984","66 and older","indirect migration background","","","",""
"65","1984","16-34 y.","no migration background","","","",""
"65","1984","16-34 y.","direct migration background","","","",""
"65","1984","16-34 y.","indirect migration background","","","",""
"65","1984","35-65 y.","no migration background","","","",""
"65","1984","35-65 y.","direct migration background","","","",""
"65","1984","35-65 y.","indirect migration background","","","",""
"65","1984","66 and older","no migration background","","","",""
"65","1984","66 and older","direct migration background","","","",""
"65","1984","66 and older","indirect migration background","","","",""
"66","1984","16-34 y.","no migration background","","","",""
"66","1984","16-34 y.","direct migration background","","","",""
"66","1984","16-34 y.","indirect migration background","","","",""
"66","1984","35-65 y.","no migration background","","","",""
"66","1984","35-65 y.","direct migration background","","","",""
"66","1984","35-65 y.","indirect migration background","","","",""
"66","1984","66 and older","no migration background","","","",""
"66","1984","66 and older","direct migration background","","","",""
"66","1984","66 and older","indirect migration background","","","",""
"67","1984","16-34 y.","no migration background","","","",""
"67","1984","16-34 y.","direct migration background","","","",""
"67","1984","16-34 y.","indirect migration background","","","",""
"67","1984","35-65 y.","no migration background","","","",""
"67","1984","35-65 y.","direct migration background","","","",""
"67","1984","35-65 y.","indirect migration background","","","",""
"67","1984","66 and older","no migration background","","","",""
"67","1984","66 and older","direct migration background","","","",""
"67","1984","66 and older","indirect migration background","","","",""
"68","1984","16-34 y.","no migration background","","","",""
"68","1984","16-34 y.","direct migration background","","","",""
"68","1984","16-34 y.","indirect migration background","","","",""
"68","1984","35-65 y.","no migration background","","","",""
"68","1984","35-65 y.","direct migration background","","","",""
