"pgnation","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"1","1984","in school","West Germany","161","0.96701831825025","0.941421791635616","0.992614844864884"
"1","1984","in school","East Germany","","","",""
"1","1984","inadequately","West Germany","82","0.349289162472846","0.32001748748565","0.378560837460042"
"1","1984","inadequately","East Germany","","","",""
"1","1984","general elemantary","West Germany","2445","0.932545549095372","0.924198194184802","0.940892904005941"
"1","1984","general elemantary","East Germany","","","",""
"1","1984","middle vocational","West Germany","4810","0.958937987756576","0.953797838603307","0.964078136909844"
"1","1984","middle vocational","East Germany","","","",""
"1","1984","vocational + Abi","West Germany","191","0.870629573854605","0.833389973977074","0.907869173732135"
"1","1984","vocational + Abi","East Germany","","","",""
"1","1984","higher vocational","West Germany","634","0.97682723752192","0.965349034325234","0.988305440718605"
"1","1984","higher vocational","East Germany","","","",""
"1","1984","higher education","West Germany","702","0.952380221851412","0.93755810048095","0.967202343221874"
"1","1984","higher education","East Germany","","","",""
"2","1984","in school","West Germany","6","","",""
"2","1984","in school","East Germany","","","",""
"2","1984","inadequately","West Germany","331","0.286119132032575","0.258370133115753","0.313868130949397"
"2","1984","inadequately","East Germany","","","",""
"2","1984","general elemantary","West Germany","348","0.0249782616744545","0.019784323193521","0.030172200155388"
"2","1984","general elemantary","East Germany","","","",""
"2","1984","middle vocational","West Germany","242","0.0105176104331922","0.00787506221547144","0.0131601586509129"
"2","1984","middle vocational","East Germany","","","",""
"2","1984","vocational + Abi","West Germany","56","0.0688938081973637","0.0407903025666799","0.0969973138280474"
"2","1984","vocational + Abi","East Germany","","","",""
"2","1984","higher vocational","West Germany","1","","",""
"2","1984","higher vocational","East Germany","","","",""
"2","1984","higher education","West Germany","14","","",""
"2","1984","higher education","East Germany","","","",""
"3","1984","in school","West Germany","3","","",""
"3","1984","in school","East Germany","","","",""
"3","1984","inadequately","West Germany","131","0.102868923522002","0.0842166812849718","0.121521165759032"
"3","1984","inadequately","East Germany","","","",""
"3","1984","general elemantary","West Germany","151","0.0108339980464701","0.00738861499011223","0.0142793811028279"
"3","1984","general elemantary","East Germany","","","",""
"3","1984","middle vocational","West Germany","215","0.00810478667262555","0.0057822422100297","0.0104273311352214"
"3","1984","middle vocational","East Germany","","","",""
"3","1984","vocational + Abi","West Germany","28","","",""
"3","1984","vocational + Abi","East Germany","","","",""
"3","1984","higher vocational","West Germany","5","","",""
"3","1984","higher vocational","East Germany","","","",""
"3","1984","higher education","West Germany","12","","",""
"3","1984","higher education","East Germany","","","",""
"4","1984","in school","West Germany","8","","",""
"4","1984","in school","East Germany","","","",""
"4","1984","inadequately","West Germany","139","0.063444554400032","0.0484778934134344","0.0784112153866296"
"4","1984","inadequately","East Germany","","","",""
"4","1984","general elemantary","West Germany","166","0.00625877462181446","0.00363401306539527","0.00888353617823364"
"4","1984","general elemantary","East Germany","","","",""
"4","1984","middle vocational","West Germany","108","0.00217193542940585","0.000966034422794837","0.00337783643601686"
"4","1984","middle vocational","East Germany","","","",""
"4","1984","vocational + Abi","West Germany","5","","",""
"4","1984","vocational + Abi","East Germany","","","",""
"4","1984","higher vocational","West Germany","2","","",""
"4","1984","higher vocational","East Germany","","","",""
"4","1984","higher education","West Germany","21","","",""
"4","1984","higher education","East Germany","","","",""
"5","1984","in school","West Germany","5","","",""
"5","1984","in school","East Germany","","","",""
"5","1984","inadequately","West Germany","217","0.140196590792401","0.118879432659276","0.161513748925526"
"5","1984","inadequately","East Germany","","","",""
"5","1984","general elemantary","West Germany","194","0.0111946310218431","0.00769301237440052","0.0146962496692857"
"5","1984","general elemantary","East Germany","","","",""
"5","1984","middle vocational","West Germany","165","0.00633502092496829","0.00427981963314129","0.00839022221679529"
"5","1984","middle vocational","East Germany","","","",""
"5","1984","vocational + Abi","West Germany","13","","",""
"5","1984","vocational + Abi","East Germany","","","",""
"5","1984","higher vocational","West Germany","1","","",""
"5","1984","higher vocational","East Germany","","","",""
"5","1984","higher education","West Germany","12","","",""
"5","1984","higher education","East Germany","","","",""
"6","1984","in school","West Germany","2","","",""
"6","1984","in school","East Germany","","","",""
"6","1984","inadequately","West Germany","114","0.0349736577939825","0.0236938652732089","0.0462534503147562"
"6","1984","inadequately","East Germany","","","",""
"6","1984","general elemantary","West Germany","135","0.00341844801651955","0.00147586557728587","0.00536103045575323"
"6","1984","general elemantary","East Germany","","","",""
"6","1984","middle vocational","West Germany","123","0.00171850986419733","0.000645600910801007","0.00279141881759365"
"6","1984","middle vocational","East Germany","","","",""
"6","1984","vocational + Abi","West Germany","12","","",""
"6","1984","vocational + Abi","East Germany","","","",""
"6","1984","higher vocational","West Germany","6","","",""
"6","1984","higher vocational","East Germany","","","",""
"6","1984","higher education","West Germany","9","","",""
"6","1984","higher education","East Germany","","","",""
"10","1984","in school","West Germany","1","","",""
"10","1984","in school","East Germany","","","",""
"10","1984","inadequately","West Germany","","","",""
"10","1984","inadequately","East Germany","","","",""
"10","1984","general elemantary","West Germany","5","","",""
"10","1984","general elemantary","East Germany","","","",""
"10","1984","middle vocational","West Germany","20","","",""
"10","1984","middle vocational","East Germany","","","",""
"10","1984","vocational + Abi","West Germany","","","",""
"10","1984","vocational + Abi","East Germany","","","",""
"10","1984","higher vocational","West Germany","3","","",""
"10","1984","higher vocational","East Germany","","","",""
"10","1984","higher education","West Germany","3","","",""
"10","1984","higher education","East Germany","","","",""
"11","1984","in school","West Germany","","","",""
"11","1984","in school","East Germany","","","",""
"11","1984","inadequately","West Germany","","","",""
"11","1984","inadequately","East Germany","","","",""
"11","1984","general elemantary","West Germany","3","","",""
"11","1984","general elemantary","East Germany","","","",""
"11","1984","middle vocational","West Germany","6","","",""
"11","1984","middle vocational","East Germany","","","",""
"11","1984","vocational + Abi","West Germany","1","","",""
"11","1984","vocational + Abi","East Germany","","","",""
"11","1984","higher vocational","West Germany","","","",""
"11","1984","higher vocational","East Germany","","","",""
"11","1984","higher education","West Germany","3","","",""
"11","1984","higher education","East Germany","","","",""
"12","1984","in school","West Germany","","","",""
"12","1984","in school","East Germany","","","",""
"12","1984","inadequately","West Germany","","","",""
"12","1984","inadequately","East Germany","","","",""
"12","1984","general elemantary","West Germany","4","","",""
"12","1984","general elemantary","East Germany","","","",""
"12","1984","middle vocational","West Germany","5","","",""
"12","1984","middle vocational","East Germany","","","",""
"12","1984","vocational + Abi","West Germany","1","","",""
"12","1984","vocational + Abi","East Germany","","","",""
"12","1984","higher vocational","West Germany","","","",""
"12","1984","higher vocational","East Germany","","","",""
"12","1984","higher education","West Germany","","","",""
"12","1984","higher education","East Germany","","","",""
"13","1984","in school","West Germany","","","",""
"13","1984","in school","East Germany","","","",""
"13","1984","inadequately","West Germany","","","",""
"13","1984","inadequately","East Germany","","","",""
"13","1984","general elemantary","West Germany","","","",""
"13","1984","general elemantary","East Germany","","","",""
"13","1984","middle vocational","West Germany","","","",""
"13","1984","middle vocational","East Germany","","","",""
"13","1984","vocational + Abi","West Germany","","","",""
"13","1984","vocational + Abi","East Germany","","","",""
"13","1984","higher vocational","West Germany","","","",""
"13","1984","higher vocational","East Germany","","","",""
"13","1984","higher education","West Germany","","","",""
"13","1984","higher education","East Germany","","","",""
"14","1984","in school","West Germany","","","",""
"14","1984","in school","East Germany","","","",""
"14","1984","inadequately","West Germany","1","","",""
"14","1984","inadequately","East Germany","","","",""
"14","1984","general elemantary","West Germany","","","",""
"14","1984","general elemantary","East Germany","","","",""
"14","1984","middle vocational","West Germany","2","","",""
"14","1984","middle vocational","East Germany","","","",""
"14","1984","vocational + Abi","West Germany","","","",""
"14","1984","vocational + Abi","East Germany","","","",""
"14","1984","higher vocational","West Germany","","","",""
"14","1984","higher vocational","East Germany","","","",""
"14","1984","higher education","West Germany","2","","",""
"14","1984","higher education","East Germany","","","",""
"15","1984","in school","West Germany","","","",""
"15","1984","in school","East Germany","","","",""
"15","1984","inadequately","West Germany","","","",""
"15","1984","inadequately","East Germany","","","",""
"15","1984","general elemantary","West Germany","","","",""
"15","1984","general elemantary","East Germany","","","",""
"15","1984","middle vocational","West Germany","","","",""
"15","1984","middle vocational","East Germany","","","",""
"15","1984","vocational + Abi","West Germany","","","",""
"15","1984","vocational + Abi","East Germany","","","",""
"15","1984","higher vocational","West Germany","","","",""
"15","1984","higher vocational","East Germany","","","",""
"15","1984","higher education","West Germany","","","",""
"15","1984","higher education","East Germany","","","",""
"16","1984","in school","West Germany","","","",""
"16","1984","in school","East Germany","","","",""
"16","1984","inadequately","West Germany","","","",""
"16","1984","inadequately","East Germany","","","",""
"16","1984","general elemantary","West Germany","","","",""
"16","1984","general elemantary","East Germany","","","",""
"16","1984","middle vocational","West Germany","","","",""
"16","1984","middle vocational","East Germany","","","",""
"16","1984","vocational + Abi","West Germany","","","",""
"16","1984","vocational + Abi","East Germany","","","",""
"16","1984","higher vocational","West Germany","","","",""
"16","1984","higher vocational","East Germany","","","",""
"16","1984","higher education","West Germany","","","",""
"16","1984","higher education","East Germany","","","",""
"17","1984","in school","West Germany","","","",""
"17","1984","in school","East Germany","","","",""
"17","1984","inadequately","West Germany","","","",""
"17","1984","inadequately","East Germany","","","",""
"17","1984","general elemantary","West Germany","","","",""
"17","1984","general elemantary","East Germany","","","",""
"17","1984","middle vocational","West Germany","1","","",""
"17","1984","middle vocational","East Germany","","","",""
"17","1984","vocational + Abi","West Germany","","","",""
"17","1984","vocational + Abi","East Germany","","","",""
"17","1984","higher vocational","West Germany","","","",""
"17","1984","higher vocational","East Germany","","","",""
"17","1984","higher education","West Germany","","","",""
"17","1984","higher education","East Germany","","","",""
"18","1984","in school","West Germany","1","","",""
"18","1984","in school","East Germany","","","",""
"18","1984","inadequately","West Germany","1","","",""
"18","1984","inadequately","East Germany","","","",""
"18","1984","general elemantary","West Germany","4","","",""
"18","1984","general elemantary","East Germany","","","",""
"18","1984","middle vocational","West Germany","8","","",""
"18","1984","middle vocational","East Germany","","","",""
"18","1984","vocational + Abi","West Germany","","","",""
"18","1984","vocational + Abi","East Germany","","","",""
"18","1984","higher vocational","West Germany","","","",""
"18","1984","higher vocational","East Germany","","","",""
"18","1984","higher education","West Germany","2","","",""
"18","1984","higher education","East Germany","","","",""
"19","1984","in school","West Germany","","","",""
"19","1984","in school","East Germany","","","",""
"19","1984","inadequately","West Germany","","","",""
"19","1984","inadequately","East Germany","","","",""
"19","1984","general elemantary","West Germany","3","","",""
"19","1984","general elemantary","East Germany","","","",""
"19","1984","middle vocational","West Germany","2","","",""
"19","1984","middle vocational","East Germany","","","",""
"19","1984","vocational + Abi","West Germany","1","","",""
"19","1984","vocational + Abi","East Germany","","","",""
"19","1984","higher vocational","West Germany","","","",""
"19","1984","higher vocational","East Germany","","","",""
"19","1984","higher education","West Germany","2","","",""
"19","1984","higher education","East Germany","","","",""
"20","1984","in school","West Germany","","","",""
"20","1984","in school","East Germany","","","",""
"20","1984","inadequately","West Germany","","","",""
"20","1984","inadequately","East Germany","","","",""
"20","1984","general elemantary","West Germany","1","","",""
"20","1984","general elemantary","East Germany","","","",""
"20","1984","middle vocational","West Germany","1","","",""
"20","1984","middle vocational","East Germany","","","",""
"20","1984","vocational + Abi","West Germany","","","",""
"20","1984","vocational + Abi","East Germany","","","",""
"20","1984","higher vocational","West Germany","","","",""
"20","1984","higher vocational","East Germany","","","",""
"20","1984","higher education","West Germany","","","",""
