"pgnation","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"1","1984","in school","Male","85","0.960783857833046","0.921750890199704","0.999816825466388"
"1","1984","in school","Female","76","0.973478216524327","0.9406446047469","1.00631182830175"
"1","1984","inadequately","Male","41","0.392980433532676","0.346600502309941","0.439360364755411"
"1","1984","inadequately","Female","41","0.314560156858174","0.277187216017206","0.351933097699141"
"1","1984","general elemantary","Male","636","0.877659056466866","0.858753301764784","0.896564811168949"
"1","1984","general elemantary","Female","1809","0.951839491870888","0.943115930839988","0.960563052901789"
"1","1984","middle vocational","Male","2549","0.947003932763951","0.939210256853138","0.954797608674764"
"1","1984","middle vocational","Female","2261","0.972843119550192","0.96653566386737","0.979150575233015"
"1","1984","vocational + Abi","Male","110","0.848595996778117","0.798286502254342","0.898905491301891"
"1","1984","vocational + Abi","Female","81","0.904135531532328","0.850789666371511","0.957481396693146"
"1","1984","higher vocational","Male","371","0.984387565246184","0.97198815993072","0.996786970561647"
"1","1984","higher vocational","Female","263","0.966369990332709","0.945101886911091","0.987638093754328"
"1","1984","higher education","Male","477","0.959585660939777","0.942929666646462","0.976241655233091"
"1","1984","higher education","Female","225","0.937634321399873","0.908012095982203","0.967256546817542"
"2","1984","in school","Male","3","","",""
"2","1984","in school","Female","3","","",""
"2","1984","inadequately","Male","114","0.23805667301546","0.197613538647863","0.278499807383058"
"2","1984","inadequately","Female","217","0.324322676323483","0.286645436992892","0.361999915654075"
"2","1984","general elemantary","Male","183","0.0496108106719071","0.0370827429524471","0.0621388783913671"
"2","1984","general elemantary","Female","165","0.016319319045551","0.0111570040455158","0.0214816340455862"
"2","1984","middle vocational","Male","165","0.0138033259985674","0.00974433330955958","0.0178623186875753"
"2","1984","middle vocational","Female","77","0.00668921279289995","0.0035260398036773","0.00985238578212261"
"2","1984","vocational + Abi","Male","48","0.096427922419484","0.0549980504571158","0.137857794381852"
"2","1984","vocational + Abi","Female","8","","",""
"2","1984","higher vocational","Male","1","","",""
"2","1984","higher vocational","Female","","","",""
