"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","7.25","8","1276","5","6","9","10","7.13","7.37","8","8"
"1984","16-34 y.","higher education","7.55","8","246","5","7","9","10","7.31","7.79","8","8"
"1984","16-34 y.","higher vocational","7.46","8","210","5","6","9","10","7.19","7.73","7","8"
"1984","16-34 y.","in school","7.56","8","186","5","7","9","10","7.28","7.84","8","8"
"1984","16-34 y.","inadequately","6.74","7","307","3","5","9","10","6.44","7.04","7","8"
"1984","16-34 y.","middle vocational","7.41","8","2175","5","6","9","10","7.32","7.5","8","8"
"1984","16-34 y.","vocational + Abi","7.59","8","163","5","7","9","10","7.3","7.88","8","8"
"1984","35-65 y.","general elemantary","7.21","8","1660","5","6","9","10","7.1","7.32","8","8"
"1984","35-65 y.","higher education","7.85","8","481","5","7","9","10","7.69","8.01","8","8"
"1984","35-65 y.","higher vocational","7.63","8","363","5","7","9","10","7.44","7.82","8","8"
"1984","35-65 y.","in school","","","","","","","","","","",""
"1984","35-65 y.","inadequately","6.85","7","693","4","5","9","10","6.68","7.02","7","8"
"1984","35-65 y.","middle vocational","7.54","8","2954","5","6","9","10","7.46","7.62","8","8"
"1984","35-65 y.","vocational + Abi","7.38","8","128","5","6","9","10","6.98","7.78","7","8"
"1984","66 and older","general elemantary","7.04","7","515","4","5","9","10","6.83","7.25","7","8"
"1984","66 and older","higher education","8.28","9","63","5","8","10","10","7.79","8.77","8","10"
"1984","66 and older","higher vocational","7.99","8","83","5","7","10","10","7.57","8.41","8","9"
"1984","66 and older","in school","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","",""
"1984","66 and older","middle vocational","7.52","8","574","5","6","10","10","7.33","7.71","8","8"
"1984","66 and older","vocational + Abi","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","7.11","7","1145","5","6","8","10","6.99","7.23","7","8"
"1985","16-34 y.","higher education","7.39","8","239","5","7","8","9","7.17","7.61","7","8"
"1985","16-34 y.","higher vocational","7.22","8","196","5","7","8","9","6.95","7.49","8","8"
"1985","16-34 y.","in school","7.57","8","187","5","7","9","9","7.33","7.81","8","8"
"1985","16-34 y.","inadequately","7.01","8","237","4","5","9","10","6.72","7.3","7","8"
"1985","16-34 y.","middle vocational","7.21","8","1950","5","6","8","10","7.12","7.3","7","8"
"1985","16-34 y.","vocational + Abi","7.28","7.02","149","5","6","8","10","6.99","7.57","7","8"
"1985","35-65 y.","general elemantary","7.08","7","1501","5","6","8","10","6.97","7.19","7","8"
"1985","35-65 y.","higher education","7.56","8","462","5","7","9","10","7.41","7.71","8","8"
"1985","35-65 y.","higher vocational","7.32","8","345","5","6","8","10","7.13","7.51","7","8"
"1985","35-65 y.","in school","","","","","","","","","","",""
"1985","35-65 y.","inadequately","6.82","7","593","3","5","8","10","6.64","7","7","8"
"1985","35-65 y.","middle vocational","7.25","8","2716","5","6","9","10","7.17","7.33","8","8"
"1985","35-65 y.","vocational + Abi","7.12","7","111","5","6","8","10","6.72","7.52","7","8"
"1985","66 and older","general elemantary","7.2","8","421","5","6","9","10","6.98","7.42","7","8"
"1985","66 and older","higher education","8","8","56","5","7","10","10","7.45","8.55","8","10"
"1985","66 and older","higher vocational","7.53","8","80","5","6","10","10","7.06","8","7","8"
"1985","66 and older","in school","","","","","","","","","","",""
"1985","66 and older","inadequately","","","","","","","","","","",""
"1985","66 and older","middle vocational","7.26","8","519","4","6","9","10","7.06","7.46","8","8"
"1985","66 and older","vocational + Abi","","","","","","","","","","",""
"1986","16-34 y.","general elemantary","7.31","8","1126","5","6","9","10","7.2","7.42","8","8"
"1986","16-34 y.","higher education","7.48","8","229","5","7","8","9","7.25","7.71","8","8"
"1986","16-34 y.","higher vocational","7.17","7","189","5","6","8","9","6.91","7.43","7","8"
"1986","16-34 y.","in school","7.66","8","188","5","7","9","10","7.43","7.89","8","8"
"1986","16-34 y.","inadequately","6.85","7","232","4","5","8","10","6.58","7.12","7","8"
"1986","16-34 y.","middle vocational","7.35","8","1900","5","7","8","9","7.27","7.43","8","8"
"1986","16-34 y.","vocational + Abi","7.19","8","154","5","6","8","9","6.89","7.49","7","8"
"1986","35-65 y.","general elemantary","7.11","8","1388","5","6","8","10","7","7.22","7","8"
"1986","35-65 y.","higher education","7.43","8","468","5","7","8","9","7.27","7.59","8","8"
"1986","35-65 y.","higher vocational","7.44","8","319","5","7","9","9","7.25","7.63","8","8"
"1986","35-65 y.","in school","","","","","","","","","","",""
"1986","35-65 y.","inadequately","6.59","7","536","4","5","8","10","6.4","6.78","7","7"
"1986","35-65 y.","middle vocational","7.23","8","2620","5","6","8","10","7.16","7.3","8","8"
"1986","35-65 y.","vocational + Abi","7.16","7","102","5","7","8","10","6.78","7.54","7","8"
"1986","66 and older","general elemantary","7.36","8","396","5","6","9","10","7.14","7.58","8","8"
"1986","66 and older","higher education","8.44","9","53","6","8","10","10","7.98","8.9","8","10"
"1986","66 and older","higher vocational","7.59","8","74","5","6","9","10","7.17","8.01","7","8"
"1986","66 and older","in school","","","","","","","","","","",""
"1986","66 and older","inadequately","","","","","","","","","","",""
"1986","66 and older","middle vocational","7.47","8","482","5","7","9","10","7.28","7.66","8","8"
"1986","66 and older","vocational + Abi","","","","","","","","","","",""
"1987","16-34 y.","general elemantary","7.03","7","1093","5","6","8","9","6.91","7.15","7","8"
"1987","16-34 y.","higher education","7.36","8","219","5","7","8","9","7.13","7.59","7","8"
"1987","16-34 y.","higher vocational","7.12","7","183","5","6","8","9","6.87","7.37","7","8"
"1987","16-34 y.","in school","7.26","8","189","5","6","9","9","6.99","7.53","8","8"
