"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","direct migration background","7.2","8","1387","4","6","9","10","10","7.08","7.32","0","10","8","8"
"1984","16-34 y.","indirect migration background","7.87","8","102","5","7","9","10","10","7.53","8.21","2","10","8","9"
"1984","16-34 y.","no migration background","7.39","8","3094","5","6","9","10","10","7.32","7.46","0","10","8","8"
"1984","35-65 y.","direct migration background","7.42","8","1979","5","6","9","10","10","7.32","7.52","0","10","8","8"
"1984","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1984","35-65 y.","no migration background","7.47","8","4323","5","6","9","10","10","7.41","7.53","0","10","8","8"
"1984","66 and older","direct migration background","7.18","8","35","4","5","10","10","10","6.37","7.99","2","10","7","8"
"1984","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1984","66 and older","no migration background","7.38","8","1232","5","6","10","10","10","7.25","7.51","0","10","8","8"
"1985","16-34 y.","direct migration background","7.07","7","1145","5","6","8","10","10","6.95","7.19","0","10","7","8"
"1985","16-34 y.","indirect migration background","8.03","8","120","5","7","9","10","10","7.74","8.32","3","10","8","9"
"1985","16-34 y.","no migration background","7.22","8","2901","5","6","8","9","10","7.15","7.29","0","10","8","8"
"1985","35-65 y.","direct migration background","7.15","8","1752","5","6","9","10","10","7.05","7.25","0","10","7","8"
"1985","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1985","35-65 y.","no migration background","7.24","8","4002","5","6","9","10","10","7.18","7.3","0","10","8","8"
"1985","66 and older","direct migration background","7.14","7.44","37","5","5","9","10","10","6.34","7.94","2","10","6","9"
"1985","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1985","66 and older","no migration background","7.3","8","1067","5","6","9","10","10","7.16","7.44","0","10","8","8"
"1986","16-34 y.","direct migration background","7.32","8","1105","5","6","9","10","10","7.2","7.44","0","10","8","8"
"1986","16-34 y.","indirect migration background","7.48","8","130","5","6","9","10","10","7.18","7.78","3","10","8","8"
"1986","16-34 y.","no migration background","7.32","8","2853","5","6","8","9","10","7.25","7.39","0","10","8","8"
"1986","35-65 y.","direct migration background","7.1","8","1693","5","6","9","10","10","7","7.2","0","10","7","8"
"1986","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1986","35-65 y.","no migration background","7.24","8","3762","5","6","8","10","10","7.18","7.3","0","10","8","8"
"1986","66 and older","direct migration background","7.28","7","49","5","5","9","10","10","6.67","7.89","1","10","7","8"
"1986","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1986","66 and older","no migration background","7.49","8","990","5","6","9","10","10","7.36","7.62","0","10","8","8"
"1987","16-34 y.","direct migration background","7.16","7","1078","5","6","8","10","10","7.04","7.28","0","10","8","8"
"1987","16-34 y.","indirect migration background","7.29","8","146","4","7","9","9","10","6.99","7.59","1","10","8","8"
"1987","16-34 y.","no migration background","7.11","7","2801","5","6","8","9","10","7.04","7.18","0","10","7","8"
"1987","35-65 y.","direct migration background","6.98","7","1703","5","6","8","10","10","6.88","7.08","0","10","7","7"
"1987","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1987","35-65 y.","no migration background","7.05","7","3642","5","6","8","9","10","6.99","7.11","0","10","7","8"
"1987","66 and older","direct migration background","7.47","8","56","5","6","9","10","10","6.92","8.02","1","10","7","8"
"1987","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1987","66 and older","no migration background","7.17","8","1023","5","6","9","10","10","7.03","7.31","0","10","7","8"
"1988","16-34 y.","direct migration background","7.1","7","1019","5","6","8","9","10","6.98","7.22","0","10","8","8"
"1988","16-34 y.","indirect migration background","7.63","8","194","5","7","9","10","10","7.4","7.86","2","10","8","8"
"1988","16-34 y.","no migration background","7.06","7","2624","4","6","8","9","10","6.99","7.13","0","10","7","8"
"1988","35-65 y.","direct migration background","7.01","7","1597","4","6","8","9","10","6.91","7.11","0","10","7","7"
"1988","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1988","35-65 y.","no migration background","6.97","7","3471","5","6","8","9","10","6.91","7.03","0","10","7","7"
"1988","66 and older","direct migration background","7.16","7","63","5","6","8","10","10","6.69","7.63","0","10","7","8"
"1988","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1988","66 and older","no migration background","6.98","7","982","4","5","8","10","10","6.84","7.12","0","10","7","8"
"1989","16-34 y.","direct migration background","7.09","7","960","5","6","8","9","10","6.97","7.21","0","10","7","8"
"1989","16-34 y.","indirect migration background","7.63","8","229","5","7","9","10","10","7.41","7.85","0","10","8","8"
"1989","16-34 y.","no migration background","7.13","8","2572","5","6","8","9","10","7.06","7.2","0","10","8","8"
"1989","35-65 y.","direct migration background","6.9","7","1573","4","5","8","10","10","6.8","7","0","10","7","7"
"1989","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1989","35-65 y.","no migration background","7.02","7","3290","5","6","8","9","10","6.95","7.09","0","10","7","8"
"1989","66 and older","direct migration background","7.22","7","69","5","6","8","10","10","6.74","7.7","1","10","7","8"
"1989","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1989","66 and older","no migration background","7.03","7","954","5","5","8","10","10","6.89","7.17","0","10","7","8"
"1990","16-34 y.","direct migration background","7.07","7","926","5","6","8","9","10","6.95","7.19","0","10","7","8"
"1990","16-34 y.","indirect migration background","7.75","8","267","5","7","9","10","10","7.55","7.95","1","10","8","8"
"1990","16-34 y.","no migration background","7.19","8","4141","5","6","8","9","10","7.14","7.24","0","10","7","8"
"1990","35-65 y.","direct migration background","7.04","7","1653","5","6","8","9","10","6.95","7.13","0","10","7","7"
"1990","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1990","35-65 y.","no migration background","7.1","7","5403","5","6","8","9","10","7.05","7.15","0","10","7","7"
"1990","66 and older","direct migration background","7.3","7.25","103","5","5","9","10","10","6.89","7.71","1","10","7","8"
"1990","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1990","66 and older","no migration background","6.94","7","1379","4","5","8","10","10","6.83","7.05","0","10","7","8"
"1991","16-34 y.","direct migration background","7.09","7.2","886","5","6","8","9","10","6.97","7.21","0","10","8","8"
"1991","16-34 y.","indirect migration background","7.66","8","320","5","7","9","10","10","7.48","7.84","1","10","8","8"
"1991","16-34 y.","no migration background","7.12","7","3908","5","6","8","9","10","7.06","7.18","0","10","7","7"
"1991","35-65 y.","direct migration background","7.06","7","1624","5","6","8","9","10","6.97","7.15","0","10","7","7"
"1991","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1991","35-65 y.","no migration background","7","7","5313","5","6","8","9","10","6.95","7.05","0","10","7","7"
"1991","66 and older","direct migration background","7.46","8","123","5","6","9","10","10","7.08","7.84","0","10","7","8"
"1991","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1991","66 and older","no migration background","7.08","8","1331","5","6","8","10","10","6.97","7.19","0","10","7","8"
"1992","16-34 y.","direct migration background","7.07","7","842","5","6","8","9","10","6.95","7.19","0","10","7","8"
"1992","16-34 y.","indirect migration background","7.48","8","375","5","6","9","9","10","7.31","7.65","0","10","8","8"
"1992","16-34 y.","no migration background","7.11","7","3748","5","6","8","9","10","7.05","7.17","0","10","7","7"
"1992","35-65 y.","direct migration background","6.99","7","1577","5","6","8","9","10","6.9","7.08","0","10","7","7"
"1992","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1992","35-65 y.","no migration background","6.94","7","5266","5","6","8","9","10","6.89","6.99","0","10","7","7"
"1992","66 and older","direct migration background","7.1","7","139","5","6","8","10","10","6.74","7.46","0","10","7","7"
"1992","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1992","66 and older","no migration background","6.92","7","1323","4","5","8","10","10","6.81","7.03","0","10","7","7"
"1993","16-34 y.","direct migration background","6.98","7","811","5","6","8","9","10","6.85","7.11","0","10","7","7"
"1993","16-34 y.","indirect migration background","7.41","8","442","5","6","9","10","10","7.25","7.57","0","10","8","8"
"1993","16-34 y.","no migration background","7.04","7","3644","5","6","8","9","10","6.98","7.1","0","10","7","7"
"1993","35-65 y.","direct migration background","6.81","7","1518","4","5","8","9","10","6.71","6.91","0","10","7","7"
"1993","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1993","35-65 y.","no migration background","6.88","7","5181","5","6","8","9","10","6.83","6.93","0","10","7","7"
"1993","66 and older","direct migration background","7.04","7.53","158","4","5","9","10","10","6.69","7.39","0","10","6","8"
"1993","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1993","66 and older","no migration background","7.04","8","1326","4","6","8","10","10","6.93","7.15","0","10","7","8"
"1994","16-34 y.","direct migration background","7.05","7","757","5","6","8","9","10","6.92","7.18","0","10","7","8"
"1994","16-34 y.","indirect migration background","7.19","8","459","5","6","8","9","10","7.03","7.35","0","10","8","8"
"1994","16-34 y.","no migration background","7.03","7","3576","5","6","8","9","10","6.97","7.09","0","10","7","7"
"1994","35-65 y.","direct migration background","6.65","7","1436","4","5","8","9","10","6.55","6.75","0","10","7","7"
"1994","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1994","35-65 y.","no migration background","6.81","7","5112","5","6","8","9","10","6.76","6.86","0","10","7","7"
"1994","66 and older","direct migration background","6.9","7","174","5","5","8","10","10","6.59","7.21","0","10","7","7"
"1994","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1994","66 and older","no migration background","6.87","7","1326","4","6","8","9","10","6.76","6.98","0","10","7","7"
"1995","16-34 y.","direct migration background","7.12","7","939","5","6","8","9","10","7","7.24","0","10","7","8"
"1995","16-34 y.","indirect migration background","7.23","8","478","5","6","8","9","10","7.08","7.38","1","10","8","8"
"1995","16-34 y.","no migration background","7.02","7","3520","5","6","8","9","10","6.96","7.08","0","10","7","7"
"1995","35-65 y.","direct migration background","6.69","7","1649","4","5","8","9","10","6.6","6.78","0","10","7","7"
"1995","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1995","35-65 y.","no migration background","6.78","7","5143","5","6","8","9","10","6.73","6.83","0","10","7","7"
"1995","66 and older","direct migration background","7.05","7.51","212","5","6","8","10","10","6.78","7.32","0","10","7","8"
"1995","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1995","66 and older","no migration background","6.75","7","1326","4","5","8","9","10","6.64","6.86","0","10","7","7"
"1996","16-34 y.","direct migration background","7.13","7","843","5","6","8","9","10","7.02","7.24","0","10","7","8"
"1996","16-34 y.","indirect migration background","7.25","8","510","5","6","8","9","10","7.1","7.4","2","10","8","8"
"1996","16-34 y.","no migration background","7.06","7","3419","5","6","8","9","10","7","7.12","0","10","7","7"
"1996","35-65 y.","direct migration background","6.68","7","1542","4","5","8","9","10","6.59","6.77","0","10","7","7"
"1996","35-65 y.","indirect migration background","5.56","5.55","31","3","5","7","8","10","4.72","6.4","0","10","5","7"
"1996","35-65 y.","no migration background","6.81","7","5185","5","6","8","9","10","6.76","6.86","0","10","7","7"
"1996","66 and older","direct migration background","6.81","7","230","4","5","8","10","10","6.52","7.1","0","10","7","8"
"1996","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1996","66 and older","no migration background","6.96","7","1338","5","6","8","9","10","6.86","7.06","0","10","7","8"
"1997","16-34 y.","direct migration background","7.1","8","782","5","6","8","9","10","6.97","7.23","0","10","7","8"
"1997","16-34 y.","indirect migration background","7.42","8","532","5","7","8","9","10","7.27","7.57","0","10","8","8"
"1997","16-34 y.","no migration background","6.93","7","3314","5","6","8","9","10","6.87","6.99","0","10","7","7"
"1997","35-65 y.","direct migration background","6.62","7","1466","4","5","8","9","10","6.53","6.71","0","10","7","7"
"1997","35-65 y.","indirect migration background","6.08","6.02","33","2","5","8","9","10","5.24","6.92","0","10","5","8"
"1997","35-65 y.","no migration background","6.66","7","5156","4","5","8","9","10","6.61","6.71","0","10","7","7"
"1997","66 and older","direct migration background","6.76","7","238","4","5","8","10","10","6.5","7.02","0","10","7","7"
"1997","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1997","66 and older","no migration background","6.78","7","1361","4","5","8","9","10","6.68","6.88","0","10","7","7"
"1998","16-34 y.","direct migration background","7.09","7","722","5","6","8","9","10","6.97","7.21","0","10","7","8"
"1998","16-34 y.","indirect migration background","7.47","8","551","5","7","9","10","10","7.34","7.6","1","10","8","8"
"1998","16-34 y.","no migration background","7.12","7","3602","5","6","8","9","10","7.07","7.17","0","10","7","8"
"1998","35-65 y.","direct migration background","6.85","7","1439","5","6","8","9","10","6.76","6.94","0","10","7","7"
"1998","35-65 y.","indirect migration background","6.81","7","44","5","6","8","9","10","6.15","7.47","0","10","6","8"
"1998","35-65 y.","no migration background","6.86","7","6050","5","6","8","9","10","6.82","6.9","0","10","7","7"
"1998","66 and older","direct migration background","6.59","7","253","4","5","8","9","10","6.33","6.85","0","10","7","7"
"1998","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1998","66 and older","no migration background","6.9","7","1622","5","5","8","9","10","6.8","7","0","10","7","7"
"1999","16-34 y.","direct migration background","7.14","7","637","5","6","8","9","10","7.01","7.27","0","10","7","8"
"1999","16-34 y.","indirect migration background","7.31","8","551","5","7","8","9","10","7.17","7.45","0","10","8","8"
"1999","16-34 y.","no migration background","7.21","8","3421","5","6","8","9","10","7.16","7.26","0","10","7","8"
"1999","35-65 y.","direct migration background","6.77","7","1324","5","6","8","9","10","6.67","6.87","0","10","7","7"
