"year","pgcasmin","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","(0) in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","(0) in school","Westdeutschland, alte Bundeslaender","7.56","8","187","5","7","9","10","7.28","7.84","8","8"
"1984","(1a) inadequately completed","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","(1a) inadequately completed","Westdeutschland, alte Bundeslaender","6.85","7","1110","3","5","9","10","6.71","6.99","7","8"
"1984","(1b) general elementary school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","(1b) general elementary school","Westdeutschland, alte Bundeslaender","7.11","7","3004","4","5","9","10","7.03","7.19","7","8"
"1984","(1c) basic vocational qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","(1c) basic vocational qualification","Westdeutschland, alte Bundeslaender","7.45","8","4253","5","6","9","10","7.39","7.51","8","8"
"1984","(2a) intermediate vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","(2a) intermediate vocational","Westdeutschland, alte Bundeslaender","7.77","8","1407","5","7","9","10","7.67","7.87","8","8"
"1984","(2b) intermediate general qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","(2b) intermediate general qualification","Westdeutschland, alte Bundeslaender","7.5","8","471","5","6","9","10","7.32","7.68","8","8"
"1984","(2c_gen) general maturity certificate","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","(2c_gen) general maturity certificate","Westdeutschland, alte Bundeslaender","7.13","8","411","4","6","9","10","6.92","7.34","7","8"
"1984","(2c_voc) vocational maturity certificate","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","(2c_voc) vocational maturity certificate","Westdeutschland, alte Bundeslaender","7.47","8","454","5","6","9","10","7.27","7.67","8","8"
"1984","(3a) lower tertiary education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","(3a) lower tertiary education","Westdeutschland, alte Bundeslaender","7.85","8","266","5","7","9","10","7.63","8.07","8","8"
"1984","(3b) higher tertiary education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","(3b) higher tertiary education","Westdeutschland, alte Bundeslaender","7.8","8","524","5","7","9","10","7.64","7.96","8","8"
"1985","(0) in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1985","(0) in school","Westdeutschland, alte Bundeslaender","7.57","8","187","5","7","9","9","7.33","7.81","8","8"
"1985","(1a) inadequately completed","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1985","(1a) inadequately completed","Westdeutschland, alte Bundeslaender","6.94","7","910","4","5","9","10","6.8","7.08","7","8"
"1985","(1b) general elementary school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
