"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1984","college entrance qualification","West Germany","27566.16","25881.77","1295","102","10668","39472","54897","98897","26332.46","28799.86","0","225173","25411","28479"
"1984","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1984","lower secondary degree","West Germany","19379.16","18458","6127","0","511","29009","39650","76071","18902.36","19855.96","0","280464","20196","21137"
"1984","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","West Germany","24547.58","22517.15","1304","2454","14112","32663","42949","78687","23625.06","25470.1","0","197150","21832","23162"
"1984","Other degree","East Germany","","","","","","","","","","","","","",""
"1984","Other degree","West Germany","22629.24","19856.88","1453","7567","13907","29399","37414","62944","21646.04","23612.44","0","280464","21730","23315"
"1984","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1984","secondary school degree","West Germany","26221.81","25308.51","1960","0","13447","36438","48138","82829","25268.8","27174.82","0","291128","26335","27782"
"1985","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1985","college entrance qualification","West Germany","28022.31","26090","1233","511","10703","40926","54908","88015","26802.78","29241.84","0","258723","27150","30014"
"1985","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1985","lower secondary degree","West Germany","19864.92","18674","5491","41","926","29431","40563","75669","19343.57","20386.27","0","271883","20898","21892"
"1985","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","West Germany","25866.68","24915","1102","247","14522","35185","49724","82949","24992.47","26740.89","0","107714","22817","25565"
"1985","Other degree","East Germany","","","","","","","","","","","","","",""
"1985","Other degree","West Germany","22144.48","20260.14","1229","5614","14112","28968","37784","63451","21425.78","22863.18","0","107714","21973","23864"
"1985","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1985","secondary school degree","West Germany","27031.06","25465.99","1883","219","12364","36648","52637","92333","25936.11","28126.01","0","362049","26877","28428"
"1986","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1986","college entrance qualification","West Germany","30054.77","28762.53","1258","1023","11712","42440","57794","100281","28635.18","31474.36","0","448962","29609","32325"
"1986","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1986","lower secondary degree","West Germany","20234.83","19560.64","5188","94","2044","30627","41196","80113","19737.08","20732.58","0","348575","22144","23214"
"1986","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","West Germany","25986.51","23361.59","1037","784","15461","35097","46425","86977","25035.17","26937.85","0","121709","23673","26785"
"1986","Other degree","East Germany","","","","","","","","","","","","","",""
