"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","25991.95","23784.43","1286","6084","16357","32951","44242","80031","25050.12","26933.78","0","280464","22855","24453"
"1984","16-34 y.","higher education","29442.51","25152.23","248","4908","16792","39267","49060","100315","26253.79","32631.23","0","225173","23750","31314"
"1984","16-34 y.","higher vocational","27969.04","23752.09","211","7056","16310","36359","49776","100622","25187.66","30750.42","0","197844","22545","27405"
"1984","16-34 y.","in school","31275.36","29103.5","187","11095","19429","39881","51267","98905","28528.83","34021.89","0","155894","25974","31516"
"1984","16-34 y.","inadequately","21381.47","19378.05","309","1892","12373","28274","37989","66274","19420.14","23342.8","0","197150","19940","23315"
"1984","16-34 y.","middle vocational","26578.15","24133","2183","8284","16259","33150","45325","78564","25803.81","27352.49","0","265258","23796","25283"
"1984","16-34 y.","vocational + Abi","24082.58","20369.48","164","1841","13273","32934","44917","152462","21296.25","26868.91","0","152462","17844","23219"
"1984","35-65 y.","general elemantary","20169.24","19417.09","1663","0","7495","28537","39012","66274","19301.76","21036.72","0","280464","20196","21525"
"1984","35-65 y.","higher education","38054.84","34614","482","12433","24440","47576","59495","109928","35460.78","40648.9","0","291128","33850","36711"
"1984","35-65 y.","higher vocational","30553.43","29857.49","366","2761","18662","41228","51692","85171","28691.21","32415.65","0","122897","29052","33183"
"1984","35-65 y.","in school","","","","","","","","","","","","","",""
"1984","35-65 y.","inadequately","20629.18","19073.46","695","3068","13176","26383","35790","60435","19409.37","21848.99","0","197150","21362","22957"
"1984","35-65 y.","middle vocational","25609.92","23980","2964","511","15799","34200","44706","82829","24949.63","26270.21","0","280464","24164","25258"
"1984","35-65 y.","vocational + Abi","26470.26","23831.23","128","4745","14904","36133","44687","79088","21759.74","31180.78","0","280464","22190","28837"
"1984","66 and older","general elemantary","3965.6","0","519","0","0","1084","14234","49638","2745.53","5185.67","0","192808","0","0"
"1984","66 and older","higher education","5719.13","123.77","63","0","0","2454","14316","62378","1652.23","9786.03","0","81040","0","767"
"1984","66 and older","higher vocational","4350.23","0","83","0","0","1094","18407","53450","2065","6635.46","0","53450","0","128"
"1984","66 and older","in school","","","","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","","","","",""
"1984","66 and older","middle vocational","2400.02","0","578","0","0","281","8973","36813","1774.56","3025.48","0","62944","0","0"
"1984","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","26712.74","23881.78","1146","6749","15741","34400","49302","87477","25748.3","27677.18","0","181782","23111","25053"
"1985","16-34 y.","higher education","29143.83","26408","240","8825","17817","37892","52119","85585","26921.37","31366.29","153","89280","26040","30626"
"1985","16-34 y.","higher vocational","26938.47","24409.42","196","8779","15531","34352","47797","89885","24531.31","29345.63","0","111234","22776","29695"
"1985","16-34 y.","in school","33484.12","31184.61","187","14137","22133","44483","55179","90712","30882.91","36085.33","0","95462","27814","34891"
"1985","16-34 y.","inadequately","21368.77","20242","241","92","9980","29376","39407","75722","19449.61","23287.93","0","106694","20242","24957"
