"plh0107","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Lower Saxony","Not Employed","103","0.291256445866791","0.239584811287699","0.342928080445882","2"
"Important","1990","North Rhine-Westphalia","Not Employed","280","0.395763568397271","0.358818036876975","0.432709099917566","2"
"Important","1990","Bremen","Employed","23","","","","2"
"Important","1990","Lower Saxony","Employed","283","0.559087178260867","0.516616952486345","0.601557404035389","2"
"Important","1990","Hamburg","Employed","45","0.573643052552282","0.464588930309936","0.682697174794629","2"
"Important","1990","Bremen","Not Employed","9","","","","2"
"Important","1990","Schleswig-Holstein","Not Employed","26","","","","2"
"Important","1990","North Rhine-Westphalia","Employed","717","0.604657504566184","0.576689884198803","0.632625124933565","2"
"Important","1990","Hesse","Not Employed","67","0.259871847338225","0.202694111971769","0.317049582704681","2"
"Important","1990","Schleswig-Holstein","Employed","90","0.602857956519837","0.526802573033672","0.678913340006003","2"
"Important","1990","Hamburg","Not Employed","19","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","Employed","171","0.529016071511926","0.474410990999431","0.583621152024422","2"
"Important","1990","Bavaria","Not Employed","118","0.276646935509402","0.230628391560687","0.322665479458117","2"
"Important","1990","Hesse","Employed","244","0.572453228026754","0.52491278266067","0.619993673392838","2"
"Important","1990","Rhineland-Palatinate,Saarland","Not Employed","59","0.25836210200983","0.200121133836991","0.316603070182669","2"
"Important","1990","Baden-Württemberg","Not Employed","124","0.375307696277367","0.32290688847176","0.427708504082974","2"
"Important","1990","Baden-Württemberg","Employed","418","0.544691105690887","0.509720144347249","0.579662067034525","2"
"Important","1990","Bavaria","Employed","475","0.555681716026527","0.522336485702237","0.589026946350817","2"
"Important","1990","Berlin","Not Employed","19","","","","2"
"Important","1990","Brandenburg","Employed","","","","","2"
"Important","1990","Berlin","Employed","92","0.560316555811947","0.483647178340399","0.636985933283494","2"
"Important","1990","Brandenburg","Not Employed","","","","","2"
"Important","1990","Saxony","Not Employed","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Important","1990","Saxony","Employed","","","","","2"
"Important","1990","Saxony-Anhalt","Not Employed","","","","","2"
"Important","1990","Thuringia","Employed","","","","","2"
"Important","1990","Thuringia","Not Employed","","","","","2"
"Important","1990","Saxony-Anhalt","Employed","","","","","2"
"Less important","1990","Bremen","Employed","3","","","","3"
"Less important","1990","Lower Saxony","Not Employed","46","0.162033978024893","0.120127021832912","0.203940934216875","3"
"Less important","1990","Hamburg","Not Employed","8","","","","3"
"Less important","1990","Bremen","Not Employed","10","","","","3"
"Less important","1990","Schleswig-Holstein","Employed","26","","","","3"
"Less important","1990","Hamburg","Employed","15","","","","3"
"Less important","1990","North Rhine-Westphalia","Not Employed","123","0.171197257692505","0.142738590921115","0.199655924463895","3"
"Less important","1990","North Rhine-Westphalia","Employed","136","0.117681089324722","0.0992487619089957","0.136113416740448","3"
"Less important","1990","Schleswig-Holstein","Not Employed","16","","","","3"
"Less important","1990","Lower Saxony","Employed","78","0.134680650604171","0.10547887565143","0.163882425556912","3"
"Less important","1990","Hesse","Not Employed","54","0.248810947173147","0.192446761244839","0.305175133101455","3"
"Less important","1990","Hesse","Employed","62","0.152277906150138","0.117751877621085","0.186803934679191","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Not Employed","52","0.21273555287635","0.158285465398394","0.267185640354306","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Employed","53","0.17160222192501","0.130356729693876","0.212847714156144","3"
"Less important","1990","Baden-Württemberg","Not Employed","57","0.16144292484963","0.12162423269968","0.20126161699958","3"
"Less important","1990","Baden-Württemberg","Employed","108","0.132342962356977","0.108546969227018","0.156138955486936","3"
"Less important","1990","Bavaria","Not Employed","84","0.22677323564701","0.183696367989869","0.26985010330415","3"
"Less important","1990","Bavaria","Employed","121","0.143130728704044","0.119629135702669","0.166632321705419","3"
"Less important","1990","Berlin","Not Employed","12","","","","3"
"Less important","1990","Berlin","Employed","27","","","","3"
"Less important","1990","Brandenburg","Not Employed","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Employed","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"Less important","1990","Brandenburg","Employed","","","","","3"
"Less important","1990","Saxony","Not Employed","","","","","3"
"Less important","1990","Saxony","Employed","","","","","3"
"Less important","1990","Saxony-Anhalt","Not Employed","","","","","3"
"Less important","1990","Saxony-Anhalt","Employed","","","","","3"
"Less important","1990","Thuringia","Not Employed","","","","","3"
"Less important","1990","Thuringia","Employed","","","","","3"
"Quite unimportant","1990","Schleswig-Holstein","Not Employed","25","","","","4"
"Quite unimportant","1990","Schleswig-Holstein","Employed","2","","","","4"
"Quite unimportant","1990","Hamburg","Employed","2","","","","4"
"Quite unimportant","1990","Lower Saxony","Not Employed","114","0.440275067781577","0.383817880338521","0.496732255224634","4"
"Quite unimportant","1990","Hamburg","Not Employed","11","","","","4"
"Quite unimportant","1990","Lower Saxony","Employed","13","","","","4"
"Quite unimportant","1990","North Rhine-Westphalia","Not Employed","184","0.325875583474943","0.290464721502684","0.361286445447203","4"
"Quite unimportant","1990","Bremen","Not Employed","17","","","","4"
"Quite unimportant","1990","Bremen","Employed","3","","","","4"
"Quite unimportant","1990","North Rhine-Westphalia","Employed","9","","","","4"
"Quite unimportant","1990","Berlin","Employed","3","","","","4"
"Quite unimportant","1990","Brandenburg","Not Employed","","","","","4"
"Quite unimportant","1990","Berlin","Not Employed","25","","","","4"
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Not Employed","79","0.416624801711833","0.351030703639236","0.48221889978443","4"
"Quite unimportant","1990","Brandenburg","Employed","","","","","4"
"Quite unimportant","1990","Hesse","Not Employed","85","0.402639384655979","0.338699729286265","0.466579040025692","4"
"Quite unimportant","1990","Hesse","Employed","10","","","","4"
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Employed","6","","","","4"
"Quite unimportant","1990","Baden-Württemberg","Not Employed","107","0.347578368989752","0.296043436025932","0.399113301953571","4"
"Quite unimportant","1990","Baden-Württemberg","Employed","9","","","","4"
"Quite unimportant","1990","Bavaria","Not Employed","115","0.38184839705806","0.33186937381588","0.43182742030024","4"
"Quite unimportant","1990","Bavaria","Employed","15","","","","4"
"Quite unimportant","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Quite unimportant","1990","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Quite unimportant","1990","Saxony","Not Employed","","","","","4"
"Quite unimportant","1990","Saxony","Employed","","","","","4"
"Quite unimportant","1990","Saxony-Anhalt","Not Employed","","","","","4"
