"plh0107","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","no migration background","266","0.110067085460602","0.0968715178658269","0.123262653055377"
"Very important","1990","Not Employed","direct migration background","22","","",""
"Very important","1990","Not Employed","indirect migration background","3","","",""
"Very important","1990","Employed","no migration background","1151","0.270395913259349","0.256979058026374","0.283812768492324"
"Very important","1990","Employed","direct migration background","86","0.31758035587707","0.261317367951692","0.373843343802448"
"Very important","1990","Employed","indirect migration background","9","","",""
"Important","1990","Not Employed","no migration background","773","0.332370032316971","0.312509103792303","0.35223096084164"
"Important","1990","Not Employed","direct migration background","43","0.251907237759118","0.183785794402629","0.320028681115607"
"Important","1990","Not Employed","indirect migration background","8","","",""
"Important","1990","Employed","no migration background","2402","0.572487757525486","0.557543841343701","0.58743167370727"
"Important","1990","Employed","direct migration background","141","0.54152286776981","0.481303324578008","0.601742410961611"
"Important","1990","Employed","indirect migration background","15","","",""
"Less important","1990","Not Employed","no migration background","430","0.193526312466197","0.176869733061163","0.210182891871231"
"Less important","1990","Not Employed","direct migration background","27","","",""
"Less important","1990","Not Employed","indirect migration background","5","","",""
"Less important","1990","Employed","no migration background","589","0.138804850060569","0.128361011464466","0.149248688656672"
"Less important","1990","Employed","direct migration background","32","0.124324138977243","0.0844473999689477","0.164200877985538"
"Less important","1990","Employed","indirect migration background","8","","",""
"Quite unimportant","1990","Not Employed","no migration background","692","0.36403656975623","0.343749968832524","0.384323170679935"
"Quite unimportant","1990","Not Employed","direct migration background","64","0.431470340010408","0.353749438654255","0.509191241366562"
"Quite unimportant","1990","Not Employed","indirect migration background","6","","",""
"Quite unimportant","1990","Employed","no migration background","68","0.0183114791545966","0.0142614736553915","0.0223614846538016"
"Quite unimportant","1990","Employed","direct migration background","4","","",""
"Quite unimportant","1990","Employed","indirect migration background","","","",""
"Very important","1991","Not Employed","no migration background","","","",""
"Very important","1991","Not Employed","direct migration background","","","",""
"Very important","1991","Not Employed","indirect migration background","","","",""
"Very important","1991","Employed","no migration background","","","",""
"Very important","1991","Employed","direct migration background","","","",""
"Very important","1991","Employed","indirect migration background","","","",""
"Important","1991","Not Employed","no migration background","","","",""
"Important","1991","Not Employed","direct migration background","","","",""
"Important","1991","Not Employed","indirect migration background","","","",""
"Important","1991","Employed","no migration background","","","",""
"Important","1991","Employed","direct migration background","","","",""
"Important","1991","Employed","indirect migration background","","","",""
"Less important","1991","Not Employed","no migration background","","","",""
"Less important","1991","Not Employed","direct migration background","","","",""
"Less important","1991","Not Employed","indirect migration background","","","",""
"Less important","1991","Employed","no migration background","","","",""
"Less important","1991","Employed","direct migration background","","","",""
"Less important","1991","Employed","indirect migration background","","","",""
"Quite unimportant","1991","Not Employed","no migration background","","","",""
"Quite unimportant","1991","Not Employed","direct migration background","","","",""
"Quite unimportant","1991","Not Employed","indirect migration background","","","",""
"Quite unimportant","1991","Employed","no migration background","","","",""
"Quite unimportant","1991","Employed","direct migration background","","","",""
"Quite unimportant","1991","Employed","indirect migration background","","","",""
