"plh0107","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","Urban Area","221","0.111543169370826","0.0970002534274323","0.126086085314219"
"Very important","1990","Not Employed","Rural Area","70","0.113649492027943","0.0868553282987504","0.140443655757135"
"Very important","1990","Employed","Urban Area","949","0.271184759761577","0.256397095047523","0.285972424475632"
"Very important","1990","Employed","Rural Area","297","0.279869026348464","0.252492326523169","0.307245726173759"
"Important","1990","Not Employed","Urban Area","641","0.332894438062818","0.311124239569825","0.354664636555811"
"Important","1990","Not Employed","Rural Area","183","0.309354541205844","0.27033254013206","0.348376542279628"
"Important","1990","Employed","Urban Area","1986","0.574004035243801","0.557555832590777","0.590452237896824"
"Important","1990","Employed","Rural Area","572","0.556765090660555","0.526471489176664","0.587058692144446"
"Less important","1990","Not Employed","Urban Area","350","0.188148000945059","0.170092893599647","0.206203108290472"
"Less important","1990","Not Employed","Rural Area","112","0.207762830309072","0.173512462303607","0.242013198314537"
"Less important","1990","Employed","Urban Area","485","0.13756607623659","0.126108920316979","0.149023232156201"
"Less important","1990","Employed","Rural Area","144","0.142146362257358","0.120851619219813","0.163441105294903"
"Quite unimportant","1990","Not Employed","Urban Area","588","0.367414391621297","0.345142886191237","0.389685897051357"
"Quite unimportant","1990","Not Employed","Rural Area","174","0.369233136457141","0.328491499151118","0.409974773763165"
"Quite unimportant","1990","Employed","Urban Area","52","0.0172451287580322","0.0129148679333561","0.0215753895827084"
"Quite unimportant","1990","Employed","Rural Area","20","","",""
"Very important","1991","Not Employed","Urban Area","","","",""
"Very important","1991","Not Employed","Rural Area","","","",""
"Very important","1991","Employed","Urban Area","","","",""
"Very important","1991","Employed","Rural Area","","","",""
"Important","1991","Not Employed","Urban Area","","","",""
"Important","1991","Not Employed","Rural Area","","","",""
"Important","1991","Employed","Urban Area","","","",""
"Important","1991","Employed","Rural Area","","","",""
"Less important","1991","Not Employed","Urban Area","","","",""
"Less important","1991","Not Employed","Rural Area","","","",""
"Less important","1991","Employed","Urban Area","","","",""
"Less important","1991","Employed","Rural Area","","","",""
"Quite unimportant","1991","Not Employed","Urban Area","","","",""
"Quite unimportant","1991","Not Employed","Rural Area","","","",""
"Quite unimportant","1991","Employed","Urban Area","","","",""
"Quite unimportant","1991","Employed","Rural Area","","","",""
"Very important","1992","Not Employed","Urban Area","240","0.102997793542122","0.0899945233130942","0.116001063771149"
"Very important","1992","Not Employed","Rural Area","179","0.109455746508397","0.0912279920604237","0.12768350095637"
"Very important","1992","Employed","Urban Area","1401","0.302938888402181","0.289470670488624","0.316407106315738"
"Very important","1992","Employed","Rural Area","1086","0.346732399053002","0.32928383263606","0.364180965469945"
"Important","1992","Not Employed","Urban Area","679","0.295617404537713","0.276095994675212","0.315138814400214"
"Important","1992","Not Employed","Rural Area","303","0.271058658124666","0.245107062468914","0.297010253780418"
"Important","1992","Employed","Urban Area","2464","0.556790505605491","0.542230966349108","0.571350044861875"
"Important","1992","Employed","Rural Area","1467","0.529207525382454","0.510907792917843","0.547507257847066"
"Less important","1992","Not Employed","Urban Area","431","0.201054929384085","0.183909131685759","0.218200727082411"
"Less important","1992","Not Employed","Rural Area","170","0.156343643253306","0.135140070798638","0.177547215707975"
"Less important","1992","Employed","Urban Area","525","0.120945850769727","0.111389314892179","0.130502386647276"
"Less important","1992","Employed","Rural Area","242","0.0970362189645275","0.0861839867791138","0.107888451149941"
"Quite unimportant","1992","Not Employed","Urban Area","749","0.40032987253608","0.379369109976404","0.421290635095757"
"Quite unimportant","1992","Not Employed","Rural Area","475","0.46314195211363","0.434029892770779","0.492254011456482"
"Quite unimportant","1992","Employed","Urban Area","82","0.0193247552226003","0.0152900036395906","0.02335950680561"
"Quite unimportant","1992","Employed","Rural Area","63","0.0270238566000158","0.0210789951352023","0.0329687180648292"
"Very important","1993","Not Employed","Urban Area","","","",""
"Very important","1993","Not Employed","Rural Area","","","",""
"Very important","1993","Employed","Urban Area","","","",""
"Very important","1993","Employed","Rural Area","","","",""
"Important","1993","Not Employed","Urban Area","","","",""
"Important","1993","Not Employed","Rural Area","","","",""
"Important","1993","Employed","Urban Area","","","",""
"Important","1993","Employed","Rural Area","","","",""
"Less important","1993","Not Employed","Urban Area","","","",""
"Less important","1993","Not Employed","Rural Area","","","",""
"Less important","1993","Employed","Urban Area","","","",""
"Less important","1993","Employed","Rural Area","","","",""
"Quite unimportant","1993","Not Employed","Urban Area","","","",""
"Quite unimportant","1993","Not Employed","Rural Area","","","",""
"Quite unimportant","1993","Employed","Urban Area","","","",""
"Quite unimportant","1993","Employed","Rural Area","","","",""
"Very important","1994","Not Employed","Urban Area","","","",""
"Very important","1994","Not Employed","Rural Area","","","",""
"Very important","1994","Employed","Urban Area","","","",""
"Very important","1994","Employed","Rural Area","","","",""
"Important","1994","Not Employed","Urban Area","","","",""
"Important","1994","Not Employed","Rural Area","","","",""
"Important","1994","Employed","Urban Area","","","",""
"Important","1994","Employed","Rural Area","","","",""
"Less important","1994","Not Employed","Urban Area","","","",""
"Less important","1994","Not Employed","Rural Area","","","",""
"Less important","1994","Employed","Urban Area","","","",""
"Less important","1994","Employed","Rural Area","","","",""
"Quite unimportant","1994","Not Employed","Urban Area","","","",""
"Quite unimportant","1994","Not Employed","Rural Area","","","",""
"Quite unimportant","1994","Employed","Urban Area","","","",""
"Quite unimportant","1994","Employed","Rural Area","","","",""
"Very important","1995","Not Employed","Urban Area","416","0.160413382555797","0.145534449597384","0.17529231551421"
"Very important","1995","Not Employed","Rural Area","268","0.146050421189918","0.127155749316814","0.164945093063022"
"Very important","1995","Employed","Urban Area","1287","0.279135884093965","0.265931025216187","0.292340742971743"
"Very important","1995","Employed","Rural Area","907","0.312903370149151","0.295407274352996","0.330399465945305"
"Important","1995","Not Employed","Urban Area","859","0.343229056278929","0.323979632956779","0.362478479601078"
"Important","1995","Not Employed","Rural Area","454","0.312594305137197","0.287793320298262","0.337395289976131"
"Important","1995","Employed","Urban Area","2516","0.564726366177228","0.550131522816525","0.579321209537932"
"Important","1995","Employed","Rural Area","1531","0.573253060489584","0.55458988597947","0.591916234999698"
"Less important","1995","Not Employed","Urban Area","430","0.183774100640626","0.168071699299208","0.199476501982045"
"Less important","1995","Not Employed","Rural Area","199","0.155690693363536","0.13629282768549","0.175088559041582"
"Less important","1995","Employed","Urban Area","565","0.136906816406987","0.126787746306159","0.147025886507815"
"Less important","1995","Employed","Rural Area","231","0.0995341876195947","0.0882376105178111","0.110830764721378"
"Quite unimportant","1995","Not Employed","Urban Area","632","0.312583460524648","0.293789785155686","0.331377135893611"
"Quite unimportant","1995","Not Employed","Rural Area","421","0.385664580309349","0.359622271274523","0.411706889344174"
"Quite unimportant","1995","Employed","Urban Area","65","0.0192309333218196","0.015188128394833","0.0232737382488062"
"Quite unimportant","1995","Employed","Rural Area","29","","",""
"Very important","1996","Not Employed","Urban Area","","","",""
"Very important","1996","Not Employed","Rural Area","","","",""
"Very important","1996","Employed","Urban Area","","","",""
"Very important","1996","Employed","Rural Area","","","",""
"Important","1996","Not Employed","Urban Area","","","",""
"Important","1996","Not Employed","Rural Area","","","",""
"Important","1996","Employed","Urban Area","","","",""
"Important","1996","Employed","Rural Area","","","",""
"Less important","1996","Not Employed","Urban Area","","","",""
"Less important","1996","Not Employed","Rural Area","","","",""
"Less important","1996","Employed","Urban Area","","","",""
"Less important","1996","Employed","Rural Area","","","",""
"Quite unimportant","1996","Not Employed","Urban Area","","","",""
"Quite unimportant","1996","Not Employed","Rural Area","","","",""
"Quite unimportant","1996","Employed","Urban Area","","","",""
"Quite unimportant","1996","Employed","Rural Area","","","",""
"Very important","1997","Not Employed","Urban Area","","","",""
"Very important","1997","Not Employed","Rural Area","","","",""
"Very important","1997","Employed","Urban Area","","","",""
"Very important","1997","Employed","Rural Area","","","",""
"Important","1997","Not Employed","Urban Area","","","",""
"Important","1997","Not Employed","Rural Area","","","",""
"Important","1997","Employed","Urban Area","","","",""
"Important","1997","Employed","Rural Area","","","",""
"Less important","1997","Not Employed","Urban Area","","","",""
"Less important","1997","Not Employed","Rural Area","","","",""
"Less important","1997","Employed","Urban Area","","","",""
"Less important","1997","Employed","Rural Area","","","",""
"Quite unimportant","1997","Not Employed","Urban Area","","","",""
"Quite unimportant","1997","Not Employed","Rural Area","","","",""
"Quite unimportant","1997","Employed","Urban Area","","","",""
"Quite unimportant","1997","Employed","Rural Area","","","",""
"Very important","1998","Not Employed","Urban Area","","","",""
"Very important","1998","Not Employed","Rural Area","","","",""
"Very important","1998","Employed","Urban Area","","","",""
"Very important","1998","Employed","Rural Area","","","",""
"Important","1998","Not Employed","Urban Area","","","",""
"Important","1998","Not Employed","Rural Area","","","",""
"Important","1998","Employed","Urban Area","","","",""
"Important","1998","Employed","Rural Area","","","",""
"Less important","1998","Not Employed","Urban Area","","","",""
"Less important","1998","Not Employed","Rural Area","","","",""
"Less important","1998","Employed","Urban Area","","","",""
"Less important","1998","Employed","Rural Area","","","",""
"Quite unimportant","1998","Not Employed","Urban Area","","","",""
"Quite unimportant","1998","Not Employed","Rural Area","","","",""
"Quite unimportant","1998","Employed","Urban Area","","","",""
"Quite unimportant","1998","Employed","Rural Area","","","",""
"Very important","1999","Not Employed","Urban Area","","","",""
"Very important","1999","Not Employed","Rural Area","","","",""
"Very important","1999","Employed","Urban Area","","","",""
"Very important","1999","Employed","Rural Area","","","",""
"Important","1999","Not Employed","Urban Area","","","",""
"Important","1999","Not Employed","Rural Area","","","",""
"Important","1999","Employed","Urban Area","","","",""
"Important","1999","Employed","Rural Area","","","",""
"Less important","1999","Not Employed","Urban Area","","","",""
"Less important","1999","Not Employed","Rural Area","","","",""
"Less important","1999","Employed","Urban Area","","","",""
"Less important","1999","Employed","Rural Area","","","",""
"Quite unimportant","1999","Not Employed","Urban Area","","","",""
"Quite unimportant","1999","Not Employed","Rural Area","","","",""
"Quite unimportant","1999","Employed","Urban Area","","","",""
"Quite unimportant","1999","Employed","Rural Area","","","",""
"Very important","2000","Not Employed","Urban Area","","","",""
"Very important","2000","Not Employed","Rural Area","","","",""
"Very important","2000","Employed","Urban Area","","","",""
"Very important","2000","Employed","Rural Area","","","",""
"Important","2000","Not Employed","Urban Area","","","",""
"Important","2000","Not Employed","Rural Area","","","",""
"Important","2000","Employed","Urban Area","","","",""
"Important","2000","Employed","Rural Area","","","",""
"Less important","2000","Not Employed","Urban Area","","","",""
"Less important","2000","Not Employed","Rural Area","","","",""
"Less important","2000","Employed","Urban Area","","","",""
"Less important","2000","Employed","Rural Area","","","",""
"Quite unimportant","2000","Not Employed","Urban Area","","","",""
"Quite unimportant","2000","Not Employed","Rural Area","","","",""
"Quite unimportant","2000","Employed","Urban Area","","","",""
"Quite unimportant","2000","Employed","Rural Area","","","",""
"Very important","2001","Not Employed","Urban Area","","","",""
"Very important","2001","Not Employed","Rural Area","","","",""
"Very important","2001","Employed","Urban Area","","","",""
"Very important","2001","Employed","Rural Area","","","",""
"Important","2001","Not Employed","Urban Area","","","",""
"Important","2001","Not Employed","Rural Area","","","",""
"Important","2001","Employed","Urban Area","","","",""
"Important","2001","Employed","Rural Area","","","",""
"Less important","2001","Not Employed","Urban Area","","","",""
"Less important","2001","Not Employed","Rural Area","","","",""
"Less important","2001","Employed","Urban Area","","","",""
"Less important","2001","Employed","Rural Area","","","",""
"Quite unimportant","2001","Not Employed","Urban Area","","","",""
"Quite unimportant","2001","Not Employed","Rural Area","","","",""
"Quite unimportant","2001","Employed","Urban Area","","","",""
"Quite unimportant","2001","Employed","Rural Area","","","",""
"Very important","2002","Not Employed","Urban Area","","","",""
"Very important","2002","Not Employed","Rural Area","","","",""
"Very important","2002","Employed","Urban Area","","","",""
"Very important","2002","Employed","Rural Area","","","",""
