"plh0107","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Urban Area","Male","757","0.287917166367807","0.270349794530608","0.305484538205006"
"Very important","1990","Urban Area","Female","413","0.141764405790179","0.128655981166481","0.154872830413877"
"Very important","1990","Rural Area","Male","230","0.274432081392257","0.243015876878089","0.305848285906425"
"Very important","1990","Rural Area","Female","137","0.158587675088081","0.133227159356644","0.183948190819518"
"Important","1990","Urban Area","Male","1330","0.51523914376152","0.495849226635958","0.534629060887082"
"Important","1990","Urban Area","Female","1297","0.455461810833755","0.436746209109862","0.474177412557648"
"Important","1990","Rural Area","Male","392","0.498680476306542","0.463478606549654","0.533882346063431"
"Important","1990","Rural Area","Female","363","0.424034595007254","0.389724827539671","0.458344362474837"
"Less important","1990","Urban Area","Male","280","0.111865380172216","0.0996362657888511","0.12409449455558"
"Less important","1990","Urban Area","Female","555","0.197245094845931","0.182291065488682","0.212199124203181"
"Less important","1990","Rural Area","Male","88","0.122999195093586","0.0998759719377054","0.146122418249467"
"Less important","1990","Rural Area","Female","168","0.210379325237234","0.182083021100925","0.238675629373542"
"Quite unimportant","1990","Urban Area","Male","185","0.0849783096984573","0.0741595494991908","0.0957970698977239"
"Quite unimportant","1990","Urban Area","Female","455","0.205528688530135","0.190342843130689","0.220714533929581"
"Quite unimportant","1990","Rural Area","Male","65","0.103888247207615","0.0824068989552578","0.125369595459971"
"Quite unimportant","1990","Rural Area","Female","129","0.206998404667432","0.178870365378233","0.235126443956631"
"Very important","1991","Urban Area","Male","","","",""
"Very important","1991","Urban Area","Female","","","",""
"Very important","1991","Rural Area","Male","","","",""
"Very important","1991","Rural Area","Female","","","",""
"Important","1991","Urban Area","Male","","","",""
"Important","1991","Urban Area","Female","","","",""
"Important","1991","Rural Area","Male","","","",""
"Important","1991","Rural Area","Female","","","",""
"Less important","1991","Urban Area","Male","","","",""
"Less important","1991","Urban Area","Female","","","",""
"Less important","1991","Rural Area","Male","","","",""
"Less important","1991","Rural Area","Female","","","",""
"Quite unimportant","1991","Urban Area","Male","","","",""
"Quite unimportant","1991","Urban Area","Female","","","",""
"Quite unimportant","1991","Rural Area","Male","","","",""
"Quite unimportant","1991","Rural Area","Female","","","",""
"Very important","1992","Urban Area","Male","979","0.297423699906256","0.281370796246498","0.313476603566014"
"Very important","1992","Urban Area","Female","662","0.166886104235672","0.154454605172339","0.179317603299006"
"Very important","1992","Rural Area","Male","728","0.325484427507702","0.304585786204974","0.346383068810429"
"Very important","1992","Rural Area","Female","537","0.205562809578266","0.188086492033515","0.223039127123017"
"Important","1992","Urban Area","Male","1544","0.484256464431971","0.466706603655299","0.501806325208644"
"Important","1992","Urban Area","Female","1599","0.43818336666075","0.421641425775261","0.45472530754624"
"Important","1992","Rural Area","Male","890","0.477984597329297","0.455705090977084","0.500264103681511"
"Important","1992","Rural Area","Female","880","0.402411726753721","0.381204483461245","0.423618970046197"
"Less important","1992","Urban Area","Male","325","0.113603995557741","0.102460286536642","0.12474770457884"
"Less important","1992","Urban Area","Female","631","0.184099706781069","0.171178403588756","0.197021009973382"
"Less important","1992","Rural Area","Male","127","0.075803073757908","0.0639976216917158","0.0876085258241001"
"Less important","1992","Rural Area","Female","285","0.157624748358846","0.141866321001086","0.173383175716607"
"Quite unimportant","1992","Urban Area","Male","267","0.104715840104032","0.0939634328175808","0.115468247390483"
"Quite unimportant","1992","Urban Area","Female","564","0.210830822322508","0.197231623199948","0.224430021445068"
"Quite unimportant","1992","Rural Area","Male","186","0.120727901405093","0.106196000558944","0.135259802251242"
"Quite unimportant","1992","Rural Area","Female","352","0.234400715309166","0.216080604455589","0.252720826162743"
"Very important","1993","Urban Area","Male","","","",""
"Very important","1993","Urban Area","Female","","","",""
"Very important","1993","Rural Area","Male","","","",""
"Very important","1993","Rural Area","Female","","","",""
"Important","1993","Urban Area","Male","","","",""
"Important","1993","Urban Area","Female","","","",""
"Important","1993","Rural Area","Male","","","",""
"Important","1993","Rural Area","Female","","","",""
"Less important","1993","Urban Area","Male","","","",""
"Less important","1993","Urban Area","Female","","","",""
"Less important","1993","Rural Area","Male","","","",""
"Less important","1993","Rural Area","Female","","","",""
"Quite unimportant","1993","Urban Area","Male","","","",""
"Quite unimportant","1993","Urban Area","Female","","","",""
"Quite unimportant","1993","Rural Area","Male","","","",""
"Quite unimportant","1993","Rural Area","Female","","","",""
"Very important","1994","Urban Area","Male","","","",""
"Very important","1994","Urban Area","Female","","","",""
"Very important","1994","Rural Area","Male","","","",""
"Very important","1994","Rural Area","Female","","","",""
"Important","1994","Urban Area","Male","","","",""
"Important","1994","Urban Area","Female","","","",""
"Important","1994","Rural Area","Male","","","",""
"Important","1994","Rural Area","Female","","","",""
"Less important","1994","Urban Area","Male","","","",""
"Less important","1994","Urban Area","Female","","","",""
"Less important","1994","Rural Area","Male","","","",""
"Less important","1994","Rural Area","Female","","","",""
"Quite unimportant","1994","Urban Area","Male","","","",""
"Quite unimportant","1994","Urban Area","Female","","","",""
"Quite unimportant","1994","Rural Area","Male","","","",""
"Quite unimportant","1994","Rural Area","Female","","","",""
