"plh0107","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","16-34 y.","Urban Area","1069","0.53793510245245","0.516052350129579","0.559817854775321","2"
"Important","1990","16-34 y.","Rural Area","321","0.523312785857318","0.483806943174255","0.562818628540381","2"
"Important","1990","35-65 y.","Rural Area","389","0.520037262243391","0.484089891484228","0.555984633002553","2"
"Important","1990","35-65 y.","Urban Area","1384","0.535946679374651","0.516714406047667","0.555178952701634","2"
"Important","1990","66 and older","Urban Area","174","0.230331608300127","0.199028729150536","0.261634487449718","2"
"Important","1990","66 and older","Rural Area","45","0.188709549035605","0.13652927735237","0.24088982071884","2"
"Less important","1990","35-65 y.","Rural Area","132","0.183479710088428","0.155629809354247","0.211329610822609","3"
"Less important","1990","16-34 y.","Rural Area","81","0.127264174288736","0.100903386222408","0.153624962355063","3"
"Less important","1990","16-34 y.","Urban Area","257","0.122835415021406","0.108427940598292","0.137242889444519","3"
"Less important","1990","35-65 y.","Urban Area","461","0.173602218015395","0.158995316733341","0.188209119297449","3"
"Less important","1990","66 and older","Urban Area","117","0.172760900922026","0.144655230756293","0.20086657108776","3"
"Less important","1990","66 and older","Rural Area","43","0.201182290894658","0.147720939557562","0.254643642231754","3"
"Quite unimportant","1990","16-34 y.","Urban Area","42","0.0207064032123106","0.0144561975958978","0.0269566088287235","4"
"Quite unimportant","1990","16-34 y.","Rural Area","10","","","","4"
"Quite unimportant","1990","35-65 y.","Urban Area","254","0.105532611159092","0.0936841626494049","0.11738105966878","4"
"Quite unimportant","1990","35-65 y.","Rural Area","68","0.100836302888138","0.0791705404127259","0.122502065363551","4"
"Quite unimportant","1990","66 and older","Urban Area","344","0.51711629824157","0.479965249727638","0.554267346755502","4"
"Quite unimportant","1990","66 and older","Rural Area","116","0.560830862828909","0.49464685325977","0.627014872398048","4"
"Very important","1990","16-34 y.","Urban Area","626","0.318523079313834","0.2980736334994","0.338972525128267","1"
"Very important","1990","16-34 y.","Rural Area","202","0.332428595402986","0.295166956275649","0.369690234530324","1"
"Very important","1990","35-65 y.","Urban Area","484","0.184918491450862","0.169946603123098","0.199890379778626","1"
"Very important","1990","35-65 y.","Rural Area","153","0.195646724780043","0.167103315381482","0.224190134178604","1"
"Very important","1990","66 and older","Urban Area","60","0.0797911925362764","0.0596457709887111","0.0999366140838418","1"
"Very important","1990","66 and older","Rural Area","12","","","","1"
"Important","1991","16-34 y.","Rural Area","","","","","2"
"Important","1991","16-34 y.","Urban Area","","","","","2"
"Important","1991","35-65 y.","Urban Area","","","","","2"
"Important","1991","35-65 y.","Rural Area","","","","","2"
"Important","1991","66 and older","Urban Area","","","","","2"
"Important","1991","66 and older","Rural Area","","","","","2"
"Less important","1991","16-34 y.","Urban Area","","","","","3"
