"plh0107","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","lower secondary degree","32","0.183650772783646","0.119282024493463","0.24801952107383"
"Very important","1990","Schleswig-Holstein","secondary school degree","12","","",""
"Very important","1990","Schleswig-Holstein","college entrance qualification","7","","",""
"Very important","1990","Schleswig-Holstein","Other degree","1","","",""
"Very important","1990","Schleswig-Holstein","no degree/no degree yet","3","","",""
"Very important","1990","Hamburg","lower secondary degree","15","","",""
"Very important","1990","Hamburg","secondary school degree","7","","",""
"Very important","1990","Hamburg","college entrance qualification","2","","",""
"Very important","1990","Hamburg","Other degree","","","",""
"Very important","1990","Hamburg","no degree/no degree yet","","","",""
"Very important","1990","Lower Saxony","lower secondary degree","85","0.184305267478912","0.148560574074142","0.220049960883681"
"Very important","1990","Lower Saxony","secondary school degree","51","0.219323703200881","0.1628179377289","0.275829468672863"
"Very important","1990","Lower Saxony","college entrance qualification","38","0.259728022826545","0.184352302691243","0.335103742961847"
"Very important","1990","Lower Saxony","Other degree","1","","",""
"Very important","1990","Lower Saxony","no degree/no degree yet","6","","",""
"Very important","1990","Bremen","lower secondary degree","7","","",""
"Very important","1990","Bremen","secondary school degree","8","","",""
"Very important","1990","Bremen","college entrance qualification","2","","",""
"Very important","1990","Bremen","Other degree","","","",""
"Very important","1990","Bremen","no degree/no degree yet","","","",""
"Very important","1990","North Rhine-Westphalia","lower secondary degree","184","0.169300457664008","0.145785085263928","0.192815830064088"
"Very important","1990","North Rhine-Westphalia","secondary school degree","91","0.221055579943964","0.181132134081811","0.260979025806117"
"Very important","1990","North Rhine-Westphalia","college entrance qualification","89","0.265121231347031","0.219009984727889","0.311232477966172"
"Very important","1990","North Rhine-Westphalia","Other degree","4","","",""
"Very important","1990","North Rhine-Westphalia","no degree/no degree yet","18","","",""
"Very important","1990","Hesse","lower secondary degree","55","0.166906835975029","0.126856162639045","0.206957509311014"
"Very important","1990","Hesse","secondary school degree","32","0.196081874001245","0.133778663474789","0.258385084527701"
"Very important","1990","Hesse","college entrance qualification","26","","",""
"Very important","1990","Hesse","Other degree","","","",""
"Very important","1990","Hesse","no degree/no degree yet","5","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","lower secondary degree","66","0.163250933191924","0.125437987278755","0.201063879105094"
"Very important","1990","Rhineland-Palatinate,Saarland","secondary school degree","20","","",""
