"plh0107","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","West Germany","Male","1722","0.511385134891889","0.494399605854974","0.528370663928804","2"
"Important","1990","East Germany","Male","","","","","2"
"Important","1990","West Germany","Female","1660","0.448388009998318","0.431951645978538","0.464824374018098","2"
"Important","1990","East Germany","Female","","","","","2"
"Less important","1990","East Germany","Female","","","","","3"
"Less important","1990","West Germany","Male","368","0.114456761488162","0.103638753369087","0.125274769607237","3"
"Less important","1990","West Germany","Female","723","0.200201415584865","0.186976716635918","0.213426114533812","3"
"Less important","1990","East Germany","Male","","","","","3"
"Quite unimportant","1990","West Germany","Male","250","0.0893795736940422","0.079685428413503","0.0990737189745815","4"
"Quite unimportant","1990","West Germany","Female","584","0.205859499865675","0.192496743937859","0.219222255793491","4"
"Quite unimportant","1990","East Germany","Male","","","","","4"
"Quite unimportant","1990","East Germany","Female","","","","","4"
"Very important","1990","West Germany","Male","987","0.284778529925907","0.269443113131702","0.300113946720112","1"
"Very important","1990","West Germany","Female","550","0.145551074551143","0.133896064058228","0.157206085044058","1"
"Very important","1990","East Germany","Male","","","","","1"
"Very important","1990","East Germany","Female","","","","","1"
"Important","1991","West Germany","Male","","","","","2"
"Important","1991","West Germany","Female","","","","","2"
"Important","1991","East Germany","Male","","","","","2"
"Important","1991","East Germany","Female","","","","","2"
"Less important","1991","West Germany","Male","","","","","3"
"Less important","1991","East Germany","Female","","","","","3"
"Less important","1991","West Germany","Female","","","","","3"
"Less important","1991","East Germany","Male","","","","","3"
"Quite unimportant","1991","West Germany","Male","","","","","4"
"Quite unimportant","1991","West Germany","Female","","","","","4"
"Quite unimportant","1991","East Germany","Female","","","","","4"
"Quite unimportant","1991","East Germany","Male","","","","","4"
"Very important","1991","West Germany","Female","","","","","1"
"Very important","1991","West Germany","Male","","","","","1"
"Very important","1991","East Germany","Male","","","","","1"
"Very important","1991","East Germany","Female","","","","","1"
"Important","1992","West Germany","Male","1659","0.49838191789536","0.48123939266693","0.51552444312379","2"
"Important","1992","West Germany","Female","1664","0.439463881802016","0.423208045205543","0.455719718398488","2"
"Important","1992","East Germany","Male","802","0.42293929094077","0.400310899240659","0.445567682640882","2"
"Important","1992","East Germany","Female","843","0.379786535559369","0.358462866690176","0.401110204428561","2"
"Less important","1992","East Germany","Female","189","0.0988363407711841","0.0857239550324468","0.111948726509921","3"
"Less important","1992","West Germany","Male","353","0.112762422178242","0.101917929773917","0.123606914582567","3"
"Less important","1992","West Germany","Female","734","0.195739202454864","0.182743992878872","0.208734412030857","3"
"Less important","1992","East Germany","Male","100","0.0576799465133787","0.0470013159965816","0.0683585770301759","3"
"Quite unimportant","1992","West Germany","Male","285","0.104473435156617","0.0939864840996906","0.114960386213544","4"
"Quite unimportant","1992","West Germany","Female","622","0.216783522779485","0.203287681159142","0.230279364399829","4"
"Quite unimportant","1992","East Germany","Male","170","0.12788303059635","0.112586330672201","0.143179730520499","4"
"Quite unimportant","1992","East Germany","Female","301","0.221680927074151","0.203430856263735","0.239930997884567","4"
"Very important","1992","West Germany","Female","561","0.148013392963635","0.13638250636011","0.159644279567159","1"
"Very important","1992","West Germany","Male","971","0.28438222476978","0.26891548243474","0.299848967104821","1"
"Very important","1992","East Germany","Male","759","0.391497731949501","0.369141446572538","0.413854017326464","1"
"Very important","1992","East Germany","Female","657","0.299696196595297","0.279567974720982","0.319824418469611","1"
"Important","1993","West Germany","Male","","","","","2"
"Important","1993","West Germany","Female","","","","","2"
"Important","1993","East Germany","Male","","","","","2"
"Important","1993","East Germany","Female","","","","","2"
"Less important","1993","East Germany","Female","","","","","3"
"Less important","1993","West Germany","Male","","","","","3"
"Less important","1993","West Germany","Female","","","","","3"
"Less important","1993","East Germany","Male","","","","","3"
"Quite unimportant","1993","West Germany","Female","","","","","4"
"Quite unimportant","1993","West Germany","Male","","","","","4"
"Quite unimportant","1993","East Germany","Male","","","","","4"
"Quite unimportant","1993","East Germany","Female","","","","","4"
"Very important","1993","East Germany","Female","","","","","1"
"Very important","1993","West Germany","Female","","","","","1"
"Very important","1993","West Germany","Male","","","","","1"
"Very important","1993","East Germany","Male","","","","","1"
"Important","1994","West Germany","Female","","","","","2"
"Important","1994","West Germany","Male","","","","","2"
"Important","1994","East Germany","Male","","","","","2"
"Important","1994","East Germany","Female","","","","","2"
"Less important","1994","West Germany","Male","","","","","3"
"Less important","1994","West Germany","Female","","","","","3"
"Less important","1994","East Germany","Male","","","","","3"
"Less important","1994","East Germany","Female","","","","","3"
"Quite unimportant","1994","West Germany","Female","","","","","4"
"Quite unimportant","1994","West Germany","Male","","","","","4"
"Quite unimportant","1994","East Germany","Male","","","","","4"
"Quite unimportant","1994","East Germany","Female","","","","","4"
"Very important","1994","East Germany","Female","","","","","1"
"Very important","1994","West Germany","Male","","","","","1"
"Very important","1994","West Germany","Female","","","","","1"
"Very important","1994","East Germany","Male","","","","","1"
"Important","1995","West Germany","Female","1824","0.457768886555191","0.441944933937128","0.473592839173254","2"
"Important","1995","East Germany","Male","862","0.508256986100285","0.484222028570757","0.532291943629812","2"
"Important","1995","West Germany","Male","1810","0.499689825968027","0.48314165005894","0.516238001877114","2"
"Important","1995","East Germany","Female","864","0.430558253235004","0.407890552558256","0.453225953911752","2"
"Less important","1995","East Germany","Male","95","0.0646541658316914","0.0528314583093212","0.0764768733540616","3"
"Less important","1995","West Germany","Female","767","0.200058764322108","0.18735280518043","0.212764723463786","3"
"Less important","1995","East Germany","Female","164","0.0843321027722108","0.0716107786679666","0.0970534268764549","3"
"Less important","1995","West Germany","Male","399","0.121348400741166","0.110541389864682","0.13215541161765","3"
"Quite unimportant","1995","West Germany","Female","515","0.175464163963073","0.163383283009735","0.187545044916411","4"
"Quite unimportant","1995","West Germany","Male","245","0.0912204493588137","0.081691268170802","0.100749630546825","4"
"Quite unimportant","1995","East Germany","Male","123","0.106568574735426","0.0917339087553825","0.12140324071547","4"
"Quite unimportant","1995","East Germany","Female","264","0.23087325420384","0.21158234807582","0.250164160331861","4"
"Very important","1995","East Germany","Female","541","0.254236389788946","0.23430276363746","0.274170015940431","1"
"Very important","1995","West Germany","Male","1053","0.287741323931993","0.272758274895031","0.302724372968956","1"
"Very important","1995","West Germany","Female","702","0.166708185159628","0.154870231353345","0.178546138965912","1"
"Very important","1995","East Germany","Male","582","0.320520273332598","0.29808411040018","0.342956436265015","1"
"Important","1996","West Germany","Female","","","","","2"
"Important","1996","West Germany","Male","","","","","2"
"Important","1996","East Germany","Male","","","","","2"
"Important","1996","East Germany","Female","","","","","2"
"Less important","1996","East Germany","Male","","","","","3"
