"plh0107","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","higher vocational","East Germany","","","","","2"
"Important","1990","higher education","West Germany","359","0.567171054001041","0.528814970633871","0.605527137368212","2"
"Important","1990","inadequately","West Germany","30","0.383296616496668","0.271766458011639","0.494826774981697","2"
"Important","1990","inadequately","East Germany","","","","","2"
"Important","1990","higher education","East Germany","","","","","2"
"Important","1990","in school","East Germany","","","","","2"
"Important","1990","general elemantary","West Germany","614","0.375585651735602","0.351390981091472","0.399780322379733","2"
"Important","1990","general elemantary","East Germany","","","","","2"
"Important","1990","higher vocational","West Germany","252","0.517853764202227","0.472870405495782","0.562837122908672","2"
"Important","1990","in school","West Germany","56","0.513960161315943","0.420131503391056","0.60778881924083","2"
"Important","1990","middle vocational","West Germany","1926","0.502007153763356","0.485959246559769","0.518055060966943","2"
"Important","1990","middle vocational","East Germany","","","","","2"
"Important","1990","vocational + Abi","West Germany","110","0.523654268506133","0.454436665428575","0.59287187158369","2"
"Important","1990","vocational + Abi","East Germany","","","","","2"
"Less important","1990","in school","West Germany","9","","","","3"
"Less important","1990","in school","East Germany","","","","","3"
"Less important","1990","inadequately","West Germany","15","","","","3"
"Less important","1990","inadequately","East Germany","","","","","3"
"Less important","1990","general elemantary","West Germany","291","0.189836750563138","0.170243558474349","0.209429942651927","3"
"Less important","1990","general elemantary","East Germany","","","","","3"
"Less important","1990","middle vocational","West Germany","572","0.152532224332929","0.140992530197236","0.164071918468622","3"
"Less important","1990","middle vocational","East Germany","","","","","3"
"Less important","1990","vocational + Abi","West Germany","21","","","","3"
"Less important","1990","vocational + Abi","East Germany","","","","","3"
"Less important","1990","higher vocational","West Germany","81","0.174490673251232","0.140323738246061","0.208657608256403","3"
"Less important","1990","higher vocational","East Germany","","","","","3"
"Less important","1990","higher education","West Germany","88","0.13434874366703","0.107948534797092","0.160748952536967","3"
"Less important","1990","higher education","East Germany","","","","","3"
"Quite unimportant","1990","higher vocational","East Germany","","","","","4"
"Quite unimportant","1990","higher education","West Germany","37","0.0657808456052336","0.0465900408957077","0.0849716503147594","4"
"Quite unimportant","1990","inadequately","West Germany","12","","","","4"
"Quite unimportant","1990","inadequately","East Germany","","","","","4"
"Quite unimportant","1990","higher education","East Germany","","","","","4"
"Quite unimportant","1990","in school","East Germany","","","","","4"
"Quite unimportant","1990","general elemantary","West Germany","341","0.261673789968038","0.239713754545868","0.283633825390208","4"
"Quite unimportant","1990","general elemantary","East Germany","","","","","4"
"Quite unimportant","1990","higher vocational","West Germany","41","0.108389136370835","0.0804032237489279","0.136375048992743","4"
"Quite unimportant","1990","in school","West Germany","2","","","","4"
"Quite unimportant","1990","middle vocational","West Germany","391","0.131958135174438","0.121095371789886","0.14282089855899","4"
"Quite unimportant","1990","middle vocational","East Germany","","","","","4"
"Quite unimportant","1990","vocational + Abi","West Germany","8","","","","4"
"Quite unimportant","1990","vocational + Abi","East Germany","","","","","4"
"Very important","1990","in school","West Germany","42","0.376807732783217","0.285836145305946","0.467779320260487","1"
"Very important","1990","in school","East Germany","","","","","1"
"Very important","1990","inadequately","West Germany","16","","","","1"
"Very important","1990","inadequately","East Germany","","","","","1"
"Very important","1990","general elemantary","West Germany","293","0.172903807733222","0.154010453355565","0.191797162110879","1"
"Very important","1990","general elemantary","East Germany","","","","","1"
"Very important","1990","middle vocational","West Germany","840","0.213502486729277","0.200350176472285","0.22665479698627","1"
"Very important","1990","middle vocational","East Germany","","","","","1"
"Very important","1990","vocational + Abi","West Germany","61","0.33647392379339","0.270989532172501","0.401958315414279","1"
"Very important","1990","vocational + Abi","East Germany","","","","","1"
"Very important","1990","higher vocational","West Germany","100","0.199266426175706","0.163306399495757","0.235226452855654","1"
"Very important","1990","higher vocational","East Germany","","","","","1"
"Very important","1990","higher education","West Germany","157","0.232699356726695","0.19998793284388","0.265410780609511","1"
"Very important","1990","higher education","East Germany","","","","","1"
"Important","1991","higher education","East Germany","","","","","2"
"Important","1991","in school","East Germany","","","","","2"
"Important","1991","higher vocational","East Germany","","","","","2"
"Important","1991","inadequately","West Germany","","","","","2"
"Important","1991","general elemantary","West Germany","","","","","2"
"Important","1991","inadequately","East Germany","","","","","2"
"Important","1991","higher education","West Germany","","","","","2"
"Important","1991","in school","West Germany","","","","","2"
"Important","1991","higher vocational","West Germany","","","","","2"
"Important","1991","general elemantary","East Germany","","","","","2"
"Important","1991","middle vocational","West Germany","","","","","2"
"Important","1991","middle vocational","East Germany","","","","","2"
"Important","1991","vocational + Abi","West Germany","","","","","2"
"Important","1991","vocational + Abi","East Germany","","","","","2"
"Less important","1991","in school","West Germany","","","","","3"
"Less important","1991","in school","East Germany","","","","","3"
"Less important","1991","inadequately","West Germany","","","","","3"
"Less important","1991","inadequately","East Germany","","","","","3"
"Less important","1991","general elemantary","West Germany","","","","","3"
"Less important","1991","general elemantary","East Germany","","","","","3"
"Less important","1991","middle vocational","West Germany","","","","","3"
"Less important","1991","middle vocational","East Germany","","","","","3"
"Less important","1991","vocational + Abi","West Germany","","","","","3"
"Less important","1991","vocational + Abi","East Germany","","","","","3"
"Less important","1991","higher vocational","West Germany","","","","","3"
"Less important","1991","higher vocational","East Germany","","","","","3"
"Less important","1991","higher education","West Germany","","","","","3"
"Less important","1991","higher education","East Germany","","","","","3"
"Quite unimportant","1991","higher education","East Germany","","","","","4"
"Quite unimportant","1991","in school","East Germany","","","","","4"
"Quite unimportant","1991","higher vocational","East Germany","","","","","4"
"Quite unimportant","1991","inadequately","West Germany","","","","","4"
"Quite unimportant","1991","general elemantary","West Germany","","","","","4"
"Quite unimportant","1991","inadequately","East Germany","","","","","4"
"Quite unimportant","1991","higher education","West Germany","","","","","4"
"Quite unimportant","1991","in school","West Germany","","","","","4"
"Quite unimportant","1991","higher vocational","West Germany","","","","","4"
"Quite unimportant","1991","general elemantary","East Germany","","","","","4"
"Quite unimportant","1991","middle vocational","West Germany","","","","","4"
"Quite unimportant","1991","middle vocational","East Germany","","","","","4"
"Quite unimportant","1991","vocational + Abi","West Germany","","","","","4"
"Quite unimportant","1991","vocational + Abi","East Germany","","","","","4"
"Very important","1991","in school","West Germany","","","","","1"
"Very important","1991","in school","East Germany","","","","","1"
"Very important","1991","inadequately","West Germany","","","","","1"
"Very important","1991","inadequately","East Germany","","","","","1"
"Very important","1991","general elemantary","West Germany","","","","","1"
"Very important","1991","general elemantary","East Germany","","","","","1"
"Very important","1991","middle vocational","West Germany","","","","","1"
"Very important","1991","middle vocational","East Germany","","","","","1"
"Very important","1991","vocational + Abi","West Germany","","","","","1"
"Very important","1991","vocational + Abi","East Germany","","","","","1"
"Very important","1991","higher vocational","West Germany","","","","","1"
"Very important","1991","higher vocational","East Germany","","","","","1"
"Very important","1991","higher education","West Germany","","","","","1"
"Very important","1991","higher education","East Germany","","","","","1"
"Important","1992","in school","East Germany","14","","","","2"
"Important","1992","inadequately","West Germany","26","","","","2"
"Important","1992","general elemantary","West Germany","582","0.385523221315167","0.360427933771061","0.410618508859272","2"
"Important","1992","higher vocational","East Germany","83","0.359905333949779","0.297604062023904","0.422206605875654","2"
"Important","1992","higher education","East Germany","433","0.462965315058379","0.430316345285316","0.495614284831443","2"
"Important","1992","inadequately","East Germany","8","","","","2"
"Important","1992","higher education","West Germany","380","0.541148583135849","0.503777813628751","0.578519352642946","2"
"Important","1992","in school","West Germany","50","0.505478922460701","0.404940928072035","0.606016916849368","2"
"Important","1992","general elemantary","East Germany","113","0.218375756208169","0.17923516076875","0.257516351647588","2"
"Important","1992","higher vocational","West Germany","249","0.467695342771171","0.424004453561005","0.511386231981337","2"
"Important","1992","middle vocational","West Germany","1881","0.485650502340848","0.469641242552459","0.501659762129236","2"
"Important","1992","middle vocational","East Germany","945","0.418464188829881","0.397460286330039","0.439468091329723","2"
"Important","1992","vocational + Abi","West Germany","119","0.532272560764491","0.466038206337706","0.598506915191276","2"
"Important","1992","vocational + Abi","East Germany","37","0.500300496102477","0.380576662249292","0.620024329955662","2"
"Less important","1992","in school","West Germany","9","","","","3"
"Less important","1992","in school","East Germany","1","","","","3"
"Less important","1992","inadequately","West Germany","13","","","","3"
"Less important","1992","inadequately","East Germany","3","","","","3"
"Less important","1992","general elemantary","West Germany","270","0.18496719502039","0.164947886735104","0.204986503305675","3"
"Less important","1992","general elemantary","East Germany","51","0.119990731790792","0.0892054112008286","0.150776052380754","3"
"Less important","1992","middle vocational","West Germany","592","0.1533221315916","0.141781177881458","0.164863085301743","3"
"Less important","1992","middle vocational","East Germany","161","0.0773853372817321","0.0660084847496802","0.0887621898137841","3"
"Less important","1992","vocational + Abi","West Germany","33","0.155257907990796","0.107184072093448","0.203331743888143","3"
"Less important","1992","vocational + Abi","East Germany","6","","","","3"
"Less important","1992","higher vocational","West Germany","76","0.160696763323604","0.128538525564799","0.19285500108241","3"
"Less important","1992","higher vocational","East Germany","11","","","","3"
"Less important","1992","higher education","West Germany","82","0.117498005019302","0.0933483554308798","0.141647654607725","3"
"Less important","1992","higher education","East Germany","55","0.0604975516535399","0.0448872266953059","0.0761078766117739","3"
"Quite unimportant","1992","in school","East Germany","","","","","4"
"Quite unimportant","1992","inadequately","West Germany","17","","","","4"
"Quite unimportant","1992","general elemantary","West Germany","340","0.279806568147728","0.25666100787181","0.302952128423647","4"
"Quite unimportant","1992","higher vocational","East Germany","23","","","","4"
"Quite unimportant","1992","higher education","East Germany","59","0.0881312626838535","0.0695692422822163","0.106693283085491","4"
"Quite unimportant","1992","inadequately","East Germany","3","","","","4"
