"plh0107","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","in school","37","0.385474385157559","0.287603380692548","0.48334538962257"
"Very important","1990","Not Employed","inadequately","5","","",""
"Very important","1990","Not Employed","general elemantary","75","0.0928725255990045","0.0723312127321099","0.113413838465899"
"Very important","1990","Not Employed","middle vocational","121","0.0945867117920037","0.0775841071647348","0.111589316419273"
"Very important","1990","Not Employed","vocational + Abi","16","","",""
"Very important","1990","Not Employed","higher vocational","10","","",""
"Very important","1990","Not Employed","higher education","18","","",""
"Very important","1990","Employed","in school","5","","",""
"Very important","1990","Employed","inadequately","11","","",""
"Very important","1990","Employed","general elemantary","218","0.267968183640424","0.236725665135641","0.299210702145207"
"Very important","1990","Employed","middle vocational","719","0.2744952844259","0.257312167381152","0.291678401470647"
"Very important","1990","Employed","vocational + Abi","45","0.353275016943055","0.276267429915472","0.430282603970637"
"Very important","1990","Employed","higher vocational","90","0.248264943319491","0.203639048056938","0.292890838582043"
"Very important","1990","Employed","higher education","139","0.256784850885832","0.219486918312378","0.294082783459286"
"Important","1990","Not Employed","in school","48","0.505480532887143","0.404942542047772","0.606018523726513"
"Important","1990","Not Employed","inadequately","10","","",""
"Important","1990","Not Employed","general elemantary","229","0.269297967116046","0.237904657422944","0.300691276809147"
"Important","1990","Not Employed","middle vocational","426","0.352369184957092","0.324614284546011","0.380124085368173"
"Important","1990","Not Employed","vocational + Abi","24","","",""
"Important","1990","Not Employed","higher vocational","34","0.257298639773415","0.177052985910148","0.337544293636682"
"Important","1990","Not Employed","higher education","42","0.369670529839011","0.281059683104014","0.458281376574007"
"Important","1990","Employed","in school","8","","",""
"Important","1990","Employed","inadequately","20","","",""
"Important","1990","Employed","general elemantary","385","0.501838438590052","0.466568353333817","0.537108523846287"
"Important","1990","Employed","middle vocational","1500","0.578757596368202","0.559745553809952","0.597769638926452"
"Important","1990","Employed","vocational + Abi","86","0.551053310743928","0.470920305971181","0.631186315516674"
"Important","1990","Employed","higher vocational","218","0.62056617545339","0.570440652978069","0.670691697928711"
"Important","1990","Employed","higher education","317","0.613933174633328","0.5723675246247","0.655498824641956"
"Less important","1990","Not Employed","in school","8","","",""
"Less important","1990","Not Employed","inadequately","8","","",""
"Less important","1990","Not Employed","general elemantary","147","0.187463948450553","0.159843507428846","0.215084389472261"
"Less important","1990","Not Employed","middle vocational","235","0.195013263747166","0.171993365605271","0.218033161889061"
"Less important","1990","Not Employed","vocational + Abi","6","","",""
"Less important","1990","Not Employed","higher vocational","33","0.311412092697046","0.2264073616463","0.396416823747793"
"Less important","1990","Not Employed","higher education","22","","",""
"Less important","1990","Employed","in school","1","","",""
"Less important","1990","Employed","inadequately","7","","",""
"Less important","1990","Employed","general elemantary","144","0.192655260350422","0.164835115514799","0.220475405186045"
"Less important","1990","Employed","middle vocational","337","0.130743378872337","0.117762675061146","0.143724082683527"
"Less important","1990","Employed","vocational + Abi","15","","",""
"Less important","1990","Employed","higher vocational","48","0.120515418786207","0.0868850009827306","0.154145836589683"
"Less important","1990","Employed","higher education","66","0.119638008038904","0.0919298272684869","0.147346188809322"
"Quite unimportant","1990","Not Employed","in school","2","","",""
"Quite unimportant","1990","Not Employed","inadequately","11","","",""
"Quite unimportant","1990","Not Employed","general elemantary","316","0.450365558834397","0.415155239500303","0.485575878168491"
"Quite unimportant","1990","Not Employed","middle vocational","356","0.358030839503739","0.330176410434472","0.385885268573005"
"Quite unimportant","1990","Not Employed","vocational + Abi","6","","",""
"Quite unimportant","1990","Not Employed","higher vocational","37","0.356319550735988","0.268407046654997","0.44423205481698"
"Quite unimportant","1990","Not Employed","higher education","32","0.302875804295298","0.218526203061289","0.387225405529307"
"Quite unimportant","1990","Employed","in school","","","",""
"Quite unimportant","1990","Employed","inadequately","1","","",""
"Quite unimportant","1990","Employed","general elemantary","25","","",""
"Quite unimportant","1990","Employed","middle vocational","35","0.0160037403335614","0.0111717967335177","0.0208356839336051"
"Quite unimportant","1990","Employed","vocational + Abi","2","","",""
"Quite unimportant","1990","Employed","higher vocational","4","","",""
"Quite unimportant","1990","Employed","higher education","5","","",""
"Very important","1991","Not Employed","in school","","","",""
"Very important","1991","Not Employed","inadequately","","","",""
"Very important","1991","Not Employed","general elemantary","","","",""
"Very important","1991","Not Employed","middle vocational","","","",""
"Very important","1991","Not Employed","vocational + Abi","","","",""
"Very important","1991","Not Employed","higher vocational","","","",""
"Very important","1991","Not Employed","higher education","","","",""
"Very important","1991","Employed","in school","","","",""
"Very important","1991","Employed","inadequately","","","",""
"Very important","1991","Employed","general elemantary","","","",""
"Very important","1991","Employed","middle vocational","","","",""
"Very important","1991","Employed","vocational + Abi","","","",""
"Very important","1991","Employed","higher vocational","","","",""
"Very important","1991","Employed","higher education","","","",""
"Important","1991","Not Employed","in school","","","",""
"Important","1991","Not Employed","inadequately","","","",""
"Important","1991","Not Employed","general elemantary","","","",""
"Important","1991","Not Employed","middle vocational","","","",""
"Important","1991","Not Employed","vocational + Abi","","","",""
"Important","1991","Not Employed","higher vocational","","","",""
"Important","1991","Not Employed","higher education","","","",""
"Important","1991","Employed","in school","","","",""
"Important","1991","Employed","inadequately","","","",""
"Important","1991","Employed","general elemantary","","","",""
"Important","1991","Employed","middle vocational","","","",""
"Important","1991","Employed","vocational + Abi","","","",""
"Important","1991","Employed","higher vocational","","","",""
"Important","1991","Employed","higher education","","","",""
"Less important","1991","Not Employed","in school","","","",""
"Less important","1991","Not Employed","inadequately","","","",""
"Less important","1991","Not Employed","general elemantary","","","",""
"Less important","1991","Not Employed","middle vocational","","","",""
"Less important","1991","Not Employed","vocational + Abi","","","",""
"Less important","1991","Not Employed","higher vocational","","","",""
"Less important","1991","Not Employed","higher education","","","",""
"Less important","1991","Employed","in school","","","",""
"Less important","1991","Employed","inadequately","","","",""
"Less important","1991","Employed","general elemantary","","","",""
"Less important","1991","Employed","middle vocational","","","",""
"Less important","1991","Employed","vocational + Abi","","","",""
"Less important","1991","Employed","higher vocational","","","",""
"Less important","1991","Employed","higher education","","","",""
"Quite unimportant","1991","Not Employed","in school","","","",""
"Quite unimportant","1991","Not Employed","inadequately","","","",""
"Quite unimportant","1991","Not Employed","general elemantary","","","",""
"Quite unimportant","1991","Not Employed","middle vocational","","","",""
"Quite unimportant","1991","Not Employed","vocational + Abi","","","",""
"Quite unimportant","1991","Not Employed","higher vocational","","","",""
"Quite unimportant","1991","Not Employed","higher education","","","",""
"Quite unimportant","1991","Employed","in school","","","",""
"Quite unimportant","1991","Employed","inadequately","","","",""
"Quite unimportant","1991","Employed","general elemantary","","","",""
"Quite unimportant","1991","Employed","middle vocational","","","",""
"Quite unimportant","1991","Employed","vocational + Abi","","","",""
"Quite unimportant","1991","Employed","higher vocational","","","",""
"Quite unimportant","1991","Employed","higher education","","","",""
"Very important","1992","Not Employed","in school","51","0.430528481863328","0.339233729043576","0.521823234683081"
"Very important","1992","Not Employed","inadequately","6","","",""
"Very important","1992","Not Employed","general elemantary","103","0.076469500775248","0.0598228643703191","0.093116137180177"
"Very important","1992","Not Employed","middle vocational","179","0.0971340811127992","0.0827355278828313","0.111532634342767"
"Very important","1992","Not Employed","vocational + Abi","14","","",""
"Very important","1992","Not Employed","higher vocational","13","","",""
"Very important","1992","Not Employed","higher education","45","0.14793515727613","0.103295898341877","0.192574416210382"
"Very important","1992","Employed","in school","10","","",""
"Very important","1992","Employed","inadequately","17","","",""
"Very important","1992","Employed","general elemantary","282","0.277750754438512","0.248391129472582","0.307110379404442"
"Very important","1992","Employed","middle vocational","1423","0.312988132976998","0.29902722482188","0.326949041132116"
"Very important","1992","Employed","vocational + Abi","63","0.287070234062724","0.22742587038","0.346714597745449"
"Very important","1992","Employed","higher vocational","219","0.346473306159686","0.307747483701225","0.385199128618146"
"Very important","1992","Employed","higher education","479","0.346213161682367","0.320701735634825","0.371724587729909"
"Important","1992","Not Employed","in school","52","0.467812093553585","0.375814367616336","0.559809819490834"
"Important","1992","Not Employed","inadequately","11","","",""
"Important","1992","Not Employed","general elemantary","237","0.241365081807208","0.214560417054163","0.268169746560253"
"Important","1992","Not Employed","middle vocational","549","0.31573335528167","0.293134089696828","0.338332620866513"
"Important","1992","Not Employed","vocational + Abi","24","","",""
"Important","1992","Not Employed","higher vocational","34","0.189966166621157","0.126980074249897","0.252952258992416"
"Important","1992","Not Employed","higher education","70","0.284511383776279","0.227783557505407","0.341239210047151"
"Important","1992","Employed","in school","12","","",""
"Important","1992","Employed","inadequately","23","","",""
"Important","1992","Employed","general elemantary","458","0.534203457588938","0.501504733316416","0.56690218186146"
"Important","1992","Employed","middle vocational","2277","0.548953110452855","0.533971928247716","0.563934292657994"
"Important","1992","Employed","vocational + Abi","132","0.592379996766347","0.527594187104839","0.657165806427854"
"Important","1992","Employed","higher vocational","298","0.538456277307534","0.497885274661046","0.579027279954022"
"Important","1992","Employed","higher education","743","0.563840689007262","0.537249017172752","0.590432360841772"
"Less important","1992","Not Employed","in school","7","","",""
"Less important","1992","Not Employed","inadequately","7","","",""
"Less important","1992","Not Employed","general elemantary","195","0.19331449637491","0.168577835077179","0.218051157672642"
"Less important","1992","Not Employed","middle vocational","306","0.182233417231128","0.163464029854404","0.201002804607853"
"Less important","1992","Not Employed","vocational + Abi","13","","",""
"Less important","1992","Not Employed","higher vocational","32","0.256508814557732","0.18638847416873","0.326629154946733"
"Less important","1992","Not Employed","higher education","40","0.190183083847222","0.140840223766183","0.23952594392826"
"Less important","1992","Employed","in school","3","","",""
"Less important","1992","Employed","inadequately","9","","",""
"Less important","1992","Employed","general elemantary","126","0.152751156196313","0.129169349387928","0.176332963004698"
"Less important","1992","Employed","middle vocational","447","0.114202951040383","0.104627187956327","0.123778714124439"
"Less important","1992","Employed","vocational + Abi","26","","",""
"Less important","1992","Employed","higher vocational","55","0.104016399344565","0.0791716263682929","0.128861172320838"
"Less important","1992","Employed","higher education","97","0.0758155695843243","0.0616216157987779","0.0900095233698708"
"Quite unimportant","1992","Not Employed","in school","3","","",""
"Quite unimportant","1992","Not Employed","inadequately","20","","",""
"Quite unimportant","1992","Not Employed","general elemantary","444","0.488850921042633","0.457538348071798","0.520163494013468"
"Quite unimportant","1992","Not Employed","middle vocational","591","0.404899146374402","0.381032569945183","0.428765722803621"
"Quite unimportant","1992","Not Employed","vocational + Abi","13","","",""
"Quite unimportant","1992","Not Employed","higher vocational","70","0.476694971977594","0.396498974009655","0.556890969945534"
"Quite unimportant","1992","Not Employed","higher education","88","0.37737037510037","0.316424580126847","0.438316170073893"
"Quite unimportant","1992","Employed","in school","1","","",""
"Quite unimportant","1992","Employed","inadequately","","","",""
"Quite unimportant","1992","Employed","general elemantary","28","","",""
"Quite unimportant","1992","Employed","middle vocational","91","0.0238558055297636","0.0192614812503607","0.0284501298091664"
"Quite unimportant","1992","Employed","vocational + Abi","","","",""
"Quite unimportant","1992","Employed","higher vocational","8","","",""
"Quite unimportant","1992","Employed","higher education","17","","",""
"Very important","1993","Not Employed","in school","","","",""
"Very important","1993","Not Employed","inadequately","","","",""
"Very important","1993","Not Employed","general elemantary","","","",""
"Very important","1993","Not Employed","middle vocational","","","",""
"Very important","1993","Not Employed","vocational + Abi","","","",""
"Very important","1993","Not Employed","higher vocational","","","",""
"Very important","1993","Not Employed","higher education","","","",""
"Very important","1993","Employed","in school","","","",""
"Very important","1993","Employed","inadequately","","","",""
"Very important","1993","Employed","general elemantary","","","",""
"Very important","1993","Employed","middle vocational","","","",""
"Very important","1993","Employed","vocational + Abi","","","",""
"Very important","1993","Employed","higher vocational","","","",""
"Very important","1993","Employed","higher education","","","",""
"Important","1993","Not Employed","in school","","","",""
"Important","1993","Not Employed","inadequately","","","",""
"Important","1993","Not Employed","general elemantary","","","",""
"Important","1993","Not Employed","middle vocational","","","",""
"Important","1993","Not Employed","vocational + Abi","","","",""
"Important","1993","Not Employed","higher vocational","","","",""
"Important","1993","Not Employed","higher education","","","",""
"Important","1993","Employed","in school","","","",""
"Important","1993","Employed","inadequately","","","",""
"Important","1993","Employed","general elemantary","","","",""
"Important","1993","Employed","middle vocational","","","",""
"Important","1993","Employed","vocational + Abi","","","",""
"Important","1993","Employed","higher vocational","","","",""
"Important","1993","Employed","higher education","","","",""
"Less important","1993","Not Employed","in school","","","",""
"Less important","1993","Not Employed","inadequately","","","",""
"Less important","1993","Not Employed","general elemantary","","","",""
"Less important","1993","Not Employed","middle vocational","","","",""
"Less important","1993","Not Employed","vocational + Abi","","","",""
"Less important","1993","Not Employed","higher vocational","","","",""
"Less important","1993","Not Employed","higher education","","","",""
"Less important","1993","Employed","in school","","","",""
"Less important","1993","Employed","inadequately","","","",""
"Less important","1993","Employed","general elemantary","","","",""
"Less important","1993","Employed","middle vocational","","","",""
"Less important","1993","Employed","vocational + Abi","","","",""
"Less important","1993","Employed","higher vocational","","","",""
"Less important","1993","Employed","higher education","","","",""
"Quite unimportant","1993","Not Employed","in school","","","",""
"Quite unimportant","1993","Not Employed","inadequately","","","",""
"Quite unimportant","1993","Not Employed","general elemantary","","","",""
"Quite unimportant","1993","Not Employed","middle vocational","","","",""
"Quite unimportant","1993","Not Employed","vocational + Abi","","","",""
"Quite unimportant","1993","Not Employed","higher vocational","","","",""
"Quite unimportant","1993","Not Employed","higher education","","","",""
"Quite unimportant","1993","Employed","in school","","","",""
"Quite unimportant","1993","Employed","inadequately","","","",""
"Quite unimportant","1993","Employed","general elemantary","","","",""
"Quite unimportant","1993","Employed","middle vocational","","","",""
"Quite unimportant","1993","Employed","vocational + Abi","","","",""
"Quite unimportant","1993","Employed","higher vocational","","","",""
"Quite unimportant","1993","Employed","higher education","","","",""
"Very important","1994","Not Employed","in school","","","",""
"Very important","1994","Not Employed","inadequately","","","",""
"Very important","1994","Not Employed","general elemantary","","","",""
"Very important","1994","Not Employed","middle vocational","","","",""
"Very important","1994","Not Employed","vocational + Abi","","","",""
"Very important","1994","Not Employed","higher vocational","","","",""
"Very important","1994","Not Employed","higher education","","","",""
"Very important","1994","Employed","in school","","","",""
"Very important","1994","Employed","inadequately","","","",""
"Very important","1994","Employed","general elemantary","","","",""
"Very important","1994","Employed","middle vocational","","","",""
"Very important","1994","Employed","vocational + Abi","","","",""
"Very important","1994","Employed","higher vocational","","","",""
"Very important","1994","Employed","higher education","","","",""
"Important","1994","Not Employed","in school","","","",""
"Important","1994","Not Employed","inadequately","","","",""
"Important","1994","Not Employed","general elemantary","","","",""
"Important","1994","Not Employed","middle vocational","","","",""
"Important","1994","Not Employed","vocational + Abi","","","",""
"Important","1994","Not Employed","higher vocational","","","",""
"Important","1994","Not Employed","higher education","","","",""
"Important","1994","Employed","in school","","","",""
"Important","1994","Employed","inadequately","","","",""
"Important","1994","Employed","general elemantary","","","",""
"Important","1994","Employed","middle vocational","","","",""
"Important","1994","Employed","vocational + Abi","","","",""
"Important","1994","Employed","higher vocational","","","",""
"Important","1994","Employed","higher education","","","",""
"Less important","1994","Not Employed","in school","","","",""
"Less important","1994","Not Employed","inadequately","","","",""
"Less important","1994","Not Employed","general elemantary","","","",""
"Less important","1994","Not Employed","middle vocational","","","",""
"Less important","1994","Not Employed","vocational + Abi","","","",""
"Less important","1994","Not Employed","higher vocational","","","",""
"Less important","1994","Not Employed","higher education","","","",""
"Less important","1994","Employed","in school","","","",""
"Less important","1994","Employed","inadequately","","","",""
"Less important","1994","Employed","general elemantary","","","",""
"Less important","1994","Employed","middle vocational","","","",""
"Less important","1994","Employed","vocational + Abi","","","",""
"Less important","1994","Employed","higher vocational","","","",""
"Less important","1994","Employed","higher education","","","",""
"Quite unimportant","1994","Not Employed","in school","","","",""
"Quite unimportant","1994","Not Employed","inadequately","","","",""
"Quite unimportant","1994","Not Employed","general elemantary","","","",""
"Quite unimportant","1994","Not Employed","middle vocational","","","",""
"Quite unimportant","1994","Not Employed","vocational + Abi","","","",""
"Quite unimportant","1994","Not Employed","higher vocational","","","",""
"Quite unimportant","1994","Not Employed","higher education","","","",""
"Quite unimportant","1994","Employed","in school","","","",""
"Quite unimportant","1994","Employed","inadequately","","","",""
"Quite unimportant","1994","Employed","general elemantary","","","",""
"Quite unimportant","1994","Employed","middle vocational","","","",""
"Quite unimportant","1994","Employed","vocational + Abi","","","",""
"Quite unimportant","1994","Employed","higher vocational","","","",""
"Quite unimportant","1994","Employed","higher education","","","",""
"Very important","1995","Not Employed","in school","104","0.413845494297862","0.349915327581397","0.477775661014326"
"Very important","1995","Not Employed","inadequately","3","","",""
"Very important","1995","Not Employed","general elemantary","130","0.121403398510162","0.100333743617806","0.142473053402518"
"Very important","1995","Not Employed","middle vocational","320","0.14856008492915","0.132357923532126","0.164762246326174"
"Very important","1995","Not Employed","vocational + Abi","22","","",""
"Very important","1995","Not Employed","higher vocational","18","","",""
"Very important","1995","Not Employed","higher education","73","0.204596949535696","0.160671239622037","0.248522659449355"
"Very important","1995","Employed","in school","6","","",""
"Very important","1995","Employed","inadequately","14","","",""
"Very important","1995","Employed","general elemantary","245","0.277066848078885","0.24630275116914","0.30783094498863"
"Very important","1995","Employed","middle vocational","1229","0.291460234414128","0.277368596715493","0.305551872112764"
"Very important","1995","Employed","vocational + Abi","90","0.299127901235363","0.246520185583949","0.351735616886776"
"Very important","1995","Employed","higher vocational","172","0.30487996255459","0.266371492552296","0.343388432556884"
"Very important","1995","Employed","higher education","406","0.280957207220837","0.256909742818907","0.305004671622766"
"Important","1995","Not Employed","in school","106","0.490806134162728","0.425916213962652","0.555696054362804"
"Important","1995","Not Employed","inadequately","11","","",""
"Important","1995","Not Employed","general elemantary","262","0.255003357332127","0.226884520769494","0.283122193894761"
"Important","1995","Not Employed","middle vocational","706","0.357511155099854","0.335677699559799","0.379344610639908"
"Important","1995","Not Employed","vocational + Abi","52","0.53181278751188","0.436370112444402","0.627255462579358"
"Important","1995","Not Employed","higher vocational","59","0.368296451166575","0.293323439939172","0.443269462393977"
"Important","1995","Not Employed","higher education","99","0.288032204302081","0.238723194106102","0.337341214498061"
"Important","1995","Employed","in school","3","","",""
"Important","1995","Employed","inadequately","25","","",""
"Important","1995","Employed","general elemantary","443","0.536517920144776","0.502240241101143","0.570795599188409"
"Important","1995","Employed","middle vocational","2257","0.570099075424666","0.554747637631472","0.58545051321786"
"Important","1995","Employed","vocational + Abi","161","0.562868998021312","0.505877369731957","0.619860626310667"
"Important","1995","Employed","higher vocational","301","0.539630025968629","0.497936995086781","0.581323056850478"
"Important","1995","Employed","higher education","825","0.609627365510764","0.583527171067875","0.635727559953653"
"Less important","1995","Not Employed","in school","15","","",""
"Less important","1995","Not Employed","inadequately","16","","",""
"Less important","1995","Not Employed","general elemantary","158","0.16786075587017","0.143749500116772","0.191972011623568"
"Less important","1995","Not Employed","middle vocational","316","0.174643783962561","0.15734792396711","0.191939643958012"
"Less important","1995","Not Employed","vocational + Abi","21","","",""
"Less important","1995","Not Employed","higher vocational","35","0.224087615751618","0.159274216617194","0.288901014886042"
"Less important","1995","Not Employed","higher education","63","0.203185409746212","0.1593726626834","0.246998156809024"
"Less important","1995","Employed","in school","1","","",""
"Less important","1995","Employed","inadequately","8","","",""
"Less important","1995","Employed","general elemantary","107","0.154920210260974","0.130048496273504","0.179791924248443"
"Less important","1995","Employed","middle vocational","455","0.122216160544299","0.112059573199385","0.132372747889213"
"Less important","1995","Employed","vocational + Abi","37","0.131031659937823","0.092262026505492","0.169801293370154"
"Less important","1995","Employed","higher vocational","69","0.140145245053788","0.111107448973636","0.169183041133939"
"Less important","1995","Employed","higher education","101","0.092663007169299","0.0771495233498678","0.10817649098873"
"Quite unimportant","1995","Not Employed","in school","3","","",""
"Quite unimportant","1995","Not Employed","inadequately","18","","",""
"Quite unimportant","1995","Not Employed","general elemantary","373","0.45573248828754","0.423602657302876","0.487862319272205"
"Quite unimportant","1995","Not Employed","middle vocational","509","0.319284976008435","0.298046820753331","0.340523131263539"
"Quite unimportant","1995","Not Employed","vocational + Abi","10","","",""
"Quite unimportant","1995","Not Employed","higher vocational","47","0.330650742438637","0.257526619022944","0.40377486585433"
"Quite unimportant","1995","Not Employed","higher education","89","0.304185436416011","0.254090762750918","0.354280110081103"
"Quite unimportant","1995","Employed","in school","","","",""
"Quite unimportant","1995","Employed","inadequately","1","","",""
"Quite unimportant","1995","Employed","general elemantary","18","","",""
"Quite unimportant","1995","Employed","middle vocational","54","0.0162245296169064","0.0123068965990547","0.020142162634758"
"Quite unimportant","1995","Employed","vocational + Abi","3","","",""
"Quite unimportant","1995","Employed","higher vocational","7","","",""
"Quite unimportant","1995","Employed","higher education","10","","",""
"Very important","1996","Not Employed","in school","","","",""
"Very important","1996","Not Employed","inadequately","","","",""
"Very important","1996","Not Employed","general elemantary","","","",""
"Very important","1996","Not Employed","middle vocational","","","",""
"Very important","1996","Not Employed","vocational + Abi","","","",""
"Very important","1996","Not Employed","higher vocational","","","",""
"Very important","1996","Not Employed","higher education","","","",""
"Very important","1996","Employed","in school","","","",""
"Very important","1996","Employed","inadequately","","","",""
"Very important","1996","Employed","general elemantary","","","",""
"Very important","1996","Employed","middle vocational","","","",""
"Very important","1996","Employed","vocational + Abi","","","",""
"Very important","1996","Employed","higher vocational","","","",""
"Very important","1996","Employed","higher education","","","",""
"Important","1996","Not Employed","in school","","","",""
"Important","1996","Not Employed","inadequately","","","",""
"Important","1996","Not Employed","general elemantary","","","",""
"Important","1996","Not Employed","middle vocational","","","",""
"Important","1996","Not Employed","vocational + Abi","","","",""
"Important","1996","Not Employed","higher vocational","","","",""
"Important","1996","Not Employed","higher education","","","",""
"Important","1996","Employed","in school","","","",""
"Important","1996","Employed","inadequately","","","",""
"Important","1996","Employed","general elemantary","","","",""
"Important","1996","Employed","middle vocational","","","",""
"Important","1996","Employed","vocational + Abi","","","",""
"Important","1996","Employed","higher vocational","","","",""
"Important","1996","Employed","higher education","","","",""
"Less important","1996","Not Employed","in school","","","",""
"Less important","1996","Not Employed","inadequately","","","",""
"Less important","1996","Not Employed","general elemantary","","","",""
"Less important","1996","Not Employed","middle vocational","","","",""
"Less important","1996","Not Employed","vocational + Abi","","","",""
"Less important","1996","Not Employed","higher vocational","","","",""
"Less important","1996","Not Employed","higher education","","","",""
"Less important","1996","Employed","in school","","","",""
"Less important","1996","Employed","inadequately","","","",""
"Less important","1996","Employed","general elemantary","","","",""
"Less important","1996","Employed","middle vocational","","","",""
"Less important","1996","Employed","vocational + Abi","","","",""
"Less important","1996","Employed","higher vocational","","","",""
"Less important","1996","Employed","higher education","","","",""
"Quite unimportant","1996","Not Employed","in school","","","",""
"Quite unimportant","1996","Not Employed","inadequately","","","",""
"Quite unimportant","1996","Not Employed","general elemantary","","","",""
"Quite unimportant","1996","Not Employed","middle vocational","","","",""
"Quite unimportant","1996","Not Employed","vocational + Abi","","","",""
"Quite unimportant","1996","Not Employed","higher vocational","","","",""
"Quite unimportant","1996","Not Employed","higher education","","","",""
"Quite unimportant","1996","Employed","in school","","","",""
"Quite unimportant","1996","Employed","inadequately","","","",""
"Quite unimportant","1996","Employed","general elemantary","","","",""
"Quite unimportant","1996","Employed","middle vocational","","","",""
"Quite unimportant","1996","Employed","vocational + Abi","","","",""
"Quite unimportant","1996","Employed","higher vocational","","","",""
"Quite unimportant","1996","Employed","higher education","","","",""
"Very important","1997","Not Employed","in school","","","",""
"Very important","1997","Not Employed","inadequately","","","",""
"Very important","1997","Not Employed","general elemantary","","","",""
"Very important","1997","Not Employed","middle vocational","","","",""
"Very important","1997","Not Employed","vocational + Abi","","","",""
"Very important","1997","Not Employed","higher vocational","","","",""
"Very important","1997","Not Employed","higher education","","","",""
"Very important","1997","Employed","in school","","","",""
"Very important","1997","Employed","inadequately","","","",""
"Very important","1997","Employed","general elemantary","","","",""
"Very important","1997","Employed","middle vocational","","","",""
"Very important","1997","Employed","vocational + Abi","","","",""
"Very important","1997","Employed","higher vocational","","","",""
"Very important","1997","Employed","higher education","","","",""
"Important","1997","Not Employed","in school","","","",""
"Important","1997","Not Employed","inadequately","","","",""
"Important","1997","Not Employed","general elemantary","","","",""
"Important","1997","Not Employed","middle vocational","","","",""
"Important","1997","Not Employed","vocational + Abi","","","",""
"Important","1997","Not Employed","higher vocational","","","",""
"Important","1997","Not Employed","higher education","","","",""
"Important","1997","Employed","in school","","","",""
"Important","1997","Employed","inadequately","","","",""
"Important","1997","Employed","general elemantary","","","",""
"Important","1997","Employed","middle vocational","","","",""
"Important","1997","Employed","vocational + Abi","","","",""
"Important","1997","Employed","higher vocational","","","",""
"Important","1997","Employed","higher education","","","",""
"Less important","1997","Not Employed","in school","","","",""
"Less important","1997","Not Employed","inadequately","","","",""
"Less important","1997","Not Employed","general elemantary","","","",""
"Less important","1997","Not Employed","middle vocational","","","",""
"Less important","1997","Not Employed","vocational + Abi","","","",""
