"plh0107","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","no migration background","West Germany","3175","0.482752098965478","0.47048178310686","0.495022414824097","2"
"Important","1990","no migration background","East Germany","","","","","2"
"Important","1990","direct migration background","East Germany","","","","","2"
"Important","1990","direct migration background","West Germany","184","0.422398838737921","0.375103704096299","0.469693973379544","2"
"Important","1990","indirect migration background","West Germany","23","","","","2"
"Important","1990","indirect migration background","East Germany","","","","","2"
"Less important","1990","direct migration background","East Germany","","","","","3"
"Less important","1990","no migration background","East Germany","","","","","3"
"Less important","1990","no migration background","West Germany","1019","0.159255095714327","0.150269992319187","0.168240199109467","3"
"Less important","1990","direct migration background","West Germany","59","0.147370398567487","0.113429259612852","0.181311537522123","3"
"Less important","1990","indirect migration background","West Germany","13","","","","3"
"Less important","1990","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1990","no migration background","West Germany","760","0.147514221929688","0.138806494902862","0.156221948956513","4"
"Quite unimportant","1990","no migration background","East Germany","","","","","4"
"Quite unimportant","1990","direct migration background","West Germany","68","0.187227397866791","0.149875703439832","0.22457909229375","4"
"Quite unimportant","1990","direct migration background","East Germany","","","","","4"
"Quite unimportant","1990","indirect migration background","West Germany","6","","","","4"
"Quite unimportant","1990","indirect migration background","East Germany","","","","","4"
"Very important","1990","no migration background","West Germany","1417","0.210478583390507","0.200468672712493","0.22048849406852","1"
"Very important","1990","no migration background","East Germany","","","","","1"
"Very important","1990","direct migration background","West Germany","108","0.2430033648278","0.201936249512691","0.28407048014291","1"
"Very important","1990","direct migration background","East Germany","","","","","1"
"Very important","1990","indirect migration background","West Germany","12","","","","1"
"Very important","1990","indirect migration background","East Germany","","","","","1"
"Important","1991","no migration background","East Germany","","","","","2"
"Important","1991","no migration background","West Germany","","","","","2"
"Important","1991","direct migration background","West Germany","","","","","2"
"Important","1991","direct migration background","East Germany","","","","","2"
"Important","1991","indirect migration background","West Germany","","","","","2"
"Important","1991","indirect migration background","East Germany","","","","","2"
"Less important","1991","no migration background","West Germany","","","","","3"
"Less important","1991","no migration background","East Germany","","","","","3"
"Less important","1991","direct migration background","West Germany","","","","","3"
"Less important","1991","direct migration background","East Germany","","","","","3"
"Less important","1991","indirect migration background","West Germany","","","","","3"
"Less important","1991","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1991","no migration background","East Germany","","","","","4"
"Quite unimportant","1991","no migration background","West Germany","","","","","4"
"Quite unimportant","1991","direct migration background","West Germany","","","","","4"
"Quite unimportant","1991","direct migration background","East Germany","","","","","4"
"Quite unimportant","1991","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1991","indirect migration background","East Germany","","","","","4"
"Very important","1991","no migration background","West Germany","","","","","1"
"Very important","1991","no migration background","East Germany","","","","","1"
"Very important","1991","direct migration background","West Germany","","","","","1"
"Very important","1991","direct migration background","East Germany","","","","","1"
"Very important","1991","indirect migration background","West Germany","","","","","1"
"Very important","1991","indirect migration background","East Germany","","","","","1"
"Important","1992","no migration background","East Germany","1594","0.404156355907444","0.388294933240137","0.420017778574752","2"
"Important","1992","no migration background","West Germany","3097","0.468319436042808","0.456052998026081","0.480585874059535","2"
"Important","1992","direct migration background","West Germany","190","0.456371965221549","0.408905345081551","0.503838585361546","2"
"Important","1992","direct migration background","East Germany","44","0.310891896493127","0.232522938670256","0.389260854315997","2"
"Important","1992","indirect migration background","West Germany","36","0.476271207209195","0.358428168010444","0.594114246407946","2"
"Important","1992","indirect migration background","East Germany","7","","","","2"
