"plh0107","year","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","786","0.190596991582796","0.178199894385698","0.202994088779894"
"Very important","1990","secondary school degree","350","0.215223960831493","0.194651076197154","0.235796845465833"
"Very important","1990","college entrance qualification","293","0.257357682189774","0.231833928335113","0.282881436044436"
"Very important","1990","Other degree","14","","",""
"Very important","1990","no degree/no degree yet","56","0.330151254426266","0.258827416326588","0.401475092525944"
"Important","1990","lower secondary degree","1766","0.439549545559591","0.423883762471143","0.455215328648038"
"Important","1990","secondary school degree","833","0.52391454991369","0.498913992151002","0.548915107676378"
"Important","1990","college entrance qualification","632","0.563056697371834","0.534098285496245","0.592015109247422"
"Important","1990","Other degree","22","","",""
"Important","1990","no degree/no degree yet","82","0.483872826051037","0.408078999318584","0.559666652783489"
"Less important","1990","lower secondary degree","665","0.173227372147784","0.161282517153419","0.185172227142148"
"Less important","1990","secondary school degree","224","0.14760886767042","0.129852558453356","0.165365176887483"
"Less important","1990","college entrance qualification","153","0.128005230729","0.108499737741459","0.147510723716541"
"Less important","1990","Other degree","15","","",""
"Less important","1990","no degree/no degree yet","17","","",""
"Quite unimportant","1990","lower secondary degree","639","0.19662609070983","0.184081427319891","0.209170754099768"
"Quite unimportant","1990","secondary school degree","126","0.113252621584397","0.0973890452715362","0.129116197897257"
"Quite unimportant","1990","college entrance qualification","49","0.051580389709392","0.0386673435002471","0.064493435918537"
"Quite unimportant","1990","Other degree","4","","",""
"Quite unimportant","1990","no degree/no degree yet","12","","",""
"Very important","1991","lower secondary degree","","","",""
"Very important","1991","secondary school degree","","","",""
"Very important","1991","college entrance qualification","","","",""
"Very important","1991","Other degree","","","",""
"Very important","1991","no degree/no degree yet","","","",""
"Important","1991","lower secondary degree","","","",""
"Important","1991","secondary school degree","","","",""
"Important","1991","college entrance qualification","","","",""
"Important","1991","Other degree","","","",""
"Important","1991","no degree/no degree yet","","","",""
"Less important","1991","lower secondary degree","","","",""
"Less important","1991","secondary school degree","","","",""
"Less important","1991","college entrance qualification","","","",""
"Less important","1991","Other degree","","","",""
"Less important","1991","no degree/no degree yet","","","",""
"Quite unimportant","1991","lower secondary degree","","","",""
"Quite unimportant","1991","secondary school degree","","","",""
"Quite unimportant","1991","college entrance qualification","","","",""
"Quite unimportant","1991","Other degree","","","",""
"Quite unimportant","1991","no degree/no degree yet","","","",""
"Very important","1992","lower secondary degree","1120","0.192766343418844","0.18196441865104","0.203568268186648"
"Very important","1992","secondary school degree","1197","0.297827450835494","0.282523438161024","0.313131463509963"
"Very important","1992","college entrance qualification","469","0.278306197459402","0.256635782078896","0.299976612839908"
"Very important","1992","Other degree","23","","",""
"Very important","1992","no degree/no degree yet","77","0.312866093152896","0.251597671875761","0.374134514430031"
"Important","1992","lower secondary degree","2182","0.414844086774687","0.401352464798252","0.428335708751122"
"Important","1992","secondary school degree","1650","0.475434340356912","0.458721655157568","0.492147025556256"
"Important","1992","college entrance qualification","928","0.550949281027165","0.526898298784498","0.575000263269832"
"Important","1992","Other degree","41","0.444114466536306","0.342028148370823","0.546200784701789"
