"plh0107","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","(0) in school","1","","",""
"Very important","1990","1-pers.-HH","(1a) inadequately completed","2","","",""
"Very important","1990","1-pers.-HH","(1b) general elementary school","23","","",""
"Very important","1990","1-pers.-HH","(1c) basic vocational qualification","43","0.156444978455411","0.113818101947521","0.199071854963302"
"Very important","1990","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Very important","1990","1-pers.-HH","(2a) intermediate vocational","18","","",""
"Very important","1990","1-pers.-HH","(2c_gen) general maturity certificate","10","","",""
"Very important","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","20","","",""
"Very important","1990","1-pers.-HH","(3a) lower tertiary education","4","","",""
"Very important","1990","1-pers.-HH","(3b) higher tertiary education","16","","",""
"Very important","1990","(Married) couple without C. ","(0) in school","","","",""
"Very important","1990","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Very important","1990","(Married) couple without C. ","(1b) general elementary school","50","0.127640934599114","0.0932664311971658","0.162015438001063"
"Very important","1990","(Married) couple without C. ","(1c) basic vocational qualification","152","0.182739944086678","0.155791640842883","0.209688247330472"
"Very important","1990","(Married) couple without C. ","(2b) intermediate general qualification","10","","",""
"Very important","1990","(Married) couple without C. ","(2a) intermediate vocational","73","0.192441674629836","0.150661374913896","0.234221974345775"
"Very important","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"Very important","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","24","","",""
"Very important","1990","(Married) couple without C. ","(3a) lower tertiary education","14","","",""
"Very important","1990","(Married) couple without C. ","(3b) higher tertiary education","31","0.255361890940384","0.174240147871038","0.336483634009729"
"Very important","1990","Single parent ","(0) in school","2","","",""
"Very important","1990","Single parent ","(1a) inadequately completed","1","","",""
"Very important","1990","Single parent ","(1b) general elementary school","16","","",""
"Very important","1990","Single parent ","(1c) basic vocational qualification","31","0.232804634745434","0.159875336907838","0.305733932583029"
"Very important","1990","Single parent ","(2b) intermediate general qualification","5","","",""
"Very important","1990","Single parent ","(2a) intermediate vocational","7","","",""
"Very important","1990","Single parent ","(2c_gen) general maturity certificate","9","","",""
"Very important","1990","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"Very important","1990","Single parent ","(3a) lower tertiary education","3","","",""
"Very important","1990","Single parent ","(3b) higher tertiary education","4","","",""
"Very important","1990","Couple + C. LE 16 ","(0) in school","1","","",""
"Very important","1990","Couple + C. LE 16 ","(1a) inadequately completed","7","","",""
"Very important","1990","Couple + C. LE 16 ","(1b) general elementary school","28","","",""
"Very important","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","158","0.251043908106184","0.216801779243021","0.285286036969347"
"Very important","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Very important","1990","Couple + C. LE 16 ","(2a) intermediate vocational","73","0.218655512252615","0.174976746164168","0.262334278341062"
"Very important","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"Very important","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Very important","1990","Couple + C. LE 16 ","(3a) lower tertiary education","13","","",""
"Very important","1990","Couple + C. LE 16 ","(3b) higher tertiary education","37","0.287108152020496","0.207479046990466","0.366737257050526"
"Very important","1990","Couple + C. GT 16 ","(0) in school","22","","",""
"Very important","1990","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Very important","1990","Couple + C. GT 16 ","(1b) general elementary school","51","0.183817514360719","0.137870864845606","0.229764163875832"
"Very important","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","145","0.267096963595516","0.229535524554912","0.304658402636119"
"Very important","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","44","0.41933250339467","0.322618109872457","0.516046896916882"
"Very important","1990","Couple + C. GT 16 ","(2a) intermediate vocational","55","0.272103031051914","0.212053653696163","0.332152408407666"
"Very important","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","39","0.352739513213574","0.262623324325037","0.442855702102111"
"Very important","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","16","","",""
"Very important","1990","Couple + C. GT 16 ","(3a) lower tertiary education","8","","",""
"Very important","1990","Couple + C. GT 16 ","(3b) higher tertiary education","15","","",""
"Very important","1990","Couple + C. LE and GT 16","(0) in school","15","","",""
"Very important","1990","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"Very important","1990","Couple + C. LE and GT 16","(1b) general elementary school","26","","",""
"Very important","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","35","0.220749985399766","0.154815131477251","0.286684839322281"
"Very important","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","10","","",""
"Very important","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","20","","",""
"Very important","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","4","","",""
"Very important","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Very important","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Very important","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","5","","",""
"Important","1990","1-pers.-HH","(0) in school","1","","",""
"Important","1990","1-pers.-HH","(1a) inadequately completed","2","","",""
"Important","1990","1-pers.-HH","(1b) general elementary school","50","0.233973414141946","0.17630100470223","0.291645823581663"
"Important","1990","1-pers.-HH","(1c) basic vocational qualification","114","0.376662711650592","0.31980572257917","0.433519700722013"
"Important","1990","1-pers.-HH","(2b) intermediate general qualification","18","","",""
"Important","1990","1-pers.-HH","(2a) intermediate vocational","69","0.44881603278222","0.368413099495767","0.529218966068674"
"Important","1990","1-pers.-HH","(2c_gen) general maturity certificate","13","","",""
"Important","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","28","","",""
"Important","1990","1-pers.-HH","(3a) lower tertiary education","24","","",""
"Important","1990","1-pers.-HH","(3b) higher tertiary education","34","0.471856262635176","0.354067333191384","0.589645192078968"
"Important","1990","(Married) couple without C. ","(0) in school","","","",""
"Important","1990","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"Important","1990","(Married) couple without C. ","(1b) general elementary school","129","0.336719779278554","0.288036856610309","0.385402701946798"
"Important","1990","(Married) couple without C. ","(1c) basic vocational qualification","357","0.434163686007599","0.399601062449378","0.46872630956582"
"Important","1990","(Married) couple without C. ","(2b) intermediate general qualification","20","","",""
"Important","1990","(Married) couple without C. ","(2a) intermediate vocational","193","0.557030814152996","0.504385295761645","0.609676332544348"
"Important","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","22","","",""
"Important","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","55","0.533469393943244","0.433674734885917","0.633264053000571"
"Important","1990","(Married) couple without C. ","(3a) lower tertiary education","37","0.51931703157844","0.401429141233088","0.637204921923792"
"Important","1990","(Married) couple without C. ","(3b) higher tertiary education","58","0.536966405809881","0.444205194716762","0.629727616902999"
"Important","1990","Single parent ","(0) in school","7","","",""
"Important","1990","Single parent ","(1a) inadequately completed","4","","",""
"Important","1990","Single parent ","(1b) general elementary school","35","0.407229690000357","0.301530421142524","0.512928958858191"
"Important","1990","Single parent ","(1c) basic vocational qualification","68","0.560750904625506","0.47510755097872","0.646394258272291"
"Important","1990","Single parent ","(2b) intermediate general qualification","17","","",""
