"plh0107","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","lower secondary degree","333","0.347876515632793","0.31811685202961","0.377636179235976"
"Very important","1990","16-34 y.","secondary school degree","230","0.290553258827777","0.258933520271757","0.322172997383797"
"Very important","1990","16-34 y.","college entrance qualification","172","0.308862849797226","0.270900165446801","0.34682553414765"
"Very important","1990","16-34 y.","Other degree","8","","",""
"Very important","1990","16-34 y.","no degree/no degree yet","54","0.366559565346332","0.288128293150989","0.444990837541675"
"Very important","1990","35-65 y.","lower secondary degree","410","0.183662712210753","0.167456777348505","0.199868647073002"
"Very important","1990","35-65 y.","secondary school degree","103","0.166345613491023","0.136573507846192","0.196117719135854"
"Very important","1990","35-65 y.","college entrance qualification","110","0.223887454550956","0.1864400393631","0.261334869738812"
"Very important","1990","35-65 y.","Other degree","5","","",""
"Very important","1990","35-65 y.","no degree/no degree yet","2","","",""
"Very important","1990","66 and older","lower secondary degree","43","0.056817297792068","0.0394051876758181","0.0742294079083178"
"Very important","1990","66 and older","secondary school degree","17","","",""
"Very important","1990","66 and older","college entrance qualification","11","","",""
"Very important","1990","66 and older","Other degree","1","","",""
"Very important","1990","66 and older","no degree/no degree yet","","","",""
"Important","1990","16-34 y.","lower secondary degree","496","0.501103521047091","0.469862912259776","0.532344129834406"
"Important","1990","16-34 y.","secondary school degree","439","0.551056961038756","0.51641684264694","0.585697079430571"
"Important","1990","16-34 y.","college entrance qualification","325","0.583247512214957","0.542737954101007","0.623757070328907"
"Important","1990","16-34 y.","Other degree","14","","",""
"Important","1990","16-34 y.","no degree/no degree yet","73","0.503796934180942","0.422416205970926","0.585177662390958"
"Important","1990","35-65 y.","lower secondary degree","1118","0.506610988081872","0.485686212235375","0.52753576392837"
"Important","1990","35-65 y.","secondary school degree","358","0.59593298000901","0.556701357676437","0.635164602341583"
"Important","1990","35-65 y.","college entrance qualification","277","0.586877485942966","0.542643327315528","0.631111644570405"
"Important","1990","35-65 y.","Other degree","8","","",""
"Important","1990","35-65 y.","no degree/no degree yet","8","","",""
"Important","1990","66 and older","lower secondary degree","152","0.211108229957921","0.180412745028799","0.241803714887044"
"Important","1990","66 and older","secondary school degree","36","0.212705865584284","0.144919505514223","0.280492225654345"
"Important","1990","66 and older","college entrance qualification","30","0.336813715160133","0.234518854105364","0.439108576214902"
"Important","1990","66 and older","Other degree","","","",""
"Important","1990","66 and older","no degree/no degree yet","1","","",""
"Less important","1990","16-34 y.","lower secondary degree","126","0.122035947225467","0.101584087878106","0.142487806572828"
"Less important","1990","16-34 y.","secondary school degree","110","0.140480771603437","0.116280416390675","0.1646811268162"
"Less important","1990","16-34 y.","college entrance qualification","69","0.103808875421016","0.0787472335159551","0.128870517326077"
"Less important","1990","16-34 y.","Other degree","7","","",""
