"plh0107","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","no migration background","higher vocational","236","0.528076334282154","0.481109914326096","0.575042754238212","2"
"Important","1990","no migration background","middle vocational","1820","0.50568475843633","0.489128204237451","0.522241312635208","2"
"Important","1990","no migration background","higher education","337","0.573462773027031","0.533656471340438","0.613269074713623","2"
"Important","1990","no migration background","general elemantary","568","0.376519733292008","0.351301468352752","0.401737998231265","2"
"Important","1990","no migration background","vocational + Abi","103","0.522018922067333","0.450425064615575","0.593612779519091","2"
"Important","1990","no migration background","inadequately","27","","","","2"
"Important","1990","no migration background","in school","51","0.508838035705211","0.410855147124434","0.606820924285987","2"
"Important","1990","direct migration background","in school","3","","","","2"
"Important","1990","direct migration background","inadequately","2","","","","2"
"Important","1990","direct migration background","general elemantary","43","0.36554358937201","0.27513590973217","0.455951269011851","2"
"Important","1990","direct migration background","middle vocational","94","0.452952217817186","0.384136302880652","0.521768132753719","2"
"Important","1990","direct migration background","vocational + Abi","5","","","","2"
"Important","1990","direct migration background","higher vocational","14","","","","2"
"Important","1990","direct migration background","higher education","21","","","","2"
"Important","1990","indirect migration background","in school","2","","","","2"
"Important","1990","indirect migration background","inadequately","1","","","","2"
"Important","1990","indirect migration background","general elemantary","3","","","","2"
"Important","1990","indirect migration background","middle vocational","12","","","","2"
"Important","1990","indirect migration background","vocational + Abi","2","","","","2"
"Important","1990","indirect migration background","higher vocational","2","","","","2"
"Important","1990","indirect migration background","higher education","1","","","","2"
"Less important","1990","direct migration background","vocational + Abi","2","","","","3"
"Less important","1990","direct migration background","higher vocational","5","","","","3"
"Less important","1990","no migration background","general elemantary","270","0.191187912181655","0.170720449485392","0.211655374877918","3"
"Less important","1990","no migration background","middle vocational","540","0.152571333555732","0.140663957517388","0.164478709594075","3"
"Less important","1990","direct migration background","higher education","6","","","","3"
"Less important","1990","no migration background","inadequately","13","","","","3"
"Less important","1990","no migration background","vocational + Abi","18","","","","3"
"Less important","1990","no migration background","higher vocational","76","0.183416723396293","0.147006534471398","0.219826912321187","3"
"Less important","1990","direct migration background","middle vocational","26","","","","3"
"Less important","1990","no migration background","in school","9","","","","3"
"Less important","1990","no migration background","higher education","82","0.134905119033455","0.107409289276487","0.162400948790424","3"
"Less important","1990","direct migration background","in school","","","","","3"
"Less important","1990","direct migration background","inadequately","2","","","","3"
"Less important","1990","direct migration background","general elemantary","17","","","","3"
"Less important","1990","indirect migration background","in school","","","","","3"
"Less important","1990","indirect migration background","inadequately","","","","","3"
"Less important","1990","indirect migration background","general elemantary","4","","","","3"
"Less important","1990","indirect migration background","middle vocational","6","","","","3"
"Less important","1990","indirect migration background","vocational + Abi","1","","","","3"
"Less important","1990","indirect migration background","higher vocational","","","","","3"
"Less important","1990","indirect migration background","higher education","","","","","3"
"Quite unimportant","1990","indirect migration background","higher vocational","1","","","","4"
"Quite unimportant","1990","indirect migration background","higher education","","","","","4"
"Quite unimportant","1990","direct migration background","vocational + Abi","1","","","","4"
"Quite unimportant","1990","no migration background","general elemantary","313","0.262312646870213","0.239416850208107","0.285208443532319","4"
"Quite unimportant","1990","no migration background","inadequately","9","","","","4"
"Quite unimportant","1990","no migration background","middle vocational","364","0.131141755064397","0.119963526604583","0.142319983524211","4"
"Quite unimportant","1990","direct migration background","middle vocational","25","","","","4"
"Quite unimportant","1990","direct migration background","higher vocational","7","","","","4"
"Quite unimportant","1990","no migration background","in school","2","","","","4"
"Quite unimportant","1990","no migration background","vocational + Abi","7","","","","4"
"Quite unimportant","1990","no migration background","higher vocational","33","0.0945115709847955","0.0669891160167509","0.12203402595284","4"
"Quite unimportant","1990","no migration background","higher education","30","0.0588892565040805","0.0399414410760166","0.0778370719321443","4"
"Quite unimportant","1990","direct migration background","in school","","","","","4"
"Quite unimportant","1990","direct migration background","inadequately","3","","","","4"
"Quite unimportant","1990","direct migration background","general elemantary","25","","","","4"
"Quite unimportant","1990","direct migration background","higher education","7","","","","4"
"Quite unimportant","1990","indirect migration background","in school","","","","","4"
"Quite unimportant","1990","indirect migration background","inadequately","","","","","4"
"Quite unimportant","1990","indirect migration background","general elemantary","3","","","","4"
"Quite unimportant","1990","indirect migration background","middle vocational","2","","","","4"
"Quite unimportant","1990","indirect migration background","vocational + Abi","","","","","4"
"Very important","1990","no migration background","in school","38","0.373822627803611","0.278996161068454","0.468649094538768","1"
"Very important","1990","no migration background","inadequately","15","","","","1"
"Very important","1990","no migration background","general elemantary","267","0.169979707656124","0.150429432702807","0.18952998260944","1"
"Very important","1990","no migration background","middle vocational","779","0.210602152943541","0.197099864094184","0.224104441792899","1"
"Very important","1990","no migration background","vocational + Abi","59","0.350927942307347","0.282523749986373","0.419332134628321","1"
"Very important","1990","no migration background","higher vocational","89","0.193995371336758","0.156793252290795","0.231197490382721","1"
"Very important","1990","no migration background","higher education","144","0.232742851435433","0.198731069070526","0.26675463380034","1"
"Very important","1990","direct migration background","in school","1","","","","1"
"Very important","1990","direct migration background","inadequately","","","","","1"
"Very important","1990","direct migration background","general elemantary","24","","","","1"
"Very important","1990","direct migration background","middle vocational","56","0.265457648554771","0.204411804305004","0.326503492804539","1"
"Very important","1990","direct migration background","vocational + Abi","2","","","","1"
"Very important","1990","direct migration background","higher vocational","11","","","","1"
"Very important","1990","direct migration background","higher education","12","","","","1"
