"plh0107","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Full Time","Male","731","0.323196367506388","0.303736762714547","0.342655972298229"
"Very important","1990","Full Time","Female","253","0.255615629191393","0.228108082861784","0.283123175521003"
"Very important","1990","Part Time","Male","119","0.333663060452717","0.285090073020836","0.382236047884599"
"Very important","1990","Part Time","Female","143","0.144675940119375","0.12240036952557","0.16695151071318"
"Very important","1990","Not Working","Male","137","0.161684875887454","0.135265836230962","0.188103915543946"
"Very important","1990","Not Working","Female","154","0.0894987796196314","0.0754806837447893","0.103516875494474"
"Important","1990","Full Time","Male","1249","0.56663900482605","0.546020955091975","0.587257054560125"
"Important","1990","Full Time","Female","572","0.600456921672861","0.569569457033606","0.631344386312117"
"Important","1990","Part Time","Male","180","0.475923717157344","0.424476755337348","0.52737067897734"
"Important","1990","Part Time","Female","557","0.585756192570833","0.554563576974463","0.616948808167203"
"Important","1990","Not Working","Male","293","0.381457710106813","0.346600985526229","0.416314434687398"
"Important","1990","Not Working","Female","531","0.302758951832557","0.280196817887753","0.325321085777362"
"Less important","1990","Full Time","Male","220","0.101274011955507","0.088721457982788","0.113826565928225"
"Less important","1990","Full Time","Female","135","0.137931425919057","0.116186293957075","0.159676557881039"
"Less important","1990","Part Time","Male","44","0.123183552005514","0.089328420024072","0.157038683986956"
"Less important","1990","Part Time","Female","230","0.2364456054335","0.209539493144913","0.263351717722086"
"Less important","1990","Not Working","Male","104","0.145336929453658","0.120046038039209","0.170627820868108"
"Less important","1990","Not Working","Female","358","0.214323587194716","0.194172566664447","0.234474607724986"
"Quite unimportant","1990","Full Time","Male","19","","",""
"Quite unimportant","1990","Full Time","Female","6","","",""
"Quite unimportant","1990","Part Time","Male","19","","",""
"Quite unimportant","1990","Part Time","Female","28","","",""
"Quite unimportant","1990","Not Working","Male","212","0.311520484552074","0.278287641718646","0.344753327385502"
"Quite unimportant","1990","Not Working","Female","550","0.393418681353095","0.369429677855817","0.417407684850373"
"Very important","1991","Full Time","Male","","","",""
"Very important","1991","Full Time","Female","","","",""
"Very important","1991","Part Time","Male","","","",""
"Very important","1991","Part Time","Female","","","",""
"Very important","1991","Not Working","Male","","","",""
"Very important","1991","Not Working","Female","","","",""
"Important","1991","Full Time","Male","","","",""
"Important","1991","Full Time","Female","","","",""
"Important","1991","Part Time","Male","","","",""
"Important","1991","Part Time","Female","","","",""
"Important","1991","Not Working","Male","","","",""
"Important","1991","Not Working","Female","","","",""
"Less important","1991","Full Time","Male","","","",""
"Less important","1991","Full Time","Female","","","",""
"Less important","1991","Part Time","Male","","","",""
"Less important","1991","Part Time","Female","","","",""
"Less important","1991","Not Working","Male","","","",""
"Less important","1991","Not Working","Female","","","",""
"Quite unimportant","1991","Full Time","Male","","","",""
"Quite unimportant","1991","Full Time","Female","","","",""
"Quite unimportant","1991","Part Time","Male","","","",""
"Quite unimportant","1991","Part Time","Female","","","",""
"Quite unimportant","1991","Not Working","Male","","","",""
"Quite unimportant","1991","Not Working","Female","","","",""
"Very important","1992","Full Time","Male","1338","0.366124672511162","0.350049525047754","0.38219981997457"
"Very important","1992","Full Time","Female","636","0.309110515282131","0.288187490054774","0.330033540509488"
"Very important","1992","Part Time","Male","218","0.334387377681481","0.297161819263025","0.371612936099937"
"Very important","1992","Part Time","Female","335","0.205619628107352","0.185029276142511","0.226209980072193"
"Very important","1992","Not Working","Male","174","0.13955724124227","0.118415272700934","0.160699209783607"
"Very important","1992","Not Working","Female","247","0.088394348385447","0.0765780622697775","0.100210634501116"
"Important","1992","Full Time","Male","1828","0.542113832924968","0.525488798631539","0.558738867218396"
"Important","1992","Full Time","Female","1045","0.576225073450562","0.553851930250956","0.598598216650168"
"Important","1992","Part Time","Male","302","0.502096761377065","0.462644518812687","0.541549003941443"
"Important","1992","Part Time","Female","803","0.547706973263113","0.522349772187994","0.573064174338233"
"Important","1992","Not Working","Male","331","0.315612767018621","0.287257321621259","0.343968212415982"
"Important","1992","Not Working","Female","659","0.274961751430932","0.256375926322614","0.293547576539251"
"Less important","1992","Full Time","Male","252","0.0820941774797445","0.0729342131217964","0.0912541418376926"
"Less important","1992","Full Time","Female","174","0.102402789769321","0.0886762858325336","0.116129293706108"
"Less important","1992","Part Time","Male","62","0.105093130973521","0.0808950126918007","0.129291249255242"
"Less important","1992","Part Time","Female","283","0.201440544459983","0.181006971877251","0.221874117042715"
"Less important","1992","Not Working","Male","139","0.148746848467883","0.127036764895252","0.170456932040515"
"Less important","1992","Not Working","Female","466","0.20607477559134","0.189237668954305","0.222911882228376"
"Quite unimportant","1992","Full Time","Male","32","0.00966731708412588","0.00640232538726604","0.0129323087809857"
"Quite unimportant","1992","Full Time","Female","19","","",""
"Quite unimportant","1992","Part Time","Male","35","0.0584227299679325","0.0399162246923086","0.0769292352435564"
"Quite unimportant","1992","Part Time","Female","59","0.0452328541695516","0.0346453654011992","0.055820342937904"
"Quite unimportant","1992","Not Working","Male","388","0.396083143271226","0.366243749315855","0.425922537226597"
"Quite unimportant","1992","Not Working","Female","845","0.43056912459228","0.409957738799081","0.451180510385479"
"Very important","1993","Full Time","Male","","","",""
"Very important","1993","Full Time","Female","","","",""
"Very important","1993","Part Time","Male","","","",""
"Very important","1993","Part Time","Female","","","",""
"Very important","1993","Not Working","Male","","","",""
"Very important","1993","Not Working","Female","","","",""
"Important","1993","Full Time","Male","","","",""
"Important","1993","Full Time","Female","","","",""
"Important","1993","Part Time","Male","","","",""
"Important","1993","Part Time","Female","","","",""
"Important","1993","Not Working","Male","","","",""
"Important","1993","Not Working","Female","","","",""
"Less important","1993","Full Time","Male","","","",""
"Less important","1993","Full Time","Female","","","",""
"Less important","1993","Part Time","Male","","","",""
"Less important","1993","Part Time","Female","","","",""
"Less important","1993","Not Working","Male","","","",""
"Less important","1993","Not Working","Female","","","",""
"Quite unimportant","1993","Full Time","Male","","","",""
"Quite unimportant","1993","Full Time","Female","","","",""
"Quite unimportant","1993","Part Time","Male","","","",""
"Quite unimportant","1993","Part Time","Female","","","",""
"Quite unimportant","1993","Not Working","Male","","","",""
"Quite unimportant","1993","Not Working","Female","","","",""
"Very important","1994","Full Time","Male","","","",""
"Very important","1994","Full Time","Female","","","",""
"Very important","1994","Part Time","Male","","","",""
"Very important","1994","Part Time","Female","","","",""
"Very important","1994","Not Working","Male","","","",""
"Very important","1994","Not Working","Female","","","",""
"Important","1994","Full Time","Male","","","",""
"Important","1994","Full Time","Female","","","",""
"Important","1994","Part Time","Male","","","",""
"Important","1994","Part Time","Female","","","",""
"Important","1994","Not Working","Male","","","",""
"Important","1994","Not Working","Female","","","",""
"Less important","1994","Full Time","Male","","","",""
"Less important","1994","Full Time","Female","","","",""
"Less important","1994","Part Time","Male","","","",""
"Less important","1994","Part Time","Female","","","",""
"Less important","1994","Not Working","Male","","","",""
"Less important","1994","Not Working","Female","","","",""
"Quite unimportant","1994","Full Time","Male","","","",""
"Quite unimportant","1994","Full Time","Female","","","",""
"Quite unimportant","1994","Part Time","Male","","","",""
"Quite unimportant","1994","Part Time","Female","","","",""
"Quite unimportant","1994","Not Working","Male","","","",""
"Quite unimportant","1994","Not Working","Female","","","",""
"Very important","1995","Full Time","Male","1101","0.322093314645583","0.306062749632661","0.338123879658505"
"Very important","1995","Full Time","Female","525","0.298349641597883","0.27652955840087","0.320169724794896"
"Very important","1995","Part Time","Male","247","0.355742820326767","0.319760319825248","0.391725320828286"
"Very important","1995","Part Time","Female","321","0.174838184483842","0.155603729284584","0.194072639683099"
"Very important","1995","Not Working","Male","287","0.204696479647758","0.182102034232135","0.227290925063381"
"Very important","1995","Not Working","Female","397","0.130474960991023","0.117148481172566","0.143801440809479"
"Important","1995","Full Time","Male","1885","0.581463048329693","0.564539127703716","0.59838696895567"
"Important","1995","Full Time","Female","993","0.58118012384241","0.557651188037003","0.604709059647818"
"Important","1995","Part Time","Male","327","0.456580253803962","0.41914162752993","0.494018880077994"
