"plh0107","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","in school","3","","",""
"Very important","1990","Schleswig-Holstein","inadequately","","","",""
"Very important","1990","Schleswig-Holstein","general elemantary","15","","",""
"Very important","1990","Schleswig-Holstein","middle vocational","28","","",""
"Very important","1990","Schleswig-Holstein","vocational + Abi","4","","",""
"Very important","1990","Schleswig-Holstein","higher vocational","2","","",""
"Very important","1990","Schleswig-Holstein","higher education","3","","",""
"Very important","1990","Hamburg","in school","","","",""
"Very important","1990","Hamburg","inadequately","","","",""
"Very important","1990","Hamburg","general elemantary","1","","",""
"Very important","1990","Hamburg","middle vocational","19","","",""
"Very important","1990","Hamburg","vocational + Abi","","","",""
"Very important","1990","Hamburg","higher vocational","2","","",""
"Very important","1990","Hamburg","higher education","3","","",""
"Very important","1990","Lower Saxony","in school","5","","",""
"Very important","1990","Lower Saxony","inadequately","","","",""
"Very important","1990","Lower Saxony","general elemantary","36","0.167252509195786","0.113328500894252","0.22117651749732"
"Very important","1990","Lower Saxony","middle vocational","101","0.216027605476668","0.178130677955677","0.253924532997658"
"Very important","1990","Lower Saxony","vocational + Abi","5","","",""
"Very important","1990","Lower Saxony","higher vocational","14","","",""
"Very important","1990","Lower Saxony","higher education","20","","",""
"Very important","1990","Bremen","in school","","","",""
"Very important","1990","Bremen","inadequately","","","",""
"Very important","1990","Bremen","general elemantary","5","","",""
"Very important","1990","Bremen","middle vocational","10","","",""
"Very important","1990","Bremen","vocational + Abi","2","","",""
"Very important","1990","Bremen","higher vocational","","","",""
"Very important","1990","Bremen","higher education","","","",""
"Very important","1990","North Rhine-Westphalia","in school","11","","",""
"Very important","1990","North Rhine-Westphalia","inadequately","7","","",""
"Very important","1990","North Rhine-Westphalia","general elemantary","66","0.170835244031269","0.132171264488127","0.209499223574411"
"Very important","1990","North Rhine-Westphalia","middle vocational","216","0.194231854294195","0.170036714003121","0.218426994585269"
"Very important","1990","North Rhine-Westphalia","vocational + Abi","19","","",""
"Very important","1990","North Rhine-Westphalia","higher vocational","20","","",""
"Very important","1990","North Rhine-Westphalia","higher education","49","0.279425829150807","0.214940007411065","0.34391165089055"
"Very important","1990","Hesse","in school","3","","",""
"Very important","1990","Hesse","inadequately","2","","",""
"Very important","1990","Hesse","general elemantary","29","","",""
"Very important","1990","Hesse","middle vocational","59","0.168491702063172","0.128705618998586","0.208277785127758"
"Very important","1990","Hesse","vocational + Abi","4","","",""
"Very important","1990","Hesse","higher vocational","4","","",""
"Very important","1990","Hesse","higher education","17","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","in school","1","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","inadequately","2","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","general elemantary","27","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","middle vocational","64","0.214727720697497","0.166370381429207","0.263085059965788"
"Very important","1990","Rhineland-Palatinate,Saarland","vocational + Abi","7","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","higher vocational","3","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","higher education","11","","",""
"Very important","1990","Baden-Württemberg","in school","4","","",""
"Very important","1990","Baden-Württemberg","inadequately","4","","",""
"Very important","1990","Baden-Württemberg","general elemantary","61","0.213027184021536","0.164896384962208","0.261157983080864"
"Very important","1990","Baden-Württemberg","middle vocational","152","0.252766332210754","0.217427853151471","0.288104811270037"
"Very important","1990","Baden-Württemberg","vocational + Abi","8","","",""
"Very important","1990","Baden-Württemberg","higher vocational","27","","",""
"Very important","1990","Baden-Württemberg","higher education","27","","",""
"Very important","1990","Bavaria","in school","13","","",""
"Very important","1990","Bavaria","inadequately","1","","",""
"Very important","1990","Bavaria","general elemantary","43","0.137718821135587","0.0959118274332338","0.179525814837941"
"Very important","1990","Bavaria","middle vocational","172","0.25067455928324","0.218075612211991","0.283273506354488"
"Very important","1990","Bavaria","vocational + Abi","10","","",""
"Very important","1990","Bavaria","higher vocational","23","","",""
"Very important","1990","Bavaria","higher education","19","","",""
"Very important","1990","Berlin","in school","2","","",""
"Very important","1990","Berlin","inadequately","","","",""
"Very important","1990","Berlin","general elemantary","10","","",""
"Very important","1990","Berlin","middle vocational","19","","",""
"Very important","1990","Berlin","vocational + Abi","2","","",""
"Very important","1990","Berlin","higher vocational","5","","",""
