"plh0107","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","in school","1","","",""
"Very important","1990","1-pers.-HH","inadequately","2","","",""
"Very important","1990","1-pers.-HH","general elemantary","31","0.114491100157767","0.074862878811035","0.154119321504499"
"Very important","1990","1-pers.-HH","middle vocational","70","0.158189956494445","0.123618099228836","0.192761813760054"
"Very important","1990","1-pers.-HH","vocational + Abi","15","","",""
"Very important","1990","1-pers.-HH","higher vocational","7","","",""
"Very important","1990","1-pers.-HH","higher education","20","","",""
"Very important","1990","(Married) couple without C. ","in school","","","",""
"Very important","1990","(Married) couple without C. ","inadequately","","","",""
"Very important","1990","(Married) couple without C. ","general elemantary","60","0.136785420660261","0.103483772690292","0.170087068630229"
"Very important","1990","(Married) couple without C. ","middle vocational","213","0.186333822627554","0.163003261686809","0.209664383568298"
"Very important","1990","(Married) couple without C. ","vocational + Abi","14","","",""
"Very important","1990","(Married) couple without C. ","higher vocational","30","0.201723729344878","0.135012983681833","0.268434475007923"
"Very important","1990","(Married) couple without C. ","higher education","45","0.246118589177434","0.183191801203981","0.309045377150887"
"Very important","1990","Single parent ","in school","2","","",""
"Very important","1990","Single parent ","inadequately","2","","",""
"Very important","1990","Single parent ","general elemantary","20","","",""
"Very important","1990","Single parent ","middle vocational","43","0.229208640090966","0.168475869940037","0.289941410241895"
"Very important","1990","Single parent ","vocational + Abi","5","","",""
"Very important","1990","Single parent ","higher vocational","5","","",""
"Very important","1990","Single parent ","higher education","7","","",""
"Very important","1990","Couple + C. LE 16 ","in school","1","","",""
"Very important","1990","Couple + C. LE 16 ","inadequately","6","","",""
"Very important","1990","Couple + C. LE 16 ","general elemantary","31","0.171243734025532","0.114277933176299","0.228209534874766"
"Very important","1990","Couple + C. LE 16 ","middle vocational","210","0.239539933845484","0.211211861838038","0.26786800585293"
"Very important","1990","Couple + C. LE 16 ","vocational + Abi","7","","",""
"Very important","1990","Couple + C. LE 16 ","higher vocational","29","","",""
"Very important","1990","Couple + C. LE 16 ","higher education","50","0.262609496964359","0.19832358305673","0.326895410871989"
"Very important","1990","Couple + C. GT 16 ","in school","22","","",""
"Very important","1990","Couple + C. GT 16 ","inadequately","4","","",""
"Very important","1990","Couple + C. GT 16 ","general elemantary","93","0.244469843145591","0.200319310435847","0.288620375855334"
"Very important","1990","Couple + C. GT 16 ","middle vocational","225","0.279007845865926","0.247947569876704","0.310068121855149"
"Very important","1990","Couple + C. GT 16 ","vocational + Abi","14","","",""
"Very important","1990","Couple + C. GT 16 ","higher vocational","20","","",""
"Very important","1990","Couple + C. GT 16 ","higher education","23","","",""
"Very important","1990","Couple + C. LE and GT 16","in school","15","","",""
"Very important","1990","Couple + C. LE and GT 16","inadequately","2","","",""
"Very important","1990","Couple + C. LE and GT 16","general elemantary","36","0.341642089602315","0.255337118749237","0.427947060455394"
"Very important","1990","Couple + C. LE and GT 16","middle vocational","52","0.262851268102556","0.202148987777704","0.323553548427407"
"Very important","1990","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Very important","1990","Couple + C. LE and GT 16","higher vocational","7","","",""
"Very important","1990","Couple + C. LE and GT 16","higher education","6","","",""
"Important","1990","1-pers.-HH","in school","1","","",""
"Important","1990","1-pers.-HH","inadequately","1","","",""
"Important","1990","1-pers.-HH","general elemantary","68","0.25450611313136","0.200294366105672","0.308717860157048"
"Important","1990","1-pers.-HH","middle vocational","192","0.421178302036169","0.374401384175712","0.467955219896627"
"Important","1990","1-pers.-HH","vocational + Abi","16","","",""
"Important","1990","1-pers.-HH","higher vocational","19","","",""
"Important","1990","1-pers.-HH","higher education","58","0.534028044513504","0.43861332816878","0.629442760858229"
"Important","1990","(Married) couple without C. ","in school","","","",""
"Important","1990","(Married) couple without C. ","inadequately","3","","",""
"Important","1990","(Married) couple without C. ","general elemantary","148","0.344423367648945","0.298371794142253","0.390474941155638"
"Important","1990","(Married) couple without C. ","middle vocational","522","0.468570472260747","0.438670794931402","0.498470149590091"
"Important","1990","(Married) couple without C. ","vocational + Abi","36","0.507948680490018","0.382490700067055","0.633406660912982"
"Important","1990","(Married) couple without C. ","higher vocational","73","0.534060079282522","0.45113217130689","0.616987987258155"
"Important","1990","(Married) couple without C. ","higher education","95","0.52959487437674","0.45667939293294","0.602510355820541"
"Important","1990","Single parent ","in school","7","","",""
"Important","1990","Single parent ","inadequately","7","","",""
"Important","1990","Single parent ","general elemantary","49","0.460252395825675","0.365369364965174","0.555135426686176"
"Important","1990","Single parent ","middle vocational","97","0.546329086762567","0.474394656385814","0.618263517139321"
"Important","1990","Single parent ","vocational + Abi","5","","",""
"Important","1990","Single parent ","higher vocational","12","","",""
"Important","1990","Single parent ","higher education","11","","",""
"Important","1990","Couple + C. LE 16 ","in school","","","",""
"Important","1990","Couple + C. LE 16 ","inadequately","9","","",""
"Important","1990","Couple + C. LE 16 ","general elemantary","86","0.521165418224016","0.44562593674907","0.596704899698961"
"Important","1990","Couple + C. LE 16 ","middle vocational","468","0.536369434185953","0.503270966444351","0.569467901927555"
"Important","1990","Couple + C. LE 16 ","vocational + Abi","24","","",""
"Important","1990","Couple + C. LE 16 ","higher vocational","77","0.545256626767058","0.462773001804744","0.627740251729372"
"Important","1990","Couple + C. LE 16 ","higher education","101","0.597169405293998","0.525518474433354","0.668820336154642"
"Important","1990","Couple + C. GT 16 ","in school","26","","",""
"Important","1990","Couple + C. GT 16 ","inadequately","7","","",""
"Important","1990","Couple + C. GT 16 ","general elemantary","167","0.461878544892464","0.410663041277208","0.513094048507721"
"Important","1990","Couple + C. GT 16 ","middle vocational","430","0.543876035910365","0.509383649739283","0.578368422081447"
"Important","1990","Couple + C. GT 16 ","vocational + Abi","24","","",""
"Important","1990","Couple + C. GT 16 ","higher vocational","44","0.584727772473727","0.474663584698764","0.69479196024869"
