"plh0107","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","no migration background","Male","913","0.282110581022294","0.266281498158182","0.297939663886405"
"Very important","1990","no migration background","Female","504","0.144177940746777","0.132130878669844","0.15622500282371"
"Very important","1990","direct migration background","Male","68","0.32338570067392","0.258230889865317","0.388540511482523"
"Very important","1990","direct migration background","Female","40","0.168593105837492","0.119232705820675","0.217953505854308"
"Very important","1990","indirect migration background","Male","6","","",""
"Very important","1990","indirect migration background","Female","6","","",""
"Important","1990","no migration background","Male","1621","0.515554884469108","0.497976577980749","0.533133190957468"
"Important","1990","no migration background","Female","1554","0.452390726516052","0.435320776683023","0.469460676349081"
"Important","1990","direct migration background","Male","89","0.446498933570709","0.377254488389321","0.515743378752097"
"Important","1990","direct migration background","Female","95","0.400089281802033","0.335498026744182","0.464680536859884"
"Important","1990","indirect migration background","Male","12","","",""
"Important","1990","indirect migration background","Female","11","","",""
"Less important","1990","no migration background","Male","347","0.115807311962158","0.104551968845211","0.127062655079106"
"Less important","1990","no migration background","Female","672","0.19946919108302","0.185764572932107","0.213173809233932"
"Less important","1990","direct migration background","Male","16","","",""
"Less important","1990","direct migration background","Female","43","0.194411509287357","0.142235655244493","0.246587363330221"
"Less important","1990","indirect migration background","Male","5","","",""
"Less important","1990","indirect migration background","Female","8","","",""
"Quite unimportant","1990","no migration background","Male","224","0.0865272225464399","0.0766384707780658","0.096415974314814"
"Quite unimportant","1990","no migration background","Female","536","0.203962141654152","0.190142981695195","0.217781301613108"
"Quite unimportant","1990","direct migration background","Male","25","","",""
"Quite unimportant","1990","direct migration background","Female","43","0.236906103073119","0.18084920416264","0.292963001983597"
"Quite unimportant","1990","indirect migration background","Male","1","","",""
"Quite unimportant","1990","indirect migration background","Female","5","","",""
"Very important","1991","no migration background","Male","","","",""
"Very important","1991","no migration background","Female","","","",""
"Very important","1991","direct migration background","Male","","","",""
"Very important","1991","direct migration background","Female","","","",""
"Very important","1991","indirect migration background","Male","","","",""
"Very important","1991","indirect migration background","Female","","","",""
"Important","1991","no migration background","Male","","","",""
"Important","1991","no migration background","Female","","","",""
"Important","1991","direct migration background","Male","","","",""
"Important","1991","direct migration background","Female","","","",""
"Important","1991","indirect migration background","Male","","","",""
"Important","1991","indirect migration background","Female","","","",""
"Less important","1991","no migration background","Male","","","",""
