"year","hgtyp1hh","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","(0) in school","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","(1a) inadequately completed","9.24","9","87","3","4","13","16","23","7.97","10.51","0","24","8","12"
"1984","(Married) couple without C.","(1b) general elementary school","13.7","12","225","2","5","19","28","41","12.43","14.97","0","59","8","12"
"1984","(Married) couple without C.","(1c) basic vocational qualification","14.67","11","557","2","5","22","32","45","13.74","15.6","0","56","10","12"
"1984","(Married) couple without C.","(2a) intermediate vocational","11.32","8","228","1","4","15","30","38","10.01","12.63","0","42","6","9"
"1984","(Married) couple without C.","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","(2c_voc) vocational maturity certificate","12.75","7","73","1","3","16","35","57","9.89","15.61","0","57","4","10"
"1984","(Married) couple without C.","(3a) lower tertiary education","15.3","13.57","60","3","5","25","31","50","12.32","18.28","0","50","6","18"
"1984","(Married) couple without C.","(3b) higher tertiary education","10.17","5","84","0","1","18","30","38","7.72","12.62","0","38","2","8"
"1984","1-pers.-HH","(0) in school","","","","","","","","","","","","","",""
"1984","1-pers.-HH","(1a) inadequately completed","8.77","7","59","0","4","13","20","22","7.06","10.48","0","22","6","12"
"1984","1-pers.-HH","(1b) general elementary school","11.89","11","99","2","5","14","23","45","10.27","13.51","0","45","8","12"
"1984","1-pers.-HH","(1c) basic vocational qualification","11.64","7","193","1","3","15","29","57","10.13","13.15","0","58","6","9"
"1984","1-pers.-HH","(2a) intermediate vocational","9.44","6","110","1","3","14","20","51","7.85","11.03","0","51","4","9"
"1984","1-pers.-HH","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1984","1-pers.-HH","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1984","1-pers.-HH","(2c_voc) vocational maturity certificate","7.24","5","47","1","3","10","16","30","5.35","9.13","0","30","3","7"
"1984","1-pers.-HH","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","1-pers.-HH","(3b) higher tertiary education","7.69","5","59","0","1","12","17","33","5.7","9.68","0","33","2","9"
"1984","Couple + C. GT 16 ","(0) in school","","","","","","","","","","","","","",""
"1984","Couple + C. GT 16 ","(1a) inadequately completed","8.1","6","95","1","3","13","16","24","6.74","9.46","0","29","8","13"
"1984","Couple + C. GT 16 ","(1b) general elementary school","11.74","9","235","1","3","18","28","49","10.48","13","0","51","6","11"
"1984","Couple + C. GT 16 ","(1c) basic vocational qualification","12.85","10","503","1","4","20","28","42","11.95","13.75","0","47","8","11"
"1984","Couple + C. GT 16 ","(2a) intermediate vocational","8.97","6","164","1","3","13","23","39","7.59","10.35","0","48","4","7"
"1984","Couple + C. GT 16 ","(2b) intermediate general qualification","3.35","2","74","1","1","3","8","24","2.3","4.4","0","24","1","2"
"1984","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1.55","1","34","0","1","3","3","5","0.78","2.32","0","11","1","2"
"1984","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","11.17","3.51","37","0","2","23","32","43","6.93","15.41","0","43","3","13"
"1984","Couple + C. GT 16 ","(3a) lower tertiary education","17.92","20","31","1","5","23","32","40","13.64","22.2","0","40","5","23"
"1984","Couple + C. GT 16 ","(3b) higher tertiary education","16.69","18.46","51","1","3","27","33","36","13.41","19.97","0","36","6","20"
"1984","Couple + C. LE 16","(0) in school","","","","","","","","","","","","","",""
"1984","Couple + C. LE 16","(1a) inadequately completed","7.91","7.2","217","1","3","12","15","19","7.22","8.6","0","23","7","10"
"1984","Couple + C. LE 16","(1b) general elementary school","8.03","6.23","365","1","3","11","17","30","7.41","8.65","0","34","6","8"
"1984","Couple + C. LE 16","(1c) basic vocational qualification","10.29","9","829","1","4","15","21","37","9.78","10.8","0","40","8","9"
"1984","Couple + C. LE 16","(2a) intermediate vocational","9.44","8","267","1","3","14","20","29","8.57","10.31","0","35","6","9"
"1984","Couple + C. LE 16","(2b) intermediate general qualification","","","","","","","","","","","","","",""
