"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","college entrance qualification","3.39","2.96","363","0","1","5","9","14","3.05","3.73","0","15","2","3"
"1984","16-34 y.","lower secondary degree","5.4","4","1304","1","2","8","12","19","5.15","5.65","0","34","3","4"
"1984","16-34 y.","no degree/no degree yet","4.77","3.86","177","1","2","7","11","15","4.19","5.35","0","18","4","5"
"1984","16-34 y.","Other degree","4.78","4","353","1","2","7","11","15","4.34","5.22","0","18","4","5"
"1984","16-34 y.","secondary school degree","4.53","3","701","1","1","6","11","16","4.23","4.83","0","18","3","3"
"1984","35-65 y.","college entrance qualification","14.88","14","428","3","7","22","30","36","13.96","15.8","0","43","12","15"
"1984","35-65 y.","lower secondary degree","15.06","14","1941","3","6","22","30","43","14.6","15.52","0","55","13","14"
"1984","35-65 y.","no degree/no degree yet","9.96","11","491","1","5","14","18","23","9.43","10.49","0","30","11","12"
"1984","35-65 y.","Other degree","9.9","10","727","2","5","14","18","26","9.46","10.34","0","40","10","11"
"1984","35-65 y.","secondary school degree","14.64","13","510","3","6","22","30","39","13.76","15.52","0","48","11","14"
"1984","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1984","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1984","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","66 and older","Other degree","","","","","","","","","","","","","",""
"1984","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1985","16-34 y.","college entrance qualification","3.26","2","354","0","1","5","8","15","2.93","3.59","0","16","2","3"
"1985","16-34 y.","lower secondary degree","5.29","4","1156","1","2","8","12","19","5.04","5.54","0","21","3","4"
"1985","16-34 y.","no degree/no degree yet","5.31","4","121","1","2","8","12","14","4.6","6.02","0","16","4","6"
"1985","16-34 y.","Other degree","4.71","4","268","1","1","6","11","17","4.17","5.25","0","18","3","5"
"1985","16-34 y.","secondary school degree","4.48","3","668","1","1","6","11","16","4.18","4.78","0","18","3","4"
"1985","35-65 y.","college entrance qualification","15.15","14","386","4","7","22","29","36","14.21","16.09","0","44","12","15"
"1985","35-65 y.","lower secondary degree","14.91","13","1706","2","6","22","30","41","14.43","15.39","0","47","13","14"
"1985","35-65 y.","no degree/no degree yet","10.96","12","398","3","6","15","19","24","10.38","11.54","0","38","11","12"
"1985","35-65 y.","Other degree","10.1","10","626","2","5","14","19","27","9.61","10.59","0","41","10","12"
"1985","35-65 y.","secondary school degree","14.65","13","478","2","6","21","28","39","13.76","15.54","0","49","12","14"
"1985","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1985","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1985","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","66 and older","Other degree","","","","","","","","","","","","","",""
"1985","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1986","16-34 y.","college entrance qualification","1.55","1","130","0","0","1","5","10","1.14","1.96","0","13","1","1"
"1986","16-34 y.","lower secondary degree","2.01","1","298","0","0","2","6","16","1.68","2.34","0","20","1","1"
"1986","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","16-34 y.","Other degree","1","1","31","0","1","1","1","6","0.43","1.57","0","6","0","1"
"1986","16-34 y.","secondary school degree","2.33","1","186","0","1","2","7","14","1.85","2.81","0","17","1","1"
"1986","35-65 y.","college entrance qualification","7.41","2.57","35","0","1","14","18","31","4.68","10.14","0","31","1","11"
"1986","35-65 y.","lower secondary degree","7.18","1","121","0","1","12","21","44","5.43","8.93","0","44","1","5"
"1986","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1986","35-65 y.","secondary school degree","8.09","1","30","0","1","16","23","28","4.57","11.61","0","28","1","13"
"1986","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1986","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1986","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","66 and older","Other degree","","","","","","","","","","","","","",""
"1986","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1987","16-34 y.","college entrance qualification","1.52","1","153","0","1","1","3","13","1.13","1.91","0","14","1","1"
"1987","16-34 y.","lower secondary degree","1.57","1","388","0","0","1","4","12","1.32","1.82","0","18","1","1"
"1987","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1987","16-34 y.","Other degree","1.42","1","63","0","0","1","4","11","0.82","2.02","0","11","1","1"
"1987","16-34 y.","secondary school degree","1.9","1","240","0","1","1","6","12","1.53","2.27","0","17","1","1"
"1987","35-65 y.","college entrance qualification","6.04","1","49","0","1","14","17","25","3.9","8.18","0","25","1","5"
"1987","35-65 y.","lower secondary degree","4.56","1","162","0","0","3","16","36","3.29","5.83","0","41","1","1"
"1987","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1987","35-65 y.","Other degree","4.1","1","42","0","0","3","17","23","1.78","6.42","0","23","1","3"
"1987","35-65 y.","secondary school degree","7.32","1","43","0","1","18","22","27","4.46","10.18","0","27","1","8"
"1987","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1987","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1987","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1987","66 and older","Other degree","","","","","","","","","","","","","",""
"1987","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1988","16-34 y.","college entrance qualification","3.28","2","372","0","1","4","8","15","2.95","3.61","0","18","2","3"
"1988","16-34 y.","lower secondary degree","5.12","3","1112","1","1","8","12","18","4.86","5.38","0","22","3","3"
"1988","16-34 y.","no degree/no degree yet","5.09","4","94","1","1","8","12","15","4.19","5.99","0","16","2","5"
"1988","16-34 y.","Other degree","4.66","3","181","1","1","7","11","16","4.02","5.3","0","16","3","5"
"1988","16-34 y.","secondary school degree","4.79","3","666","1","1","7","12","17","4.47","5.11","0","19","3","3"
"1988","35-65 y.","college entrance qualification","14.58","13","379","2","6","22","27","39","13.6","15.56","0","42","12","15"
"1988","35-65 y.","lower secondary degree","15.21","14","1512","2","6","23","30","42","14.67","15.75","0","50","13","15"
"1988","35-65 y.","no degree/no degree yet","12.21","14","309","2","7","16","20","27","11.45","12.97","0","31","12","15"
"1988","35-65 y.","Other degree","12.14","12","569","3","8","17","22","28","11.58","12.7","0","44","11","14"
"1988","35-65 y.","secondary school degree","15.19","15","461","3","8","21","29","39","14.33","16.05","0","40","13","15"
"1988","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1988","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1988","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1988","66 and older","Other degree","","","","","","","","","","","","","",""
"1988","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1989","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1989","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1989","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1989","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1989","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1989","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1989","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1989","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1989","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1989","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1989","66 and older","college entrance qualification","","","","","","","","","","","","","",""
