"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","college entrance qualification","11.93","9","544","2","4","18","28","39","11.09","12.77","0","57","7","10"
"1984","Full Time","lower secondary degree","13.14","11","2458","2","4","20","28","43","12.74","13.54","0","59","9","10"
"1984","Full Time","no degree/no degree yet","8.96","8","561","2","4","13","16","22","8.49","9.43","0","30","9","11"
"1984","Full Time","Other degree","8.71","8","911","2","4","13","16","24","8.32","9.1","0","40","8","10"
"1984","Full Time","secondary school degree","10.16","6","902","2","3","15","25","38","9.57","10.75","0","51","6","7"
"1984","Not Working","college entrance qualification","2.09","0","40","0","0","1","3","50","-0.72","4.9","0","50","0","0"
"1984","Not Working","lower secondary degree","3.48","0","86","0","0","1","11","37","1.87","5.09","0","37","0","0"
"1984","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","Not Working","Other degree","","","","","","","","","","","","","",""
"1984","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1984","Part Time","college entrance qualification","6.89","3","219","1","1","10","19","40","5.76","8.02","0","45","2","4"
"1984","Part Time","lower secondary degree","8.31","5","727","1","1","12","20","38","7.71","8.91","0","57","4","5"
"1984","Part Time","no degree/no degree yet","4.63","3","96","0","1","7","13","22","3.41","5.85","0","29","3","6"
"1984","Part Time","Other degree","5.31","3.28","154","1","1","9","13","22","4.4","6.22","0","24","3","5"
"1984","Part Time","secondary school degree","6.33","3","291","1","1","9","16","36","5.47","7.19","0","49","2","4"
"1985","Full Time","college entrance qualification","11.62","8","521","2","4","17","27","39","10.77","12.47","0","58","7","10"
"1985","Full Time","lower secondary degree","12.52","10","2081","2","5","19","27","40","12.1","12.94","0","47","9","10"
"1985","Full Time","no degree/no degree yet","10.04","9.05","429","3","5","14","18","23","9.49","10.59","0","38","10","12"
"1985","Full Time","Other degree","9.03","8","747","2","4","13","17","25","8.59","9.47","0","41","9","11"
"1985","Full Time","secondary school degree","10.21","7","837","2","3","15","25","37","9.6","10.82","0","49","6","7"
"1985","Not Working","college entrance qualification","","","","","","","","","","","","","",""
