"year","age_gr","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","(Married) couple without C.","5.52","5","543","1","2","8","12","18","5.15","5.89","0","34","4","5"
"1984","16-34 y.","1-pers.-HH","4.62","4","264","1","1","6","11","15","4.15","5.09","0","19","3","4"
"1984","16-34 y.","Couple + C. GT 16 ","3.45","2","474","0","1","5","8","17","3.14","3.76","0","21","2","3"
"1984","16-34 y.","Couple + C. LE 16","6.47","5","898","1","2","10","14","19","6.16","6.78","0","20","5","6"
"1984","16-34 y.","Couple + C. LE and GT 16","2.58","2","385","1","1","3","6","10","2.34","2.82","0","15","2","2"
"1984","16-34 y.","Single parent","4.29","3","160","0","1","7","11","18","3.62","4.96","0","26","2","3"
"1984","35-65 y.","(Married) couple without C.","17.73","16","799","4","9","26","34","44","16.99","18.47","0","49","13","15"
"1984","35-65 y.","1-pers.-HH","13.23","12","345","2","5","19","25","42","12.29","14.17","0","45","10","12"
"1984","35-65 y.","Couple + C. GT 16 ","16.22","14","756","4","8","23","31","43","15.51","16.93","0","49","13","14"
"1984","35-65 y.","Couple + C. LE 16","11.64","11","1169","2","5","17","23","34","11.21","12.07","0","40","10","11"
"1984","35-65 y.","Couple + C. LE and GT 16","14.17","13","686","2","6","21","28","37","13.5","14.84","0","46","11","13"
"1984","35-65 y.","Single parent","10.71","9","158","1","4","16","24","33","9.46","11.96","0","36","8","11"
"1984","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1984","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1984","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1984","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1984","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1984","66 and older","Single parent","","","","","","","","","","","","","",""
"1985","16-34 y.","(Married) couple without C.","5.37","5","497","1","2","8","12","16","4.99","5.75","0","19","4","5"
"1985","16-34 y.","1-pers.-HH","4.61","4","259","0","1","7","11","16","4.12","5.1","0","18","3","4"
"1985","16-34 y.","Couple + C. GT 16 ","3.38","2","482","1","1","5","7","15","3.1","3.66","0","20","2","3"
"1985","16-34 y.","Couple + C. LE 16","6.38","5","744","1","2","10","13","19","6.04","6.72","0","21","5","6"
"1985","16-34 y.","Couple + C. LE and GT 16","2.64","2","313","1","1","3","6","11","2.41","2.87","0","13","2","2"
"1985","16-34 y.","Single parent","3.74","2","158","1","1","5","9","17","3.18","4.3","0","18","2","3"
"1985","35-65 y.","(Married) couple without C.","17.16","16","703","4","9","25","32","41","16.41","17.91","0","47","14","15"
"1985","35-65 y.","1-pers.-HH","12.99","12","286","2","6","18","25","40","12","13.98","0","43","11","13"
"1985","35-65 y.","Couple + C. GT 16 ","15.67","14","747","3","7","23","31","43","14.95","16.39","0","49","13","15"
"1985","35-65 y.","Couple + C. LE 16","11.71","11","1011","1","5","17","23","36","11.25","12.17","0","41","10","11"
"1985","35-65 y.","Couple + C. LE and GT 16","14.57","13","564","3","7","20","28","37","13.89","15.25","0","40","12","13"
"1985","35-65 y.","Single parent","12.02","10.75","147","1","4","17","26","35","10.63","13.41","0","37","9","12"
"1985","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1985","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1985","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1985","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1985","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
