"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","direct migration background","8.58","7","2214","1","3","13","18","33","8.31","8.85","0","44","7","8"
"1984","Employed","indirect migration background","5.37","3","59","0","1","7","17","21","3.59","7.15","0","33","2","4"
"1984","Employed","no migration background","11.28","8","4638","1","3","16","26","41","11","11.56","0","59","8","8"
"1984","Not Employed","direct migration background","0.53","0","52","0","0","0","3","9","-0.11","1.17","0","13","0","0"
"1984","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1984","Not Employed","no migration background","2.88","0","121","0","0","1","7","37","1.41","4.35","0","50","0","0"
"1985","Employed","direct migration background","8.73","7","1853","1","3","13","18","33","8.43","9.03","0","40","7","8"
"1985","Employed","indirect migration background","4.75","2","61","1","1","6","13","20","3.48","6.02","0","20","1","3"
"1985","Employed","no migration background","10.85","8","4207","1","3","16","26","39","10.56","11.14","0","67","7","8"
"1985","Not Employed","direct migration background","0.74","0","50","0","0","0","1","14","-0.11","1.59","0","14","0","0"
"1985","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1985","Not Employed","no migration background","5.97","0","101","0","0","4","21","67","3.79","8.15","0","67","0","1"
"1986","Employed","direct migration background","2.37","1","183","0","0","2","7","23","1.74","3","0","25","1","1"
"1986","Employed","indirect migration background","","","","","","","","","","","","","",""
"1986","Employed","no migration background","3.57","1","659","0","1","3","12","28","3.11","4.03","0","44","1","1"
"1986","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1986","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1986","Not Employed","no migration background","0.95","0","31","0","0","0","1","27","-0.87","2.77","0","27","0","1"
"1987","Employed","direct migration background","2.01","1","263","0","0","1","5","20","1.49","2.53","0","23","1","1"
"1987","Employed","indirect migration background","0.91","1","31","0","1","1","1","5","0.59","1.23","0","5","1","1"
"1987","Employed","no migration background","2.87","1","854","0","1","1","9","27","2.51","3.23","0","41","1","1"
"1987","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1987","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1987","Not Employed","no migration background","0.55","0","50","0","0","0","1","19","-0.23","1.33","0","19","0","0"
"1988","Employed","direct migration background","9.43","8","1677","1","3","15","20","32","9.08","9.78","0","36","8","9"
"1988","Employed","indirect migration background","5.65","2","111","0","1","6","21","25","4.72","6.58","0","25","1","2"
"1988","Employed","no migration background","11","8","3910","1","3","17","26","40","10.69","11.31","0","55","7","8"
"1988","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1988","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1988","Not Employed","no migration background","2.73","0","71","0","0","2","7","35","1.12","4.34","0","35","0","0"
"1989","Employed","direct migration background","","","","","","","","","","","","","",""
"1989","Employed","indirect migration background","","","","","","","","","","","","","",""
"1989","Employed","no migration background","","","","","","","","","","","","","",""
"1989","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1989","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1989","Not Employed","no migration background","","","","","","","","","","","","","",""
"1990","Employed","direct migration background","9.58","8","1557","1","2","15","21","32","9.2","9.96","0","47","7","9"
"1990","Employed","indirect migration background","4.91","3","148","1","1","7","13","25","4.26","5.56","0","25","2","3"
"1990","Employed","no migration background","10.96","8","3714","1","2","17","26","40","10.64","11.28","0","53","7","8"
"1990","Not Employed","direct migration background","1.04","0","30","0","0","2","3","11","0.13","1.95","0","11","0","0"
"1990","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1990","Not Employed","no migration background","3.16","0","54","0","0","2","5","44","1.38","4.94","0","44","0","1"
"1991","Employed","direct migration background","9.74","8","1599","1","2","15","21","33","9.34","10.14","0","41","7","9"
"1991","Employed","indirect migration background","4.33","2","192","1","1","4","10","26","3.79","4.87","0","26","2","2"
"1991","Employed","no migration background","10.74","7","3869","1","2","17","26","41","10.43","11.05","0","58","6","7"
