"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","direct migration background","4.32","3","859","0","1","6","10","17","4.05","4.59","0","18","3","4"
"1984","16-34 y.","indirect migration background","3.14","2","52","0","0","5","7","18","2.27","4.01","0","18","1","3"
"1984","16-34 y.","no migration background","4.86","4","1999","1","1","7","11","18","4.67","5.05","0","34","3","4"
"1984","35-65 y.","direct migration background","10.74","10","1406","2","4","15","21","34","10.4","11.08","0","44","10","11"
"1984","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1984","35-65 y.","no migration background","15.14","14","2715","3","6","22","30","42","14.75","15.53","0","55","13","14"
"1984","66 and older","direct migration background","","","","","","","","","","","","","",""
"1984","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1984","66 and older","no migration background","26.4","25","45","3","5","42","57","59","20.49","32.31","1","59","11","38"
"1985","16-34 y.","direct migration background","4.25","3","709","0","1","6","10","19","3.95","4.55","0","20","3","3"
"1985","16-34 y.","indirect migration background","3.1","1.11","53","1","1","5","8","19","2.21","3.99","0","19","1","3"
"1985","16-34 y.","no migration background","4.7","3","1846","1","1","7","11","17","4.51","4.89","0","21","3","4"
"1985","35-65 y.","direct migration background","11.12","11","1193","2","5","15","21","35","10.75","11.49","0","40","11","12"
"1985","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1985","35-65 y.","no migration background","15.05","14","2429","3","7","22","30","41","14.65","15.45","0","49","13","14"
"1985","66 and older","direct migration background","","","","","","","","","","","","","",""
"1985","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1985","66 and older","no migration background","24.78","21.22","33","5","8","37","43","67","18.37","31.19","2","67","11","35"
"1986","16-34 y.","direct migration background","1.67","1","148","0","0","1","6","13","1.35","1.99","0","13","1","1"
"1986","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1986","16-34 y.","no migration background","2.01","1","513","0","1","1","6","14","1.75","2.27","0","17","1","1"
"1986","35-65 y.","direct migration background","3.87","1","50","0","1","5","11","25","1.86","5.88","0","25","1","1"
"1986","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1986","35-65 y.","no migration background","7.56","1","177","0","1","14","21","43","6.16","8.96","0","44","1","6"
"1986","66 and older","direct migration background","","","","","","","","","","","","","",""
"1986","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1986","66 and older","no migration background","","","","","","","","","","","","","",""
"1987","16-34 y.","direct migration background","1.3","1","217","0","0","1","4","11","1.01","1.59","0","14","1","1"
"1987","16-34 y.","indirect migration background","0.91","1","32","0","1","1","1","5","0.6","1.22","0","5","1","1"
"1987","16-34 y.","no migration background","1.67","1","653","0","1","1","4","13","1.46","1.88","0","18","1","1"
"1987","35-65 y.","direct migration background","3.6","1","69","0","1","2","15","23","1.94","5.26","0","23","1","1"
"1987","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1987","35-65 y.","no migration background","5.36","1","251","0","1","8","18","36","4.33","6.39","0","41","1","1"
"1987","66 and older","direct migration background","","","","","","","","","","","","","",""
"1987","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1987","66 and older","no migration background","","","","","","","","","","","","","",""
"1988","16-34 y.","direct migration background","4.05","3","659","1","1","6","9","15","3.76","4.34","0","22","2","3"
"1988","16-34 y.","indirect migration background","1.91","1.12","100","0","1","3","4","10","1.49","2.33","0","11","1","2"
"1988","16-34 y.","no migration background","4.69","3","1751","1","1","7","12","17","4.49","4.89","0","20","3","3"
"1988","35-65 y.","direct migration background","12.14","12","1044","2","6","17","23","33","11.71","12.57","0","36","12","14"
"1988","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1988","35-65 y.","no migration background","15.31","14.26","2205","2","7","23","30","42","14.88","15.74","0","50","13","15"
"1988","66 and older","direct migration background","","","","","","","","","","","","","",""
"1988","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1988","66 and older","no migration background","","","","","","","","","","","","","",""
"1989","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"1989","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1989","16-34 y.","no migration background","","","","","","","","","","","","","",""
"1989","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"1989","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1989","35-65 y.","no migration background","","","","","","","","","","","","","",""
"1989","66 and older","direct migration background","","","","","","","","","","","","","",""
"1989","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1989","66 and older","no migration background","","","","","","","","","","","","","",""
"1990","16-34 y.","direct migration background","4.02","3","586","1","1","6","10","14","3.72","4.32","0","24","3","3"
"1990","16-34 y.","indirect migration background","2.83","2","136","1","1","3","7","10","2.41","3.25","0","13","2","2"
"1990","16-34 y.","no migration background","4.71","3","3019","1","1","7","11","18","4.55","4.87","0","19","3","4"
"1990","35-65 y.","direct migration background","12.7","12","1097","1","5","19","24","38","12.21","13.19","0","47","12","14"
"1990","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
