"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","general elemantary","8.11","7","699","1","3","12","16","27","7.66","8.56","0","33","6","7"
"1984","direct migration background","higher education","10.16","6","92","1","2","15","29","33","8.35","11.97","0","34","4","7"
"1984","direct migration background","higher vocational","9.2","5.25","33","2","4","15","18","25","6.84","11.56","0","25","4","12"
"1984","direct migration background","in school","","","","","","","","","","","","","",""
"1984","direct migration background","inadequately","8.82","8","557","1","4","13","16","22","8.33","9.31","0","30","8","10"
"1984","direct migration background","middle vocational","8.27","5","758","1","2","12","18","37","7.79","8.75","0","44","5","6"
"1984","direct migration background","vocational + Abi","5.7","4","96","0","1","10","14","23","4.5","6.9","0","26","4","8"
"1984","indirect migration background","general elemantary","3.74","1.64","30","0","0","3","19","33","0.98","6.5","0","33","1","3"
"1984","indirect migration background","higher education","","","","","","","","","","","","","",""
"1984","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","in school","","","","","","","","","","","","","",""
"1984","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1984","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1984","no migration background","general elemantary","9.48","5","896","1","2","14","24","41","8.84","10.12","0","59","4","6"
"1984","no migration background","higher education","11.4","9","526","1","3","18","26","38","10.58","12.22","0","50","7","10"
"1984","no migration background","higher vocational","12.69","9","413","1","4","20","30","46","11.64","13.74","0","57","8","10"
"1984","no migration background","in school","","","","","","","","","","","","","",""
"1984","no migration background","inadequately","5.58","3","32","1","2","7","13","20","3.77","7.39","0","20","2","7"
"1984","no migration background","middle vocational","11.45","9","2767","1","4","17","26","41","11.08","11.82","0","58","8","9"
"1984","no migration background","vocational + Abi","9.2","5","116","1","3","12","28","36","7.42","10.98","0","38","4","8"
"1985","direct migration background","general elemantary","8.14","7","599","1","2","13","16","26","7.63","8.65","0","27","6","8"
"1985","direct migration background","higher education","9.22","6","76","1","3","16","21","33","7.32","11.12","0","33","4","7"
"1985","direct migration background","higher vocational","8.23","5","32","0","1","16","19","26","5.57","10.89","0","26","2","13"
"1985","direct migration background","in school","","","","","","","","","","","","","",""
"1985","direct migration background","inadequately","9.89","10","431","2","5","14","17","23","9.35","10.43","0","29","9","12"
"1985","direct migration background","middle vocational","8.44","5.94","651","1","3","12","19","36","7.91","8.97","0","40","5","6"
"1985","direct migration background","vocational + Abi","6.67","5","79","1","1","11","15","27","5.3","8.04","0","27","4","9"
"1985","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1985","indirect migration background","higher education","","","","","","","","","","","","","",""
"1985","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","in school","","","","","","","","","","","","","",""
"1985","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1985","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1985","no migration background","general elemantary","9.05","5","817","1","2","14","24","38","8.4","9.7","0","67","4","6"
"1985","no migration background","higher education","11.1","8","488","1","3","17","25","35","10.28","11.92","0","39","7","10"
"1985","no migration background","higher vocational","12.9","9.99","368","2","4","20","31","43","11.78","14.02","0","58","8","11"
"1985","no migration background","in school","","","","","","","","","","","","","",""
"1985","no migration background","inadequately","6.06","3.41","32","1","1","8","14","21","4.17","7.95","1","21","2","8"
"1985","no migration background","middle vocational","11.11","8","2477","1","3","16","26","40","10.73","11.49","0","49","8","9"
"1985","no migration background","vocational + Abi","9.58","6","95","1","3","13","29","39","7.61","11.55","0","39","4","8"
"1986","direct migration background","general elemantary","1.41","1","73","0","0","1","2","25","0.58","2.24","0","25","1","1"
"1986","direct migration background","higher education","","","","","","","","","","","","","",""
"1986","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1986","direct migration background","in school","","","","","","","","","","","","","",""
"1986","direct migration background","inadequately","","","","","","","","","","","","","",""
"1986","direct migration background","middle vocational","1.55","1","80","0","0","1","5","13","0.87","2.23","0","16","1","1"
"1986","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"1986","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1986","indirect migration background","higher education","","","","","","","","","","","","","",""
"1986","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1986","indirect migration background","in school","","","","","","","","","","","","","",""
"1986","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1986","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1986","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1986","no migration background","general elemantary","2.41","1","145","0","1","1","6","27","1.68","3.14","0","27","1","1"
"1986","no migration background","higher education","3.36","1","87","0","0","4","13","22","2.21","4.51","0","22","1","1"
"1986","no migration background","higher vocational","6.35","2.75","40","0","1","7","23","32","3.62","9.08","0","32","1","6"
"1986","no migration background","in school","","","","","","","","","","","","","",""
"1986","no migration background","inadequately","","","","","","","","","","","","","",""
"1986","no migration background","middle vocational","3.72","1","373","0","1","4","13","28","3.07","4.37","0","44","1","1"
"1986","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"1987","direct migration background","general elemantary","1.78","1","108","0","0","1","3","19","1.03","2.53","0","20","1","1"
"1987","direct migration background","higher education","","","","","","","","","","","","","",""
"1987","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1987","direct migration background","in school","","","","","","","","","","","","","",""
"1987","direct migration background","inadequately","2.76","1","38","0","1","1","13","20","1.1","4.42","0","20","1","1"
"1987","direct migration background","middle vocational","1.56","1","103","0","0","1","4","14","0.81","2.31","0","23","1","1"
"1987","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"1987","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1987","indirect migration background","higher education","","","","","","","","","","","","","",""
"1987","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1987","indirect migration background","in school","","","","","","","","","","","","","",""
"1987","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1987","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1987","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1987","no migration background","general elemantary","1.54","1","183","0","1","1","2","18","1.09","1.99","0","27","1","1"
"1987","no migration background","higher education","3.98","1","107","0","1","2","15","26","2.82","5.14","0","26","1","1"
"1987","no migration background","higher vocational","3.9","1","63","0","1","2","13","31","2.16","5.64","0","31","1","1"
"1987","no migration background","in school","","","","","","","","","","","","","",""
"1987","no migration background","inadequately","","","","","","","","","","","","","",""
"1987","no migration background","middle vocational","2.89","1","493","0","0","2","9","30","2.4","3.38","0","41","1","1"
"1987","no migration background","vocational + Abi","1.95","1","33","0","1","2","4","14","0.71","3.19","0","14","1","2"
"1988","direct migration background","general elemantary","8.92","7","584","1","2","15","19","27","8.33","9.51","0","29","5","8"
"1988","direct migration background","higher education","10.1","6.76","61","1","4","16","23","33","7.94","12.26","1","33","5","10"
"1988","direct migration background","higher vocational","8.64","6","38","1","3","11","22","29","6.22","11.06","0","29","4","9"
"1988","direct migration background","in school","","","","","","","","","","","","","",""
"1988","direct migration background","inadequately","10.43","10","331","1","4","16","19","25","9.67","11.19","0","28","10","13"
"1988","direct migration background","middle vocational","9.34","7","588","1","3","14","21","35","8.75","9.93","0","36","6","8"
"1988","direct migration background","vocational + Abi","6.72","4","67","1","1","11","17","22","5.18","8.26","0","22","4","10"
"1988","indirect migration background","general elemantary","4.33","2","40","1","1","6","12","23","2.99","5.67","0","23","1","2"
"1988","indirect migration background","higher education","","","","","","","","","","","","","",""
"1988","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1988","indirect migration background","in school","","","","","","","","","","","","","",""
"1988","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1988","indirect migration background","middle vocational","4.3","1.66","56","0","1","4","16","22","2.95","5.65","0","22","1","2"
"1988","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1988","no migration background","general elemantary","9.5","5.5","740","1","2","15","25","39","8.8","10.2","0","54","3","5"
"1988","no migration background","higher education","11.32","9","473","1","3","18","25","38","10.45","12.19","0","43","8","10"
"1988","no migration background","higher vocational","12.04","9.47","311","1","4","18","27","40","10.93","13.15","0","45","8","11"
"1988","no migration background","in school","","","","","","","","","","","","","",""
"1988","no migration background","inadequately","","","","","","","","","","","","","",""
"1988","no migration background","middle vocational","11.37","9","2273","1","3","17","26","41","10.96","11.78","0","55","8","9"
"1988","no migration background","vocational + Abi","7.18","3","107","1","1","9","19","42","5.45","8.91","0","42","3","5"
"1989","direct migration background","general elemantary","","","","","","","","","","","","","",""
"1989","direct migration background","higher education","","","","","","","","","","","","","",""
"1989","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1989","direct migration background","in school","","","","","","","","","","","","","",""
"1989","direct migration background","inadequately","","","","","","","","","","","","","",""
"1989","direct migration background","middle vocational","","","","","","","","","","","","","",""
"1989","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"1989","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1989","indirect migration background","higher education","","","","","","","","","","","","","",""
"1989","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1989","indirect migration background","in school","","","","","","","","","","","","","",""
"1989","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1989","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1989","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1989","no migration background","general elemantary","","","","","","","","","","","","","",""
"1989","no migration background","higher education","","","","","","","","","","","","","",""
"1989","no migration background","higher vocational","","","","","","","","","","","","","",""
"1989","no migration background","in school","","","","","","","","","","","","","",""
"1989","no migration background","inadequately","","","","","","","","","","","","","",""
"1989","no migration background","middle vocational","","","","","","","","","","","","","",""
"1989","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"1990","direct migration background","general elemantary","9.73","7","572","1","2","16","21","32","9.07","10.39","0","47","6","9"
"1990","direct migration background","higher education","10.3","7.01","95","1","3","16","25","37","8.39","12.21","0","37","5","10"
"1990","direct migration background","higher vocational","12.47","10.11","38","2","5","17","24","40","9.03","15.91","0","40","6","13"
"1990","direct migration background","in school","","","","","","","","","","","","","",""
"1990","direct migration background","inadequately","11.1","11","288","1","3","17","21","29","10.2","12","0","39","10","14"
"1990","direct migration background","middle vocational","9.97","8","594","1","3","15","22","38","9.3","10.64","0","42","7","9"
"1990","direct migration background","vocational + Abi","7.27","4","61","1","1","13","20","24","5.29","9.25","0","26","4","11"
"1990","indirect migration background","general elemantary","3.97","2","65","1","1","4","8","25","3.04","4.9","0","25","1","3"
"1990","indirect migration background","higher education","","","","","","","","","","","","","",""
"1990","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1990","indirect migration background","in school","","","","","","","","","","","","","",""
"1990","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1990","indirect migration background","middle vocational","5.81","3","64","1","2","10","17","18","4.72","6.9","0","18","2","3"
"1990","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1990","no migration background","general elemantary","9.53","4.89","859","1","2","15","24","40","8.86","10.2","0","53","3","4"
"1990","no migration background","higher education","11.8","9","1284","1","3","19","27","40","11.23","12.37","0","48","9","10"
"1990","no migration background","higher vocational","13.79","10.95","505","2","4","21","31","42","12.8","14.78","0","47","10","13"
"1990","no migration background","in school","","","","","","","","","","","","","",""
"1990","no migration background","inadequately","5.47","3","37","1","1","6","15","24","3.55","7.39","0","24","2","6"
