"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","East Germany","","","","","","","","","","","","","",""
"1984","direct migration background","West Germany","8.4","6","2266","1","3","13","18","33","8.14","8.66","0","44","6","7"
"1984","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1984","indirect migration background","West Germany","4.94","3","67","0","0","6","12","21","3.33","6.55","0","33","2","3"
"1984","no migration background","East Germany","","","","","","","","","","","","","",""
"1984","no migration background","West Germany","11.07","8","4759","1","3","16","26","41","10.79","11.35","0","59","7","8"
"1985","direct migration background","East Germany","","","","","","","","","","","","","",""
"1985","direct migration background","West Germany","8.52","7","1903","1","3","13","18","33","8.22","8.82","0","40","7","8"
"1985","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1985","indirect migration background","West Germany","4.72","2","62","1","1","6","13","20","3.47","5.97","0","20","1","3"
"1985","no migration background","East Germany","","","","","","","","","","","","","",""
"1985","no migration background","West Germany","10.75","8","4308","1","3","16","26","39","10.46","11.04","0","67","7","8"
"1986","direct migration background","East Germany","","","","","","","","","","","","","",""
"1986","direct migration background","West Germany","2.27","1","198","0","0","1","7","23","1.68","2.86","0","25","1","1"
"1986","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1986","no migration background","East Germany","","","","","","","","","","","","","",""
"1986","no migration background","West Germany","3.45","1","690","0","1","3","12","28","3.01","3.89","0","44","1","1"
"1987","direct migration background","East Germany","","","","","","","","","","","","","",""
"1987","direct migration background","West Germany","1.83","1","286","0","0","1","5","20","1.35","2.31","0","23","1","1"
"1987","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","West Germany","0.91","1","32","0","1","1","1","5","0.6","1.22","0","5","1","1"
"1987","no migration background","East Germany","","","","","","","","","","","","","",""
"1987","no migration background","West Germany","2.74","1","904","0","1","1","8","27","2.4","3.08","0","41","1","1"
"1988","direct migration background","East Germany","","","","","","","","","","","","","",""
"1988","direct migration background","West Germany","9.29","7","1704","1","3","15","20","32","8.94","9.64","0","36","7","8"
"1988","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","West Germany","5.53","2","116","0","1","6","21","25","4.63","6.43","0","25","1","2"
"1988","no migration background","East Germany","","","","","","","","","","","","","",""
"1988","no migration background","West Germany","10.86","8","3981","1","2","17","26","40","10.55","11.17","0","55","7","8"
"1989","direct migration background","East Germany","","","","","","","","","","","","","",""
"1989","direct migration background","West Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1989","no migration background","East Germany","","","","","","","","","","","","","",""
"1989","no migration background","West Germany","","","","","","","","","","","","","",""
"1990","direct migration background","East Germany","17.97","18","96","1","8","27","35","42","15.53","20.41","0","42","15","21"
"1990","direct migration background","West Germany","9.41","8","1587","1","2","15","21","32","9.03","9.79","0","47","7","9"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","4.86","3","151","1","1","6","13","25","4.23","5.49","0","25","2","3"
"1990","no migration background","East Germany","12.41","10","3316","1","3","19","29","41","12.05","12.77","0","54","9","10"
"1990","no migration background","West Germany","10.86","8","3768","1","2","17","26","40","10.54","11.18","0","53","6","8"
"1991","direct migration background","East Germany","14.5","16","74","0","2","25","29","43","11.53","17.47","0","43","5","19"
"1991","direct migration background","West Germany","9.57","7","1646","1","2","15","21","33","9.18","9.96","0","41","7","8"
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","4.15","2","207","1","1","4","10","26","3.64","4.66","0","26","2","2"
"1991","no migration background","East Germany","10.61","7","2740","0","1","17","27","41","10.22","11","0","55","6","7"
