"year","e11103","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","general elemantary","10.91","8","1104","2","3","16","25","38","10.41","11.41","0","59","7","8"
"1984","Full Time","higher education","12.28","10","462","2","4","18","26","38","11.42","13.14","0","40","8","11"
"1984","Full Time","higher vocational","13.66","11","352","2","4","21","30","47","12.53","14.79","0","57","9","12"
"1984","Full Time","in school","","","","","","","","","","","","","",""
"1984","Full Time","inadequately","9","8","490","2","4","13","16","22","8.5","9.5","0","30","9","11"
"1984","Full Time","middle vocational","12.27","10","2810","2","4","18","27","41","11.92","12.62","0","58","8","10"
"1984","Full Time","vocational + Abi","10.04","7","168","2","3","13","28","36","8.8","11.28","0","36","6","8"
"1984","Not Working","general elemantary","3.5","0","61","0","0","1","18","37","1.67","5.33","0","37","0","0"
"1984","Not Working","higher education","","","","","","","","","","","","","",""
"1984","Not Working","higher vocational","","","","","","","","","","","","","",""
"1984","Not Working","in school","","","","","","","","","","","","","",""
"1984","Not Working","inadequately","","","","","","","","","","","","","",""
"1984","Not Working","middle vocational","2.22","0","73","0","0","1","6","33","0.91","3.53","0","33","0","0"
"1984","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1984","Part Time","general elemantary","6.85","3","460","1","1","11","16","36","6.17","7.53","0","49","2","4"
"1984","Part Time","higher education","8.52","5","143","1","1","13","21","33","7.15","9.89","0","36","3","7"
"1984","Part Time","higher vocational","8.66","5","87","1","2","12","22","45","6.69","10.63","0","45","3","6"
"1984","Part Time","in school","","","","","","","","","","","","","",""
"1984","Part Time","inadequately","5.05","3.75","94","0","1","7","13","22","3.81","6.29","0","29","3","6"
"1984","Part Time","middle vocational","7.72","4","670","1","1","11","19","39","7.12","8.32","0","57","4","5"
"1984","Part Time","vocational + Abi","4.61","2.08","34","0","1","5","12","38","1.93","7.29","0","38","1","5"
"1985","Full Time","general elemantary","9.88","7","935","2","3","14","24","37","9.38","10.38","0","40","7","8"
"1985","Full Time","higher education","12.16","10","434","2","4","19","26","35","11.28","13.04","0","39","8","11"
"1985","Full Time","higher vocational","13.47","10","316","2","4","20","31","45","12.25","14.69","0","58","8","11"
"1985","Full Time","in school","","","","","","","","","","","","","",""
"1985","Full Time","inadequately","9.68","9","388","3","5","13","17","23","9.12","10.24","0","29","10","12"
"1985","Full Time","middle vocational","11.88","9","2416","2","4","17","26","40","11.52","12.24","0","49","8","9"
"1985","Full Time","vocational + Abi","10.73","7.09","136","1","4","14","29","39","9.27","12.19","0","39","6","9"
"1985","Not Working","general elemantary","8.35","1","56","0","0","4","33","67","4.99","11.71","0","67","0","1"
"1985","Not Working","higher education","","","","","","","","","","","","","",""
"1985","Not Working","higher vocational","","","","","","","","","","","","","",""
"1985","Not Working","in school","","","","","","","","","","","","","",""
"1985","Not Working","inadequately","","","","","","","","","","","","","",""
"1985","Not Working","middle vocational","3.47","0","66","0","0","1","11","39","1.69","5.25","0","39","0","0"
"1985","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1985","Part Time","general elemantary","7.26","4","451","1","1","11","19","37","6.5","8.02","0","67","2","4"
"1985","Part Time","higher education","6.78","3","119","1","1","12","19","28","5.49","8.07","0","28","2","6"
"1985","Part Time","higher vocational","9.65","6.46","82","1","4","13","23","40","7.71","11.59","0","40","4","9"
"1985","Part Time","in school","","","","","","","","","","","","","",""
"1985","Part Time","inadequately","4.75","1.34","72","1","1","8","12","20","3.39","6.11","0","23","3","8"
"1985","Part Time","middle vocational","8","5","675","1","1","12","21","40","7.36","8.64","0","45","4","5"
"1985","Part Time","vocational + Abi","3.78","2","36","1","1","5","9","14","2.14","5.42","0","24","1","5"
"1986","Full Time","general elemantary","3.93","1","88","0","1","6","11","27","2.85","5.01","0","27","1","2"
"1986","Full Time","higher education","4.35","1","68","0","1","6","14","22","2.92","5.78","0","22","1","3"
"1986","Full Time","higher vocational","6.77","5","36","0","1","8","14","32","3.96","9.58","0","32","1","6"
"1986","Full Time","in school","","","","","","","","","","","","","",""
"1986","Full Time","inadequately","","","","","","","","","","","","","",""
"1986","Full Time","middle vocational","4.65","1","307","0","1","6","15","28","3.92","5.38","0","44","1","2"
"1986","Full Time","vocational + Abi","","","","","","","","","","","","","",""
"1986","Not Working","general elemantary","","","","","","","","","","","","","",""
"1986","Not Working","higher education","","","","","","","","","","","","","",""
"1986","Not Working","higher vocational","","","","","","","","","","","","","",""
"1986","Not Working","in school","","","","","","","","","","","","","",""
"1986","Not Working","inadequately","","","","","","","","","","","","","",""
"1986","Not Working","middle vocational","","","","","","","","","","","","","",""
"1986","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1986","Part Time","general elemantary","1.17","1","123","0","1","1","1","20","0.78","1.56","0","20","1","1"
"1986","Part Time","higher education","","","","","","","","","","","","","",""
"1986","Part Time","higher vocational","","","","","","","","","","","","","",""
"1986","Part Time","in school","","","","","","","","","","","","","",""
"1986","Part Time","inadequately","","","","","","","","","","","","","",""
"1986","Part Time","middle vocational","1.68","1","139","0","0","1","2","16","0.95","2.41","0","43","1","1"
"1986","Part Time","vocational + Abi","","","","","","","","","","","","","",""
"1987","Full Time","general elemantary","2.61","1","111","0","1","2","9","27","1.7","3.52","0","27","1","1"
"1987","Full Time","higher education","5.94","1","61","1","1","11","17","26","4.13","7.75","0","26","1","4"
"1987","Full Time","higher vocational","5.86","1","42","0","1","9","18","31","3.43","8.29","0","31","1","9"
"1987","Full Time","in school","","","","","","","","","","","","","",""
"1987","Full Time","inadequately","","","","","","","","","","","","","",""
"1987","Full Time","middle vocational","3.99","1","380","0","0","4","12","30","3.36","4.62","0","41","1","1"
"1987","Full Time","vocational + Abi","","","","","","","","","","","","","",""
"1987","Not Working","general elemantary","","","","","","","","","","","","","",""
"1987","Not Working","higher education","","","","","","","","","","","","","",""
"1987","Not Working","higher vocational","","","","","","","","","","","","","",""
"1987","Not Working","in school","","","","","","","","","","","","","",""
"1987","Not Working","inadequately","","","","","","","","","","","","","",""
"1987","Not Working","middle vocational","0.69","0","34","0","0","0","1","19","-0.45","1.83","0","19","0","0"
"1987","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1987","Part Time","general elemantary","1.13","1","169","0","1","1","1","18","0.86","1.4","0","18","1","1"
"1987","Part Time","higher education","1.97","1","47","1","1","1","4","16","0.92","3.02","0","16","1","1"
"1987","Part Time","higher vocational","","","","","","","","","","","","","",""
"1987","Part Time","in school","","","","","","","","","","","","","",""
"1987","Part Time","inadequately","1.64","1","34","0","1","1","1","20","0.49","2.79","0","20","1","1"
"1987","Part Time","middle vocational","1.03","1","199","0","1","1","1","6","0.86","1.2","0","11","1","1"
"1987","Part Time","vocational + Abi","","","","","","","","","","","","","",""
"1988","Full Time","general elemantary","10.8","8","909","2","2","17","27","38","10.22","11.38","0","40","6","8"
"1988","Full Time","higher education","11.91","9","404","2","3","19","25","38","10.98","12.84","0","43","8","10"
"1988","Full Time","higher vocational","12.92","10","276","2","5","20","27","38","11.74","14.1","0","45","9","12"
"1988","Full Time","in school","","","","","","","","","","","","","",""
"1988","Full Time","inadequately","10.7","10.55","285","2","5","15","19","25","9.93","11.47","0","28","11","14"
"1988","Full Time","middle vocational","12.3","9.33","2277","2","4","18","28","41","11.9","12.7","0","50","8","9"
"1988","Full Time","vocational + Abi","8.6","4","134","1","2","11","20","42","7.15","10.05","0","42","4","8"
"1988","Not Working","general elemantary","2.49","0","30","0","0","2","2","31","0.36","4.62","0","31","0","1"
"1988","Not Working","higher education","","","","","","","","","","","","","",""
"1988","Not Working","higher vocational","","","","","","","","","","","","","",""
"1988","Not Working","in school","","","","","","","","","","","","","",""
"1988","Not Working","inadequately","","","","","","","","","","","","","",""
"1988","Not Working","middle vocational","2.99","0","38","0","0","2","7","35","1.02","4.96","0","35","0","0"
"1988","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1988","Part Time","general elemantary","7.28","3.72","425","1","1","11","18","43","6.56","8","0","54","1","3"
"1988","Part Time","higher education","9.92","7","122","1","1","16","25","43","8.3","11.54","0","43","4","11"
"1988","Part Time","higher vocational","7.86","5.52","72","1","2","10","21","40","6.16","9.56","0","40","4","8"
"1988","Part Time","in school","","","","","","","","","","","","","",""
"1988","Part Time","inadequately","4.37","1.01","68","1","1","7","14","20","2.86","5.88","0","23","1","7"
"1988","Part Time","middle vocational","7.45","4","602","1","1","12","19","36","6.82","8.08","0","55","3","5"
"1988","Part Time","vocational + Abi","3.35","2","36","0","1","5","10","16","2.03","4.67","0","16","1","4"
"1989","Full Time","general elemantary","","","","","","","","","","","","","",""
"1989","Full Time","higher education","","","","","","","","","","","","","",""
"1989","Full Time","higher vocational","","","","","","","","","","","","","",""
"1989","Full Time","in school","","","","","","","","","","","","","",""
"1989","Full Time","inadequately","","","","","","","","","","","","","",""
"1989","Full Time","middle vocational","","","","","","","","","","","","","",""
"1989","Full Time","vocational + Abi","","","","","","","","","","","","","",""
"1989","Not Working","general elemantary","","","","","","","","","","","","","",""
"1989","Not Working","higher education","","","","","","","","","","","","","",""
"1989","Not Working","higher vocational","","","","","","","","","","","","","",""
"1989","Not Working","in school","","","","","","","","","","","","","",""
"1989","Not Working","inadequately","","","","","","","","","","","","","",""
"1989","Not Working","middle vocational","","","","","","","","","","","","","",""
"1989","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1989","Part Time","general elemantary","","","","","","","","","","","","","",""
"1989","Part Time","higher education","","","","","","","","","","","","","",""
"1989","Part Time","higher vocational","","","","","","","","","","","","","",""
"1989","Part Time","in school","","","","","","","","","","","","","",""
"1989","Part Time","inadequately","","","","","","","","","","","","","",""
"1989","Part Time","middle vocational","","","","","","","","","","","","","",""
"1989","Part Time","vocational + Abi","","","","","","","","","","","","","",""
"1990","Full Time","general elemantary","10.79","7","860","1","2","17","27","38","10.18","11.4","0","53","6","8"
