"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","(Married) couple without C.","13.36","10","1352","2","4","21","31","44","12.8","13.92","0","59","9","10"
"1984","Employed","1-pers.-HH","10.24","7","608","1","3","14","24","45","9.53","10.95","0","58","6","8"
"1984","Employed","Couple + C. GT 16 ","11.6","8","1192","1","3","19","27","41","11.04","12.16","0","51","7","9"
"1984","Employed","Couple + C. LE 16","9.6","8","2030","1","4","14","20","32","9.3","9.9","0","40","7","8"
"1984","Employed","Couple + C. LE and GT 16","10.24","6","1030","1","2","17","25","36","9.7","10.78","0","46","5","7"
"1984","Employed","Single parent","7.87","5","308","1","2","12","19","30","7.07","8.67","0","36","4","6"
"1984","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1984","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1984","Not Employed","Couple + C. GT 16 ","1.7","0","40","0","0","1","6","26","0.32","3.08","0","26","0","0"
"1984","Not Employed","Couple + C. LE 16","1.6","0","38","0","0","1","5","18","0.48","2.72","0","18","0","0"
"1984","Not Employed","Couple + C. LE and GT 16","1.51","0","41","0","0","1","4","18","0.6","2.42","0","18","0","0"
"1984","Not Employed","Single parent","","","","","","","","","","","","","",""
"1985","Employed","(Married) couple without C.","12.66","10","1199","1","4","19","29","41","12.1","13.22","0","58","8","10"
"1985","Employed","1-pers.-HH","9.2","6.89","540","1","3","14","21","37","8.52","9.88","0","43","6","8"
"1985","Employed","Couple + C. GT 16 ","11.02","7","1208","1","2","17","27","41","10.46","11.58","0","67","6","8"
"1985","Employed","Couple + C. LE 16","9.61","8","1718","1","4","14","20","31","9.28","9.94","0","41","7","8"
"1985","Employed","Couple + C. LE and GT 16","10.16","7","848","1","3","16","24","36","9.6","10.72","0","40","6","8"
"1985","Employed","Single parent","7.93","5","298","1","2","12","20","34","7.07","8.79","0","37","4","6"
"1985","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1985","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1985","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1985","Not Employed","Couple + C. LE 16","3.07","0","38","0","0","6","11","16","1.57","4.57","0","16","0","1"
"1985","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1985","Not Employed","Single parent","","","","","","","","","","","","","",""
"1986","Employed","(Married) couple without C.","4.69","1","206","0","1","6","13","28","3.89","5.49","0","31","1","3"
"1986","Employed","1-pers.-HH","2.85","1","71","0","0","1","6","44","1.4","4.3","0","44","1","1"
"1986","Employed","Couple + C. GT 16 ","2.26","1","196","0","1","1","5","22","1.61","2.91","0","43","1","1"
"1986","Employed","Couple + C. LE 16","4.52","1","185","0","1","7","14","27","3.59","5.45","0","32","1","1"
"1986","Employed","Couple + C. LE and GT 16","3.16","1","116","0","1","1","11","25","2.23","4.09","0","31","1","1"
"1986","Employed","Single parent","1.91","1","45","0","1","1","7","11","1.12","2.7","0","11","1","1"
"1986","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1986","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1986","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1986","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1986","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1986","Not Employed","Single parent","","","","","","","","","","","","","",""
"1987","Employed","(Married) couple without C.","3.06","1","232","0","1","3","10","24","2.35","3.77","0","29","1","1"
"1987","Employed","1-pers.-HH","2.38","1","88","0","1","1","7","36","1.3","3.46","0","36","1","1"
"1987","Employed","Couple + C. GT 16 ","2.89","1","258","0","1","1","8","27","2.29","3.49","0","30","1","1"
"1987","Employed","Couple + C. LE 16","3.57","1","242","0","1","2","13","30","2.86","4.28","0","31","1","1"
"1987","Employed","Couple + C. LE and GT 16","2.02","1","163","0","1","1","5","23","1.52","2.52","0","23","1","1"
"1987","Employed","Single parent","1.37","1","70","0","0","1","1","16","0.73","2.01","0","16","1","1"
"1987","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1987","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1987","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1987","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1987","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1987","Not Employed","Single parent","","","","","","","","","","","","","",""
"1988","Employed","(Married) couple without C.","12.89","10","1193","1","4","19","30","42","12.31","13.47","0","47","8","10"
"1988","Employed","1-pers.-HH","9.61","7","487","1","2","15","23","39","8.85","10.37","0","55","7","9"
"1988","Employed","Couple + C. GT 16 ","11.84","8","1315","1","3","20","28","42","11.28","12.4","0","54","7","9"
"1988","Employed","Couple + C. LE 16","9.04","8","1454","1","3","14","20","31","8.67","9.41","0","37","7","8"
"1988","Employed","Couple + C. LE and GT 16","10.76","8","646","1","2","18","25","38","10.09","11.43","0","41","6","8"
"1988","Employed","Single parent","7.8","4","294","1","1","13","20","31","6.91","8.69","0","38","3","6"
"1988","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1988","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1988","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1988","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1988","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1988","Not Employed","Single parent","","","","","","","","","","","","","",""
"1989","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1989","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1989","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1989","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1989","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1989","Employed","Single parent","","","","","","","","","","","","","",""
"1989","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1989","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1989","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1989","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1989","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1989","Not Employed","Single parent","","","","","","","","","","","","","",""
"1990","Employed","(Married) couple without C.","12.66","10","1170","1","3","20","30","42","12.06","13.26","0","46","7","9"
"1990","Employed","1-pers.-HH","9.08","6","488","1","2","14","21","39","8.28","9.88","0","45","5","8"
"1990","Employed","Couple + C. GT 16 ","12.28","9","1233","1","2","20","29","42","11.69","12.87","0","47","6","9"
"1990","Employed","Couple + C. LE 16","8.91","7","1410","1","3","13","20","31","8.53","9.29","0","40","6","7"
"1990","Employed","Couple + C. LE and GT 16","10.73","8","526","1","2","18","25","37","9.95","11.51","0","47","6","10"
"1990","Employed","Single parent","8.51","4","266","1","2","15","22","33","7.48","9.54","0","35","3","5"
"1990","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1990","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1990","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1990","Not Employed","Couple + C. LE 16","1.34","0","34","0","0","1","5","12","0.22","2.46","0","12","0","0"
"1990","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1990","Not Employed","Single parent","","","","","","","","","","","","","",""
"1991","Employed","(Married) couple without C.","12.15","9","1251","1","3","19","29","41","11.58","12.72","0","53","7","9"
"1991","Employed","1-pers.-HH","9.87","6","522","1","2","15","24","43","9.04","10.7","0","58","5","7"
"1991","Employed","Couple + C. GT 16 ","11.88","8","1217","1","2","20","28","41","11.28","12.48","0","48","6","8"
"1991","Employed","Couple + C. LE 16","8.79","6","1454","1","2","13","19","30","8.42","9.16","0","39","6","7"
"1991","Employed","Couple + C. LE and GT 16","9.82","6","586","1","2","17","25","35","9.09","10.55","0","42","4","7"
"1991","Employed","Single parent","8.15","4","286","1","2","13","21","34","7.17","9.13","0","40","3","5"
"1991","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1991","Not Employed","Couple + C. GT 16 ","3.86","1","32","0","0","4","12","42","0.39","7.33","0","42","0","2"
"1991","Not Employed","Couple + C. LE 16","0.81","0","36","0","0","0","1","12","-0.1","1.72","0","12","0","0"
"1991","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","Not Employed","Single parent","","","","","","","","","","","","","",""
"1992","Employed","(Married) couple without C.","12.31","8","1639","1","3","20","30","44","11.78","12.84","0","54","6","8"
"1992","Employed","1-pers.-HH","9.43","6","591","1","2","14","23","36","8.68","10.18","0","47","5","7"
"1992","Employed","Couple + C. GT 16 ","11.68","7","1706","1","2","20","29","41","11.16","12.2","0","49","5","6"
"1992","Employed","Couple + C. LE 16","8.11","5","2391","1","2","13","19","29","7.82","8.4","0","40","4","5"
"1992","Employed","Couple + C. LE and GT 16","9.67","5","782","1","2","17","24","34","9.02","10.32","0","38","3","6"
"1992","Employed","Single parent","8.1","4","388","1","1","13","21","35","7.27","8.93","0","38","3","5"
"1992","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1992","Not Employed","Couple + C. GT 16 ","1.74","0.01","38","0","0","1","3","38","-0.32","3.8","0","38","0","1"
"1992","Not Employed","Couple + C. LE 16","3.23","1","42","0","0","3","12","21","1.86","4.6","0","21","0","1"
"1992","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","Not Employed","Single parent","","","","","","","","","","","","","",""
"1993","Employed","(Married) couple without C.","11.43","8","1639","1","2","18","28","41","10.93","11.93","0","45","6","7"
