"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1984","direct migration background","(1a) inadequately completed","8.76","8","634","1","4","13","16","23","8.3","9.22","0","30","8","10"
"1984","direct migration background","(1b) general elementary school","7.95","7","675","1","3","12","15","27","7.5","8.4","0","33","6","8"
"1984","direct migration background","(1c) basic vocational qualification","8.42","6","566","1","3","13","19","37","7.87","8.97","0","44","5","7"
"1984","direct migration background","(2a) intermediate vocational","9.98","4","51","1","2","15","30","38","7.34","12.62","0","38","3","8"
"1984","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1984","direct migration background","(2c_gen) general maturity certificate","5.89","4","75","1","2","10","12","19","4.7","7.08","0","20","3","5"
"1984","direct migration background","(2c_voc) vocational maturity certificate","5.47","4","106","0","1","8","13","22","4.35","6.59","0","26","4","8"
"1984","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","direct migration background","(3b) higher tertiary education","8.23","4.89","75","1","2","14","21","33","6.43","10.03","0","34","4","7"
"1984","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1984","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1984","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1984","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1984","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1984","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1984","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1984","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1984","no migration background","(0) in school","","","","","","","","","","","","","",""
"1984","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1984","no migration background","(1b) general elementary school","10.74","8","713","1","3","16","25","41","10.01","11.47","0","59","6","8"
"1984","no migration background","(1c) basic vocational qualification","12.53","10","2132","1","4","19","28","42","12.1","12.96","0","58","10","10"
"1984","no migration background","(2a) intermediate vocational","9.94","7","880","1","3","14","25","38","9.35","10.53","0","51","6","7"
"1984","no migration background","(2b) intermediate general qualification","4.55","2","192","1","1","4","12","38","3.54","5.56","0","49","2","2"
"1984","no migration background","(2c_gen) general maturity certificate","2.6","1","81","0","1","3","5","22","1.75","3.45","0","22","1","2"
"1984","no migration background","(2c_voc) vocational maturity certificate","11.13","7","196","1","3","15","30","45","9.55","12.71","0","57","5","8"
"1984","no migration background","(3a) lower tertiary education","12.83","11","182","1","4","19","27","39","11.34","14.32","0","50","9","14"
"1984","no migration background","(3b) higher tertiary education","10.62","8","344","1","3","16","24","36","9.65","11.59","0","38","6","9"
"1985","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1985","direct migration background","(1a) inadequately completed","9.79","10","487","2","5","14","16","23","9.26","10.32","0","38","9","11"
"1985","direct migration background","(1b) general elementary school","8.06","7","570","1","3","12","16","24","7.55","8.57","0","27","6","8"
"1985","direct migration background","(1c) basic vocational qualification","8.64","6","500","1","3","13","20","35","8.04","9.24","0","36","5","7"
"1985","direct migration background","(2a) intermediate vocational","9.29","4","51","1","2","15","21","40","6.72","11.86","0","40","3","6"
"1985","direct migration background","(2b) intermediate general qualification","8.46","2.98","31","1","1","13","24","26","5.79","11.13","0","26","1","4"
"1985","direct migration background","(2c_gen) general maturity certificate","6.5","5","53","1","3","10","14","21","4.97","8.03","0","21","3","6"
"1985","direct migration background","(2c_voc) vocational maturity certificate","5.61","3.51","90","0","1","9","14","21","4.32","6.9","0","27","4","9"
"1985","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1985","direct migration background","(3b) higher tertiary education","7.63","5.2","61","1","3","14","17","25","5.78","9.48","0","31","4","6"
"1985","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1985","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1985","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1985","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1985","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1985","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1985","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1985","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1985","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1985","no migration background","(0) in school","","","","","","","","","","","","","",""
"1985","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1985","no migration background","(1b) general elementary school","10.4","7","641","1","2","15","26","39","9.63","11.17","0","67","6","8"
"1985","no migration background","(1c) basic vocational qualification","12.28","10","1854","1","5","18","27","41","11.83","12.73","0","47","9","10"
"1985","no migration background","(2a) intermediate vocational","9.93","7","818","1","3","14","24","37","9.33","10.53","0","49","6","7"
"1985","no migration background","(2b) intermediate general qualification","4.26","2","188","1","1","4","11","31","3.42","5.1","0","36","2","2"
"1985","no migration background","(2c_gen) general maturity certificate","2.51","1","88","0","1","3","5","13","1.74","3.28","0","23","1","2"
"1985","no migration background","(2c_voc) vocational maturity certificate","11.43","7","171","1","4","17","31","44","9.71","13.15","0","58","5","8"
"1985","no migration background","(3a) lower tertiary education","12.31","10.56","160","1","4","19","26","36","10.86","13.76","0","37","7","13"
"1985","no migration background","(3b) higher tertiary education","10.48","8","328","1","2","16","25","35","9.49","11.47","0","39","6","9"
"1986","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1986","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1986","direct migration background","(1b) general elementary school","1.6","1","66","0","0","1","3","25","0.68","2.52","0","25","1","1"
"1986","direct migration background","(1c) basic vocational qualification","2.41","1","60","0","0","2","10","13","1.63","3.19","0","13","1","1"
"1986","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1986","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1986","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1986","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1986","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1986","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1986","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1986","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1986","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1986","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1986","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1986","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1986","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1986","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1986","no migration background","(0) in school","","","","","","","","","","","","","",""
"1986","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1986","no migration background","(1b) general elementary school","3.36","1","86","0","1","3","10","27","2.22","4.5","0","27","1","2"
"1986","no migration background","(1c) basic vocational qualification","4.13","1","235","0","1","4","15","43","3.2","5.06","0","44","1","1"
"1986","no migration background","(2a) intermediate vocational","4.21","1","133","0","1","6","13","28","3.2","5.22","0","28","1","2"
"1986","no migration background","(2b) intermediate general qualification","1.24","1","62","0","1","1","1","10","0.67","1.81","0","14","1","1"
"1986","no migration background","(2c_gen) general maturity certificate","1.63","1","30","0","1","1","1","14","0.41","2.85","0","14","1","1"
"1986","no migration background","(2c_voc) vocational maturity certificate","2.9","1","38","0","0","3","6","31","1.08","4.72","0","31","1","1"
"1986","no migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1986","no migration background","(3b) higher tertiary education","3.12","1","64","0","0","3","13","22","1.82","4.42","0","22","1","1"
"1987","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1987","direct migration background","(1a) inadequately completed","2.76","1","41","0","1","1","9","20","1.18","4.34","0","20","1","1"
"1987","direct migration background","(1b) general elementary school","2.02","1","98","0","0","1","6","19","1.2","2.84","0","20","1","1"
"1987","direct migration background","(1c) basic vocational qualification","1.69","1","70","0","0","1","5","14","0.89","2.49","0","14","1","1"
"1987","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1987","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1987","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1987","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1987","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1987","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1987","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1987","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1987","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1987","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1987","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1987","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1987","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1987","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1987","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1987","no migration background","(0) in school","","","","","","","","","","","","","",""
"1987","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","no migration background","(1b) general elementary school","1.6","1","118","0","1","1","2","14","1","2.2","0","27","1","1"
"1987","no migration background","(1c) basic vocational qualification","3.19","1","322","0","0","2","10","31","2.51","3.87","0","41","1","1"
"1987","no migration background","(2a) intermediate vocational","3.18","1","180","0","1","4","9","23","2.39","3.97","0","27","1","1"
"1987","no migration background","(2b) intermediate general qualification","1.38","1","69","0","1","1","1","18","0.74","2.02","0","18","1","1"
"1987","no migration background","(2c_gen) general maturity certificate","0.86","1","36","0","0","1","1","3","0.59","1.13","0","3","1","1"
"1987","no migration background","(2c_voc) vocational maturity certificate","1.94","1","46","0","1","2","5","14","0.91","2.97","0","14","1","2"
"1987","no migration background","(3a) lower tertiary education","5.48","1","31","0","1","9","14","26","2.89","8.07","0","26","1","6"
"1987","no migration background","(3b) higher tertiary education","3.42","1","76","0","1","2","16","22","2.15","4.69","0","22","1","1"
