"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","Rural Area","9.9","7","224","1","3","13","25","35","8.98","10.82","0","35","6","9"
"1985","direct migration background","Urban Area","8.32","6","1679","1","3","13","17","29","8.01","8.63","0","40","7","8"
"1985","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1985","indirect migration background","Urban Area","5.1","2","55","1","1","7","13","20","3.69","6.51","0","20","1","3"
"1985","no migration background","Rural Area","11.32","8","983","1","3","17","27","41","10.68","11.96","0","67","7","8"
"1985","no migration background","Urban Area","10.57","8","3325","1","3","16","25","39","10.25","10.89","0","58","7","8"
"1986","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1986","direct migration background","Urban Area","2.33","1","170","0","0","1","7","23","1.71","2.95","0","25","1","1"
"1986","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1986","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1986","no migration background","Rural Area","4.34","1","138","0","1","4","16","31","3.2","5.48","0","32","1","1"
"1986","no migration background","Urban Area","3.21","1","552","0","1","3","11","27","2.73","3.69","0","44","1","1"
"1987","direct migration background","Rural Area","1.13","0.43","40","0","0","1","1","18","-0.21","2.47","0","18","1","1"
"1987","direct migration background","Urban Area","1.94","1","246","0","0","1","5","20","1.42","2.46","0","23","1","1"
"1987","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1987","no migration background","Rural Area","2.97","1","238","0","0","1","9","36","2.17","3.77","0","41","1","1"
"1987","no migration background","Urban Area","2.66","1","666","0","1","1","8","22","2.29","3.03","0","30","1","1"
"1988","direct migration background","Rural Area","11.11","9","209","1","3","16","25","35","10.09","12.13","0","35","7","10"
"1988","direct migration background","Urban Area","9.01","7","1495","1","3","14","20","31","8.64","9.38","0","36","7","8"
"1988","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1988","indirect migration background","Urban Area","4.95","2","98","0","1","6","16","23","4","5.9","0","23","1","2"
"1988","no migration background","Rural Area","11.03","8","915","1","2","17","27","41","10.38","11.68","0","54","6","8"
"1988","no migration background","Urban Area","10.81","8","3066","1","2","17","26","40","10.46","11.16","0","55","7","8"
"1989","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1989","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1989","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1989","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1989","no migration background","Rural Area","","","","","","","","","","","","","",""
"1989","no migration background","Urban Area","","","","","","","","","","","","","",""
"1990","direct migration background","Rural Area","11.5","10.67","267","1","2","18","26","40","10.37","12.63","0","42","8","12"
"1990","direct migration background","Urban Area","9.7","8","1415","1","3","15","21","34","9.28","10.12","0","47","7","9"
"1990","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1990","indirect migration background","Urban Area","5.27","3","130","1","1","8","15","25","4.55","5.99","0","25","2","3"
"1990","no migration background","Rural Area","11.9","9","2972","1","3","18","29","42","11.52","12.28","0","54","9","10"
"1990","no migration background","Urban Area","10.96","8","4045","1","2","17","26","40","10.65","11.27","0","53","7","8"
"1991","direct migration background","Rural Area","10.81","6.76","263","1","2","18","27","36","9.65","11.97","0","43","6","12"
"1991","direct migration background","Urban Area","9.67","7.59","1457","1","2","15","21","34","9.25","10.09","0","43","7","8"
"1991","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Urban Area","4.33","2","186","1","1","5","10","26","3.77","4.89","0","26","1","2"
"1991","no migration background","Rural Area","10.84","7","2686","1","2","18","28","41","10.44","11.24","0","55","6","7"
"1991","no migration background","Urban Area","10.45","7","3965","1","2","17","26","40","10.14","10.76","0","58","6","7"
"1992","direct migration background","Rural Area","10.47","7","243","1","2","18","27","34","9.29","11.65","0","34","4","10"
"1992","direct migration background","Urban Area","9.99","7.98","1371","1","2","16","22","34","9.55","10.43","0","47","7","8"
"1992","indirect migration background","Rural Area","2.34","1","34","0","1","3","5","12","1.41","3.27","0","12","1","3"
"1992","indirect migration background","Urban Area","4.43","2","197","1","1","5","10","27","3.9","4.96","0","27","2","2"
"1992","no migration background","Rural Area","9.97","5","2384","1","2","16","27","40","9.56","10.38","0","47","4","5"
"1992","no migration background","Urban Area","10.35","6","3802","1","2","17","26","40","10.04","10.66","0","54","5","6"
"1993","direct migration background","Rural Area","9.79","6.63","229","1","2","15","25","35","8.56","11.02","0","48","4","8"
"1993","direct migration background","Urban Area","10.09","8","1291","1","3","16","23","34","9.63","10.55","0","40","7","9"
"1993","indirect migration background","Rural Area","2.35","1.44","46","1","1","2","6","13","1.57","3.13","0","13","1","2"
"1993","indirect migration background","Urban Area","4.06","2","239","0","1","4","11","28","3.57","4.55","0","28","2","2"
"1993","no migration background","Rural Area","9.41","5","2318","1","2","14","25","40","9.02","9.8","0","48","3","4"
"1993","no migration background","Urban Area","10.18","6","3752","1","2","16","25","39","9.88","10.48","0","44","5","6"
"1994","direct migration background","Rural Area","9","6","205","1","2","13","21","30","7.77","10.23","0","33","5","9"
"1994","direct migration background","Urban Area","10.13","7","1161","1","3","16","23","33","9.63","10.63","0","47","7","9"
"1994","indirect migration background","Rural Area","2.23","2","43","0","1","3","5","9","1.53","2.93","0","11","2","3"
"1994","indirect migration background","Urban Area","4.13","2","251","0","1","4","10","29","3.61","4.65","0","29","2","2"
