"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(0) in school","Female","","","","","","","","","","","","","",""
"1984","(0) in school","Male","","","","","","","","","","","","","",""
"1984","(1a) inadequately completed","Female","7.7","6","264","1","3","12","15","22","7","8.4","0","30","6","10"
"1984","(1a) inadequately completed","Male","8.35","7.58","399","1","3","13","16","22","7.76","8.94","0","27","9","11"
"1984","(1b) general elementary school","Female","9.55","7","659","1","3","14","20","38","8.95","10.15","0","49","5","7"
"1984","(1b) general elementary school","Male","11.01","8","752","1","2","17","26","41","10.38","11.64","0","59","6","8"
"1984","(1c) basic vocational qualification","Female","9.19","6","782","1","3","13","20","42","8.62","9.76","0","58","5","7"
"1984","(1c) basic vocational qualification","Male","13.41","11","1938","1","5","20","29","43","12.96","13.86","0","56","10","11"
"1984","(2a) intermediate vocational","Female","7.78","5","449","1","3","11","17","36","7.11","8.45","0","51","4","5"
"1984","(2a) intermediate vocational","Male","11.87","9","489","1","4","17","27","38","11","12.74","0","48","8","11"
"1984","(2b) intermediate general qualification","Female","5.44","2","137","1","1","6","14","49","4.18","6.7","0","49","2","3"
"1984","(2b) intermediate general qualification","Male","3.83","2","88","1","1","3","10","27","2.52","5.14","0","38","1","2"
"1984","(2c_gen) general maturity certificate","Female","2.91","2","61","1","1","3","6","22","1.99","3.83","0","22","1","3"
"1984","(2c_gen) general maturity certificate","Male","3.51","2","97","0","1","4","11","22","2.45","4.57","0","22","2","4"
"1984","(2c_voc) vocational maturity certificate","Female","7.66","4","107","1","2","8","23","39","5.98","9.34","0","39","3","6"
"1984","(2c_voc) vocational maturity certificate","Male","12.12","8","195","1","3","16","31","57","10.68","13.56","0","57","7","10"
"1984","(3a) lower tertiary education","Female","12.73","13","44","2","3","18","26","34","10.03","15.43","0","34","7","15"
"1984","(3a) lower tertiary education","Male","12.87","11","156","1","4","21","28","40","11.18","14.56","0","50","6","13"
"1984","(3b) higher tertiary education","Female","8.33","6","121","1","2","12","21","33","7.02","9.64","0","33","4","8"
"1984","(3b) higher tertiary education","Male","11.18","8.41","300","1","3","17","25","36","10.12","12.24","0","38","6","10"
"1985","(0) in school","Female","","","","","","","","","","","","","",""
"1985","(0) in school","Male","","","","","","","","","","","","","",""
"1985","(1a) inadequately completed","Female","8.25","7","213","1","4","13","16","22","7.49","9.01","0","29","7","11"
"1985","(1a) inadequately completed","Male","9.67","9","299","1","4","14","18","23","8.98","10.36","0","38","10","12"
"1985","(1b) general elementary school","Female","9.74","7","593","1","3","14","21","39","9.08","10.4","0","67","6","7"
"1985","(1b) general elementary school","Male","10.22","7","636","1","2","16","26","40","9.55","10.89","0","67","6","8"
"1985","(1c) basic vocational qualification","Female","8.85","6","704","1","3","13","20","39","8.28","9.42","0","45","5","7"
"1985","(1c) basic vocational qualification","Male","13.31","11","1674","1","5","20","29","41","12.83","13.79","0","47","9","11"
"1985","(2a) intermediate vocational","Female","7.35","5","430","1","2","10","17","31","6.72","7.98","0","36","4","6"
"1985","(2a) intermediate vocational","Male","12.33","10","445","2","4","18","27","39","11.42","13.24","0","49","9","11"
"1985","(2b) intermediate general qualification","Female","5.29","2","131","1","1","7","14","36","4.14","6.44","0","36","2","3"
"1985","(2b) intermediate general qualification","Male","3.4","2","96","1","1","3","6","28","2.43","4.37","0","28","2","2"
