"transab_cat","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1984","lower secondary degree","1-pers.-HH","538","0.810396749911348","0.780737609160518","0.840055890662178"
"No transfer dependency","1984","lower secondary degree","(Married) couple without C. ","1400","0.886914248658396","0.871342732442256","0.902485764874536"
"No transfer dependency","1984","lower secondary degree","Single parent ","108","0.372653464291798","0.319088322884067","0.426218605699529"
"No transfer dependency","1984","lower secondary degree","Couple + C. LE 16 ","54","0.0458872360470047","0.0343703712925943","0.0574041008014151"
"No transfer dependency","1984","lower secondary degree","Couple + C. GT 16 ","402","0.42758190471886","0.396005798046785","0.459158011390934"
"No transfer dependency","1984","lower secondary degree","Couple + C. LE and GT 16","32","0.0343740145350402","0.0211668678048459","0.0475811612652345"
"No transfer dependency","1984","secondary school degree","1-pers.-HH","215","0.914829815890245","0.879292234583428","0.950367397197063"
"No transfer dependency","1984","secondary school degree","(Married) couple without C. ","369","0.881607949150849","0.850783815001708","0.912432083299989"
"No transfer dependency","1984","secondary school degree","Single parent ","23","","",""
"No transfer dependency","1984","secondary school degree","Couple + C. LE 16 ","29","","",""
"No transfer dependency","1984","secondary school degree","Couple + C. GT 16 ","110","0.332040547119896","0.281534257107479","0.382546837132313"
"No transfer dependency","1984","secondary school degree","Couple + C. LE and GT 16","5","","",""
"No transfer dependency","1984","college entrance qualification","1-pers.-HH","158","0.77410580965385","0.716722485669491","0.831489133638209"
"No transfer dependency","1984","college entrance qualification","(Married) couple without C. ","259","0.818700518217295","0.776422602999833","0.860978433434756"
"No transfer dependency","1984","college entrance qualification","Single parent ","8","","",""
"No transfer dependency","1984","college entrance qualification","Couple + C. LE 16 ","14","","",""
"No transfer dependency","1984","college entrance qualification","Couple + C. GT 16 ","48","0.233047062716738","0.174159758928987","0.291934366504489"
"No transfer dependency","1984","college entrance qualification","Couple + C. LE and GT 16","4","","",""
"No transfer dependency","1984","Other degree","1-pers.-HH","77","0.656164626190997","0.568587527468883","0.743741724913112"
"No transfer dependency","1984","Other degree","(Married) couple without C. ","133","0.708927711577429","0.645494546060938","0.77236087709392"
"No transfer dependency","1984","Other degree","Single parent ","11","","",""
"No transfer dependency","1984","Other degree","Couple + C. LE 16 ","45","0.0614311049057577","0.0424072019485385","0.0804550078629768"
"No transfer dependency","1984","Other degree","Couple + C. GT 16 ","64","0.383420253881596","0.307844640376465","0.458995867386728"
"No transfer dependency","1984","Other degree","Couple + C. LE and GT 16","20","","",""
"No transfer dependency","1984","no degree/no degree yet","1-pers.-HH","49","0.724800691541495","0.626933738766663","0.822667644316327"
"No transfer dependency","1984","no degree/no degree yet","(Married) couple without C. ","100","0.68464807252084","0.60901782361075","0.76027832143093"
"No transfer dependency","1984","no degree/no degree yet","Single parent ","19","","",""
"No transfer dependency","1984","no degree/no degree yet","Couple + C. LE 16 ","12","","",""
"No transfer dependency","1984","no degree/no degree yet","Couple + C. GT 16 ","79","0.218809307825839","0.165026113988297","0.272592501663381"
"No transfer dependency","1984","no degree/no degree yet","Couple + C. LE and GT 16","18","","",""
"Very low transfer dependency","1984","lower secondary degree","1-pers.-HH","71","0.111280522596232","0.0874859034246304","0.135075141767833"
"Very low transfer dependency","1984","lower secondary degree","(Married) couple without C. ","139","0.0839390942009483","0.0703048692136328","0.0975733191882637"
"Very low transfer dependency","1984","lower secondary degree","Single parent ","149","0.461028563138991","0.405805217562501","0.516251908715481"
"Very low transfer dependency","1984","lower secondary degree","Couple + C. LE 16 ","1130","0.886485583644572","0.869025359558539","0.903945807730605"
"Very low transfer dependency","1984","lower secondary degree","Couple + C. GT 16 ","500","0.532986026814078","0.501142944915976","0.564829108712179"
"Very low transfer dependency","1984","lower secondary degree","Couple + C. LE and GT 16","652","0.924232432740157","0.905049205278921","0.943415660201393"
"Very low transfer dependency","1984","secondary school degree","1-pers.-HH","14","","",""
"Very low transfer dependency","1984","secondary school degree","(Married) couple without C. ","44","0.0981348826152652","0.0697508325659619","0.126518932664569"
"Very low transfer dependency","1984","secondary school degree","Single parent ","58","0.603618279589979","0.504735158685547","0.70250140049441"
"Very low transfer dependency","1984","secondary school degree","Couple + C. LE 16 ","386","0.886528037464374","0.856722704127972","0.916333370800776"
"Very low transfer dependency","1984","secondary school degree","Couple + C. GT 16 ","213","0.637797464490134","0.586251817531865","0.689343111448402"
"Very low transfer dependency","1984","secondary school degree","Couple + C. LE and GT 16","230","0.948931468810106","0.921309967127355","0.976552970492858"
"Very low transfer dependency","1984","college entrance qualification","1-pers.-HH","15","","",""
"Very low transfer dependency","1984","college entrance qualification","(Married) couple without C. ","43","0.132444901565539","0.0952469602331086","0.169642842897969"
"Very low transfer dependency","1984","college entrance qualification","Single parent ","32","0.697945858381094","0.56379449250449","0.832097224257697"
"Very low transfer dependency","1984","college entrance qualification","Couple + C. LE 16 ","251","0.902915011364024","0.868111330969941","0.937718691758108"
"Very low transfer dependency","1984","college entrance qualification","Couple + C. GT 16 ","144","0.741672363602989","0.680703657369784","0.802641069836194"
"Very low transfer dependency","1984","college entrance qualification","Couple + C. LE and GT 16","100","0.981928016786583","0.956326001387387","1.00753003218578"
"Very low transfer dependency","1984","Other degree","1-pers.-HH","22","","",""
"Very low transfer dependency","1984","Other degree","(Married) couple without C. ","50","0.226177153762161","0.167757346606338","0.284596960917984"
"Very low transfer dependency","1984","Other degree","Single parent ","23","","",""
"Very low transfer dependency","1984","Other degree","Couple + C. LE 16 ","514","0.831826006088932","0.802193522944228","0.861458489233637"
"Very low transfer dependency","1984","Other degree","Couple + C. GT 16 ","82","0.544324368827099","0.466912719680095","0.621736017974103"
"Very low transfer dependency","1984","Other degree","Couple + C. LE and GT 16","165","0.777222743862126","0.722485896566003","0.831959591158248"
"Very low transfer dependency","1984","no degree/no degree yet","1-pers.-HH","16","","",""
"Very low transfer dependency","1984","no degree/no degree yet","(Married) couple without C. ","29","","",""
"Very low transfer dependency","1984","no degree/no degree yet","Single parent ","28","","",""
"Very low transfer dependency","1984","no degree/no degree yet","Couple + C. LE 16 ","298","0.799322605434919","0.757363681350849","0.84128152951899"
"Very low transfer dependency","1984","no degree/no degree yet","Couple + C. GT 16 ","136","0.754260170551903","0.698254303365246","0.810266037738559"
"Very low transfer dependency","1984","no degree/no degree yet","Couple + C. LE and GT 16","231","0.857426532371864","0.817795962966456","0.897057101777272"
"Low transfer dependency","1984","lower secondary degree","1-pers.-HH","15","","",""
"Low transfer dependency","1984","lower secondary degree","(Married) couple without C. ","34","0.019330518876188","0.0125608219161468","0.0261002158362293"
"Low transfer dependency","1984","lower secondary degree","Single parent ","25","","",""
"Low transfer dependency","1984","lower secondary degree","Couple + C. LE 16 ","47","0.0378280443700433","0.027327259616938","0.0483288291231485"
"Low transfer dependency","1984","lower secondary degree","Couple + C. GT 16 ","31","0.0338750311606117","0.0223285739760828","0.0454214883451406"
"Low transfer dependency","1984","lower secondary degree","Couple + C. LE and GT 16","34","0.0291755986011597","0.0169753232629285","0.0413758739393909"
"Low transfer dependency","1984","secondary school degree","1-pers.-HH","3","","",""
"Low transfer dependency","1984","secondary school degree","(Married) couple without C. ","9","","",""
"Low transfer dependency","1984","secondary school degree","Single parent ","5","","",""
"Low transfer dependency","1984","secondary school degree","Couple + C. LE 16 ","13","","",""
"Low transfer dependency","1984","secondary school degree","Couple + C. GT 16 ","6","","",""
"Low transfer dependency","1984","secondary school degree","Couple + C. LE and GT 16","9","","",""
"Low transfer dependency","1984","college entrance qualification","1-pers.-HH","9","","",""
"Low transfer dependency","1984","college entrance qualification","(Married) couple without C. ","6","","",""
"Low transfer dependency","1984","college entrance qualification","Single parent ","5","","",""
"Low transfer dependency","1984","college entrance qualification","Couple + C. LE 16 ","6","","",""
"Low transfer dependency","1984","college entrance qualification","Couple + C. GT 16 ","2","","",""
"Low transfer dependency","1984","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Low transfer dependency","1984","Other degree","1-pers.-HH","8","","",""
"Low transfer dependency","1984","Other degree","(Married) couple without C. ","10","","",""
"Low transfer dependency","1984","Other degree","Single parent ","4","","",""
"Low transfer dependency","1984","Other degree","Couple + C. LE 16 ","32","0.0606230942487601","0.0417165842326823","0.0795296042648379"
"Low transfer dependency","1984","Other degree","Couple + C. GT 16 ","7","","",""
"Low transfer dependency","1984","Other degree","Couple + C. LE and GT 16","32","0.130400586522187","0.0861039251015704","0.174697247942804"
"Low transfer dependency","1984","no degree/no degree yet","1-pers.-HH","6","","",""
"Low transfer dependency","1984","no degree/no degree yet","(Married) couple without C. ","11","","",""
"Low transfer dependency","1984","no degree/no degree yet","Single parent ","10","","",""
"Low transfer dependency","1984","no degree/no degree yet","Couple + C. LE 16 ","25","","",""
"Low transfer dependency","1984","no degree/no degree yet","Couple + C. GT 16 ","6","","",""
"Low transfer dependency","1984","no degree/no degree yet","Couple + C. LE and GT 16","37","0.0906230633784247","0.0580840909426918","0.123162035814158"
"High transfer dependency","1984","lower secondary degree","1-pers.-HH","9","","",""
"High transfer dependency","1984","lower secondary degree","(Married) couple without C. ","6","","",""
"High transfer dependency","1984","lower secondary degree","Single parent ","11","","",""
"High transfer dependency","1984","lower secondary degree","Couple + C. LE 16 ","13","","",""
"High transfer dependency","1984","lower secondary degree","Couple + C. GT 16 ","3","","",""
"High transfer dependency","1984","lower secondary degree","Couple + C. LE and GT 16","9","","",""
"High transfer dependency","1984","secondary school degree","1-pers.-HH","1","","",""
"High transfer dependency","1984","secondary school degree","(Married) couple without C. ","","","",""
"High transfer dependency","1984","secondary school degree","Single parent ","3","","",""
"High transfer dependency","1984","secondary school degree","Couple + C. LE 16 ","2","","",""
"High transfer dependency","1984","secondary school degree","Couple + C. GT 16 ","2","","",""
"High transfer dependency","1984","secondary school degree","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1984","college entrance qualification","1-pers.-HH","5","","",""
"High transfer dependency","1984","college entrance qualification","(Married) couple without C. ","4","","",""
"High transfer dependency","1984","college entrance qualification","Single parent ","","","",""
"High transfer dependency","1984","college entrance qualification","Couple + C. LE 16 ","4","","",""
"High transfer dependency","1984","college entrance qualification","Couple + C. GT 16 ","","","",""
"High transfer dependency","1984","college entrance qualification","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1984","Other degree","1-pers.-HH","3","","",""
"High transfer dependency","1984","Other degree","(Married) couple without C. ","3","","",""
