"transab_cat","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Complete transfer dependency","1984","66 and older","Not Working","5","","","","5"
"Complete transfer dependency","1984","66 and older","Part Time","","","","","5"
"Complete transfer dependency","1984","66 and older","Full Time","","","","","5"
"Complete transfer dependency","1984","35-65 y.","Not Working","65","0.0335737537072432","0.025474302403463","0.0416732050110234","5"
"Complete transfer dependency","1984","35-65 y.","Part Time","","","","","5"
"Complete transfer dependency","1984","35-65 y.","Full Time","","","","","5"
"Complete transfer dependency","1984","16-34 y.","Full Time","","","","","5"
"Complete transfer dependency","1984","16-34 y.","Part Time","","","","","5"
"Complete transfer dependency","1984","16-34 y.","Not Working","88","0.0764887312307083","0.0626062660874939","0.0903711963739228","5"
"High transfer dependency","1984","16-34 y.","Full Time","8","","","","3"
"High transfer dependency","1984","35-65 y.","Full Time","1","","","","3"
"High transfer dependency","1984","35-65 y.","Part Time","24","","","","3"
"High transfer dependency","1984","35-65 y.","Not Working","36","0.0138199048750856","0.00857059834725101","0.0190692114029202","3"
"High transfer dependency","1984","66 and older","Full Time","","","","","3"
"High transfer dependency","1984","66 and older","Part Time","","","","","3"
"High transfer dependency","1984","66 and older","Not Working","4","","","","3"
"High transfer dependency","1984","16-34 y.","Not Working","32","0.0224709757091386","0.0147295213211467","0.0302124300971305","3"
"High transfer dependency","1984","16-34 y.","Part Time","28","","","","3"
"Low transfer dependency","1984","35-65 y.","Not Working","102","0.034017018630742","0.0258661451492859","0.0421678921121981","2"
"Low transfer dependency","1984","66 and older","Full Time","1","","","","2"
"Low transfer dependency","1984","66 and older","Part Time","1","","","","2"
"Low transfer dependency","1984","66 and older","Not Working","16","","","","2"
"Low transfer dependency","1984","35-65 y.","Full Time","84","0.0168457858189309","0.0124549461318117","0.0212366255060502","2"
"Low transfer dependency","1984","35-65 y.","Part Time","68","0.0576844217058085","0.0424778374403773","0.0728910059712398","2"
"Low transfer dependency","1984","16-34 y.","Not Working","123","0.0814002872713517","0.0671171738460452","0.0956834006966582","2"
"Low transfer dependency","1984","16-34 y.","Full Time","42","0.0173815815234188","0.0118341546518106","0.0229290083950271","2"
"Low transfer dependency","1984","16-34 y.","Part Time","69","0.0738559958623391","0.0564671666595798","0.0912448250650985","2"
"No transfer dependency","1984","16-34 y.","Full Time","913","0.48709743258532","0.465880634292494","0.508314230878146","0"
"No transfer dependency","1984","16-34 y.","Part Time","173","0.204017769525539","0.177224612661288","0.23081092638979","0"
"No transfer dependency","1984","16-34 y.","Not Working","156","0.105162647384008","0.0891394356698126","0.121185859098204","0"
"No transfer dependency","1984","35-65 y.","Full Time","1283","0.437861592540826","0.420934546451312","0.45478863863034","0"
"No transfer dependency","1984","35-65 y.","Part Time","265","0.342871902894823","0.311912314141131","0.373831491648514","0"
"No transfer dependency","1984","35-65 y.","Not Working","841","0.509972687228668","0.487494830816967","0.532450543640368","0"
"No transfer dependency","1984","66 and older","Full Time","21","","","","0"
"No transfer dependency","1984","66 and older","Part Time","39","0.914868332582097","0.830467192468662","0.999269472695533","0"
"No transfer dependency","1984","66 and older","Not Working","1038","0.868734770636653","0.849604572470601","0.887864968802704","0"
"Very high transfer dependency","1984","35-65 y.","Not Working","27","","","","4"
"Very high transfer dependency","1984","35-65 y.","Part Time","1","","","","4"
"Very high transfer dependency","1984","16-34 y.","Part Time","14","","","","4"
"Very high transfer dependency","1984","35-65 y.","Full Time","","","","","4"
"Very high transfer dependency","1984","16-34 y.","Full Time","2","","","","4"
"Very high transfer dependency","1984","16-34 y.","Not Working","11","","","","4"
"Very high transfer dependency","1984","66 and older","Full Time","","","","","4"
"Very high transfer dependency","1984","66 and older","Part Time","","","","","4"
"Very high transfer dependency","1984","66 and older","Not Working","1","","","","4"
"Very low transfer dependency","1984","35-65 y.","Not Working","829","0.398193977068748","0.376182615951265","0.420205338186231","1"
"Very low transfer dependency","1984","66 and older","Full Time","","","","","1"
"Very low transfer dependency","1984","35-65 y.","Part Time","545","0.577142341973045","0.544921062288273","0.609363621657816","1"
"Very low transfer dependency","1984","16-34 y.","Part Time","585","0.678947180282561","0.647905555748266","0.709988804816856","1"
"Very low transfer dependency","1984","16-34 y.","Full Time","1167","0.492183581532552","0.470962309085832","0.513404853979271","1"
"Very low transfer dependency","1984","35-65 y.","Full Time","1932","0.545237581414874","0.528248249691872","0.562226913137875","1"
"Very low transfer dependency","1984","16-34 y.","Not Working","998","0.7080560262548","0.684307846209163","0.731804206300437","1"
"Very low transfer dependency","1984","66 and older","Not Working","133","0.110637679835026","0.0928674964987779","0.128407863171275","1"
"Very low transfer dependency","1984","66 and older","Part Time","2","","","","1"
"Complete transfer dependency","1985","66 and older","Not Working","5","","","","5"
"Complete transfer dependency","1985","66 and older","Part Time","","","","","5"
"Complete transfer dependency","1985","66 and older","Full Time","","","","","5"
"Complete transfer dependency","1985","35-65 y.","Not Working","46","0.0238252083240475","0.0166841400104639","0.030966276637631","5"
"Complete transfer dependency","1985","35-65 y.","Part Time","","","","","5"
"Complete transfer dependency","1985","35-65 y.","Full Time","","","","","5"
"Complete transfer dependency","1985","16-34 y.","Not Working","49","0.0417112351426093","0.0308473749984641","0.0525750952867545","5"
"Complete transfer dependency","1985","16-34 y.","Full Time","","","","","5"
"Complete transfer dependency","1985","16-34 y.","Part Time","","","","","5"
"High transfer dependency","1985","16-34 y.","Full Time","8","","","","3"
"High transfer dependency","1985","66 and older","Part Time","1","","","","3"
"High transfer dependency","1985","66 and older","Not Working","9","","","","3"
"High transfer dependency","1985","16-34 y.","Not Working","34","0.0227772518301293","0.0146703131417305","0.0308841905185282","3"
"High transfer dependency","1985","35-65 y.","Full Time","2","","","","3"
"High transfer dependency","1985","35-65 y.","Part Time","15","","","","3"
"High transfer dependency","1985","35-65 y.","Not Working","36","0.0162842332604515","0.0103577165460711","0.0222107499748319","3"
"High transfer dependency","1985","66 and older","Full Time","","","","","3"
"High transfer dependency","1985","16-34 y.","Part Time","29","","","","3"
"Low transfer dependency","1985","35-65 y.","Full Time","53","0.0122646675024682","0.00823650760400422","0.0162928274009321","2"
"Low transfer dependency","1985","35-65 y.","Part Time","43","0.0434671354618545","0.0302116203930221","0.056722650530687","2"
"Low transfer dependency","1985","35-65 y.","Not Working","79","0.0334184507073486","0.0250026886789697","0.0418342127357275","2"
"Low transfer dependency","1985","66 and older","Full Time","","","","","2"
"Low transfer dependency","1985","66 and older","Part Time","","","","","2"
"Low transfer dependency","1985","66 and older","Not Working","11","","","","2"
"Low transfer dependency","1985","16-34 y.","Not Working","87","0.0533619298026648","0.0411490751245874","0.0655747844807421","2"
"Low transfer dependency","1985","16-34 y.","Full Time","29","","","","2"
"Low transfer dependency","1985","16-34 y.","Part Time","54","0.0557613546584452","0.0403537247864578","0.0711689845304326","2"
"No transfer dependency","1985","16-34 y.","Full Time","805","0.500305108653125","0.47761888575668","0.522991331549569","0"
"No transfer dependency","1985","16-34 y.","Part Time","160","0.20428635922491","0.177213982832302","0.231358735617519","0"
"No transfer dependency","1985","16-34 y.","Not Working","124","0.0998668175399472","0.083574853836842","0.116158781243052","0"
"No transfer dependency","1985","35-65 y.","Full Time","1042","0.438414921143127","0.420255208963294","0.456574633322959","0"
"No transfer dependency","1985","35-65 y.","Part Time","261","0.355048933936521","0.323940823048198","0.386157044824844","0"
"No transfer dependency","1985","35-65 y.","Not Working","756","0.520555783042682","0.497162901579353","0.543948664506012","0"
"No transfer dependency","1985","66 and older","Full Time","17","","","","0"
"No transfer dependency","1985","66 and older","Part Time","22","","","","0"
"No transfer dependency","1985","66 and older","Not Working","931","0.892224371923078","0.873512416097677","0.910936327748478","0"
"Very high transfer dependency","1985","35-65 y.","Not Working","27","","","","4"
"Very high transfer dependency","1985","35-65 y.","Part Time","5","","","","4"
"Very high transfer dependency","1985","35-65 y.","Full Time","","","","","4"
"Very high transfer dependency","1985","16-34 y.","Not Working","33","0.0345158917219462","0.0245963511842325","0.0444354322596599","4"
"Very high transfer dependency","1985","16-34 y.","Full Time","","","","","4"
"Very high transfer dependency","1985","16-34 y.","Part Time","5","","","","4"
"Very high transfer dependency","1985","66 and older","Full Time","","","","","4"
"Very high transfer dependency","1985","66 and older","Part Time","","","","","4"
"Very high transfer dependency","1985","66 and older","Not Working","1","","","","4"
"Very low transfer dependency","1985","35-65 y.","Part Time","585","0.579626070822248","0.547536937173786","0.611715204470711","1"
"Very low transfer dependency","1985","16-34 y.","Part Time","604","0.696216293598236","0.665335914492461","0.727096672704011","1"
"Very low transfer dependency","1985","35-65 y.","Not Working","808","0.388786071196027","0.365959903154775","0.411612239237279","1"
"Very low transfer dependency","1985","66 and older","Full Time","","","","","1"
"Very low transfer dependency","1985","35-65 y.","Full Time","1771","0.549172679649814","0.530962338046201","0.567383021253427","1"
"Very low transfer dependency","1985","16-34 y.","Full Time","1024","0.483739043719991","0.461064817099089","0.506413270340894","1"
"Very low transfer dependency","1985","16-34 y.","Not Working","974","0.747766873962703","0.724167873167164","0.771365874758243","1"
"Very low transfer dependency","1985","66 and older","Not Working","98","0.0829604043741825","0.0663166485680524","0.0996041601803127","1"
"Very low transfer dependency","1985","66 and older","Part Time","4","","","","1"
"Complete transfer dependency","1986","66 and older","Not Working","1","","","","5"
"Complete transfer dependency","1986","66 and older","Part Time","","","","","5"
"Complete transfer dependency","1986","66 and older","Full Time","","","","","5"
"Complete transfer dependency","1986","35-65 y.","Not Working","41","0.0269640638503278","0.0191198711192194","0.0348082565814361","5"
"Complete transfer dependency","1986","35-65 y.","Part Time","","","","","5"
"Complete transfer dependency","1986","35-65 y.","Full Time","","","","","5"
"Complete transfer dependency","1986","16-34 y.","Part Time","","","","","5"
"Complete transfer dependency","1986","16-34 y.","Not Working","45","0.0459579204083635","0.0340206975386421","0.057895143278085","5"
"Complete transfer dependency","1986","16-34 y.","Full Time","","","","","5"
"High transfer dependency","1986","16-34 y.","Full Time","4","","","","3"
"High transfer dependency","1986","16-34 y.","Not Working","28","","","","3"
"High transfer dependency","1986","35-65 y.","Not Working","35","0.0151655098007971","0.00924715122536664","0.0210838683762275","3"
"High transfer dependency","1986","66 and older","Full Time","","","","","3"
"High transfer dependency","1986","66 and older","Part Time","","","","","3"
"High transfer dependency","1986","66 and older","Not Working","8","","","","3"
"High transfer dependency","1986","35-65 y.","Part Time","21","","","","3"
"High transfer dependency","1986","35-65 y.","Full Time","2","","","","3"
"High transfer dependency","1986","16-34 y.","Part Time","24","","","","3"
"Low transfer dependency","1986","66 and older","Not Working","8","","","","2"
"Low transfer dependency","1986","66 and older","Part Time","","","","","2"
"Low transfer dependency","1986","66 and older","Full Time","","","","","2"
"Low transfer dependency","1986","35-65 y.","Not Working","68","0.0326666852031148","0.024058100667857","0.0412752697383725","2"
"Low transfer dependency","1986","35-65 y.","Part Time","55","0.0633411836352735","0.0471651212383743","0.0795172460321726","2"
"Low transfer dependency","1986","16-34 y.","Part Time","53","0.0645433829573781","0.0480149403575588","0.0810718255571973","2"
"Low transfer dependency","1986","35-65 y.","Full Time","37","0.0101278512870599","0.00636849880143757","0.0138872037726822","2"
"Low transfer dependency","1986","16-34 y.","Not Working","73","0.0594280368912429","0.0459498628701122","0.0729062109123735","2"
"Low transfer dependency","1986","16-34 y.","Full Time","35","0.01634277903622","0.0105976995216718","0.0220878585507683","2"
"No transfer dependency","1986","16-34 y.","Full Time","857","0.523769497219156","0.5011392184904","0.546399775947912","0"
"No transfer dependency","1986","16-34 y.","Part Time","180","0.225542808614575","0.197429792181598","0.253655825047552","0"
"No transfer dependency","1986","16-34 y.","Not Working","124","0.111008706058627","0.0930999002653314","0.128917511851923","0"
"No transfer dependency","1986","35-65 y.","Full Time","1019","0.45107578318693","0.432392818665212","0.469758747708648","0"
"No transfer dependency","1986","35-65 y.","Part Time","255","0.33308760209933","0.301787003507803","0.364388200690857","0"
"No transfer dependency","1986","35-65 y.","Not Working","670","0.500659601208006","0.476445922873828","0.524873279542185","0"
"No transfer dependency","1986","66 and older","Full Time","13","","","","0"
"No transfer dependency","1986","66 and older","Part Time","24","","","","0"
"No transfer dependency","1986","66 and older","Not Working","875","0.890669891437171","0.871260954801321","0.910078828073021","0"
"Very high transfer dependency","1986","35-65 y.","Not Working","29","","","","4"
"Very high transfer dependency","1986","16-34 y.","Part Time","7","","","","4"
"Very high transfer dependency","1986","66 and older","Full Time","","","","","4"
"Very high transfer dependency","1986","35-65 y.","Part Time","4","","","","4"
"Very high transfer dependency","1986","16-34 y.","Not Working","25","","","","4"
"Very high transfer dependency","1986","16-34 y.","Full Time","2","","","","4"
"Very high transfer dependency","1986","35-65 y.","Full Time","","","","","4"
"Very high transfer dependency","1986","66 and older","Part Time","","","","","4"
"Very high transfer dependency","1986","66 and older","Not Working","1","","","","4"
"Very low transfer dependency","1986","35-65 y.","Part Time","536","0.571022939555251","0.538154216989842","0.60389166212066","1"
"Very low transfer dependency","1986","35-65 y.","Full Time","1667","0.538286825956377","0.519568894765163","0.557004757147591","1"
"Very low transfer dependency","1986","16-34 y.","Not Working","887","0.731092235875569","0.705815143854777","0.756369327896361","1"
"Very low transfer dependency","1986","16-34 y.","Full Time","973","0.4571514252807","0.434578877173166","0.479723973388233","1"
"Very low transfer dependency","1986","16-34 y.","Part Time","585","0.674204018538545","0.642678461004203","0.705729576072886","1"
"Very low transfer dependency","1986","35-65 y.","Not Working","795","0.406971609084341","0.383180705241041","0.430762512927642","1"
"Very low transfer dependency","1986","66 and older","Full Time","","","","","1"
"Very low transfer dependency","1986","66 and older","Part Time","3","","","","1"
"Very low transfer dependency","1986","66 and older","Not Working","100","0.090578612340713","0.0727273521484746","0.108429872532951","1"
"Complete transfer dependency","1987","66 and older","Not Working","2","","","","5"
"Complete transfer dependency","1987","66 and older","Part Time","","","","","5"
"Complete transfer dependency","1987","66 and older","Full Time","","","","","5"
"Complete transfer dependency","1987","35-65 y.","Not Working","40","0.0253030972304234","0.0175025437283152","0.0331036507325316","5"
"Complete transfer dependency","1987","35-65 y.","Part Time","","","","","5"
"Complete transfer dependency","1987","16-34 y.","Part Time","","","","","5"
"Complete transfer dependency","1987","35-65 y.","Full Time","","","","","5"
"Complete transfer dependency","1987","16-34 y.","Not Working","32","0.0388796550638657","0.0273561305266659","0.0504031796010654","5"
"Complete transfer dependency","1987","16-34 y.","Full Time","","","","","5"
"High transfer dependency","1987","16-34 y.","Full Time","9","","","","3"
"High transfer dependency","1987","16-34 y.","Not Working","18","","","","3"
"High transfer dependency","1987","35-65 y.","Part Time","18","","","","3"
