"plh0191","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","lower secondary degree","1-pers.-HH","39","0.210201096750342","0.156961766433222","0.263440427067462"
"True entirely","1990","lower secondary degree","(Married) couple without C. ","73","0.116999996299999","0.0921756149600983","0.141824377639899"
"True entirely","1990","lower secondary degree","Single parent ","4","","",""
"True entirely","1990","lower secondary degree","Couple + C. LE 16 ","19","","",""
"True entirely","1990","lower secondary degree","Couple + C. GT 16 ","34","0.099642316678888","0.0679905237818549","0.131294109575921"
"True entirely","1990","lower secondary degree","Couple + C. LE and GT 16","10","","",""
"True entirely","1990","secondary school degree","1-pers.-HH","3","","",""
"True entirely","1990","secondary school degree","(Married) couple without C. ","22","","",""
"True entirely","1990","secondary school degree","Single parent ","6","","",""
"True entirely","1990","secondary school degree","Couple + C. LE 16 ","36","0.0376279146060749","0.0256215640953943","0.0496342651167554"
"True entirely","1990","secondary school degree","Couple + C. GT 16 ","23","","",""
"True entirely","1990","secondary school degree","Couple + C. LE and GT 16","10","","",""
"True entirely","1990","college entrance qualification","1-pers.-HH","2","","",""
"True entirely","1990","college entrance qualification","(Married) couple without C. ","6","","",""
"True entirely","1990","college entrance qualification","Single parent ","1","","",""
"True entirely","1990","college entrance qualification","Couple + C. LE 16 ","16","","",""
"True entirely","1990","college entrance qualification","Couple + C. GT 16 ","3","","",""
"True entirely","1990","college entrance qualification","Couple + C. LE and GT 16","4","","",""
"True entirely","1990","Other degree","1-pers.-HH","1","","",""
"True entirely","1990","Other degree","(Married) couple without C. ","2","","",""
"True entirely","1990","Other degree","Single parent ","1","","",""
"True entirely","1990","Other degree","Couple + C. LE 16 ","2","","",""
"True entirely","1990","Other degree","Couple + C. GT 16 ","","","",""
"True entirely","1990","Other degree","Couple + C. LE and GT 16","","","",""
"True entirely","1990","no degree/no degree yet","1-pers.-HH","","","",""
"True entirely","1990","no degree/no degree yet","(Married) couple without C. ","","","",""
"True entirely","1990","no degree/no degree yet","Single parent ","","","",""
"True entirely","1990","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"True entirely","1990","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"True entirely","1990","no degree/no degree yet","Couple + C. LE and GT 16","1","","",""
"Tends to agree","1990","lower secondary degree","1-pers.-HH","51","0.208680810354034","0.155583326929927","0.26177829377814"
