"plh0191","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","no migration background","(0) in school","","","",""
"True entirely","1990","no migration background","(1a) inadequately completed","2","","",""
"True entirely","1990","no migration background","(1b) general elementary school","53","0.196454400906142","0.152922338170172","0.239986463642113"
"True entirely","1990","no migration background","(1c) basic vocational qualification","144","0.123105274533223","0.105049480385268","0.141161068681179"
"True entirely","1990","no migration background","(2b) intermediate general qualification","9","","",""
"True entirely","1990","no migration background","(2a) intermediate vocational","77","0.0573937581809085","0.0450683154038474","0.0697192009579695"
"True entirely","1990","no migration background","(2c_gen) general maturity certificate","3","","",""
"True entirely","1990","no migration background","(2c_voc) vocational maturity certificate","2","","",""
"True entirely","1990","no migration background","(3a) lower tertiary education","34","0.0543358245093612","0.0367326913530612","0.0719389576656613"
"True entirely","1990","no migration background","(3b) higher tertiary education","18","","",""
"True entirely","1990","direct migration background","(0) in school","","","",""
"True entirely","1990","direct migration background","(1a) inadequately completed","","","",""
"True entirely","1990","direct migration background","(1b) general elementary school","3","","",""
"True entirely","1990","direct migration background","(1c) basic vocational qualification","6","","",""
"True entirely","1990","direct migration background","(2b) intermediate general qualification","","","",""
"True entirely","1990","direct migration background","(2a) intermediate vocational","3","","",""
"True entirely","1990","direct migration background","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","direct migration background","(3a) lower tertiary education","","","",""
"True entirely","1990","direct migration background","(3b) higher tertiary education","","","",""
"True entirely","1990","indirect migration background","(0) in school","","","",""
"True entirely","1990","indirect migration background","(1a) inadequately completed","","","",""
"True entirely","1990","indirect migration background","(1b) general elementary school","","","",""
"True entirely","1990","indirect migration background","(1c) basic vocational qualification","1","","",""
"True entirely","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"True entirely","1990","indirect migration background","(2a) intermediate vocational","","","",""
"True entirely","1990","indirect migration background","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","indirect migration background","(3a) lower tertiary education","","","",""
"True entirely","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Tends to agree","1990","no migration background","(0) in school","","","",""
"Tends to agree","1990","no migration background","(1a) inadequately completed","10","","",""
"Tends to agree","1990","no migration background","(1b) general elementary school","85","0.244191102970821","0.197121122287936","0.291261083653706"
"Tends to agree","1990","no migration background","(1c) basic vocational qualification","280","0.220714343395173","0.197923092849968","0.243505593940377"
"Tends to agree","1990","no migration background","(2b) intermediate general qualification","37","0.206783436598872","0.147286877263389","0.266279995934355"
"Tends to agree","1990","no migration background","(2a) intermediate vocational","268","0.194837747751476","0.173849156217998","0.215826339284954"
"Tends to agree","1990","no migration background","(2c_gen) general maturity certificate","8","","",""
"Tends to agree","1990","no migration background","(2c_voc) vocational maturity certificate","14","","",""
"Tends to agree","1990","no migration background","(3a) lower tertiary education","119","0.185950284658571","0.155736699425025","0.216163869892116"
"Tends to agree","1990","no migration background","(3b) higher tertiary education","53","0.17940534695564","0.137496840094854","0.221313853816426"
"Tends to agree","1990","direct migration background","(0) in school","","","",""
"Tends to agree","1990","direct migration background","(1a) inadequately completed","2","","",""
"Tends to agree","1990","direct migration background","(1b) general elementary school","1","","",""
"Tends to agree","1990","direct migration background","(1c) basic vocational qualification","13","","",""
"Tends to agree","1990","direct migration background","(2b) intermediate general qualification","1","","",""
"Tends to agree","1990","direct migration background","(2a) intermediate vocational","1","","",""
"Tends to agree","1990","direct migration background","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","direct migration background","(2c_voc) vocational maturity certificate","2","","",""
