"plh0191","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","West Germany","Male","","","",""
"True entirely","1990","West Germany","Female","","","",""
"True entirely","1990","East Germany","Male","145","0.076848054092045","0.0654589884240556","0.0882371197600343"
"True entirely","1990","East Germany","Female","213","0.105582429169489","0.0930751252590356","0.118089733079942"
"Tends to agree","1990","West Germany","Male","","","",""
"Tends to agree","1990","West Germany","Female","","","",""
"Tends to agree","1990","East Germany","Male","399","0.193069316049569","0.176191750286315","0.209946881812824"
"Tends to agree","1990","East Germany","Female","503","0.2158179557586","0.199074312940012","0.232561598577189"
"Rather not true","1990","West Germany","Male","","","",""
"Rather not true","1990","West Germany","Female","","","",""
"Rather not true","1990","East Germany","Male","759","0.356276865591321","0.335799294850722","0.376754436331919"
"Rather not true","1990","East Germany","Female","831","0.353937810826178","0.334475322762615","0.373400298889742"
"Totally disagree","1990","West Germany","Male","","","",""
"Totally disagree","1990","West Germany","Female","","","",""
"Totally disagree","1990","East Germany","Male","798","0.373805764267065","0.353118045931253","0.394493482602877"
"Totally disagree","1990","East Germany","Female","772","0.324661804245733","0.305603951268846","0.343719657222619"
"True entirely","1991","West Germany","Male","","","",""
"True entirely","1991","West Germany","Female","2","","",""
"True entirely","1991","East Germany","Male","143","0.0793598467071941","0.0674116682475777","0.0913080251668106"
"True entirely","1991","East Germany","Female","201","0.103309431566914","0.0904530911618882","0.11616577197194"
"Tends to agree","1991","West Germany","Male","1","","",""
"Tends to agree","1991","West Germany","Female","","","",""
"Tends to agree","1991","East Germany","Male","425","0.227231462358553","0.208708293663749","0.245754631053357"
"Tends to agree","1991","East Germany","Female","533","0.25935279466908","0.240839776114781","0.27786581322338"
"Rather not true","1991","West Germany","Male","6","","",""
"Rather not true","1991","West Germany","Female","4","","",""
"Rather not true","1991","East Germany","Male","794","0.397750913750247","0.376116257350298","0.419385570150195"
"Rather not true","1991","East Germany","Female","857","0.383621731732223","0.363081689320013","0.404161774144433"
"Totally disagree","1991","West Germany","Male","14","","",""
"Totally disagree","1991","West Germany","Female","11","","",""
"Totally disagree","1991","East Germany","Male","604","0.295657777184006","0.275486060963363","0.315829493404649"
"Totally disagree","1991","East Germany","Female","562","0.253716042031782","0.235335763298436","0.272096320765129"
"True entirely","1992","West Germany","Male","114","0.0376487834595571","0.031180873518981","0.0441166934001332"
