"plh0191","year","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","1590","0.355040037122145","0.340932798923616","0.369147275320674","3"
"Tends to agree","1990","902","0.205098177300042","0.193194679304061","0.217001675296023","2"
"Totally disagree","1990","1570","0.347819776359371","0.333778780709975","0.361860772008767","4"
"True entirely","1990","358","0.0920420092184427","0.0835195902790201","0.100564428157865","1"
"Rather not true","1991","1661","0.387989776762935","0.373176622062851","0.402802931463019","3"
"Tends to agree","1991","959","0.241857980036469","0.228840900049932","0.254875060023006","2"
"Totally disagree","1991","1191","0.279076193134347","0.265440910091196","0.292711476177499","4"
"True entirely","1991","346","0.0910760500662486","0.0823297586000794","0.0998223415324178","1"
"Rather not true","1992","3511","0.302463180147727","0.293874461932853","0.311051898362601","3"
"Tends to agree","1992","1612","0.140420410120945","0.133924100812192","0.146916719429699","2"
"Totally disagree","1992","5277","0.499380473498748","0.490031192785436","0.508729754212061","4"
"True entirely","1992","587","0.057735936232579","0.0533746162710103","0.0620972561941478","1"
"Rather not true","1993","4547","0.338343484178329","0.330228798390006","0.346458169966653","3"
"Tends to agree","1993","2163","0.161530051706682","0.155218343407217","0.167841760006146","2"
"Totally disagree","1993","5406","0.420537335513857","0.412071077271141","0.429003593756574","4"
"True entirely","1993","944","0.0795891286011319","0.0749472449862243","0.0842310122160395","1"
"Rather not true","1994","","","","","3"
"Tends to agree","1994","","","","","2"
"Totally disagree","1994","","","","","4"
"True entirely","1994","","","","","1"
"Rather not true","1995","4642","0.33943915859382","0.33137894654932","0.347499370638319","3"
"Tends to agree","1995","1850","0.136522505859012","0.130678149077947","0.142366862640076","2"
"Totally disagree","1995","6057","0.460596106627839","0.452111606639773","0.469080606615904","4"
"True entirely","1995","709","0.0634422289193299","0.0592930172953447","0.067591440543315","1"
"Rather not true","1996","5086","0.379552037754816","0.371224542492528","0.387879533017104","3"
"Tends to agree","1996","1819","0.142177016397075","0.136184081132711","0.148169951661439","2"
"Totally disagree","1996","5539","0.428001364741655","0.419510613397955","0.436492116085355","4"
"True entirely","1996","601","0.050269581106454","0.0465200336335026","0.0540191285794054","1"
"Rather not true","1997","4833","0.357705853749187","0.349409899621274","0.366001807877101","3"
"Tends to agree","1997","1870","0.14449225953533","0.138407119187529","0.150577399883131","2"
"Totally disagree","1997","5475","0.433395548619484","0.424818881575368","0.4419722156636","4"
"True entirely","1997","646","0.0644063380959986","0.0601577534465652","0.0686549227454319","1"
"Rather not true","1998","","","","","3"
"Tends to agree","1998","","","","","2"
"Totally disagree","1998","","","","","4"
"True entirely","1998","","","","","1"
"Rather not true","1999","","","","","3"
"Tends to agree","1999","","","","","2"
"Totally disagree","1999","","","","","4"
