"plh0191","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","16-34 y.","West Germany","","","","","3"
"Rather not true","1990","16-34 y.","East Germany","650","0.379608506327647","0.356492090560108","0.402724922095185","3"
"Rather not true","1990","35-65 y.","West Germany","","","","","3"
"Rather not true","1990","35-65 y.","East Germany","813","0.356919655847965","0.337318819772816","0.376520491923113","3"
"Rather not true","1990","66 and older","West Germany","","","","","3"
"Rather not true","1990","66 and older","East Germany","127","0.293821313382483","0.250867159525974","0.336775467238992","3"
"Tends to agree","1990","16-34 y.","West Germany","","","","","2"
"Tends to agree","1990","35-65 y.","West Germany","","","","","2"
"Tends to agree","1990","35-65 y.","East Germany","488","0.210443031571045","0.193766114995617","0.227119948146473","2"
"Tends to agree","1990","66 and older","West Germany","","","","","2"
"Tends to agree","1990","16-34 y.","East Germany","325","0.192952301460523","0.174155056755219","0.211749546165827","2"
"Tends to agree","1990","66 and older","East Germany","89","0.215457448478669","0.17668749984366","0.254227397113677","2"
"Totally disagree","1990","16-34 y.","West Germany","","","","","4"
"Totally disagree","1990","16-34 y.","East Germany","620","0.369300168621001","0.346311134631729","0.392289202610273","4"
"Totally disagree","1990","35-65 y.","West Germany","","","","","4"
"Totally disagree","1990","66 and older","West Germany","","","","","4"
"Totally disagree","1990","35-65 y.","East Germany","808","0.347730718930141","0.328246108001742","0.36721532985854","4"
"Totally disagree","1990","66 and older","East Germany","142","0.299792133244755","0.256587549358106","0.342996717131403","4"
"True entirely","1990","16-34 y.","West Germany","","","","","1"
"True entirely","1990","16-34 y.","East Germany","98","0.0581390235908293","0.0469923090179749","0.0692857381636837","1"
"True entirely","1990","35-65 y.","West Germany","","","","","1"
"True entirely","1990","35-65 y.","East Germany","186","0.0849065936508495","0.0735025159401759","0.0963106713615231","1"
"True entirely","1990","66 and older","West Germany","","","","","1"
"True entirely","1990","66 and older","East Germany","74","0.190929104894093","0.153866531126197","0.227991678661989","1"
"Rather not true","1991","16-34 y.","West Germany","9","","","","3"
"Rather not true","1991","16-34 y.","East Germany","627","0.408770513716461","0.383917078563515","0.433623948869408","3"
"Rather not true","1991","35-65 y.","West Germany","1","","","","3"
"Rather not true","1991","35-65 y.","East Germany","898","0.396342175963464","0.375962937755531","0.416721414171397","3"
"Rather not true","1991","66 and older","West Germany","","","","","3"
"Rather not true","1991","66 and older","East Germany","126","0.333125858811009","0.287108500933908","0.37914321668811","3"
"Tends to agree","1991","16-34 y.","East Germany","302","0.209362116188958","0.188793434352814","0.229930798025102","2"
"Tends to agree","1991","35-65 y.","West Germany","1","","","","2"
"Tends to agree","1991","16-34 y.","West Germany","","","","","2"
"Tends to agree","1991","35-65 y.","East Germany","535","0.253137378716036","0.235021646781551","0.271253110650521","2"
"Tends to agree","1991","66 and older","West Germany","","","","","2"
"Tends to agree","1991","66 and older","East Germany","121","0.285210203023839","0.24112759614046","0.329292809907218","2"
"Totally disagree","1991","16-34 y.","West Germany","21","","","","4"
"Totally disagree","1991","16-34 y.","East Germany","507","0.339784143990163","0.315839238335394","0.363729049644933","4"
"Totally disagree","1991","35-65 y.","West Germany","4","","","","4"
"Totally disagree","1991","66 and older","West Germany","","","","","4"
"Totally disagree","1991","35-65 y.","East Germany","580","0.259481852198711","0.241218574119151","0.27774513027827","4"
"Totally disagree","1991","66 and older","East Germany","79","0.184969526989941","0.147061377522365","0.222877676457516","4"
"True entirely","1991","16-34 y.","West Germany","1","","","","1"
"True entirely","1991","16-34 y.","East Germany","67","0.0420832261044174","0.0319327362243205","0.0522337159845142","1"
"True entirely","1991","35-65 y.","West Germany","1","","","","1"
"True entirely","1991","35-65 y.","East Germany","200","0.0910385931217896","0.079053459648285","0.103023726595294","1"
"True entirely","1991","66 and older","West Germany","","","","","1"
"True entirely","1991","66 and older","East Germany","77","0.196694411175212","0.157885454073007","0.235503368277416","1"
"Rather not true","1992","16-34 y.","West Germany","723","0.284779832729702","0.267245926125242","0.302313739334162","3"
"Rather not true","1992","16-34 y.","East Germany","575","0.419239028967498","0.393317653790021","0.445160404144974","3"
"Rather not true","1992","35-65 y.","West Germany","976","0.283563634516432","0.268510373306602","0.298616895726263","3"
"Rather not true","1992","35-65 y.","East Germany","845","0.379845501680046","0.359513569463354","0.400177433896737","3"
"Rather not true","1992","66 and older","West Germany","280","0.276640809166113","0.249188231417042","0.304093386915183","3"
"Rather not true","1992","66 and older","East Germany","112","0.272903736982814","0.229085637679115","0.316721836286513","3"
"Tends to agree","1992","16-34 y.","West Germany","170","0.07104097551323","0.0610603689740456","0.0810215820524144","2"
"Tends to agree","1992","16-34 y.","East Germany","237","0.177646231636119","0.157567521205648","0.197724942066591","2"
"Tends to agree","1992","35-65 y.","East Germany","534","0.254796234367265","0.236542184472856","0.273050284261673","2"
"Tends to agree","1992","35-65 y.","West Germany","335","0.100102163071552","0.0900783062508695","0.110126019892234","2"
"Tends to agree","1992","66 and older","West Germany","210","0.211097497519252","0.186053640568327","0.236141354470178","2"
"Tends to agree","1992","66 and older","East Germany","126","0.315207593211381","0.269506073579541","0.360909112843222","2"
"Totally disagree","1992","16-34 y.","West Germany","1581","0.61672947452943","0.59784067919001","0.63561826986885","4"
"Totally disagree","1992","16-34 y.","East Germany","529","0.36359766123092","0.338327681276805","0.388867641185035","4"
"Totally disagree","1992","35-65 y.","West Germany","1974","0.565154371405295","0.548597906247822","0.581710836562768","4"
"Totally disagree","1992","35-65 y.","East Germany","654","0.287481012131782","0.268521462623369","0.306440561640196","4"
"Totally disagree","1992","66 and older","West Germany","458","0.432871110958253","0.402464487802497","0.463277734114008","4"
"Totally disagree","1992","66 and older","East Germany","81","0.197014900472331","0.157889741275663","0.236140059668999","4"
"True entirely","1992","16-34 y.","West Germany","71","0.0274497172276384","0.0211018305171219","0.0337976039381549","1"
"True entirely","1992","16-34 y.","East Germany","51","0.0395170781654629","0.0292825998546868","0.049751556476239","1"
"True entirely","1992","35-65 y.","West Germany","159","0.0511798310067212","0.043820168532912","0.0585394934805304","1"
"True entirely","1992","35-65 y.","East Germany","156","0.0778772518209076","0.0666512557227649","0.0891032479190503","1"
"True entirely","1992","66 and older","West Germany","72","0.0793905823563824","0.0627996724253369","0.0959814922874279","1"
"True entirely","1992","66 and older","East Germany","78","0.214873769333474","0.174470707106805","0.255276831560143","1"
"Rather not true","1993","16-34 y.","West Germany","1167","0.335572766437282","0.320059574578789","0.351085958295774","3"
"Rather not true","1993","16-34 y.","East Germany","562","0.425148723905859","0.398539971109475","0.451757476702243","3"
"Rather not true","1993","35-65 y.","West Germany","1483","0.324759434874795","0.311223951854536","0.338294917895054","3"
"Rather not true","1993","66 and older","West Germany","344","0.318711031660908","0.290945967137142","0.346476096184674","3"
"Rather not true","1993","35-65 y.","East Germany","885","0.400003766261781","0.37907076374556","0.420936768778002","3"
