"plh0191","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","16-34 y.","(0) in school","","","",""
"True entirely","1990","16-34 y.","(1a) inadequately completed","2","","",""
"True entirely","1990","16-34 y.","(1b) general elementary school","2","","",""
"True entirely","1990","16-34 y.","(1c) basic vocational qualification","20","","",""
"True entirely","1990","16-34 y.","(2b) intermediate general qualification","6","","",""
"True entirely","1990","16-34 y.","(2a) intermediate vocational","43","0.0500212787222761","0.0356512944725806","0.0643912629719716"
"True entirely","1990","16-34 y.","(2c_gen) general maturity certificate","3","","",""
"True entirely","1990","16-34 y.","(2c_voc) vocational maturity certificate","2","","",""
"True entirely","1990","16-34 y.","(3a) lower tertiary education","11","","",""
"True entirely","1990","16-34 y.","(3b) higher tertiary education","8","","",""
"True entirely","1990","35-65 y.","(0) in school","","","",""
"True entirely","1990","35-65 y.","(1a) inadequately completed","","","",""
"True entirely","1990","35-65 y.","(1b) general elementary school","26","","",""
"True entirely","1990","35-65 y.","(1c) basic vocational qualification","93","0.0967175691799434","0.0780785096340137","0.115356628725873"
"True entirely","1990","35-65 y.","(2b) intermediate general qualification","2","","",""
"True entirely","1990","35-65 y.","(2a) intermediate vocational","34","0.0762656438211113","0.0523206289894665","0.100210658652756"
"True entirely","1990","35-65 y.","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","35-65 y.","(3a) lower tertiary education","21","","",""
"True entirely","1990","35-65 y.","(3b) higher tertiary education","8","","",""
"True entirely","1990","66 and older","(0) in school","","","",""
"True entirely","1990","66 and older","(1a) inadequately completed","","","",""
"True entirely","1990","66 and older","(1b) general elementary school","28","","",""
"True entirely","1990","66 and older","(1c) basic vocational qualification","38","0.20482250063495","0.150497338159283","0.259147663110617"
"True entirely","1990","66 and older","(2b) intermediate general qualification","1","","",""
"True entirely","1990","66 and older","(2a) intermediate vocational","3","","",""
"True entirely","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","66 and older","(3a) lower tertiary education","2","","",""
"True entirely","1990","66 and older","(3b) higher tertiary education","2","","",""
"Tends to agree","1990","16-34 y.","(0) in school","","","",""
"Tends to agree","1990","16-34 y.","(1a) inadequately completed","8","","",""
"Tends to agree","1990","16-34 y.","(1b) general elementary school","4","","",""
"Tends to agree","1990","16-34 y.","(1c) basic vocational qualification","44","0.282451655001304","0.212911957294858","0.351991352707751"
"Tends to agree","1990","16-34 y.","(2b) intermediate general qualification","33","0.183717637538561","0.12498419080654","0.242451084270582"
"Tends to agree","1990","16-34 y.","(2a) intermediate vocational","171","0.191803685395936","0.165849412590842","0.217757958201031"
"Tends to agree","1990","16-34 y.","(2c_gen) general maturity certificate","8","","",""
"Tends to agree","1990","16-34 y.","(2c_voc) vocational maturity certificate","7","","",""
"Tends to agree","1990","16-34 y.","(3a) lower tertiary education","33","0.149488437572922","0.102793694056369","0.196183181089474"
"Tends to agree","1990","16-34 y.","(3b) higher tertiary education","17","","",""
"Tends to agree","1990","35-65 y.","(0) in school","","","",""
"Tends to agree","1990","35-65 y.","(1a) inadequately completed","3","","",""
"Tends to agree","1990","35-65 y.","(1b) general elementary school","51","0.259309925437132","0.195286387268225","0.32333346360604"
"Tends to agree","1990","35-65 y.","(1c) basic vocational qualification","209","0.214923783563677","0.189020329589729","0.240827237537625"
"Tends to agree","1990","35-65 y.","(2b) intermediate general qualification","2","","",""
"Tends to agree","1990","35-65 y.","(2a) intermediate vocational","93","0.190112020033214","0.154712745918216","0.225511294148211"
"Tends to agree","1990","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","35-65 y.","(2c_voc) vocational maturity certificate","9","","",""
"Tends to agree","1990","35-65 y.","(3a) lower tertiary education","82","0.201953319914684","0.162312774054103","0.241593865775264"
"Tends to agree","1990","35-65 y.","(3b) higher tertiary education","39","0.187443884653824","0.13744014538664","0.237447623921008"
"Tends to agree","1990","66 and older","(0) in school","","","",""
"Tends to agree","1990","66 and older","(1a) inadequately completed","1","","",""
"Tends to agree","1990","66 and older","(1b) general elementary school","31","0.224989547269642","0.154287719257769","0.295691375281515"
"Tends to agree","1990","66 and older","(1c) basic vocational qualification","40","0.198196024105931","0.144534657057043","0.251857391154819"
"Tends to agree","1990","66 and older","(2b) intermediate general qualification","3","","",""
"Tends to agree","1990","66 and older","(2a) intermediate vocational","5","","",""
"Tends to agree","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Tends to agree","1990","66 and older","(3a) lower tertiary education","8","","",""
"Tends to agree","1990","66 and older","(3b) higher tertiary education","","","",""
"Rather not true","1990","16-34 y.","(0) in school","1","","",""
"Rather not true","1990","16-34 y.","(1a) inadequately completed","14","","",""
"Rather not true","1990","16-34 y.","(1b) general elementary school","7","","",""
"Rather not true","1990","16-34 y.","(1c) basic vocational qualification","39","0.216338434952807","0.152737094572156","0.279939775333458"
"Rather not true","1990","16-34 y.","(2b) intermediate general qualification","74","0.468713812625757","0.393029130020206","0.544398495231308"
"Rather not true","1990","16-34 y.","(2a) intermediate vocational","334","0.370381005214347","0.338547444251203","0.402214566177491"
"Rather not true","1990","16-34 y.","(2c_gen) general maturity certificate","22","","",""
"Rather not true","1990","16-34 y.","(2c_voc) vocational maturity certificate","25","","",""
"Rather not true","1990","16-34 y.","(3a) lower tertiary education","91","0.416960477889754","0.352392003480361","0.481528952299146"
"Rather not true","1990","16-34 y.","(3b) higher tertiary education","43","0.425566542739772","0.327173174904111","0.523959910575433"
"Rather not true","1990","35-65 y.","(0) in school","","","",""
"Rather not true","1990","35-65 y.","(1a) inadequately completed","3","","",""
"Rather not true","1990","35-65 y.","(1b) general elementary school","56","0.312490602286304","0.244777979127003","0.380203225445604"
"Rather not true","1990","35-65 y.","(1c) basic vocational qualification","348","0.36394509133617","0.333604449397241","0.394285733275098"
"Rather not true","1990","35-65 y.","(2b) intermediate general qualification","4","","",""
"Rather not true","1990","35-65 y.","(2a) intermediate vocational","152","0.333509801246912","0.290976579913457","0.376043022580366"
"Rather not true","1990","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Rather not true","1990","35-65 y.","(2c_voc) vocational maturity certificate","7","","",""
"Rather not true","1990","35-65 y.","(3a) lower tertiary education","135","0.338324804199065","0.291606257231179","0.385043351166951"
"Rather not true","1990","35-65 y.","(3b) higher tertiary education","107","0.449397954406662","0.385663449253846","0.513132459559477"
"Rather not true","1990","66 and older","(0) in school","","","",""
"Rather not true","1990","66 and older","(1a) inadequately completed","1","","",""
"Rather not true","1990","66 and older","(1b) general elementary school","43","0.31917431291016","0.240246944211942","0.398101681608379"
"Rather not true","1990","66 and older","(1c) basic vocational qualification","54","0.255590220575329","0.196873970446571","0.314306470704088"
"Rather not true","1990","66 and older","(2b) intermediate general qualification","1","","",""
"Rather not true","1990","66 and older","(2a) intermediate vocational","8","","",""
"Rather not true","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Rather not true","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Rather not true","1990","66 and older","(3a) lower tertiary education","15","","",""
"Rather not true","1990","66 and older","(3b) higher tertiary education","3","","",""
"Totally disagree","1990","16-34 y.","(0) in school","","","",""
"Totally disagree","1990","16-34 y.","(1a) inadequately completed","9","","",""
"Totally disagree","1990","16-34 y.","(1b) general elementary school","8","","",""
"Totally disagree","1990","16-34 y.","(1c) basic vocational qualification","58","0.383012862033696","0.30792324532871","0.458102478738683"
"Totally disagree","1990","16-34 y.","(2b) intermediate general qualification","54","0.308915745948721","0.238838765987062","0.37899272591038"
"Totally disagree","1990","16-34 y.","(2a) intermediate vocational","336","0.387794030667441","0.355674344127405","0.419913717207476"
"Totally disagree","1990","16-34 y.","(2c_gen) general maturity certificate","12","","",""
"Totally disagree","1990","16-34 y.","(2c_voc) vocational maturity certificate","23","","",""
"Totally disagree","1990","16-34 y.","(3a) lower tertiary education","89","0.383979752009157","0.320289093762623","0.447670410255691"
"Totally disagree","1990","16-34 y.","(3b) higher tertiary education","29","","",""
"Totally disagree","1990","35-65 y.","(0) in school","","","",""
"Totally disagree","1990","35-65 y.","(1a) inadequately completed","2","","",""
"Totally disagree","1990","35-65 y.","(1b) general elementary school","47","0.267405426030999","0.202746454108861","0.332064397953138"
"Totally disagree","1990","35-65 y.","(1c) basic vocational qualification","316","0.32441355592021","0.294891303594638","0.353935808245781"
"Totally disagree","1990","35-65 y.","(2b) intermediate general qualification","","","",""
"Totally disagree","1990","35-65 y.","(2a) intermediate vocational","193","0.400112534898763","0.355914489464138","0.444310580333389"
"Totally disagree","1990","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Totally disagree","1990","35-65 y.","(2c_voc) vocational maturity certificate","10","","",""
"Totally disagree","1990","35-65 y.","(3a) lower tertiary education","156","0.40443250824051","0.355971940176186","0.452893076304834"
"Totally disagree","1990","35-65 y.","(3b) higher tertiary education","80","0.332385249828233","0.272028757076258","0.392741742580208"
"Totally disagree","1990","66 and older","(0) in school","","","",""
"Totally disagree","1990","66 and older","(1a) inadequately completed","","","",""
"Totally disagree","1990","66 and older","(1b) general elementary school","32","0.223645624795099","0.153094182346609","0.294197067243588"
"Totally disagree","1990","66 and older","(1c) basic vocational qualification","80","0.34139125468379","0.277561951545232","0.405220557822348"
"Totally disagree","1990","66 and older","(2b) intermediate general qualification","1","","",""
"Totally disagree","1990","66 and older","(2a) intermediate vocational","12","","",""
"Totally disagree","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Totally disagree","1990","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Totally disagree","1990","66 and older","(3a) lower tertiary education","11","","",""
"Totally disagree","1990","66 and older","(3b) higher tertiary education","5","","",""
"True entirely","1991","16-34 y.","(0) in school","","","",""
"True entirely","1991","16-34 y.","(1a) inadequately completed","1","","",""
"True entirely","1991","16-34 y.","(1b) general elementary school","3","","",""
"True entirely","1991","16-34 y.","(1c) basic vocational qualification","14","","",""
"True entirely","1991","16-34 y.","(2b) intermediate general qualification","7","","",""
"True entirely","1991","16-34 y.","(2a) intermediate vocational","35","0.0407719338777488","0.0271528725403671","0.0543909952151305"
"True entirely","1991","16-34 y.","(2c_gen) general maturity certificate","2","","",""
"True entirely","1991","16-34 y.","(2c_voc) vocational maturity certificate","1","","",""
"True entirely","1991","16-34 y.","(3a) lower tertiary education","5","","",""
"True entirely","1991","16-34 y.","(3b) higher tertiary education","","","",""
"True entirely","1991","35-65 y.","(0) in school","","","",""
"True entirely","1991","35-65 y.","(1a) inadequately completed","","","",""
"True entirely","1991","35-65 y.","(1b) general elementary school","37","0.218659577895023","0.154004496330458","0.283314659459588"
"True entirely","1991","35-65 y.","(1c) basic vocational qualification","99","0.112005081123205","0.0912037157654886","0.132806446480921"
"True entirely","1991","35-65 y.","(2b) intermediate general qualification","1","","",""
"True entirely","1991","35-65 y.","(2a) intermediate vocational","27","","",""
"True entirely","1991","35-65 y.","(2c_gen) general maturity certificate","","","",""
"True entirely","1991","35-65 y.","(2c_voc) vocational maturity certificate","2","","",""
"True entirely","1991","35-65 y.","(3a) lower tertiary education","28","","",""
"True entirely","1991","35-65 y.","(3b) higher tertiary education","6","","",""
"True entirely","1991","66 and older","(0) in school","","","",""
"True entirely","1991","66 and older","(1a) inadequately completed","","","",""
"True entirely","1991","66 and older","(1b) general elementary school","24","","",""
"True entirely","1991","66 and older","(1c) basic vocational qualification","42","0.219234930373602","0.161752302263087","0.276717558484116"
"True entirely","1991","66 and older","(2b) intermediate general qualification","","","",""
"True entirely","1991","66 and older","(2a) intermediate vocational","4","","",""
"True entirely","1991","66 and older","(2c_gen) general maturity certificate","","","",""
"True entirely","1991","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"True entirely","1991","66 and older","(3a) lower tertiary education","4","","",""
"True entirely","1991","66 and older","(3b) higher tertiary education","1","","",""
"Tends to agree","1991","16-34 y.","(0) in school","","","",""
"Tends to agree","1991","16-34 y.","(1a) inadequately completed","13","","",""
"Tends to agree","1991","16-34 y.","(1b) general elementary school","7","","",""
"Tends to agree","1991","16-34 y.","(1c) basic vocational qualification","38","0.281791329175925","0.204159043918495","0.359423614433356"
"Tends to agree","1991","16-34 y.","(2b) intermediate general qualification","25","","",""
"Tends to agree","1991","16-34 y.","(2a) intermediate vocational","165","0.21096879514299","0.182871676685365","0.239065913600614"
"Tends to agree","1991","16-34 y.","(2c_gen) general maturity certificate","2","","",""
"Tends to agree","1991","16-34 y.","(2c_voc) vocational maturity certificate","9","","",""
"Tends to agree","1991","16-34 y.","(3a) lower tertiary education","31","0.175458608809464","0.122209342658015","0.228707874960913"
"Tends to agree","1991","16-34 y.","(3b) higher tertiary education","10","","",""
"Tends to agree","1991","35-65 y.","(0) in school","","","",""
"Tends to agree","1991","35-65 y.","(1a) inadequately completed","5","","",""
"Tends to agree","1991","35-65 y.","(1b) general elementary school","49","0.330031450275894","0.256477985231954","0.403584915319835"
"Tends to agree","1991","35-65 y.","(1c) basic vocational qualification","232","0.263177477631903","0.234132332857336","0.29222262240647"
"Tends to agree","1991","35-65 y.","(2b) intermediate general qualification","3","","",""
"Tends to agree","1991","35-65 y.","(2a) intermediate vocational","118","0.254495860015544","0.216239925941315","0.292751794089772"
"Tends to agree","1991","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1991","35-65 y.","(2c_voc) vocational maturity certificate","7","","",""
"Tends to agree","1991","35-65 y.","(3a) lower tertiary education","86","0.223834052629747","0.182936057896528","0.264732047362966"
"Tends to agree","1991","35-65 y.","(3b) higher tertiary education","36","0.192995720369058","0.142213012269118","0.243778428468999"
"Tends to agree","1991","66 and older","(0) in school","","","",""
