"plh0191","year","migback","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","no migration background","345","0.0916972755304101","0.0830461312301856","0.100348419830635"
"True entirely","1990","direct migration background","12","","",""
"True entirely","1990","indirect migration background","1","","",""
"Tends to agree","1990","no migration background","875","0.20659223083964","0.194455960315356","0.218728501363923"
"Tends to agree","1990","direct migration background","27","","",""
"Tends to agree","1990","indirect migration background","","","",""
"Rather not true","1990","no migration background","1531","0.352423818030103","0.338103321022404","0.366744315037802"
"Rather not true","1990","direct migration background","59","0.428329243843267","0.347225309226882","0.509433178459652"
"Rather not true","1990","indirect migration background","","","",""
"Totally disagree","1990","no migration background","1524","0.349286675599847","0.334995567947465","0.36357778325223"
"Totally disagree","1990","direct migration background","45","0.306007982111165","0.230477251183064","0.381538713039267"
"Totally disagree","1990","indirect migration background","1","","",""
"True entirely","1991","no migration background","330","0.0893143263307582","0.0804893724477117","0.0981392802138048"
"True entirely","1991","direct migration background","15","","",""
"True entirely","1991","indirect migration background","1","","",""
"Tends to agree","1991","no migration background","928","0.243112593482748","0.229839046338901","0.256386140626596"
"Tends to agree","1991","direct migration background","31","0.214763352230641","0.147219739511704","0.282306964949579"
"Tends to agree","1991","indirect migration background","","","",""
"Rather not true","1991","no migration background","1601","0.388075243527285","0.372996171696178","0.403154315358391"
"Rather not true","1991","direct migration background","58","0.381041544598742","0.301164712342323","0.46091837685516"
"Rather not true","1991","indirect migration background","2","","",""
"Totally disagree","1991","no migration background","1153","0.279497836659209","0.265611921777001","0.293383751541417"
"Totally disagree","1991","direct migration background","38","0.272422517340781","0.199196562296244","0.345648472385318"
"Totally disagree","1991","indirect migration background","","","",""
"True entirely","1992","no migration background","536","0.0557906304830794","0.0513652597042328","0.060216001261926"
"True entirely","1992","direct migration background","47","0.0865941328806059","0.063586693992609","0.109601571768603"
"True entirely","1992","indirect migration background","4","","",""
"Tends to agree","1992","no migration background","1524","0.140846031525723","0.134138809482034","0.147553253569412"
"Tends to agree","1992","direct migration background","81","0.1416830381124","0.11315480183452","0.170211274390281"
"Tends to agree","1992","indirect migration background","7","","",""
"Rather not true","1992","no migration background","3321","0.3044085322894","0.295536146654477","0.313280917924323"
"Rather not true","1992","direct migration background","167","0.273677867425739","0.23720443610595","0.310151298745527"
"Rather not true","1992","indirect migration background","23","","",""
"Totally disagree","1992","no migration background","4952","0.498954805701798","0.489314208633143","0.508595402770453"
"Totally disagree","1992","direct migration background","279","0.498044961581255","0.457141616207119","0.538948306955391"
"Totally disagree","1992","indirect migration background","46","0.593785243355151","0.486164584680803","0.701405902029499"
"True entirely","1993","no migration background","708","0.078465231792948","0.0732287709304969","0.0837016926553991"
"True entirely","1993","direct migration background","209","0.0876937799939427","0.0765097009975377","0.0988778589903477"
"True entirely","1993","indirect migration background","27","","",""
"Tends to agree","1993","no migration background","1580","0.155553108873298","0.148495316362315","0.162610901384282"
"Tends to agree","1993","direct migration background","519","0.207535329896259","0.19149986751194","0.223570792280577"
"Tends to agree","1993","indirect migration background","64","0.156567868380761","0.123819179974265","0.189316556787257"
"Rather not true","1993","no migration background","3615","0.343095553411594","0.333850657752729","0.35234044907046"
"Rather not true","1993","direct migration background","768","0.302286361153649","0.284127299822479","0.320445422484819"
"Rather not true","1993","indirect migration background","164","0.338930122543239","0.296272535152557","0.381587709933922"
"Totally disagree","1993","no migration background","4227","0.422886105922159","0.413265867363191","0.432506344481127"
"Totally disagree","1993","direct migration background","961","0.40248452895615","0.383093775447832","0.421875282464467"
"Totally disagree","1993","indirect migration background","218","0.422319620680792","0.377807123550038","0.466832117811547"
"True entirely","1994","no migration background","","","",""
"True entirely","1994","direct migration background","","","",""
"True entirely","1994","indirect migration background","","","",""
"Tends to agree","1994","no migration background","","","",""
"Tends to agree","1994","direct migration background","","","",""
"Tends to agree","1994","indirect migration background","","","",""
"Rather not true","1994","no migration background","","","",""
"Rather not true","1994","direct migration background","","","",""
"Rather not true","1994","indirect migration background","","","",""
"Totally disagree","1994","no migration background","","","",""
"Totally disagree","1994","direct migration background","","","",""
"Totally disagree","1994","indirect migration background","","","",""
"True entirely","1995","no migration background","509","0.0622509807707303","0.0575086139741752","0.0669933475672853"
"True entirely","1995","direct migration background","182","0.0742161216844105","0.0644722932666332","0.0839599501021877"
"True entirely","1995","indirect migration background","18","","",""
"Tends to agree","1995","no migration background","1287","0.130016295295805","0.123414938819924","0.136617651771686"
"Tends to agree","1995","direct migration background","510","0.177230052070295","0.163035111263512","0.191424992877078"
"Tends to agree","1995","indirect migration background","53","0.121089904864648","0.0926930457527193","0.149486763976576"
"Rather not true","1995","no migration background","3552","0.343572171059009","0.334250769558112","0.352893572559905"
"Rather not true","1995","direct migration background","920","0.314488282968525","0.297228498470341","0.33174806746671"
"Rather not true","1995","indirect migration background","170","0.342021603771778","0.300728578867313","0.383314628676243"
"Totally disagree","1995","no migration background","4623","0.464160552874456","0.454371736352627","0.473949369396284"
"Totally disagree","1995","direct migration background","1168","0.434065543276769","0.415641437534822","0.452489649018715"
"Totally disagree","1995","indirect migration background","266","0.502672494437048","0.4591505879033","0.546194400970796"
"True entirely","1996","no migration background","431","0.0467770209240876","0.042618753073037","0.0509352887751382"
"True entirely","1996","direct migration background","150","0.0731228615727526","0.0631044059305691","0.0831413172149361"
"True entirely","1996","indirect migration background","20","","",""
"Tends to agree","1996","no migration background","1295","0.135784993876629","0.129039158800312","0.142530828952945"
"Tends to agree","1996","direct migration background","469","0.185779634477072","0.170812690342485","0.200746578611659"
"Tends to agree","1996","indirect migration background","55","0.106013924648768","0.0801677262762534","0.131860123021283"
"Rather not true","1996","no migration background","3914","0.381666580213822","0.372100096071051","0.391233064356594"
"Rather not true","1996","direct migration background","967","0.364179092182805","0.345661350904464","0.382696833461145"
"Rather not true","1996","indirect migration background","205","0.398230739549216","0.357131647305347","0.439329831793084"
"Totally disagree","1996","no migration background","4266","0.435771404985461","0.42600677390543","0.445536036065493"
"Totally disagree","1996","direct migration background","1008","0.376918411767371","0.358269253248541","0.395567570286201"
"Totally disagree","1996","indirect migration background","265","0.458372791572087","0.416540708469897","0.500204874674277"
"True entirely","1997","no migration background","494","0.0639842356125888","0.0591348118203974","0.0688336594047803"
"True entirely","1997","direct migration background","133","0.0701215544993962","0.0600554203027606","0.0801876886960318"
"True entirely","1997","indirect migration background","19","","",""
"Tends to agree","1997","no migration background","1297","0.135499989790704","0.128717889668246","0.142282089913163"
"Tends to agree","1997","direct migration background","489","0.201631668416754","0.185815368906447","0.217447967927061"
"Tends to agree","1997","indirect migration background","84","0.123564759966584","0.096525226849594","0.150604293083575"
"Rather not true","1997","no migration background","3672","0.355335201512857","0.345851057080681","0.364819345945033"
"Rather not true","1997","direct migration background","950","0.367603079822634","0.34859631060168","0.386609849043588"
"Rather not true","1997","indirect migration background","211","0.38390882884844","0.343948550901439","0.423869106795442"
"Totally disagree","1997","no migration background","4320","0.44518057308385","0.435332392669671","0.455028753498029"
"Totally disagree","1997","direct migration background","900","0.360643697261216","0.341714399336804","0.379572995185628"
"Totally disagree","1997","indirect migration background","255","0.447723895370256","0.406866072517184","0.488581718223327"
"True entirely","1998","no migration background","","","",""
"True entirely","1998","direct migration background","","","",""
"True entirely","1998","indirect migration background","","","",""
"Tends to agree","1998","no migration background","","","",""
"Tends to agree","1998","direct migration background","","","",""
"Tends to agree","1998","indirect migration background","","","",""
"Rather not true","1998","no migration background","","","",""
"Rather not true","1998","direct migration background","","","",""
"Rather not true","1998","indirect migration background","","","",""
"Totally disagree","1998","no migration background","","","",""
"Totally disagree","1998","direct migration background","","","",""
"Totally disagree","1998","indirect migration background","","","",""
"True entirely","1999","no migration background","","","",""
"True entirely","1999","direct migration background","","","",""
"True entirely","1999","indirect migration background","","","",""
"Tends to agree","1999","no migration background","","","",""
"Tends to agree","1999","direct migration background","","","",""
"Tends to agree","1999","indirect migration background","","","",""
"Rather not true","1999","no migration background","","","",""
"Rather not true","1999","direct migration background","","","",""
"Rather not true","1999","indirect migration background","","","",""
"Totally disagree","1999","no migration background","","","",""
"Totally disagree","1999","direct migration background","","","",""
"Totally disagree","1999","indirect migration background","","","",""
"True entirely","2000","no migration background","","","",""
"True entirely","2000","direct migration background","","","",""
"True entirely","2000","indirect migration background","","","",""
"Tends to agree","2000","no migration background","","","",""
"Tends to agree","2000","direct migration background","","","",""
"Tends to agree","2000","indirect migration background","","","",""
"Rather not true","2000","no migration background","","","",""
"Rather not true","2000","direct migration background","","","",""
"Rather not true","2000","indirect migration background","","","",""
"Totally disagree","2000","no migration background","","","",""
"Totally disagree","2000","direct migration background","","","",""
"Totally disagree","2000","indirect migration background","","","",""
"True entirely","2001","no migration background","","","",""
"True entirely","2001","direct migration background","","","",""
"True entirely","2001","indirect migration background","","","",""
"Tends to agree","2001","no migration background","","","",""
"Tends to agree","2001","direct migration background","","","",""
"Tends to agree","2001","indirect migration background","","","",""
"Rather not true","2001","no migration background","","","",""
"Rather not true","2001","direct migration background","","","",""
"Rather not true","2001","indirect migration background","","","",""
"Totally disagree","2001","no migration background","","","",""
"Totally disagree","2001","direct migration background","","","",""
"Totally disagree","2001","indirect migration background","","","",""
"True entirely","2002","no migration background","","","",""
"True entirely","2002","direct migration background","","","",""
"True entirely","2002","indirect migration background","","","",""
"Tends to agree","2002","no migration background","","","",""
"Tends to agree","2002","direct migration background","","","",""
"Tends to agree","2002","indirect migration background","","","",""
"Rather not true","2002","no migration background","","","",""
"Rather not true","2002","direct migration background","","","",""
"Rather not true","2002","indirect migration background","","","",""
"Totally disagree","2002","no migration background","","","",""
"Totally disagree","2002","direct migration background","","","",""
"Totally disagree","2002","indirect migration background","","","",""
"True entirely","2003","no migration background","","","",""
"True entirely","2003","direct migration background","","","",""
"True entirely","2003","indirect migration background","","","",""
"Tends to agree","2003","no migration background","","","",""
"Tends to agree","2003","direct migration background","","","",""
"Tends to agree","2003","indirect migration background","","","",""
"Rather not true","2003","no migration background","","","",""
"Rather not true","2003","direct migration background","","","",""
"Rather not true","2003","indirect migration background","","","",""
"Totally disagree","2003","no migration background","","","",""
"Totally disagree","2003","direct migration background","","","",""
"Totally disagree","2003","indirect migration background","","","",""
